osmid,highway,oneway,reversed,length,lanes,geometry,ref,name,bridge
189260094,tertiary,False,False,31.648,,"LINESTRING (39.0045522 41.0317388, 39.0042105 41.0318595)",,,
569146493,residential,False,True,50.6,,"LINESTRING (39.0045522 41.0317388, 39.0043268 41.0313167)",,,
189260094,tertiary,False,False,52.251,,"LINESTRING (39.0033245 41.0321724, 39.0028049 41.0324316)",,,
189260094,tertiary,False,True,7.502,,"LINESTRING (39.0033245 41.0321724, 39.0034055 41.0321438)",,,
733600084,residential,False,True,47.837,,"LINESTRING (39.0033245 41.0321724, 39.0030302 41.0318039)",,,
189260094,tertiary,False,False,18.002,,"LINESTRING (39.0023144 41.0327241, 39.0022011 41.0328616)",,,
1002939676,residential,False,True,65.955,1,"LINESTRING (39.0023144 41.0327241, 39.002912 41.0331096)",,,
189260094,tertiary,False,True,52.462999999999994,,"LINESTRING (39.0023144 41.0327241, 39.0027585 41.0324548, 39.0028049 41.0324316)",,,
189260094,tertiary,False,False,13.724,,"LINESTRING (39.0019574 41.0332561, 39.0018878 41.0333678)",,,
189260094,tertiary,False,True,48.534,,"LINESTRING (39.0019574 41.0332561, 39.0021142 41.0329671, 39.0022011 41.0328616)",,,
189260125,secondary,True,False,82.162,,"LINESTRING (39.0019574 41.0332561, 39.0024712 41.0332167, 39.002912 41.0331096)",,,
189260094,tertiary,False,True,13.724,,"LINESTRING (39.0018878 41.0333678, 39.0019574 41.0332561)",,,
189260099,secondary,True,False,82.482,,"LINESTRING (39.0018878 41.0333678, 39.0009046 41.0333814)",,,
189260133,tertiary,False,False,38.831,,"LINESTRING (39.0018878 41.0333678, 39.0018223 41.0337135)",,,
"[189260126, 189260135]",residential,False,"[False, True]",173.306,,"LINESTRING (38.9927712 41.0350755, 38.9930237 41.03522, 38.9931892 41.0353382, 38.9929454 41.0359687, 38.9927712 41.0364416)",,,
1052883278,residential,False,False,40.141,,"LINESTRING (38.9927712 41.0350755, 38.9928085 41.0348616, 38.9928514 41.03472)",,,
1052883281,residential,False,True,30.066,,"LINESTRING (38.9927712 41.0364416, 38.9930712 41.0365896)",,,
