osmid,highway,oneway,reversed,length,ref,geometry,name
100034385,tertiary,False,False,12.59,,"LINESTRING (35.0547733 41.4155493, 35.054637 41.4155006)",
100034354,primary,True,False,123.50299999999999,57-50,"LINESTRING (35.0547733 41.4155493, 35.0540656 41.4156682, 35.0536664 41.4157565, 35.0533653 41.4158743)",
100034354,primary,True,False,105.327,57-50,"LINESTRING (35.0570462 41.4155893, 35.0558124 41.4153865)",
100034371,residential,False,False,59.041,,"LINESTRING (35.0570462 41.4155893, 35.0568955 41.4161081)",
100034371,residential,False,True,4.61,,"LINESTRING (35.0570462 41.4155893, 35.0570617 41.4155495)",
100034391,residential,False,False,56.212,,"LINESTRING (35.0558124 41.4153865, 35.0557061 41.4158857)",
100034391,residential,False,True,8.839,,"LINESTRING (35.0558124 41.4153865, 35.0558229 41.4153074)",
100034354,primary,True,False,64.706,57-50,"LINESTRING (35.0558124 41.4153865, 35.0555644 41.4154129, 35.0550523 41.4155012)",
100107256,residential,False,False,5.995,,"LINESTRING (35.0578141 41.4157086, 35.0577972 41.415761)",
100107256,residential,False,True,93.576,,"LINESTRING (35.0578141 41.4157086, 35.0580837 41.4148917)",
231957624,primary,True,False,29.777,57-50,"LINESTRING (35.0578141 41.4157086, 35.0581565 41.4157846)",
100034340,residential,False,True,11.029,,"LINESTRING (35.0533865 41.4157764, 35.0533653 41.4158743)",
100034340,residential,False,False,100.35900000000001,,"LINESTRING (35.0533865 41.4157764, 35.0534285 41.4152059, 35.0534768 41.4148767)",
231957624,primary,True,False,108.818,57-50,"LINESTRING (35.0533865 41.4157764, 35.0537132 41.4156827, 35.054637 41.4155006)",
100034283,tertiary,False,True,10.282,,"LINESTRING (35.0516304 41.4135489, 35.0517278 41.4136056)",
100034357,residential,False,True,50.823,,"LINESTRING (35.0592837 41.4151311, 35.0588683 41.4150677, 35.0586914 41.4150257)",
100034372,residential,False,False,105.339,,"LINESTRING (35.0592837 41.4151311, 35.0593202 41.415176, 35.0593708 41.4153485, 35.0593785 41.4160666)",
100034372,residential,False,True,60.605999999999995,,"LINESTRING (35.0592837 41.4151311, 35.0591408 41.4149551, 35.0588601 41.4146894)",
100034357,residential,False,True,33.941,,"LINESTRING (35.05719 41.4148348, 35.056783 41.4148318)",
100034371,residential,False,False,42.546,,"LINESTRING (35.05719 41.4148348, 35.0571219 41.415214)",
100034371,residential,False,True,77.659,,"LINESTRING (35.05719 41.4148348, 35.0573288 41.4141442)",
100034357,residential,False,False,75.261,,"LINESTRING (35.05719 41.4148348, 35.0578503 41.4148434, 35.0580837 41.4148917)",
100034348,residential,False,False,66.501,,"LINESTRING (35.0577456 41.4206195, 35.0577562 41.4212175)",
100107249,residential,False,False,51.033,,"LINESTRING (35.0577456 41.4206195, 35.0572145 41.4203914)",
100107249,residential,False,True,242.507,,"LINESTRING (35.0577456 41.4206195, 35.0581123 41.4207651, 35.0586515 41.421067, 35.0590541 41.4213635, 35.0601038 41.421881)",
100034365,residential,False,False,92.023,,"LINESTRING (35.0568052 41.4166313, 35.0578923 41.4167737)",
100034365,residential,False,True,105.702,,"LINESTRING (35.0568052 41.4166313, 35.055557 41.4164656)",
100034371,residential,False,False,70.358,,"LINESTRING (35.0568052 41.4166313, 35.0566968 41.4172588)",
100034371,residential,False,True,58.663,,"LINESTRING (35.0568052 41.4166313, 35.0568955 41.4161081)",
100034406,primary,True,False,12.038,D030,"LINESTRING (35.0516581 41.4135108, 35.0517278 41.4136056)",Kastamonu-Amasya yolu
100034409,tertiary,False,True,28.986,,"LINESTRING (35.0516581 41.4135108, 35.0519076 41.4136923)",
