osmid,highway,oneway,reversed,length,name,geometry,tunnel,junction,lanes,maxspeed
1158913975,residential,False,False,42.643,,"LINESTRING (38.7855204 37.1497716, 38.786 37.1497409)",,,,
32424699,secondary,True,False,184.97899999999998,Vali Fuat Caddesi,"LINESTRING (38.7855204 37.1497716, 38.7854709 37.1494719, 38.7854076 37.1492044, 38.7853447 37.1489074, 38.7852751 37.1486657, 38.7852252 37.1485138, 38.7851404 37.1483875, 38.7850356 37.1482792, 38.7849483 37.1482035)",,,,
191084801,residential,False,False,73.95,,"LINESTRING (38.7855204 37.1497716, 38.7852426 37.1499411, 38.7851349 37.1500164, 38.7848674 37.1501853)",,,,
191084829,residential,False,False,44.709,,"LINESTRING (38.7861561 37.1513752, 38.7857508 37.1511358)",,,,
32424699,secondary,True,False,40.963,Vali Fuat Caddesi,"LINESTRING (38.7861561 37.1513752, 38.786105 37.1512567, 38.7860431 37.1511386, 38.7859734 37.1510378)",,,,
188896175,secondary,True,False,8.126,Fuzuli Caddesi,"LINESTRING (38.7819953 37.1483302, 38.7820212 37.1482601)",,,,
188896167,tertiary,False,True,252.531,,"LINESTRING (38.7819953 37.1483302, 38.7819864 37.1493596, 38.7816347 37.1501122, 38.7816216 37.1505506)",,,,
838329405,secondary,True,False,48.447,Harran Kapı Caddesi,"LINESTRING (38.7860689 37.1442459, 38.7862209 37.1442173, 38.7863564 37.1441633, 38.7865297 37.1440322)",,,,
188906714,tertiary,False,False,10.924,,"LINESTRING (38.7785974 37.1446256, 38.7787067 37.1445802)",,,,
188906714,tertiary,False,True,10.356,,"LINESTRING (38.7785974 37.1446256, 38.7785022 37.1446796)",,,,
193464173,residential,False,False,51.305,,"LINESTRING (38.7785974 37.1446256, 38.7786061 37.144686, 38.7784379 37.1450635)",,,,
188906714,tertiary,False,False,24.922,,"LINESTRING (38.7781267 37.1449998, 38.7783138 37.1448325)",,,,
188906714,tertiary,False,True,9.321,,"LINESTRING (38.7781267 37.1449998, 38.7780905 37.1450785)",,,,
193467455,residential,False,False,43.652,,"LINESTRING (38.7781267 37.1449998, 38.7776435 37.1449239)",,,,
193467466,residential,False,False,28.873,,"LINESTRING (38.7781267 37.1449998, 38.7779738 37.1448693, 38.7779161 37.1448025)",,,,
1156601608,residential,False,True,28.668,,"LINESTRING (38.7781267 37.1449998, 38.7781743 37.1450024, 38.77823 37.1450067, 38.7784379 37.1450635)",,,,
188906714,tertiary,False,False,48.382999999999996,,"LINESTRING (38.7773704 37.1462538, 38.7775489 37.146153, 38.7776657 37.1460748, 38.7777761 37.145967)",,,,
191084771,residential,False,True,24.392,,"LINESTRING (38.7869294 37.1444619, 38.7871831 37.1443769)",,,,
