osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed
403089893,True,1,trunk_link,False,35.205,"LINESTRING (29.8197505 40.7168053, 29.8197314 40.7168425, 29.8197152 40.7168889, 29.8197118 40.7169308, 29.8197441 40.7171159)",,,
579827755,True,2,trunk,False,16.375999999999998,"LINESTRING (29.8197505 40.7168053, 29.8196715 40.7168093, 29.8195566 40.7168038)",D130,YALOVA-KOCAELİ YOLU,50
617137325,True,1,trunk_link,False,12.489,"LINESTRING (29.8195358 40.7166926, 29.8195566 40.7168038)",,,
114345535,True,2,trunk,False,104.005,"LINESTRING (29.8195358 40.7166926, 29.8201005 40.7166923, 29.8207698 40.7166866)",D130,YALOVA-KOCAELİ YOLU,
144333849,False,,residential,False,34.65,"LINESTRING (29.8139916 40.7149016, 29.8137069 40.7151264)",,,
144553459,False,,residential,True,14.06,"LINESTRING (29.8139916 40.7149016, 29.8141577 40.7149133)",,,
144314600,False,,residential,True,67.143,"LINESTRING (29.8142709 40.7147232, 29.8141858 40.7146452, 29.8141086 40.7144894, 29.8141542 40.714155)",,,
144553485,False,,residential,False,37.751,"LINESTRING (29.8142709 40.7147232, 29.8143533 40.71467, 29.8146773 40.7145927)",,,
144553485,False,,residential,True,23.531,"LINESTRING (29.8142709 40.7147232, 29.814182 40.7148298, 29.8141577 40.7149133)",,,
144314600,False,,residential,False,67.143,"LINESTRING (29.8141542 40.714155, 29.8141086 40.7144894, 29.8141858 40.7146452, 29.8142709 40.7147232)",,,
144334361,False,,residential,False,52.339,"LINESTRING (29.818339 40.7128165, 29.818038 40.7132282)",,,
144334366,False,,residential,True,53.687,"LINESTRING (29.818339 40.7128165, 29.8189692 40.7128867)",,,
144334354,False,,residential,True,157.609,"LINESTRING (29.818339 40.7128165, 29.8186362 40.7131813, 29.8188621 40.7134173, 29.8190182 40.7136667, 29.8190173 40.7138903, 29.8190021 40.7140874)",,,
"[575490640, 144553507]",False,,residential,"[False, True]",56.022000000000006,"LINESTRING (29.818339 40.7128165, 29.8178705 40.7127386, 29.8178507 40.7127116, 29.8178654 40.7126028)",,,
689651717,True,,secondary,False,55.684,"LINESTRING (29.818339 40.7128165, 29.8182866 40.7127462, 29.8183054 40.7126689, 29.8183349 40.7125937, 29.8183832 40.7125245, 29.8185551 40.7123936)",,,
144333849,False,,residential,True,34.65,"LINESTRING (29.8137069 40.7151264, 29.8139916 40.7149016)",,,
579861508,True,2,trunk,False,56.229,"LINESTRING (29.8151894 40.7169625, 29.8158518 40.7169021)",130,YALOVA-KOCAELİ YOLU,50
617131251,False,,residential,True,29.514,"LINESTRING (29.8151894 40.7169625, 29.8151779 40.7169157, 29.815125 40.7167016)",,İstiklal Caddesi,
144333807,False,,residential,True,84.95500000000001,"LINESTRING (29.814361 40.7163975, 29.8142817 40.7161028, 29.8141058 40.7159616, 29.8137877 40.7158422)",,İstiklal Caddesi,
617131250,False,,residential,False,71.95500000000001,"LINESTRING (29.814361 40.7163975, 29.8145729 40.716974, 29.8145817 40.7169978, 29.8145925 40.7170203)",,165. Sokak,
617131251,False,,residential,False,74.006,"LINESTRING (29.814361 40.7163975, 29.8145992 40.7164313, 29.8148097 40.7165501, 29.815125 40.7167016)",,İstiklal Caddesi,
685805559,False,,residential,False,11.71,"LINESTRING (29.8250057 40.7140574, 29.8248681 40.714072)",,,
575709724,False,,residential,True,59.138,"LINESTRING (29.8250057 40.7140574, 29.8249457 40.7139861, 29.8248652 40.71386, 29.8248464 40.7137401, 29.8249215 40.7136384, 29.8250057 40.7136099)",,,
685805559,False,,residential,True,11.71,"LINESTRING (29.8248681 40.714072, 29.8250057 40.7140574)",,,
"[685803752, 575709731]",False,,residential,True,97.13900000000001,"LINESTRING (29.8248681 40.714072, 29.8246427 40.7139343, 29.8243764 40.7142095, 29.8241433 40.7144677)",,,
685805559,False,,residential,False,67.01400000000001,"LINESTRING (29.8248681 40.714072, 29.8245208 40.7145098, 29.8244022 40.7145285)",,,
685803757,False,,residential,True,75.275,"LINESTRING (29.8213094 40.7141496, 29.8207727 40.7146907)",,,
144334366,False,,residential,False,115.123,"LINESTRING (29.8213094 40.7141496, 29.8208429 40.7137159, 29.8203547 40.7134169)",,,
144335646,False,,residential,False,194.172,"LINESTRING (29.8213094 40.7141496, 29.8218715 40.7147273, 29.8227228 40.7155281)",,,
577465656,False,,residential,False,150.291,"LINESTRING (29.8213094 40.7141496, 29.8215832 40.7139727, 29.8216097 40.7139234, 29.8216036 40.7138664, 29.8215568 40.7138063, 29.8212173 40.7135151, 29.8207025 40.7131866)",,,
144334354,False,,residential,True,25.061,"LINESTRING (29.8190021 40.7140874, 29.8187797 40.714237)",,,
144334365,False,,residential,False,3.193,"LINESTRING (29.8190021 40.7140874, 29.8190278 40.7140663)",,,
144334354,False,,residential,False,157.60899999999998,"LINESTRING (29.8190021 40.7140874, 29.8190173 40.7138903, 29.8190182 40.7136667, 29.8188621 40.7134173, 29.8186362 40.7131813, 29.818339 40.7128165)",,,
813080463,False,,residential,True,99.682,"LINESTRING (29.8190021 40.7140874, 29.8187827 40.7140975, 29.8184146 40.7142906, 29.8179364 40.714436)",,,
144334365,False,,residential,False,39.45399999999999,"LINESTRING (29.8203547 40.7134169, 29.820537 40.713334, 29.8206876 40.7132031, 29.8207025 40.7131866)",,,
144334365,False,,residential,True,98.444,"LINESTRING (29.8203547 40.7134169, 29.8202115 40.7135127, 29.819918 40.7135666, 29.8195021 40.7135854, 29.8193635 40.7136093, 29.8192839 40.7136735)",,,
144334366,False,,residential,False,131.37099999999998,"LINESTRING (29.8203547 40.7134169, 29.8201428 40.7132902, 29.8198598 40.7131875, 29.8189692 40.7128867)",,,
144334366,False,,residential,True,115.123,"LINESTRING (29.8203547 40.7134169, 29.8208429 40.7137159, 29.8213094 40.7141496)",,,
144334374,False,,residential,True,44.283,"LINESTRING (29.815125 40.7167016, 29.8152487 40.7165486, 29.8154195 40.7163722)",,,
617131251,False,,residential,False,29.514,"LINESTRING (29.815125 40.7167016, 29.8151779 40.7169157, 29.8151894 40.7169625)",,İstiklal Caddesi,
617131251,False,,residential,True,74.006,"LINESTRING (29.815125 40.7167016, 29.8148097 40.7165501, 29.8145992 40.7164313, 29.814361 40.7163975)",,İstiklal Caddesi,
144334354,False,,residential,False,16.665,"LINESTRING (29.8163721 40.7145387, 29.8164486 40.7146769)",,,
144334350,False,,residential,False,143.094,"LINESTRING (29.8163721 40.7145387, 29.8153921 40.7145432, 29.8146773 40.7145927)",,,
144334354,False,,residential,True,136.968,"LINESTRING (29.8163721 40.7145387, 29.8161855 40.7136966, 29.8161048 40.7133237)",,,
144334365,False,,residential,False,98.444,"LINESTRING (29.8192839 40.7136735, 29.8193635 40.7136093, 29.8195021 40.7135854, 29.819918 40.7135666, 29.8202115 40.7135127, 29.8203547 40.7134169)",,,
144334365,False,,residential,True,49.818,"LINESTRING (29.8192839 40.7136735, 29.8192366 40.7138179, 29.8191616 40.7139563, 29.8190278 40.7140663)",,,
813080461,False,,residential,False,175.256,"LINESTRING (29.8192839 40.7136735, 29.8194554 40.7138321, 29.8196982 40.7140976, 29.8199434 40.7143312, 29.8202166 40.7144834, 29.8203403 40.7144834, 29.8205365 40.7145241, 29.8206929 40.7146338, 29.8207727 40.7146907)",,,
144334354,False,,residential,False,33.754,"LINESTRING (29.818279 40.7157301, 29.8181937 40.7155336, 29.8181517 40.7154423)",,,
144334354,False,,residential,True,59.009,"LINESTRING (29.818279 40.7157301, 29.818218 40.7157994, 29.8179981 40.7158714, 29.8176479 40.7158855)",,,
