osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,bridge
35153109,False,Yakut Caddesi,residential,20,True,7.447,"LINESTRING (29.1118738 40.9892146, 29.1118283 40.9892721)",,,
35153109,False,Yakut Caddesi,residential,20,False,160.23000000000002,"LINESTRING (29.1118738 40.9892146, 29.1118989 40.989183, 29.1120697 40.989043, 29.1121994 40.9889574, 29.1123698 40.988904, 29.113414 40.9887441, 29.1135972 40.9887208)",,,
627448980,True,Vedat Günyol Caddesi,secondary,,False,200.53199999999998,"LINESTRING (29.1118738 40.9892146, 29.1118989 40.9892295, 29.1119894 40.9893077, 29.1121322 40.9894309, 29.1123103 40.9895847, 29.1125211 40.9898078, 29.1127373 40.9900366, 29.1130815 40.9903594, 29.1133493 40.9906304)",2,,
35153109,False,Yakut Caddesi,residential,20,True,329.649,"LINESTRING (29.1155659 40.9906417, 29.1155684 40.990579, 29.1155847 40.9901764, 29.1156068 40.98963, 29.1155844 40.9895461, 29.1155633 40.9894672, 29.1154554 40.9893622, 29.1149607 40.9890649, 29.1149293 40.989046, 29.1146006 40.9888484, 29.1145399 40.9888097, 29.1143739 40.9887037, 29.1142401 40.9886606, 29.1141922 40.9886452, 29.1135972 40.9887208)",,,
179547530,True,Meriç Caddesi,residential,,False,236.64,"LINESTRING (29.1155659 40.9906417, 29.1156228 40.990642, 29.115789 40.9906429, 29.1166237 40.9906515, 29.1169962 40.9906553, 29.1172572 40.990658, 29.1182414 40.9906681, 29.1183851 40.9906696)",,,
1134078452,False,Yakut Caddesi,residential,,False,122.09200000000001,"LINESTRING (29.1155659 40.9906417, 29.1155645 40.9906639, 29.1155609 40.9907194, 29.1155333 40.9911484, 29.1154953 40.9917384)",,,
229359176,True,Sedef Caddesi,residential,,False,93.076,"LINESTRING (29.1154953 40.9917384, 29.1149046 40.9918383, 29.1144865 40.9919091, 29.1144132 40.9919215)",,,
1134078452,False,Yakut Caddesi,residential,,True,122.09200000000001,"LINESTRING (29.1154953 40.9917384, 29.1155333 40.9911484, 29.1155609 40.9907194, 29.1155645 40.9906639, 29.1155659 40.9906417)",,,
179547530,True,Meriç Caddesi,residential,,False,72.62899999999999,"LINESTRING (29.1183851 40.9906696, 29.1188484 40.9906778, 29.1192502 40.990685)",,,
217853490,False,Şifa Sokağı,residential,,False,78.699,"LINESTRING (29.1183851 40.9906696, 29.1183714 40.9907082, 29.1183614 40.9907363, 29.1181417 40.9913531)",,,
