osmid,name,highway,oneway,reversed,length,lanes,width,geometry,bridge,access
167437148,624. Sokak,residential,False,False,80.073,,,"LINESTRING (30.6530341 36.8754725, 30.6535982 36.8760337)",,
37418019,7. Cadde,tertiary,True,False,120.65299999999999,2,5,"LINESTRING (30.6530341 36.8754725, 30.6529277 36.8755746, 30.652828 36.8756947, 30.6522746 36.8763706)",,
337091232,621. Sokak,residential,False,True,75.493,,,"LINESTRING (30.6546946 36.8755613, 30.65449 36.8762202)",,
498157360,Belediye Caddesi,tertiary,False,False,77.09,4,5,"LINESTRING (30.6546946 36.8755613, 30.6554221 36.8759381)",,
158786668,Belediye Caddesi,tertiary,False,True,113.33,4,5,"LINESTRING (30.6546946 36.8755613, 30.6540458 36.875262, 30.6539614 36.8752231, 30.6535958 36.8750455)",,
498157361,605. Sokak,residential,False,False,109.667,,,"LINESTRING (30.6546946 36.8755613, 30.6549331 36.8749769, 30.6550358 36.8746146)",,
123257894,646 Sokak,residential,False,True,82.126,,,"LINESTRING (30.6471747 36.8733871, 30.6475127 36.8740744)",,
524408097,6. Cadde,tertiary,False,True,121.129,,,"LINESTRING (30.6471747 36.8733871, 30.6458798 36.8737242)",,
524408101,6. Cadde,tertiary,False,False,107.673,,,"LINESTRING (30.6471747 36.8733871, 30.6483254 36.8730866)",,
524408104,555 Sokak,residential,False,True,73.127,,,"LINESTRING (30.6471747 36.8733871, 30.6468644 36.8727781)",,
498158007,551. sokak,residential,False,False,75.672,,,"LINESTRING (30.6491631 36.8728637, 30.6491852 36.8721834)",,
498158009,656. sokak,residential,False,True,108.853,,,"LINESTRING (30.6491631 36.8728637, 30.6490822 36.8738405)",,
524408101,6. Cadde,tertiary,False,True,78.529,,,"LINESTRING (30.6491631 36.8728637, 30.6483254 36.8730866)",,
"[498158008, 337212854, 337212855]",6. Cadde,tertiary,False,False,45.16900000000001,,,"LINESTRING (30.6491631 36.8728637, 30.6492334 36.872847, 30.6492965 36.8728319, 30.6495174 36.8727792, 30.6495486 36.8727717, 30.6495556 36.8727701, 30.6496497 36.8727476)",yes,
205369759,Belediye Caddesi,tertiary,False,False,80.229,4,,"LINESTRING (30.6504149 36.8725401, 30.6510718 36.8730345)",,
337212855,6. Cadde,tertiary,False,True,71.871,,,"LINESTRING (30.6504149 36.8725401, 30.6496497 36.8727476)",,
205369759,Belediye Caddesi,tertiary,False,True,145.34699999999998,4,,"LINESTRING (30.6504149 36.8725401, 30.6501436 36.8722912, 30.6495143 36.871454)",,
205369759,Belediye Caddesi,tertiary,False,False,9.664,4,,"LINESTRING (30.6484501 36.8699124, 30.6485012 36.8699891)",,
"[524408102, 337212861, 167434518]",536. Sokak,residential,False,False,42.132,,,"LINESTRING (30.6484501 36.8699124, 30.6483348 36.8699931, 30.6481682 36.8700747, 30.648068 36.8701346)",yes,
524408118,Belediye Caddesi,tertiary,False,True,247.546,4,,"LINESTRING (30.6484501 36.8699124, 30.6482046 36.869604, 30.6481416 36.8695273, 30.6480339 36.8694635, 30.6479713 36.8694349, 30.6478141 36.869363, 30.6474668 36.8691957, 30.6462026 36.8686811)",,
498157358,Belediye Caddesi,tertiary,False,True,14.339,4,,"LINESTRING (30.6535958 36.8750455, 30.6534759 36.8749593)",,
37418019,7. Cadde,tertiary,True,False,68.953,2,5,"LINESTRING (30.6535958 36.8750455, 30.6533072 36.8752528, 30.6530341 36.8754725)",,
158786668,Belediye Caddesi,tertiary,False,False,113.33,4,5,"LINESTRING (30.6535958 36.8750455, 30.6539614 36.8752231, 30.6540458 36.875262, 30.6546946 36.8755613)",,
205369759,Belediye Caddesi,tertiary,False,False,107.161,4,,"LINESTRING (30.6488711 36.8705441, 30.6494625 36.8713837)",,
205369759,Belediye Caddesi,tertiary,False,True,69.937,4,,"LINESTRING (30.6488711 36.8705441, 30.6485012 36.8699891)",,
167437168,542. sokak,residential,False,False,92.693,,,"LINESTRING (30.6488711 36.8705441, 30.6492536 36.8703604, 30.6498471 36.8703178)",,
524408112,520. Sokak,residential,False,False,107.049,,,"LINESTRING (30.6462026 36.8686811, 30.6456595 36.8688872, 30.6451539 36.869149)",,
524408118,Belediye Caddesi,tertiary,False,False,247.54600000000002,4,,"LINESTRING (30.6462026 36.8686811, 30.6474668 36.8691957, 30.6478141 36.869363, 30.6479713 36.8694349, 30.6480339 36.8694635, 30.6481416 36.8695273, 30.6482046 36.869604, 30.6484501 36.8699124)",,
524408121,519. Sokak,residential,False,True,74.513,,,"LINESTRING (30.6462026 36.8686811, 30.6464125 36.8685886, 30.6469171 36.8683319)",,
