osmid,highway,oneway,reversed,length,ref,name,junction,geometry,lanes
1103525213,secondary,False,False,7.867,,,,"LINESTRING (35.4665534 40.8677772, 35.4665783 40.8678454)",
1103525214,secondary,False,False,12.117,,,,"LINESTRING (35.466703 40.8677908, 35.4665783 40.8678454)",
1103525223,primary,True,False,12.67,D795,Otogar Cd.,,"LINESTRING (35.466703 40.8677908, 35.4665534 40.8677772)",
185697798,secondary,True,False,130.954,,Ali Rıza İzgin Blv.,,"LINESTRING (35.4653476 40.8692411, 35.4649292 40.8681067)",
183771851,secondary,True,False,33.921,,,roundabout,"LINESTRING (35.4653476 40.8692411, 35.4653655 40.8691968, 35.4653996 40.8691583, 35.465447 40.869129, 35.4655036 40.8691112, 35.4655645 40.8691066, 35.465621 40.8691146, 35.4656565 40.869128)",
183771851,secondary,True,False,26.419,,,roundabout,"LINESTRING (35.4657633 40.8692542, 35.4657581 40.8693015, 35.4657344 40.8693456, 35.4656946 40.8693823, 35.4656421 40.8694084, 35.4655817 40.8694216)",
186188628,residential,False,False,38.059,,,,"LINESTRING (35.4657633 40.8692542, 35.465884 40.8693632, 35.4660837 40.8694945)",
183771851,secondary,True,False,11.100000000000001,,,roundabout,"LINESTRING (35.4653693 40.8693383, 35.4653482 40.869291, 35.4653476 40.8692411)",
183771851,secondary,True,False,21.334,,,roundabout,"LINESTRING (35.4655817 40.8694216, 35.4655183 40.8694205, 35.4654582 40.8694052, 35.4654069 40.8693769, 35.4653693 40.8693383)",
185697792,secondary,True,False,46.143,,,,"LINESTRING (35.4655817 40.8694216, 35.4654521 40.8695813, 35.4652932 40.8697746)",
416883050,residential,False,True,48.837,,Köprü Sokak,,"LINESTRING (35.4649292 40.8681067, 35.4646596 40.868216, 35.4643906 40.8682588)",
185697786,secondary,True,False,4.487,,,,"LINESTRING (35.4652932 40.8697746, 35.4653002 40.8697346)",
185697804,secondary,False,False,67.788,,Cumhuriyet Caddesi,,"LINESTRING (35.4652932 40.8697746, 35.4648902 40.8703026)",
185697804,secondary,False,False,56.35,,Cumhuriyet Caddesi,,"LINESTRING (35.4632503 40.8726644, 35.4629416 40.8731142)",
742792049,residential,False,False,59.389,,,,"LINESTRING (35.4632503 40.8726644, 35.4628269 40.8722369)",
185697804,secondary,False,True,59.613,,Cumhuriyet Caddesi,,"LINESTRING (35.4632503 40.8726644, 35.4633634 40.8724084, 35.4635227 40.872171)",
551273418,residential,False,False,66.943,,,,"LINESTRING (35.4632503 40.8726644, 35.4634844 40.8728827, 35.4636614 40.8730299, 35.4637888 40.8731048)",
186188628,residential,False,False,63.41,,,,"LINESTRING (35.4660837 40.8694945, 35.4667262 40.8696915, 35.4667582 40.8697306)",
186188628,residential,False,True,38.059,,,,"LINESTRING (35.4660837 40.8694945, 35.465884 40.8693632, 35.4657633 40.8692542)",
416883010,residential,False,True,104.07500000000002,,,,"LINESTRING (35.4660837 40.8694945, 35.4658671 40.8697996, 35.4657223 40.8700675, 35.4656669 40.8703192, 35.465655 40.8703634)",
186188628,residential,False,False,50.21,,,,"LINESTRING (35.4674183 40.872272, 35.4674677 40.872722)",
186188628,residential,False,True,116.115,,,,"LINESTRING (35.4674183 40.872272, 35.4672483 40.8712357)",
742768542,residential,False,True,63.342,,,,"LINESTRING (35.4674183 40.872272, 35.4681695 40.8723148)",
186188628,residential,False,False,87.768,,,,"LINESTRING (35.4676346 40.873915, 35.4677622 40.8746984)",
186188628,residential,False,True,133.396,,,,"LINESTRING (35.4676346 40.873915, 35.4674677 40.872722)",
742768569,residential,False,False,56.207,,,,"LINESTRING (35.4676346 40.873915, 35.4669673 40.8738848)",
742768569,residential,False,True,48.806,,,,"LINESTRING (35.4676346 40.873915, 35.4682127 40.8738754)",
185697804,secondary,False,True,53.532,,Cumhuriyet Caddesi,,"LINESTRING (35.4618014 40.8747754, 35.4620947 40.8743481)",
186188673,tertiary,False,True,53.627,,,,"LINESTRING (35.4618014 40.8747754, 35.461973 40.8752399)",
185697804,secondary,False,False,17.823999999999998,,Cumhuriyet Caddesi,,"LINESTRING (35.4618014 40.8747754, 35.4617536 40.874845, 35.4617018 40.8749169)",
186188633,tertiary,False,True,68.727,,,,"LINESTRING (35.4581736 40.8752336, 35.457803 40.8757845)",
190491224,tertiary,True,False,9.785,,,,"LINESTRING (35.4581736 40.8752336, 35.4581466 40.875148)",
190491199,tertiary,True,False,39.706,,,,"LINESTRING (35.4583934 40.868972, 35.4586069 40.8692905)",
190491247,tertiary,False,False,52.217,,Kara Mustafa Cd.,,"LINESTRING (35.4583934 40.868972, 35.4581705 40.8685337)",
742791256,residential,False,False,70.149,,,,"LINESTRING (35.4583934 40.868972, 35.4579663 40.8689394, 35.4578322 40.8687812, 35.4577732 40.8686716)",
190491199,tertiary,True,False,12.101,,,,"LINESTRING (35.4586069 40.8692905, 35.4586039 40.8693993)",
190491172,tertiary,True,False,12.607,,,,"LINESTRING (35.458458 40.8693038, 35.4586069 40.8692905)",
190491198,tertiary,True,False,37.292,,,,"LINESTRING (35.458458 40.8693038, 35.4583934 40.868972)",
190491172,tertiary,True,False,11.0,,,,"LINESTRING (35.4586039 40.8693993, 35.4584743 40.8694128)",
190491199,tertiary,True,False,38.327,,,,"LINESTRING (35.4586039 40.8693993, 35.4585229 40.8697385)",
402685755,tertiary,False,False,39.708,,,,"LINESTRING (35.4586039 40.8693993, 35.4588148 40.8694217, 35.4590285 40.8695327)",
190491172,tertiary,True,False,72.115,,,,"LINESTRING (35.4584743 40.8694128, 35.4576192 40.8694626)",
190491198,tertiary,True,False,12.198,,,,"LINESTRING (35.4584743 40.8694128, 35.458458 40.8693038)",
742770293,residential,False,False,152.741,,,,"LINESTRING (35.4576192 40.8694626, 35.4576316 40.8708362)",
190491198,tertiary,True,False,36.446,,,,"LINESTRING (35.4585229 40.8697385, 35.4584743 40.8694128)",
190491230,tertiary,False,True,55.502,,,,"LINESTRING (35.4585229 40.8697385, 35.4585142 40.8702376)",
190491230,tertiary,False,False,61.474,,,,"LINESTRING (35.4584828 40.8720481, 35.4584924 40.8714953)",
190491230,tertiary,False,True,11.408,,,,"LINESTRING (35.4584828 40.8720481, 35.4584725 40.8721504)",
190491230,tertiary,False,False,11.408,,,,"LINESTRING (35.4584725 40.8721504, 35.4584828 40.8720481)",
190491230,tertiary,False,True,5.119,,,,"LINESTRING (35.4584725 40.8721504, 35.45847 40.8721964)",
190491212,tertiary,True,False,127.761,,,,"LINESTRING (35.4583613 40.8740406, 35.4583918 40.8741513, 35.4582219 40.8751792)",
190491230,tertiary,False,False,129.069,,,,"LINESTRING (35.4583613 40.8740406, 35.4583724 40.8738588, 35.4584324 40.8728811)",
