osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge
967234362,Menderes Bulvarı,secondary,roundabout,True,False,119.80199999999999,"LINESTRING (40.5187681 41.0264414, 40.5190781 41.0262414, 40.5194081 41.0260914, 40.5200129 41.0259455)",,,,
1174849584,Menderes Bulvarı,secondary,,False,True,71.66999999999999,"LINESTRING (40.5187681 41.0264414, 40.5185968 41.0265455, 40.5182887 41.0267378, 40.5181315 41.0268691)",,,,
220536357,,residential,,False,False,95.081,"LINESTRING (40.5224366 41.0242391, 40.522287 41.0238499, 40.5223585 41.0234033)",,,,
1215280921,,secondary,roundabout,True,False,42.111999999999995,"LINESTRING (40.5207758 41.0270561, 40.5205715 41.0272187, 40.5204513 41.0272801, 40.5204039 41.0273077)",,,,
59740755,Atatürk Caddesi,tertiary,,True,False,5.344,"LINESTRING (40.5197167 41.0244925, 40.5197789 41.0244821)",,,,
1248764489,,primary,,True,False,29.509,"LINESTRING (40.5197167 41.0244925, 40.5196221 41.024366, 40.5195908 41.0242482)",,,,
967234361,,secondary,roundabout,True,False,131.76500000000001,"LINESTRING (40.5196866 41.0275225, 40.5193979 41.0275203, 40.5192281 41.0275114, 40.5190336 41.0274875, 40.5188481 41.0274114, 40.5186581 41.0272814, 40.5185581 41.0270914, 40.5185108 41.0269634)",,,,
157111468,,trunk_link,,False,True,242.332,"LINESTRING (40.52366 41.0258032, 40.5230835 41.0257751, 40.5225683 41.0258029, 40.5221856 41.0258353, 40.5210439 41.0260803, 40.5209474 41.0260994, 40.5208247 41.026098)",,,,
157111468,,trunk_link,,False,False,242.332,"LINESTRING (40.5208247 41.026098, 40.5209474 41.0260994, 40.5210439 41.0260803, 40.5221856 41.0258353, 40.5225683 41.0258029, 40.5230835 41.0257751, 40.52366 41.0258032)",,,,
1174849559,,secondary,roundabout,True,False,115.17800000000001,"LINESTRING (40.5208247 41.026098, 40.5209792 41.0263489, 40.5210376 41.0265047, 40.5210304 41.0266474, 40.5209437 41.0268463, 40.5207758 41.0270561)",,,,
967234360,Cumhuriyet Caddesi,tertiary,,True,False,42.382,"LINESTRING (40.5218796 41.0246832, 40.5214178 41.0246928, 40.5213748 41.0246963)",,,,
220285686,Barış Caddesi,residential,,True,False,124.433,"LINESTRING (40.5213748 41.0246963, 40.5219157 41.0257383)",,,,
967234360,Cumhuriyet Caddesi,tertiary,,True,False,42.54,"LINESTRING (40.5213748 41.0246963, 40.5208707 41.0247379)",,,,
967234360,Cumhuriyet Caddesi,tertiary,,True,False,37.923,"LINESTRING (40.5208707 41.0247379, 40.5204213 41.0247749)",,,,
220285679,Yalı Caddesi,residential,,True,False,122.815,"LINESTRING (40.5204213 41.0247749, 40.520956 41.0258031)",,,,
967234360,Cumhuriyet Caddesi,tertiary,,True,False,32.255,"LINESTRING (40.5204213 41.0247749, 40.520053 41.0248582)",,,,
220285724,,residential,,False,False,39.793,"LINESTRING (40.5253698 41.0248481, 40.525497 41.0250293, 40.5256994 41.025023)",,,,
611398276,Cumhuriyet Caddesi,tertiary,,True,False,85.259,"LINESTRING (40.5253698 41.0248481, 40.5251366 41.0249641, 40.525031 41.0249691, 40.5247406 41.0249566, 40.5244066 41.0249073)",,,,
220285689,,residential,,False,True,85.818,"LINESTRING (40.5244066 41.0249073, 40.5244386 41.0256787)",,,,
