osmid,name,highway,oneway,reversed,length,geometry,lanes,junction
230833279,Tevfik Erdönmez Caddesi,secondary,False,True,75.073,"LINESTRING (28.4575364 41.1422623, 28.4582519 41.1426691)",,
672578526,Ferhatpaşa Caddesi,secondary,False,True,39.229,"LINESTRING (28.4575364 41.1422623, 28.457904 41.1420436)",,
1211569516,Ferhatpaşa Caddesi,secondary,False,False,150.226,"LINESTRING (28.4575364 41.1422623, 28.4566118 41.142799, 28.4564495 41.1429775, 28.4563249 41.1432152)",,
230833279,Tevfik Erdönmez Caddesi,secondary,False,False,121.822,"LINESTRING (28.4602178 41.1437369, 28.4590222 41.1431127)",,
1050881098,Atatürk Caddesi,tertiary,False,True,23.949,"LINESTRING (28.4602178 41.1437369, 28.4604581 41.1436201)",,
1051496949,Karadeniz Caddesi,tertiary,False,False,42.314,"LINESTRING (28.4602178 41.1437369, 28.459973 41.1440698)",,
1144238268,,living_street,False,True,72.449,"LINESTRING (28.4602178 41.1437369, 28.4593526 41.1437391)",,
230833279,Tevfik Erdönmez Caddesi,secondary,False,True,129.035,"LINESTRING (28.4602178 41.1437369, 28.4607118 41.1439694, 28.4610923 41.1441694, 28.4611793 41.1442151, 28.4614424 41.1444302)",,
230833279,Tevfik Erdönmez Caddesi,secondary,False,False,38.369,"LINESTRING (28.4632988 41.1465471, 28.4630835 41.1462425)",,
672577974,,primary_link,True,False,26.9,"LINESTRING (28.4632988 41.1465471, 28.4633377 41.1465874, 28.4633863 41.1466274, 28.4634624 41.1466873, 28.4635164 41.1467243)",,
672577977,,primary_link,True,False,53.283,"LINESTRING (28.4646336 41.1475253, 28.4640546 41.1473265)",,
331121360,,residential,False,True,12.847,"LINESTRING (28.4628605 41.1475828, 28.4627965 41.1474778)",,
230844464,,residential,False,True,57.738,"LINESTRING (28.4616672 41.1394271, 28.4619459 41.1396735, 28.462049 41.139853)",,
672578526,Ferhatpaşa Caddesi,secondary,False,False,55.68000000000001,"LINESTRING (28.4616672 41.1394271, 28.4613599 41.1396273, 28.4611591 41.13975)",,
230844465,Çiftlik Sokağı,residential,False,False,36.647,"LINESTRING (28.4624034 41.1395521, 28.4625065 41.1398724)",,
330717315,,living_street,False,True,67.996,"LINESTRING (28.4624034 41.1395521, 28.4632144 41.139582)",,
230844393,,living_street,False,False,38.372,"LINESTRING (28.462049 41.139853, 28.4625065 41.1398724)",,
