osmid,name,highway,oneway,reversed,length,geometry,width,maxspeed
4426308,Süleyman Sandıkçı Sokak,residential,False,True,107.00599999999999,"LINESTRING (29.6423508 36.1985253, 29.6423676 36.1986196, 29.642399 36.1986819, 29.6424339 36.1989318, 29.6424894 36.1990593, 29.6425569 36.199355, 29.6426445 36.1994425)",,
96290212,Hükümet Caddesi,unclassified,True,False,134.679,"LINESTRING (29.6423508 36.1985253, 29.6427327 36.1983028, 29.6427852 36.1982787, 29.6428439 36.1982517, 29.6433946 36.1980587, 29.643453 36.1980491, 29.6436922 36.1980199)",,
737982987,Hükümet Caddesi,unclassified,False,False,28.079,"LINESTRING (29.6436922 36.1980199, 29.6438086 36.1979802, 29.6439365 36.1979499, 29.6439876 36.1979378)",,
93483414,,residential,False,True,84.75,"LINESTRING (29.6404899 36.2037056, 29.6395488 36.2037706)",,
96290214,Likya Yolu,unclassified,False,False,23.917,"LINESTRING (29.6404899 36.2037056, 29.6405554 36.2034971)",,
96290214,Likya Yolu,unclassified,False,True,26.174,"LINESTRING (29.6406169 36.203267, 29.6405554 36.2034971)",,
93483408,,residential,False,True,101.617,"LINESTRING (29.6406169 36.203267, 29.6403641 36.2033395, 29.640054 36.2033697, 29.6395028 36.2033477)",,
96290214,Likya Yolu,unclassified,False,False,43.398,"LINESTRING (29.6406169 36.203267, 29.6406693 36.2030186, 29.6406808 36.2028806)",,
1082952111,Ararat Sokak,residential,False,False,124.966,"LINESTRING (29.6406169 36.203267, 29.6409711 36.2031957, 29.64133 36.2029122, 29.6415344 36.2027176, 29.6417294 36.2026562)",,
93483411,,residential,False,False,116.352,"LINESTRING (29.6403274 36.2020816, 29.6390327 36.20214)",,
96290214,Likya Yolu,unclassified,False,True,8.887,"LINESTRING (29.6403274 36.2020816, 29.6403736 36.2021523)",,
96290214,Likya Yolu,unclassified,False,False,45.418,"LINESTRING (29.6403274 36.2020816, 29.6403079 36.2020022, 29.640308 36.2018919, 29.6403619 36.2016791)",,
1112731248,Çukurbağlılar Caddesi,unclassified,False,False,21.016,"LINESTRING (29.6403619 36.2016791, 29.6401301 36.201652)",,
4426311,Çukurbağlılar Caddesi,residential,False,False,125.608,"LINESTRING (29.6403619 36.2016791, 29.6405603 36.2016128, 29.6407664 36.2015209, 29.6409155 36.2014257, 29.6410987 36.2012801, 29.6412336 36.2011265, 29.6413071 36.2010339, 29.6413748 36.2009417)",,
96290214,Likya Yolu,unclassified,False,True,45.418,"LINESTRING (29.6403619 36.2016791, 29.640308 36.2018919, 29.6403079 36.2020022, 29.6403274 36.2020816)",,
93483405,Çukurbağlılar Caddesi,residential,False,False,83.591,"LINESTRING (29.6401301 36.201652, 29.6392005 36.2016027)",,
1112731248,Çukurbağlılar Caddesi,unclassified,False,True,21.016,"LINESTRING (29.6401301 36.201652, 29.6403619 36.2016791)",,
1112731077,Çukurbağlılar 1 Sokak,unclassified,False,False,102.908,"LINESTRING (29.6401301 36.201652, 29.6402354 36.201367, 29.6404008 36.2011554, 29.6404872 36.2009886, 29.6405674 36.2008024)",,
