osmid,highway,oneway,reversed,length,ref,geometry,name,bridge,lanes
69969069,unclassified,False,False,21.803,,"LINESTRING (34.5932041 41.9451667, 34.5930155 41.9450297)",,,
276981296,primary,False,True,68.895,D010,"LINESTRING (34.5932041 41.9451667, 34.59295 41.94487, 34.5927756 41.9446357)",,,
276981296,primary,False,False,68.895,D010,"LINESTRING (34.5927756 41.9446357, 34.59295 41.94487, 34.5932041 41.9451667)",,,
1147853954,unclassified,False,True,32.033,,"LINESTRING (34.5927756 41.9446357, 34.5927072 41.9448166, 34.5926035 41.9448805)",,,
276981324,residential,False,False,44.044,,"LINESTRING (34.588276 41.9457663, 34.5877439 41.9457501)",Kantarcıoğlu Caddesi,,
276981329,tertiary,False,True,35.808,,"LINESTRING (34.588276 41.9457663, 34.5882819 41.9454443)",,,
371932456,tertiary,False,True,46.334,,"LINESTRING (34.588276 41.9457663, 34.588255 41.9461827)",,,
1147853960,residential,False,False,205.813,,"LINESTRING (34.589257 41.947301, 34.5892686 41.9454501)",,,
1147853964,unclassified,False,False,74.779,,"LINESTRING (34.589257 41.947301, 34.5883529 41.9473109)",,,
1147853964,unclassified,False,True,288.03,,"LINESTRING (34.589257 41.947301, 34.5902364 41.9473172, 34.5902872 41.9461063, 34.5902893 41.9454561)",,,
1147853963,unclassified,True,False,47.15,,"LINESTRING (34.5902791 41.9448615, 34.5901342 41.9444514)",,,
1147853968,unclassified,False,False,27.343999999999998,,"LINESTRING (34.5902791 41.9448615, 34.590279 41.9448264, 34.5902939 41.9447931, 34.5903224 41.944765, 34.5903613 41.9447452, 34.5904068 41.9447356, 34.5904539 41.9447372, 34.590498 41.94475)",,,
1147853968,unclassified,False,True,29.724999999999998,,"LINESTRING (34.5902791 41.9448615, 34.5902932 41.9448933, 34.5903195 41.9449203, 34.5903557 41.9449402, 34.5903982 41.944951, 34.5904431 41.9449516, 34.5904862 41.9449421, 34.5905234 41.9449233, 34.5905511 41.9448971)",,,
276981314,unclassified,False,True,141.918,,"LINESTRING (34.590889 41.9448282, 34.5926035 41.9448805)",Şevki Şentürk Köprüsü,yes,2
1147853966,unclassified,True,False,29.389000000000003,,"LINESTRING (34.590889 41.9448282, 34.5906794 41.9448485, 34.5905511 41.9448971)",,,
276981314,unclassified,False,False,141.918,,"LINESTRING (34.5926035 41.9448805, 34.590889 41.9448282)",Şevki Şentürk Köprüsü,yes,2
69969069,unclassified,False,True,38.665,,"LINESTRING (34.5926035 41.9448805, 34.5929211 41.9449612, 34.5930155 41.9450297)",,,
1147853954,unclassified,False,False,32.033,,"LINESTRING (34.5926035 41.9448805, 34.5927072 41.9448166, 34.5927756 41.9446357)",,,
276981324,residential,False,False,36.749,,"LINESTRING (34.5877439 41.9457501, 34.5873068 41.9456907)",Kantarcıoğlu Caddesi,,
276981324,residential,False,True,44.044,,"LINESTRING (34.5877439 41.9457501, 34.588276 41.9457663)",Kantarcıoğlu Caddesi,,
371932458,residential,False,False,166.892,,"LINESTRING (34.5877439 41.9457501, 34.587766 41.9442493)",Belediye Caddesi,,
1147853961,residential,False,True,84.419,,"LINESTRING (34.5902893 41.9454561, 34.5892686 41.9454501)",,,
1147853965,unclassified,True,False,66.122,,"LINESTRING (34.5902893 41.9454561, 34.5902791 41.9448615)",,,
1147853964,unclassified,False,False,288.03,,"LINESTRING (34.5902893 41.9454561, 34.5902872 41.9461063, 34.5902364 41.9473172, 34.589257 41.947301)",,,
371932456,tertiary,False,False,7.719,,"LINESTRING (34.5883529 41.9473109, 34.588355 41.9472415)",,,
371932456,tertiary,False,True,154.94,,"LINESTRING (34.5883529 41.9473109, 34.588232 41.9487014)",,,
1147853964,unclassified,False,True,74.779,,"LINESTRING (34.5883529 41.9473109, 34.589257 41.947301)",,,
276981329,tertiary,False,False,31.454,,"LINESTRING (34.5882831 41.9425074, 34.5883442 41.9427866)",,,
1147853958,residential,False,False,88.652,,"LINESTRING (34.5882831 41.9425074, 34.589317 41.9422971)",,,
371932454,residential,False,False,54.509,,"LINESTRING (34.5871079 41.9442758, 34.587766 41.9442493)",Recai Özgür Sokak,,
230811929,tertiary,False,False,114.27799999999999,,"LINESTRING (34.5871079 41.9442758, 34.5871922 41.9437588, 34.5872171 41.9432522)",,,
230811929,tertiary,False,True,152.445,,"LINESTRING (34.5871079 41.9442758, 34.5870687 41.9450605, 34.5868759 41.9456284)",,,
276981329,tertiary,False,False,35.808,,"LINESTRING (34.5882819 41.9454443, 34.588276 41.9457663)",,,
276981329,tertiary,False,True,186.019,,"LINESTRING (34.5882819 41.9454443, 34.5883316 41.9437718)",,,
1147853961,residential,False,False,81.607,,"LINESTRING (34.5882819 41.9454443, 34.5892686 41.9454501)",,,
276981324,residential,False,True,36.304,,"LINESTRING (34.5868759 41.9456284, 34.5873068 41.9456907)",Kantarcıoğlu Caddesi,,
