osmid,ref,highway,oneway,reversed,length,lanes,maxspeed,geometry
92327629,D855,primary,False,True,39.129,,,"LINESTRING (37.6008567 40.7904733, 37.6008235 40.7908243)"
92327757,D855,primary,False,False,45.45,2,90,"LINESTRING (37.6008567 40.7904733, 37.6010032 40.7900799)"
189247148,52-54,secondary,False,True,22.066,,,"LINESTRING (37.6008567 40.7904733, 37.6006007 40.7905159)"
92327757,D855,primary,False,True,45.45,2,90,"LINESTRING (37.6010032 40.7900799, 37.6008567 40.7904733)"
92327757,D855,primary,False,False,163.63,2,90,"LINESTRING (37.6010032 40.7900799, 37.6009637 40.7897316, 37.6009169 40.7889395, 37.6009349 40.7886107)"
1056755590,,residential,False,True,55.166,,,"LINESTRING (37.6010032 40.7900799, 37.6015556 40.7900297, 37.6016436 40.7899955)"
92327629,D855,primary,False,False,39.129,,,"LINESTRING (37.6008235 40.7908243, 37.6008567 40.7904733)"
92327629,D855,primary,False,True,16.703,,,"LINESTRING (37.6008235 40.7908243, 37.6008107 40.7909742)"
1056755415,,residential,False,True,134.39499999999998,,,"LINESTRING (37.6008235 40.7908243, 37.6002735 40.7908848, 37.5997531 40.790962, 37.5996512 40.7909945, 37.5992596 40.7910554)"
738549512,,residential,False,True,38.72,,,"LINESTRING (37.6024581 40.7878487, 37.6025319 40.7881924)"
92327757,D855,primary,False,False,77.361,2,90,"LINESTRING (37.6024581 40.7878487, 37.6030198 40.7878672, 37.6033687 40.7878112)"
92327757,D855,primary,False,True,135.375,2,90,"LINESTRING (37.6024581 40.7878487, 37.60175 40.7880197, 37.6011987 40.7882622, 37.6010619 40.7883995)"
92327629,D855,primary,False,True,15.258,,,"LINESTRING (37.6008113 40.7912865, 37.6009395 40.7913835)"
92327629,D855,primary,False,False,34.785,,,"LINESTRING (37.6008113 40.7912865, 37.6007991 40.7911108, 37.6008107 40.7909742)"
1056755582,,residential,False,True,86.5,,,"LINESTRING (37.6008113 40.7912865, 37.6003111 40.7915939, 37.6000428 40.7918011)"
1056755587,,residential,False,True,32.608,,,"LINESTRING (37.6017697 40.7918364, 37.6021296 40.791728)"
92327629,D855,primary,False,False,90.577,,,"LINESTRING (37.6017697 40.7918364, 37.6015744 40.7916007, 37.6013607 40.7914759, 37.6009395 40.7913835)"
92327629,D855,primary,False,False,15.258,,,"LINESTRING (37.6009395 40.7913835, 37.6008113 40.7912865)"
92327629,D855,primary,False,True,90.577,,,"LINESTRING (37.6009395 40.7913835, 37.6013607 40.7914759, 37.6015744 40.7916007, 37.6017697 40.7918364)"
1056755584,,residential,False,False,107.713,,,"LINESTRING (37.6009395 40.7913835, 37.6005042 40.7920205, 37.6004505 40.7921871, 37.6004076 40.7922602)"
738549498,,residential,False,False,337.047,,,"LINESTRING (37.5953167 40.7857565, 37.5953328 40.7861301, 37.5953543 40.7862031, 37.5954669 40.7863331, 37.5958425 40.7864183, 37.5961268 40.7864264, 37.5969368 40.7863737, 37.5972748 40.786329, 37.597661 40.7863534, 37.5985139 40.7867269)"
1056755598,,residential,False,False,60.632000000000005,,,"LINESTRING (37.5953167 40.7857565, 37.5955283 40.7855591, 37.5956785 40.7852912)"
738549505,,residential,False,True,37.858,,,"LINESTRING (37.5985139 40.7867269, 37.5988572 40.786507)"
738549498,,residential,False,False,197.471,,,"LINESTRING (37.5985139 40.7867269, 37.5990933 40.7870111, 37.5995117 40.787344, 37.5995922 40.7875146, 37.5995868 40.7877419, 37.5993722 40.7880911)"
738549498,,residential,False,True,337.04699999999997,,,"LINESTRING (37.5985139 40.7867269, 37.597661 40.7863534, 37.5972748 40.786329, 37.5969368 40.7863737, 37.5961268 40.7864264, 37.5958425 40.7864183, 37.5954669 40.7863331, 37.5953543 40.7862031, 37.5953328 40.7861301, 37.5953167 40.7857565)"
738549498,,residential,False,False,18.28,,,"LINESTRING (37.5993722 40.7880911, 37.5991899 40.7881804)"
738549498,,residential,False,True,197.471,,,"LINESTRING (37.5993722 40.7880911, 37.5995868 40.7877419, 37.5995922 40.7875146, 37.5995117 40.787344, 37.5990933 40.7870111, 37.5985139 40.7867269)"
738549501,,residential,False,False,67.257,,,"LINESTRING (37.5993722 40.7880911, 37.5996673 40.7882858, 37.5998229 40.788367, 37.6000214 40.7884361)"
738549498,,residential,False,True,18.28,,,"LINESTRING (37.5991899 40.7881804, 37.5993722 40.7880911)"
738549498,,residential,False,False,26.285,,,"LINESTRING (37.5991899 40.7881804, 37.5989753 40.7882332, 37.5988894 40.7882413)"
"[1056755593, 1056755594]",,residential,False,"[False, True]",159.461,,,"LINESTRING (37.5991899 40.7881804, 37.5994152 40.7886269, 37.5996566 40.7889274, 37.5997209 40.789232, 37.5993301 40.7892361)"
738549498,,residential,False,False,177.68099999999998,,,"LINESTRING (37.5988894 40.7882413, 37.5974089 40.7881967, 37.5967812 40.7882251)"
"[808802003, 1056755597]",,residential,False,True,331.899,,,"LINESTRING (37.5988894 40.7882413, 37.5985794 40.7876482, 37.5983596 40.7874127, 37.5981505 40.7872705, 37.5976947 40.7871447, 37.597566 40.7871609, 37.5969385 40.787422, 37.5968742 40.7874626, 37.596842 40.7875276, 37.5968688 40.787901, 37.5967812 40.7882251)"
738549498,,residential,False,True,26.285,,,"LINESTRING (37.5988894 40.7882413, 37.5989753 40.7882332, 37.5991899 40.7881804)"
808802003,,residential,False,False,116.849,,,"LINESTRING (37.5988894 40.7882413, 37.5991049 40.7887366, 37.599298 40.7891995, 37.5993301 40.7892361)"
738549498,,residential,False,False,78.366,,,"LINESTRING (37.5967812 40.7882251, 37.5961268 40.7883185, 37.5959015 40.788424)"
738549498,,residential,False,True,177.68099999999998,,,"LINESTRING (37.5967812 40.7882251, 37.5974089 40.7881967, 37.5988894 40.7882413)"
"[808802003, 1056755597]",,residential,False,False,331.89899999999994,,,"LINESTRING (37.5967812 40.7882251, 37.5968688 40.787901, 37.596842 40.7875276, 37.5968742 40.7874626, 37.5969385 40.787422, 37.597566 40.7871609, 37.5976947 40.7871447, 37.5981505 40.7872705, 37.5983596 40.7874127, 37.5985794 40.7876482, 37.5988894 40.7882413)"
738549498,,residential,False,False,86.896,,,"LINESTRING (37.5959015 40.788424, 37.5951076 40.7889234)"
738549498,,residential,False,True,78.366,,,"LINESTRING (37.5959015 40.788424, 37.5961268 40.7883185, 37.5967812 40.7882251)"
1056755592,,residential,False,False,373.64700000000005,,,"LINESTRING (37.5959015 40.788424, 37.5967544 40.7887853, 37.5970387 40.7888625, 37.5971675 40.7888543, 37.5972426 40.78883, 37.5977576 40.7885416, 37.5978541 40.7885416, 37.5983316 40.7886878, 37.598471 40.7888259, 37.5986373 40.7891508, 37.5986373 40.7891873, 37.5986802 40.7892523, 37.5987124 40.7893498, 37.5988358 40.7895447, 37.5989967 40.7896665, 37.5992128 40.7896665)"
738549498,,residential,False,True,86.896,,,"LINESTRING (37.5951076 40.7889234, 37.5959015 40.788424)"
738549500,,residential,False,False,70.257,,,"LINESTRING (37.6012659 40.7879569, 37.6012498 40.787478, 37.6013088 40.7873319)"
"[1056755596, 738549502, 738549503]",,residential,False,"[False, True]",249.13400000000001,,,"LINESTRING (37.6012659 40.7879569, 37.6017272 40.7877782, 37.60221 40.7876726, 37.60227 40.7876016, 37.602298 40.7875505, 37.6022026 40.7872416, 37.6021886 40.7869944, 37.6020598 40.7870513, 37.6017648 40.7872421, 37.6013088 40.7873319)"
738549502,,residential,False,True,99.329,,,"LINESTRING (37.6012659 40.7879569, 37.6011318 40.7879284, 37.6009816 40.7880421, 37.600885 40.7880868, 37.6007348 40.7883305, 37.6006705 40.7885985)"
738549500,,residential,False,True,70.257,,,"LINESTRING (37.6013088 40.7873319, 37.6012498 40.787478, 37.6012659 40.7879569)"
"[1056755596, 738549502, 738549503]",,residential,False,"[False, True]",249.134,,,"LINESTRING (37.6013088 40.7873319, 37.6017648 40.7872421, 37.6020598 40.7870513, 37.6021886 40.7869944, 37.6022026 40.7872416, 37.602298 40.7875505, 37.60227 40.7876016, 37.60221 40.7876726, 37.6017272 40.7877782, 37.6012659 40.7879569)"
738549501,,residential,False,False,22.456,,,"LINESTRING (37.6000214 40.7884361, 37.600252 40.7885376)"
