osmid,oneway,highway,reversed,length,name,lanes,maxspeed,geometry,ref
274653371,True,primary,False,44.615,,,,"LINESTRING (30.5187715 39.7645343, 30.5192582 39.7646793)",
460205725,False,primary,True,35.406,Şehit Yzb. T.Güngör Caddesi,,,"LINESTRING (30.5187715 39.7645343, 30.5184093 39.7643798)",
274653372,True,primary,False,40.632,Şehit Yzb. T.Güngör Caddesi,,,"LINESTRING (30.5197747 39.7651778, 30.5194322 39.7649244)",
373190677,True,primary,False,55.743,Atatürk Bulvarı,3,50,"LINESTRING (30.5197747 39.7651778, 30.5204244 39.7652214)",
252874434,True,motorway,False,26.83,Atatürk Bulvarı,3,50,"LINESTRING (30.5211183 39.7654834, 30.5208064 39.7654562)",
700510923,True,primary_link,False,49.036,,,,"LINESTRING (30.5211183 39.7654834, 30.5209792 39.7655233, 30.5208684 39.765567, 30.5208014 39.7656272, 30.5206611 39.7657342)",
700510921,False,primary,True,51.479,Mustafa Kemal Atatürk Caddesi,,,"LINESTRING (30.5206611 39.7657342, 30.5202921 39.7661001)",
438132655,False,unclassified,True,144.25900000000001,Dönemeç Sokak,,,"LINESTRING (30.5206611 39.7657342, 30.5215983 39.7658748, 30.5222885 39.7656853)",
700510922,True,primary_link,False,42.38,,,,"LINESTRING (30.5206611 39.7657342, 30.5206997 39.7656045, 30.5206957 39.7655405, 30.5206672 39.7654975, 30.5206225 39.7654522, 30.5205727 39.7654233, 30.520539 39.7654064)",
700510924,True,primary,False,33.313,Mustafa Kemal Atatürk Caddesi,,,"LINESTRING (30.5206611 39.7657342, 30.5207563 39.7655513, 30.5207864 39.7654943, 30.5208064 39.7654562)",
28118424,True,primary,False,113.71600000000001,Atatürk Bulvarı,,,"LINESTRING (30.5210107 39.7653506, 30.5216056 39.765325, 30.5223394 39.7652984)",
28118424,True,primary,False,47.596000000000004,Atatürk Bulvarı,,,"LINESTRING (30.5252798 39.7663076, 30.5254474 39.7663883, 30.5257555 39.7665301)",
1199637908,True,primary_link,False,49.867,,,,"LINESTRING (30.5252798 39.7663076, 30.5252938 39.7663452, 30.5253211 39.7663739, 30.5254379 39.7664274, 30.5255896 39.7665038, 30.5256443 39.7665363, 30.5256666 39.7665631, 30.5256791 39.766607)",
28118426,True,primary,False,29.56,Cumhuriyet Bulvarı,2,,"LINESTRING (30.5257555 39.7665301, 30.5260794 39.7666233)",
28118426,True,primary,False,39.766999999999996,Cumhuriyet Bulvarı,2,,"LINESTRING (30.5260794 39.7666233, 30.5263494 39.7666541, 30.5265417 39.766656)",
1199637906,True,residential,False,45.263000000000005,Hacı Çakır Sokak,,,"LINESTRING (30.5260794 39.7666233, 30.5261889 39.7664564, 30.5263342 39.7662667)",
213164512,False,residential,False,60.942,Bilir Sokak,,,"LINESTRING (30.5184647 39.7692135, 30.5181241 39.769695)",
213164512,False,residential,True,6.508,Bilir Sokak,,,"LINESTRING (30.5184647 39.7692135, 30.5185225 39.7691754)",
137739408,False,residential,False,80.578,Hamidiye Sokak,,,"LINESTRING (30.5247939 39.7685767, 30.5238517 39.7685513)",
439470074,False,residential,True,83.014,Gülcemal Sokak,,,"LINESTRING (30.5247939 39.7685767, 30.5245659 39.7693024)",
137739408,False,residential,True,13.848,Hamidiye Sokak,,,"LINESTRING (30.5247939 39.7685767, 30.5248368 39.7685685, 30.5249546 39.7685669)",
137945416,False,unclassified,True,13.773,,,,"LINESTRING (30.5290245 39.7612093, 30.529169 39.7612641)",
438132644,False,tertiary,True,75.586,,,,"LINESTRING (30.5290245 39.7612093, 30.528561 39.7617882)",
137739271,False,residential,False,17.757,Malhatun Sokak,,,"LINESTRING (30.5266606 39.7646033, 30.5267564 39.7644616)",
215028889,False,residential,True,9.769,,,,"LINESTRING (30.5266606 39.7646033, 30.5267607 39.7646457)",
137739271,False,residential,True,33.698,Malhatun Sokak,,,"LINESTRING (30.5266606 39.7646033, 30.5265203 39.7646946, 30.5263609 39.7648002)",
137739271,False,residential,False,20.082,Malhatun Sokak,,,"LINESTRING (30.5271609 39.7635739, 30.5271598 39.7633933)",
137739271,False,residential,True,13.225,Malhatun Sokak,,,"LINESTRING (30.5271609 39.7635739, 30.5271273 39.76369)",
442627533,False,residential,True,106.435,Çıkıllıoğlu Sokak,1,,"LINESTRING (30.5271609 39.7635739, 30.5275525 39.7636412, 30.5279904 39.7637947, 30.5283029 39.7639362)",
