osmid,highway,oneway,reversed,length,geometry,maxspeed,name,access
188833781,tertiary,False,True,247.46099999999998,"LINESTRING (8.41598 12.6497899, 8.4156327 12.6497282, 8.4152326 12.6496585, 8.414904 12.6496446, 8.4144866 12.6496603, 8.4140794 12.6497015, 8.4137144 12.649685)",,,
188833782,secondary,False,True,186.42000000000002,"LINESTRING (8.41598 12.6497899, 8.4161352 12.6503631, 8.4163395 12.6510699, 8.4163895 12.6512748, 8.4163652 12.6514114)",20,,
188833782,secondary,False,False,186.42000000000002,"LINESTRING (8.4163652 12.6514114, 8.4163895 12.6512748, 8.4163395 12.6510699, 8.4161352 12.6503631, 8.41598 12.6497899)",20,,
188833782,secondary,False,True,289.75,"LINESTRING (8.4163652 12.6514114, 8.4161938 12.651732, 8.4156251 12.6526688, 8.4151965 12.6534104, 8.4150203 12.6536611)",20,,
395825126,residential,False,False,108.662,"LINESTRING (8.4163652 12.6514114, 8.41667 12.6515802, 8.4168886 12.6518262, 8.4170321 12.6521024)",,,
188833779,secondary,False,True,10.744,"LINESTRING (8.413068 12.6534892, 8.4129693 12.6534813)",20,Emir's road,permissive
554184637,secondary,True,False,126.703,"LINESTRING (8.413068 12.6534892, 8.4131093 12.6534645, 8.4142211 12.6535914)",,,
188833782,secondary,False,True,28.152,"LINESTRING (8.4150203 12.6536611, 8.4148984 12.6538846)",20,,
188833782,secondary,False,False,289.75,"LINESTRING (8.4150203 12.6536611, 8.4151965 12.6534104, 8.4156251 12.6526688, 8.4161938 12.651732, 8.4163652 12.6514114)",20,,
188833782,secondary,False,False,202.03099999999998,"LINESTRING (8.413476 12.655332, 8.4136249 12.6552547, 8.4139978 12.6550205, 8.4141864 12.6548462, 8.4143764 12.6546483, 8.4147379 12.6541423, 8.4147789 12.6540751)",20,,
188833782,secondary,False,True,129.915,"LINESTRING (8.413476 12.655332, 8.4132563 12.6555195, 8.412711 12.6562249)",20,,
597243919,residential,False,False,24.91,"LINESTRING (8.413476 12.655332, 8.4133038 12.6552926, 8.4132515 12.655286)",,,
188833782,secondary,False,True,168.44,"LINESTRING (8.412711 12.6562249, 8.4116828 12.6573599)",20,,
188833782,secondary,False,False,129.915,"LINESTRING (8.412711 12.6562249, 8.4132563 12.6555195, 8.413476 12.655332)",20,,
596805255,residential,False,False,171.814,"LINESTRING (8.412711 12.6562249, 8.4127325 12.6563682, 8.4127271 12.6565644, 8.4126332 12.6570172, 8.412585 12.6577578)",,,
188833782,secondary,False,False,168.44,"LINESTRING (8.4116828 12.6573599, 8.412711 12.6562249)",20,,
188833782,secondary,False,True,8.334,"LINESTRING (8.4116828 12.6573599, 8.4116314 12.6574156)",20,,
596805244,residential,False,False,26.028,"LINESTRING (8.4116828 12.6573599, 8.4118581 12.6575197)",,,
188833782,secondary,False,False,8.334,"LINESTRING (8.4116314 12.6574156, 8.4116828 12.6573599)",20,,
395825135,residential,False,False,59.951,"LINESTRING (8.4170321 12.6521024, 8.4175207 12.6523542)",,,
395825126,residential,False,False,114.28699999999999,"LINESTRING (8.4170321 12.6521024, 8.4171782 12.6525316, 8.4171957 12.6527239, 8.417193 12.6528835, 8.4171367 12.6530995)",,,
395825126,residential,False,True,108.662,"LINESTRING (8.4170321 12.6521024, 8.4168886 12.6518262, 8.41667 12.6515802, 8.4163652 12.6514114)",,,
395825126,residential,False,False,116.954,"LINESTRING (8.4171367 12.6530995, 8.4170334 12.6533599, 8.4170066 12.6534959, 8.4170079 12.6536046, 8.4170066 12.6539461, 8.4169744 12.6540364, 8.4169304 12.6541135)",,,
395825126,residential,False,True,114.28699999999999,"LINESTRING (8.4171367 12.6530995, 8.417193 12.6528835, 8.4171957 12.6527239, 8.4171782 12.6525316, 8.4170321 12.6521024)",,,
395825127,residential,False,False,27.674,"LINESTRING (8.4171367 12.6530995, 8.4172244 12.6531223, 8.4173885 12.6531305)",,,
597665103,residential,False,True,89.106,"LINESTRING (8.4173885 12.6531305, 8.4173727 12.6539317)",,,
395825127,residential,False,False,60.05199999999999,"LINESTRING (8.4173885 12.6531305, 8.4176333 12.653115, 8.4179413 12.6531256)",,,
395825127,residential,False,True,27.674,"LINESTRING (8.4173885 12.6531305, 8.4172244 12.6531223, 8.4171367 12.6530995)",,,
395825127,residential,False,False,70.192,"LINESTRING (8.4179413 12.6531256, 8.4181302 12.6531964, 8.4181653 12.6532198, 8.4182062 12.6532493, 8.4183172 12.6535217, 8.4183356 12.6535679)",,,
395825127,residential,False,True,60.05199999999999,"LINESTRING (8.4179413 12.6531256, 8.4176333 12.653115, 8.4173885 12.6531305)",,,
