osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge,junction
570278099,False,2,Planking Street,residential,False,10.053,"LINESTRING (3.3388031 6.5931463, 3.3387123 6.5931401)",,,
134404820,True,2,Simbiat Abiola Road,tertiary,False,51.243,"LINESTRING (3.3388031 6.5931463, 3.3387333 6.5932889, 3.338677 6.5934327, 3.3386331 6.5935741)",,,
4964444,False,,Olaide Tomori Street,residential,True,163.021,"LINESTRING (3.337706 6.5944892, 3.3379079 6.5930369)",,,
4964443,False,2,Planking Street,residential,True,297.32300000000004,"LINESTRING (3.337706 6.5944892, 3.3370952 6.5944093, 3.337075 6.5943939, 3.3370643 6.5943673, 3.337061 6.5943433, 3.3373077 6.5930078, 3.3373305 6.5929738, 3.3373553 6.5929565, 3.3373855 6.5929578, 3.3379079 6.5930369)",,,
570278100,False,2,Planking Street,residential,False,88.403,"LINESTRING (3.337706 6.5944892, 3.3385015 6.5945763)",,,
570278098,True,2,Simbiat Abiola Road,tertiary,False,33.757,"LINESTRING (3.3385724 6.5945811, 3.3386192 6.5948811)",,,
575629195,False,2,Planking Street,residential,True,7.85,"LINESTRING (3.3385724 6.5945811, 3.3385015 6.5945763)",,,
4964444,False,,Olaide Tomori Street,residential,False,163.021,"LINESTRING (3.3379079 6.5930369, 3.337706 6.5944892)",,,
4964443,False,2,Planking Street,residential,False,297.32300000000004,"LINESTRING (3.3379079 6.5930369, 3.3373855 6.5929578, 3.3373553 6.5929565, 3.3373305 6.5929738, 3.3373077 6.5930078, 3.337061 6.5943433, 3.3370643 6.5943673, 3.337075 6.5943939, 3.3370952 6.5944093, 3.337706 6.5944892)",,,
575629194,False,2,Planking Street,residential,True,89.592,"LINESTRING (3.3379079 6.5930369, 3.3387123 6.5931401)",,,
4964446,False,,Francis Oremeji Street,residential,False,71.811,"LINESTRING (3.3386331 6.5935741, 3.3392759 6.5936707)",,,
570278097,True,2,Simbiat Abiola Road,tertiary,False,113.56599999999999,"LINESTRING (3.3386331 6.5935741, 3.3385536 6.5938884, 3.3385375 6.5940536, 3.3385268 6.5942214, 3.3385362 6.5943786, 3.3385724 6.5945811)",,,
4964446,False,,Francis Oremeji Street,residential,True,148.25,"LINESTRING (3.3406055 6.5938524, 3.3392759 6.5936707)",,,
134404813,False,,Otigba Street,residential,False,70.421,"LINESTRING (3.3406055 6.5938524, 3.3404794 6.5944732)",,,
134404813,False,,Otigba Street,residential,True,86.976,"LINESTRING (3.3406055 6.5938524, 3.3406685 6.5937105, 3.3406995 6.5936804, 3.3407451 6.593674, 3.3412573 6.5938497)",,,
136415213,False,,Oriyomi Street,unclassified,False,49.636,"LINESTRING (3.3438925 6.5963104, 3.3434433 6.5963224)",,,
832572293,False,,Olowu Street,residential,False,134.838,"LINESTRING (3.3438925 6.5963104, 3.3441997 6.5951368)",,,
832572293,False,,Olowu Street,residential,True,88.449,"LINESTRING (3.3438925 6.5963104, 3.3437454 6.5970923)",,,
136415213,False,,Oriyomi Street,unclassified,True,69.114,"LINESTRING (3.3438925 6.5963104, 3.3443069 6.596361, 3.3445148 6.5963716)",,,
136415234,False,,,residential,False,54.69,"LINESTRING (3.3447723 6.598298, 3.3452672 6.5982834)",,,
136415234,False,,,residential,True,13.635,"LINESTRING (3.3447723 6.598298, 3.3446503 6.5982793)",,,
