osmid,oneway,highway,junction,reversed,length,geometry,lanes,ref
208237637,True,primary,roundabout,False,13.644,"LINESTRING (4.2003922 12.4533921, 4.2004121 12.4534281, 4.2004206 12.4534681, 4.2004172 12.4535089)",,
208237637,True,primary,roundabout,False,11.088000000000001,"LINESTRING (4.2002306 12.4536123, 4.2001855 12.4535889, 4.2001514 12.4535518)",,
222087517,True,tertiary,,False,174.703,"LINESTRING (4.2002306 12.4536123, 4.2000445 12.4538945, 4.1993981 12.4549566)",,
208237637,True,primary,roundabout,False,22.81,"LINESTRING (4.2004172 12.4535089, 4.2004019 12.4535471, 4.2003761 12.4535795, 4.2003419 12.4536033, 4.2003022 12.4536167, 4.2002602 12.4536184)",,
208237638,True,primary,,False,131.32999999999998,"LINESTRING (4.2004172 12.4535089, 4.2004359 12.4536137, 4.2004914 12.4537958, 4.2005566 12.4539652, 4.2008258 12.454618)",2,F203
208237637,True,primary,roundabout,False,3.285,"LINESTRING (4.2002602 12.4536184, 4.2002306 12.4536123)",,
208237637,True,primary,roundabout,False,11.88,"LINESTRING (4.2001534 12.4533988, 4.2001771 12.4533717, 4.2002069 12.4533512, 4.200241 12.4533386)",,
208237637,True,primary,roundabout,False,9.606,"LINESTRING (4.2001514 12.4535518, 4.200134 12.4535121, 4.2001297 12.4534691)",,
208237637,True,primary,roundabout,False,4.408,"LINESTRING (4.200241 12.4533386, 4.2002814 12.4533347)",,
560612342,False,residential,,True,239.866,"LINESTRING (4.1963281 12.4554857, 4.1970898 12.45591, 4.1982289 12.4565846)",,
560623457,False,residential,,False,227.525,"LINESTRING (4.1963281 12.4554857, 4.1964069 12.4552938, 4.1971082 12.4535866)",,
560612336,False,residential,,False,201.339,"LINESTRING (4.1971082 12.4535866, 4.1984108 12.4536091, 4.1989623 12.4536067)",,
560623457,False,residential,,True,227.525,"LINESTRING (4.1971082 12.4535866, 4.1964069 12.4552938, 4.1963281 12.4554857)",,
222084662,False,residential,,False,128.8,"LINESTRING (4.1989623 12.4536067, 4.1993224 12.4535028, 4.1997622 12.4534596, 4.1999504 12.4534506, 4.2001297 12.4534691)",,
222084663,False,residential,,False,122.34299999999999,"LINESTRING (4.1989623 12.4536067, 4.1991614 12.4541222, 4.1991873 12.4541866, 4.1992271 12.4542218, 4.1996328 12.454383)",,
560612336,False,residential,,True,201.339,"LINESTRING (4.1989623 12.4536067, 4.1984108 12.4536091, 4.1971082 12.4535866)",,
222084663,False,residential,,True,122.34299999999999,"LINESTRING (4.1996328 12.454383, 4.1992271 12.4542218, 4.1991873 12.4541866, 4.1991614 12.4541222, 4.1989623 12.4536067)",,
222087518,True,tertiary,,False,108.24100000000001,"LINESTRING (4.1996328 12.454383, 4.1999466 12.4538657, 4.2001514 12.4535518)",,
560612330,False,tertiary_link,,False,12.366,"LINESTRING (4.1993981 12.4549566, 4.1992977 12.4549041)",,
1206052243,False,residential,,True,13.465,"LINESTRING (4.1993981 12.4549566, 4.1995045 12.4550188)",,
222087517,True,tertiary,,False,220.413,"LINESTRING (4.1993981 12.4549566, 4.1990197 12.4555564, 4.1986243 12.4561953, 4.1983251 12.456639)",,
208237637,True,primary,roundabout,False,14.026,"LINESTRING (4.2002814 12.4533347, 4.2003237 12.4533427, 4.2003617 12.4533624, 4.2003922 12.4533921)",,
222088553,False,residential,,False,173.801,"LINESTRING (4.2008258 12.454618, 4.2024071 12.4543754)",,
208237638,True,primary,,False,446.076,"LINESTRING (4.2008258 12.454618, 4.2020383 12.4575216, 4.2023735 12.4583341)",2,F203
222088553,False,residential,,False,12.13,"LINESTRING (4.203352 12.4542561, 4.2034634 12.4542479)",,
222088553,False,residential,,True,52.619,"LINESTRING (4.203352 12.4542561, 4.2028711 12.4543146)",,
222088554,False,residential,,False,76.004,"LINESTRING (4.203352 12.4542561, 4.2034628 12.4535812)",,
222088555,False,residential,,True,46.819,"LINESTRING (4.2025977 12.4534303, 4.2024659 12.4538312)",,
222088557,False,residential,,False,75.107,"LINESTRING (4.2025977 12.4534303, 4.2019162 12.4533146)",,
222088557,False,residential,,True,40.607,"LINESTRING (4.2025977 12.4534303, 4.2029672 12.4534867)",,
222088554,False,residential,,True,76.004,"LINESTRING (4.2034628 12.4535812, 4.203352 12.4542561)",,
222088557,False,residential,,False,54.828,"LINESTRING (4.2034628 12.4535812, 4.2029672 12.4534867)",,
222088184,True,tertiary,,False,39.809,"LINESTRING (4.2005396 12.4530643, 4.2003922 12.4533921)",,
222088557,False,residential,,True,152.039,"LINESTRING (4.2005396 12.4530643, 4.2019162 12.4533146)",,
222088557,False,residential,,False,152.039,"LINESTRING (4.2019162 12.4533146, 4.2005396 12.4530643)",,
222088557,False,residential,,True,75.107,"LINESTRING (4.2019162 12.4533146, 4.2025977 12.4534303)",,
222088558,False,residential,,False,114.5,"LINESTRING (4.2019162 12.4533146, 4.2018748 12.4537158, 4.2018829 12.4537623, 4.2019366 12.4537937, 4.2024659 12.4538312)",,
222088555,False,residential,,False,46.819,"LINESTRING (4.2024659 12.4538312, 4.2025977 12.4534303)",,
222088555,False,residential,,True,60.864000000000004,"LINESTRING (4.2024659 12.4538312, 4.2024619 12.4538732, 4.2024582 12.4539482, 4.2024071 12.4543754)",,
222088558,False,residential,,True,114.50000000000001,"LINESTRING (4.2024659 12.4538312, 4.2019366 12.4537937, 4.2018829 12.4537623, 4.2018748 12.4537158, 4.2019162 12.4533146)",,
222088553,False,residential,,False,50.832,"LINESTRING (4.2024071 12.4543754, 4.2028711 12.4543146)",,
222088553,False,residential,,True,173.801,"LINESTRING (4.2024071 12.4543754, 4.2008258 12.454618)",,
222088555,False,residential,,False,60.864000000000004,"LINESTRING (4.2024071 12.4543754, 4.2024582 12.4539482, 4.2024619 12.4538732, 4.2024659 12.4538312)",,
222088561,False,residential,,True,37.322,"LINESTRING (4.2034143 12.4545801, 4.2034634 12.4542479)",,
559996750,False,residential,,False,55.48,"LINESTRING (4.2038345 12.4546744, 4.2039638 12.4551571)",,
222088573,False,residential,,True,54.912000000000006,"LINESTRING (4.2038345 12.4546744, 4.203758 12.4546111, 4.2036801 12.4545019, 4.2036686 12.4542393)",,
"[559996750, 222088574]",False,residential,,True,125.179,"LINESTRING (4.2046744 12.4557963, 4.2042862 12.455745, 4.2041937 12.455741, 4.2041131 12.4557037, 4.2040844 12.4556075, 4.2039638 12.4551571)",,
222088575,False,residential,,False,211.164,"LINESTRING (4.2046744 12.4557963, 4.2045946 12.4571043, 4.2045772 12.4572614, 4.204539 12.457374, 4.2044666 12.4574847, 4.2043344 12.4576112)",,
208237638,True,primary,,False,309.061,"LINESTRING (4.2023735 12.4583341, 4.2034387 12.4609116)",2,F203
560623453,False,residential,,False,110.678,"LINESTRING (4.2023735 12.4583341, 4.2032988 12.4579165)",,
560623453,False,residential,,False,29.595,"LINESTRING (4.2040696 12.4576743, 4.2043344 12.4576112)",,
222088581,False,residential,,False,90.82900000000001,"LINESTRING (4.2040696 12.4576743, 4.2042554 12.458034, 4.2044319 12.4584104)",,
560623453,False,residential,,True,87.91900000000001,"LINESTRING (4.2040696 12.4576743, 4.2035904 12.4578226, 4.2032988 12.4579165)",,
222088584,False,residential,,False,122.074,"LINESTRING (4.2046165 12.4589204, 4.2040731 12.4598815)",,
559996748,False,residential,,True,40.618,"LINESTRING (4.2046165 12.4589204, 4.2045077 12.4585709)",,
559996749,False,residential,,True,36.344,"LINESTRING (4.2046165 12.4589204, 4.2047675 12.4586287)",,
559996748,False,residential,,False,19.653,"LINESTRING (4.2044319 12.4584104, 4.2045077 12.4585709)",,
560630914,False,residential,,False,51.262,"LINESTRING (4.2044319 12.4584104, 4.2048967 12.4584913)",,
222088581,False,residential,,True,90.82900000000001,"LINESTRING (4.2044319 12.4584104, 4.2042554 12.458034, 4.2040696 12.4576743)",,
559996749,False,residential,,False,20.742,"LINESTRING (4.2048967 12.4584913, 4.2047675 12.4586287)",,
560630914,False,residential,,True,51.262,"LINESTRING (4.2048967 12.4584913, 4.2044319 12.4584104)",,
