osmid,highway,oneway,reversed,length,geometry,bridge,ref,name,junction
578883851,tertiary,False,True,39.854,"LINESTRING (4.745862 7.6232874, 4.7458655 7.622929)",,,,
385261890,residential,False,True,167.53000000000003,"LINESTRING (4.745862 7.6232874, 4.7457184 7.623293, 4.7450638 7.623304, 4.7444499 7.6232637, 4.7443443 7.6232767)",,,,
"[543812864, 578883851, 543812863]",tertiary,False,False,165.79,"LINESTRING (4.745862 7.6232874, 4.7458523 7.6235944, 4.745855 7.62373, 4.7458675 7.6245233, 4.7458819 7.6247777)",yes,,,
543812872,tertiary,False,False,22.095,"LINESTRING (4.7430517 7.6203995, 4.7429388 7.6205637)",,,,
385098174,tertiary,False,False,7.293,"LINESTRING (4.7459554 7.6212782, 4.7458951 7.6212512)",,,,
578883851,tertiary,False,False,184.56,"LINESTRING (4.7459554 7.6212782, 4.7459154 7.6213839, 4.7458899 7.6216205, 4.7458781 7.6218686, 4.7458684 7.6221283, 4.7458655 7.622929)",,,,
578883851,tertiary,False,False,39.854,"LINESTRING (4.7458655 7.622929, 4.745862 7.6232874)",,,,
578883851,tertiary,False,True,184.56,"LINESTRING (4.7458655 7.622929, 4.7458684 7.6221283, 4.7458781 7.6218686, 4.7458899 7.6216205, 4.7459154 7.6213839, 4.7459554 7.6212782)",,,,
583745050,residential,False,False,106.827,"LINESTRING (4.7458655 7.622929, 4.7456579 7.6229245, 4.7453012 7.6229045, 4.7450611 7.622874, 4.7448988 7.622874)",,,,
543812870,tertiary,False,True,33.65,"LINESTRING (4.7418833 7.6242611, 4.7419591 7.6240995, 4.7419887 7.6239786)",,,,
546954096,primary,False,False,118.80999999999999,"LINESTRING (4.7418833 7.6242611, 4.7418988 7.6243189, 4.7419015 7.6244757, 4.7418971 7.6247025, 4.7418515 7.6251498, 4.7418445 7.6252427, 4.7418499 7.6253248)",,F206,,
546954104,primary,False,True,204.89,"LINESTRING (4.7418833 7.6242611, 4.7417781 7.6241381, 4.7416764 7.6240502, 4.7413623 7.6237659, 4.7412752 7.6237074, 4.7411719 7.6236476, 4.741025 7.6235864, 4.7408688 7.6235372, 4.7408028 7.6235154, 4.7405228 7.6234231, 4.7403109 7.6233532)",,F206,,
385261856,residential,False,True,59.822,"LINESTRING (4.7429388 7.6205637, 4.7433477 7.6209175)",,,,
543812872,tertiary,False,True,22.095,"LINESTRING (4.7429388 7.6205637, 4.7430517 7.6203995)",,,,
543812872,tertiary,False,False,141.839,"LINESTRING (4.7429388 7.6205637, 4.7428295 7.6207618, 4.742749 7.6209558, 4.7426364 7.6213247, 4.742521 7.6217647)",,,,
385098174,tertiary,False,False,51.045,"LINESTRING (4.7449947 7.6208389, 4.7445756 7.6206435)",,,,
385098174,tertiary,False,True,109.32,"LINESTRING (4.7449947 7.6208389, 4.7453752 7.6210186, 4.7458951 7.6212512)",,,,
385261908,residential,False,False,105.841,"LINESTRING (4.7449947 7.6208389, 4.7449699 7.6209957, 4.7447458 7.6217571)",,,,
385261856,residential,False,False,59.822,"LINESTRING (4.7433477 7.6209175, 4.7429388 7.6205637)",,,,
543812868,residential,False,False,108.099,"LINESTRING (4.7433477 7.6209175, 4.7432186 7.6218812)",,,,
385261856,residential,False,True,181.67600000000002,"LINESTRING (4.7433477 7.6209175, 4.7438658 7.6212361, 4.7441693 7.6214623, 4.7443436 7.6215979, 4.7445254 7.6217025, 4.7447458 7.6217571)",,,,
385261856,residential,False,False,181.676,"LINESTRING (4.7447458 7.6217571, 4.7445254 7.6217025, 4.7443436 7.6215979, 4.7441693 7.6214623, 4.7438658 7.6212361, 4.7433477 7.6209175)",,,,
385261908,residential,False,False,174.673,"LINESTRING (4.7447458 7.6217571, 4.7445135 7.6226185, 4.7443443 7.6232767)",,,,
385261908,residential,False,True,105.841,"LINESTRING (4.7447458 7.6217571, 4.7449699 7.6209957, 4.7449947 7.6208389)",,,,
"[543812872, 543812869, 543812870]",tertiary,False,False,253.122,"LINESTRING (4.742521 7.6217647, 4.7423011 7.6225921, 4.7422649 7.6227331, 4.7421897 7.6230556, 4.7419887 7.6239786)",yes,,,
543812872,tertiary,False,True,141.839,"LINESTRING (4.742521 7.6217647, 4.7426364 7.6213247, 4.742749 7.6209558, 4.7428295 7.6207618, 4.7429388 7.6205637)",,,,
543812884,residential,False,True,77.975,"LINESTRING (4.742521 7.6217647, 4.7428097 7.6218083, 4.7432186 7.6218812)",,,,
543812868,residential,False,False,139.828,"LINESTRING (4.7432186 7.6218812, 4.7431226 7.6231351)",,,,
543812868,residential,False,True,108.099,"LINESTRING (4.7432186 7.6218812, 4.7433477 7.6209175)",,,,
385261833,residential,False,True,85.22,"LINESTRING (4.7432186 7.6218812, 4.7435376 7.6219501, 4.7435684 7.6219687, 4.7435778 7.6220153, 4.7435564 7.6223742)",,,,
543812884,residential,False,False,77.975,"LINESTRING (4.7432186 7.6218812, 4.7428097 7.6218083, 4.742521 7.6217647)",,,,
546954104,primary,False,False,23.676,"LINESTRING (4.7373591 7.622192, 4.7375523 7.6222851)",,F206,,
385261863,residential,False,True,255.04399999999998,"LINESTRING (4.7373591 7.622192, 4.7371998 7.6224765, 4.7370896 7.6227636, 4.7370438 7.6230155, 4.7370017 7.6237044, 4.7370185 7.6244192)",,,,
