osmid,oneway,highway,junction,reversed,length,lanes,ref,name,geometry,bridge,maxspeed
134580953,True,trunk,roundabout,False,8.359,,,,"LINESTRING (3.5034511 6.6206109, 3.5033779 6.6205918)",,
134580947,True,trunk,,False,240.255,2,A1,Sagamu Road,"LINESTRING (3.5036416 6.6205916, 3.5036898 6.6206908, 3.5037602 6.6208067, 3.5038441 6.6209686, 3.5039245 6.6211371, 3.5040875 6.6215481, 3.5042618 6.6219577, 3.504347 6.6221628, 3.5045024 6.622573)",,
282831909,False,residential,,True,83.845,,,,"LINESTRING (3.5036416 6.6205916, 3.504025 6.6204513, 3.5043611 6.6203525)",,
134580953,True,trunk,roundabout,False,6.177,,,,"LINESTRING (3.5033085 6.6203739, 3.5033429 6.6203301)",,
26234518,True,trunk,,False,56.601,2,A1,Ikorodu Road,"LINESTRING (3.5033779 6.6205918, 3.5031976 6.6205956, 3.5030421 6.6206262, 3.5028791 6.6206855)",,
134580953,True,trunk,roundabout,False,28.172,,,,"LINESTRING (3.5033779 6.6205918, 3.5033331 6.6205584, 3.5033025 6.6205118, 3.5032899 6.6204576, 3.5032912 6.6204268, 3.5033085 6.6203739)",,
134580953,True,trunk,roundabout,False,30.632,,,,"LINESTRING (3.5033429 6.6203301, 3.5033904 6.6203006, 3.5034425 6.6202891, 3.5034981 6.620296, 3.5035479 6.6203212, 3.5035861 6.6203619)",,
144135066,True,primary,,False,43.772999999999996,,F270,,"LINESTRING (3.5033429 6.6203301, 3.5033808 6.6202201, 3.5034001 6.6201093, 3.5034339 6.6199478)",,
134580953,True,trunk,roundabout,False,13.521,,,,"LINESTRING (3.5035861 6.6203619, 3.5036079 6.6204131, 3.5036091 6.6204791)",,
134580947,True,trunk,,False,13.014,2,A1,Sagamu Road,"LINESTRING (3.5036091 6.6204791, 3.5036416 6.6205916)",,
134580953,True,trunk,roundabout,False,24.483999999999998,,,,"LINESTRING (3.5036091 6.6204791, 3.5035892 6.6205311, 3.5035526 6.6205732, 3.5035037 6.6206003, 3.5034511 6.6206109)",,
583265409,False,unclassified,,False,101.869,,,,"LINESTRING (3.5073236 6.6197637, 3.5082141 6.6200021)",,
579335080,False,unclassified,,False,148.767,,,,"LINESTRING (3.5073236 6.6197637, 3.5074148 6.6192689, 3.5074282 6.6191962, 3.5074335 6.6190416, 3.5074094 6.6188904, 3.5073195 6.6184461)",,
"[579335080, 144135060, 579335079]",False,unclassified,,True,63.838,,,,"LINESTRING (3.5073236 6.6197637, 3.5072616 6.6202209, 3.5072515 6.6203049, 3.5072458 6.6203325)",yes,
778871007,False,tertiary,,True,66.287,,,Ireshe road,"LINESTRING (3.5085757 6.6175366, 3.5085051 6.6175922, 3.5081899 6.6179905)",,50
144135053,False,tertiary,,False,42.395,,,Alh. Alagago Street,"LINESTRING (3.5045971 6.6186873, 3.504805 6.618586, 3.5049511 6.6185434)",,50
144135053,False,tertiary,,True,69.804,,,Alh. Alagago Street,"LINESTRING (3.5045971 6.6186873, 3.5044871 6.6187232, 3.5043822 6.6187452, 3.5042867 6.618757, 3.5041125 6.6187556, 3.5039751 6.6187381)",,50
