osmid,name,highway,oneway,reversed,length,ref,lanes,geometry
159452716,김해대로2371번길,residential,False,False,91.088,,,"LINESTRING (128.8862028 35.2267698, 128.8860581 35.2275804)"
655781959,김해대로,primary,True,False,26.332,14,,"LINESTRING (128.8862028 35.2267698, 128.885916 35.2267353)"
159452675,,residential,False,True,87.678,,2,"LINESTRING (128.8896473 35.227105, 128.8895226 35.2278869)"
655781959,김해대로,primary,True,False,175.23,14,,"LINESTRING (128.8896473 35.227105, 128.8877332 35.2269085)"
159452743,김해대로2431번길,residential,False,True,50.948,,,"LINESTRING (128.8927543 35.2273984, 128.8926833 35.2278529)"
655781959,김해대로,primary,True,False,149.085,14,,"LINESTRING (128.8927543 35.2273984, 128.8911245 35.2272398)"
159258640,활천로,tertiary,False,False,67.828,,,"LINESTRING (128.8941368 35.2275288, 128.8940424 35.2281339)"
909252504,,residential,False,True,18.287,,,"LINESTRING (128.8941368 35.2275288, 128.8941574 35.2273652)"
655781959,김해대로,primary,True,False,61.312,14,,"LINESTRING (128.8941368 35.2275288, 128.89353 35.2274704, 128.8934661 35.2274674)"
159452733,김해대로2453번길,residential,False,False,63.556,,,"LINESTRING (128.8952785 35.2276228, 128.8951941 35.2281902)"
655781959,김해대로,primary,True,False,104.228,14,,"LINESTRING (128.8952785 35.2276228, 128.8942614 35.2275392, 128.8942281 35.2275364, 128.8941368 35.2275288)"
158058950,호계로,secondary,False,False,31.08,,,"LINESTRING (128.8854311 35.2266872, 128.8853802 35.2269636)"
37403859,분성로,secondary,False,False,72.143,1042,,"LINESTRING (128.8870848 35.2341927, 128.8878685 35.2342984)"
37403859,분성로,secondary,False,True,96.651,1042,,"LINESTRING (128.8870848 35.2341927, 128.8860345 35.2340529)"
159433021,분성로375번길,residential,False,False,44.007,,,"LINESTRING (128.8870848 35.2341927, 128.8869053 35.2345603)"
909476515,분성로376번길,residential,False,True,147.927,,,"LINESTRING (128.8870848 35.2341927, 128.8871157 35.2338379, 128.8871266 35.2328633)"
37403859,분성로,secondary,False,True,37.764,1042,,"LINESTRING (128.8895104 35.2345601, 128.8891 35.2345056)"
37403859,분성로,secondary,False,False,86.874,1042,,"LINESTRING (128.8895104 35.2345601, 128.8899205 35.2346091, 128.8903451 35.2346513, 128.8904562 35.2346733)"
471339596,,secondary_link,False,False,47.835,1042,,"LINESTRING (128.8895104 35.2345601, 128.889782 35.2346781, 128.889912 35.2348221)"
471339596,,secondary_link,False,True,47.835,1042,,"LINESTRING (128.889912 35.2348221, 128.889782 35.2346781, 128.8895104 35.2345601)"
471339597,가야로,secondary,False,False,63.462999999999994,,,"LINESTRING (128.889912 35.2348221, 128.8897785 35.2349206, 128.889699 35.2350516, 128.8896556 35.235166, 128.8895944 35.2353157)"
471339597,가야로,secondary,False,True,53.117,,,"LINESTRING (128.889912 35.2348221, 128.8900007 35.2347714, 128.8901298 35.2347237, 128.8902399 35.2346899, 128.8904562 35.2346733)"
159258640,활천로,tertiary,False,True,34.805,,,"LINESTRING (128.8929929 35.2348611, 128.8930413 35.2345506)"
987596709,분성로,secondary,False,False,120.734,1042,,"LINESTRING (128.8929929 35.2348611, 128.8943187 35.2349401)"
987596710,분성로,secondary,False,True,69.49,1042,,"LINESTRING (128.8929929 35.2348611, 128.89223 35.2348136)"
159258640,활천로,tertiary,False,False,100.537,,,"LINESTRING (128.8929929 35.2348611, 128.8930193 35.2350793, 128.8931981 35.2352213, 128.8936272 35.235551)"
697810271,가야로405번길,residential,False,True,202.002,,,"LINESTRING (128.8936272 35.235551, 128.8914085 35.2354241)"
159258640,활천로,tertiary,False,True,100.537,,,"LINESTRING (128.8936272 35.235551, 128.8931981 35.2352213, 128.8930193 35.2350793, 128.8929929 35.2348611)"
37403859,분성로,secondary,False,False,96.651,1042,,"LINESTRING (128.8860345 35.2340529, 128.8870848 35.2341927)"
159433067,분성로365번길,residential,False,True,140.264,,,"LINESTRING (128.8860345 35.2340529, 128.8861829 35.2349559, 128.8861286 35.2353034)"
159452711,분성로366번길,residential,False,True,158.109,,,"LINESTRING (128.8860345 35.2340529, 128.8860491 35.2337237, 128.8859175 35.2331485, 128.8857262 35.2327792, 128.8856607 35.2326873)"
37403859,분성로,secondary,False,False,69.972,1042,,"LINESTRING (128.8878685 35.2342984, 128.8886225 35.2344276)"
37403859,분성로,secondary,False,True,72.143,1042,,"LINESTRING (128.8878685 35.2342984, 128.8870848 35.2341927)"
159433004,,residential,False,True,43.121,,,"LINESTRING (128.8878685 35.2342984, 128.8877826 35.2346798)"
37403859,분성로,secondary,False,False,44.227,1042,,"LINESTRING (128.8886225 35.2344276, 128.8891 35.2345056)"
37403859,분성로,secondary,False,True,69.972,1042,,"LINESTRING (128.8886225 35.2344276, 128.8878685 35.2342984)"
159433084,분성로389번길,residential,False,False,29.331,,,"LINESTRING (128.8886225 35.2344276, 128.888582 35.2346893)"
909476514,분성로390번길,residential,False,True,98.691,,,"LINESTRING (128.8886225 35.2344276, 128.8887287 35.2335443)"
159433021,분성로375번길,residential,False,False,78.927,,,"LINESTRING (128.8869053 35.2345603, 128.8865323 35.2352014)"
159433021,분성로375번길,residential,False,True,44.007,,,"LINESTRING (128.8869053 35.2345603, 128.8870848 35.2341927)"
159433056,분성로375번길,residential,False,False,80.78,,,"LINESTRING (128.8869053 35.2345603, 128.8877826 35.2346798)"
159433004,,residential,False,False,43.121,,,"LINESTRING (128.8877826 35.2346798, 128.8878685 35.2342984)"
159433056,분성로375번길,residential,False,False,66.351,,,"LINESTRING (128.8877826 35.2346798, 128.888513 35.2346916)"
159433056,분성로375번길,residential,False,True,80.78,,,"LINESTRING (128.8877826 35.2346798, 128.8869053 35.2345603)"
159433056,분성로375번길,residential,False,True,6.272,,,"LINESTRING (128.888582 35.2346893, 128.888513 35.2346916)"
159433084,분성로389번길,residential,False,False,60.247,,,"LINESTRING (128.888582 35.2346893, 128.8885208 35.2352288)"
159433084,분성로389번길,residential,False,True,29.331,,,"LINESTRING (128.888582 35.2346893, 128.8886225 35.2344276)"
909476507,분성로389번길,residential,False,False,51.007,,,"LINESTRING (128.888582 35.2346893, 128.8891436 35.2346907)"
909476507,분성로389번길,residential,False,True,51.007,,,"LINESTRING (128.8891436 35.2346907, 128.888582 35.2346893)"
159433021,분성로375번길,residential,False,True,78.927,,,"LINESTRING (128.8865323 35.2352014, 128.8869053 35.2345603)"
159433044,호계로500번길,residential,False,False,25.219,,,"LINESTRING (128.8865323 35.2352014, 128.8862878 35.2353089)"
159433044,호계로500번길,residential,False,True,97.478,,,"LINESTRING (128.8865323 35.2352014, 128.8875802 35.2353909)"
159433084,분성로389번길,residential,False,True,60.247,,,"LINESTRING (128.8885208 35.2352288, 128.888582 35.2346893)"
909476527,가야로528번길,residential,False,False,45.141,,,"LINESTRING (128.8885208 35.2352288, 128.8890165 35.2352584)"
159433077,호계로500번길,residential,False,True,14.472,,,"LINESTRING (128.8861286 35.2353034, 128.8862878 35.2353089)"
159433067,분성로365번길,residential,False,False,140.264,,,"LINESTRING (128.8861286 35.2353034, 128.8861829 35.2349559, 128.8860345 35.2340529)"
909476527,가야로528번길,residential,False,False,52.872,,,"LINESTRING (128.8890165 35.2352584, 128.8895944 35.2353157)"
909476527,가야로528번길,residential,False,True,45.141,,,"LINESTRING (128.8890165 35.2352584, 128.8885208 35.2352288)"
159433044,호계로500번길,residential,False,True,25.219,,,"LINESTRING (128.8862878 35.2353089, 128.8865323 35.2352014)"
159433077,호계로500번길,residential,False,False,14.472,,,"LINESTRING (128.8862878 35.2353089, 128.8861286 35.2353034)"
909476525,가야로527번길,residential,False,False,165.202,,,"LINESTRING (128.8895944 35.2353157, 128.8914085 35.2354241)"
909476527,가야로528번길,residential,False,True,52.872,,,"LINESTRING (128.8895944 35.2353157, 128.8890165 35.2352584)"
471339597,가야로,secondary,False,True,63.462999999999994,,,"LINESTRING (128.8895944 35.2353157, 128.8896556 35.235166, 128.889699 35.2350516, 128.8897785 35.2349206, 128.889912 35.2348221)"
159433044,호계로500번길,residential,False,False,97.478,,,"LINESTRING (128.8875802 35.2353909, 128.8865323 35.2352014)"
"[909476506, 159433039]","['분성로375번길', '호계로500번길']",residential,False,False,142.058,,,"LINESTRING (128.8875802 35.2353909, 128.887724 35.2348763, 128.8883933 35.2348695, 128.888513 35.2346916)"
159452668,김해대로2385번길,residential,False,False,90.382,,,"LINESTRING (128.8877332 35.2269085, 128.8876295 35.2277169)"
655781959,김해대로,primary,True,False,139.863,14,,"LINESTRING (128.8877332 35.2269085, 128.8862028 35.2267698)"
159452724,김해대로2415번길,residential,False,True,52.043,,,"LINESTRING (128.8911245 35.2272398, 128.8910542 35.2277043)"
655781959,김해대로,primary,True,False,126.168,14,,"LINESTRING (128.8911245 35.2272398, 128.889744 35.2271143)"
159452714,김해대로2371번길,residential,False,False,143.537,,,"LINESTRING (128.8860581 35.2275804, 128.8876295 35.2277169)"
159452716,김해대로2371번길,residential,False,False,71.871,,,"LINESTRING (128.8860581 35.2275804, 128.8859407 35.2282196)"
159452716,김해대로2371번길,residential,False,True,91.088,,,"LINESTRING (128.8860581 35.2275804, 128.8862028 35.2267698)"
159452682,김해대로2415번길,residential,False,False,148.893,,,"LINESTRING (128.8910542 35.2277043, 128.8926833 35.2278529)"
159452724,김해대로2415번길,residential,False,False,52.043,,,"LINESTRING (128.8910542 35.2277043, 128.8911245 35.2272398)"
159452724,김해대로2415번길,residential,False,True,38.01,,,"LINESTRING (128.8910542 35.2277043, 128.8910098 35.2280442)"
159452668,김해대로2385번길,residential,False,False,72.913,,,"LINESTRING (128.8876295 35.2277169, 128.887521 35.2283666)"
159452668,김해대로2385번길,residential,False,True,90.382,,,"LINESTRING (128.8876295 35.2277169, 128.8877332 35.2269085)"
159452714,김해대로2371번길,residential,False,True,143.537,,,"LINESTRING (128.8876295 35.2277169, 128.8860581 35.2275804)"
909476516,김해대로2385번길,residential,False,False,172.989,,,"LINESTRING (128.8876295 35.2277169, 128.8895226 35.2278869)"
159452682,김해대로2415번길,residential,False,True,148.893,,,"LINESTRING (128.8926833 35.2278529, 128.8910542 35.2277043)"
159452743,김해대로2431번길,residential,False,False,50.948,,,"LINESTRING (128.8926833 35.2278529, 128.8927543 35.2273984)"
159452743,김해대로2431번길,residential,False,True,16.598,,,"LINESTRING (128.8926833 35.2278529, 128.8926545 35.2280003)"
159452675,,residential,False,False,87.678,,2,"LINESTRING (128.8895226 35.2278869, 128.8896473 35.227105)"
909476516,김해대로2385번길,residential,False,True,172.989,,,"LINESTRING (128.8895226 35.2278869, 128.8876295 35.2277169)"
909476517,,residential,False,False,8.849,,,"LINESTRING (128.8895226 35.2278869, 128.8896194 35.2278959)"
159452718,활천로5번길,residential,False,False,59.157,,,"LINESTRING (128.8926545 35.2280003, 128.8933013 35.2280626)"
159452743,김해대로2431번길,residential,False,False,16.598,,,"LINESTRING (128.8926545 35.2280003, 128.8926833 35.2278529)"
159452743,김해대로2431번길,residential,False,True,23.789,,,"LINESTRING (128.8926545 35.2280003, 128.8926193 35.2282123)"
