osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,tunnel
553012262,False,8,13,예향로,primary,False,45.828,"LINESTRING (126.7142203 35.015207, 126.7142133 35.0156191)",
553012262,False,8,13,예향로,primary,True,64.684,"LINESTRING (126.7142203 35.015207, 126.7142226 35.0150071, 126.7141871 35.0146264)",
553012262,False,8,13,예향로,primary,False,80.947,"LINESTRING (126.7140798 35.0167248, 126.713972 35.0174474)",
553012262,False,8,13,예향로,primary,True,63.834,"LINESTRING (126.7140798 35.0167248, 126.7141393 35.0161528)",
130634111,True,,,,residential,False,93.30799999999999,"LINESTRING (126.7140798 35.0167248, 126.7140306 35.0165981, 126.7138669 35.0163433, 126.7136376 35.0161868, 126.713458 35.0160942)",
130622822,False,4,,나주로,tertiary,True,72.629,"LINESTRING (126.7137516 35.0191751, 126.7140665 35.0197752)",
130622832,False,4,13,예향로,primary,True,76.007,"LINESTRING (126.7137516 35.0191751, 126.7136271 35.019851)",
553012262,False,8,13,예향로,primary,True,62.373,"LINESTRING (126.7137516 35.0191751, 126.7138069 35.018616)",
130634071,False,,,사격장길,residential,False,92.878,"LINESTRING (126.7137516 35.0191751, 126.713185 35.0191198, 126.7127586 35.0190038)",
130634068,False,,,신내동길,residential,True,32.684,"LINESTRING (126.7118987 35.0116227, 126.7120514 35.0118887)",
130634073,False,,,신내동길,residential,True,40.522,"LINESTRING (126.7118987 35.0116227, 126.7114896 35.011766)",
130634028,False,,,신내동길,residential,False,52.103,"LINESTRING (126.7125794 35.0117083, 126.7120514 35.0118887)",
800174779,False,,,구진포로,residential,True,86.459,"LINESTRING (126.7125794 35.0117083, 126.7129656 35.0124186)",
130634073,False,,,신내동길,residential,False,40.522,"LINESTRING (126.7114896 35.011766, 126.7118987 35.0116227)",
130634073,False,,,신내동길,residential,True,43.367,"LINESTRING (126.7114896 35.011766, 126.7110635 35.0119401)",
130634028,False,,,신내동길,residential,False,29.461,"LINESTRING (126.7120514 35.0118887, 126.7117533 35.0119916)",
130634028,False,,,신내동길,residential,True,52.103,"LINESTRING (126.7120514 35.0118887, 126.7125794 35.0117083)",
130634068,False,,,신내동길,residential,False,32.684,"LINESTRING (126.7120514 35.0118887, 126.7118987 35.0116227)",
130634028,False,,,신내동길,residential,True,28.572,"LINESTRING (126.7110635 35.0119401, 126.7111759 35.01218)",
130634073,False,,,신내동길,residential,False,43.367,"LINESTRING (126.7110635 35.0119401, 126.7114896 35.011766)",
