osmid,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,tunnel
"[37729001, 37729013, 37729015]",Marsal Tito,"['residential', 'tertiary']",False,"[False, True]",44.886,yes,"LINESTRING (22.4111267 41.9180031, 22.4112323 41.9179937, 22.4112522 41.9179944, 22.4115668 41.9180052, 22.4115948 41.9180062, 22.4116657 41.9180199)",,
183800680,Маршал Тито,tertiary,True,False,87.881,,"LINESTRING (22.4111267 41.9180031, 22.4110085 41.9181322, 22.4108817 41.9182893, 22.4106126 41.9186226, 22.4105697 41.9186758)",,
"[37729001, 37729013, 37729015]",Marsal Tito,"['residential', 'tertiary']",False,"[False, True]",44.88600000000001,yes,"LINESTRING (22.4116657 41.9180199, 22.4115948 41.9180062, 22.4115668 41.9180052, 22.4112522 41.9179944, 22.4112323 41.9179937, 22.4111267 41.9180031)",,
37731100,Браќа Ставреви,residential,True,False,190.827,,"LINESTRING (22.4116657 41.9180199, 22.4117198 41.9180542, 22.4117436 41.9181187, 22.4117503 41.9181683, 22.4117666 41.9183336, 22.4117889 41.918608, 22.4118798 41.9197118)",,
"[37731097, 280473699, 280473687]",Маршал Тито,tertiary,False,False,35.977,yes,"LINESTRING (22.4106908 41.9209628, 22.4107499 41.920968, 22.4110194 41.9209658, 22.4111252 41.9209651)",,
183977565,Гоце Делчев,residential,False,False,40.14,,"LINESTRING (22.4106908 41.9209628, 22.4106701 41.9211139, 22.4106066 41.9212083, 22.4105101 41.9212829)",,
37731099,Кеј на ревоулуцијата,tertiary,True,False,365.40799999999996,,"LINESTRING (22.4111252 41.9209651, 22.4110666 41.9208498, 22.4105892 41.9199588, 22.4105044 41.919816, 22.4104794 41.9197576, 22.4104607 41.9195689, 22.4104861 41.9194671, 22.4105638 41.9193491, 22.4106524 41.9192313, 22.4108722 41.9189776, 22.4112099 41.9185607, 22.411486 41.9182198, 22.4115586 41.9181358, 22.4116657 41.9180199)",,
37756912,Борис Трајковски,tertiary,False,True,77.482,,"LINESTRING (22.4111252 41.9209651, 22.4111078 41.9210505, 22.4110662 41.9211763, 22.4109551 41.9213132, 22.4108652 41.9214221, 22.410721 41.9215827)",,
37879871,Љупчо Сантов,tertiary,False,True,74.667,,"LINESTRING (22.4111252 41.9209651, 22.4112634 41.9209719, 22.4118751 41.9209622, 22.41202 41.9209277)",,
"[37731097, 280473699, 280473687]",Маршал Тито,tertiary,False,True,35.977,yes,"LINESTRING (22.4111252 41.9209651, 22.4110194 41.9209658, 22.4107499 41.920968, 22.4106908 41.9209628)",,
265941347,,residential,False,True,67.241,,"LINESTRING (22.4102579 41.9190621, 22.4094785 41.9188908)",,
183800670,Маршал Тито,tertiary,True,False,28.497999999999998,,"LINESTRING (22.4102579 41.9190621, 22.4101849 41.9191792, 22.4101175 41.9192961)",,
289701588,,residential,False,False,66.872,,"LINESTRING (22.4101175 41.9192961, 22.4093612 41.919084)",,
183800670,Маршал Тито,tertiary,True,False,42.607000000000006,,"LINESTRING (22.4101175 41.9192961, 22.4100625 41.9194426, 22.4100252 41.9196041, 22.4100256 41.9196713)",,
37731100,Браќа Ставреви,residential,True,False,19.181,,"LINESTRING (22.4119488 41.9201912, 22.4119645 41.9203633)",,
37879864,Браќа Ставреви,residential,False,False,17.142,,"LINESTRING (22.4119488 41.9201912, 22.412149 41.9201515)",,
37879871,Љупчо Сантов,tertiary,False,True,20.613,,"LINESTRING (22.41202 41.9209277, 22.4122591 41.9208756)",,
37879871,Љупчо Сантов,tertiary,False,False,74.667,,"LINESTRING (22.41202 41.9209277, 22.4118751 41.9209622, 22.4112634 41.9209719, 22.4111252 41.9209651)",,
183964611,Раде Кратовче,residential,False,False,75.408,,"LINESTRING (22.41202 41.9209277, 22.4119824 41.9210292, 22.4119292 41.9211222, 22.4118283 41.921257, 22.4117249 41.9214, 22.4116377 41.9215409)",,
37756913,,residential,False,False,44.866,,"LINESTRING (22.410721 41.9215827, 22.4102724 41.9218094)",,
37756912,Борис Трајковски,tertiary,False,False,77.48200000000001,,"LINESTRING (22.410721 41.9215827, 22.4108652 41.9214221, 22.4109551 41.9213132, 22.4110662 41.9211763, 22.4111078 41.9210505, 22.4111252 41.9209651)",,
37756912,Борис Трајковски,tertiary,False,True,41.964999999999996,,"LINESTRING (22.410721 41.9215827, 22.4107277 41.9217238, 22.4107239 41.92196)",,
37756913,,residential,False,True,44.866,,"LINESTRING (22.4102724 41.9218094, 22.410721 41.9215827)",,
183977565,Гоце Делчев,residential,False,False,58.333000000000006,,"LINESTRING (22.4097207 41.9222226, 22.4098108 41.9223757, 22.4099082 41.9225529, 22.4100055 41.9227023)",,
183977565,Гоце Делчев,residential,False,True,78.07000000000001,,"LINESTRING (22.4097207 41.9222226, 22.4097202 41.9220928, 22.4097574 41.9219499, 22.4097825 41.9218477, 22.4098392 41.9217479, 22.4099008 41.9216882, 22.4100324 41.9215892)",,
"[705000561, 705000562, 37866489]",14-та Бригада,residential,False,True,37.045,,"LINESTRING (22.4097207 41.9222226, 22.4096527 41.9222185, 22.4095199 41.9222106, 22.4092757 41.9221866)",,
37866478,Цар Самуил,residential,False,True,91.729,,"LINESTRING (22.4101075 41.9242527, 22.4099343 41.9241552, 22.4096497 41.92393, 22.409366 41.9237827, 22.4092557 41.9237313)",,
183977565,Гоце Делчев,residential,False,False,38.832,,"LINESTRING (22.4101075 41.9242527, 22.4100575 41.9243336, 22.4100392 41.9244392, 22.410042 41.9245929)",,
183977565,Гоце Делчев,residential,False,True,183.46499999999997,,"LINESTRING (22.4101075 41.9242527, 22.4102389 41.9242158, 22.4102511 41.9240865, 22.4102044 41.9230866, 22.4101607 41.9229307, 22.4100407 41.9227468, 22.4100055 41.9227023)",,
37936588,Крушевска,residential,False,True,49.942,,"LINESTRING (22.4116377 41.9215409, 22.411612 41.9216403, 22.4115643 41.9217204, 22.4115067 41.9218313, 22.4114927 41.9219011, 22.4115098 41.9219708)",,
183964611,Раде Кратовче,residential,False,False,55.748999999999995,,"LINESTRING (22.4116377 41.9215409, 22.4114423 41.921758, 22.411347 41.9218657, 22.4112684 41.9219602)",,
183964611,Раде Кратовче,residential,False,True,75.40800000000002,,"LINESTRING (22.4116377 41.9215409, 22.4117249 41.9214, 22.4118283 41.921257, 22.4119292 41.9211222, 22.4119824 41.9210292, 22.41202 41.9209277)",,
183800682,Раде Кратовче,residential,False,True,45.049,,"LINESTRING (22.4112684 41.9219602, 22.4107239 41.92196)",,
183964611,Раде Кратовче,residential,False,False,146.145,,"LINESTRING (22.4112684 41.9219602, 22.4112638 41.9220546, 22.4112887 41.9221809, 22.4113371 41.922303, 22.4114422 41.9225188, 22.4114971 41.9226651, 22.411522 41.9228278, 22.4115349 41.9229991, 22.4115282 41.9232472)",,
183964611,Раде Кратовче,residential,False,True,55.748999999999995,,"LINESTRING (22.4112684 41.9219602, 22.411347 41.9218657, 22.4114423 41.921758, 22.4116377 41.9215409)",,
37757572,Коста Рацин,residential,False,True,74.833,,"LINESTRING (22.411501 41.9235862, 22.4105971 41.923611)",,
183964611,Раде Кратовче,residential,False,True,37.762,,"LINESTRING (22.411501 41.9235862, 22.4115282 41.9232472)",,
37757572,Коста Рацин,residential,False,False,39.494,,"LINESTRING (22.411501 41.9235862, 22.4116208 41.923589, 22.4117396 41.9235929, 22.4119761 41.9236164)",,
183964611,Раде Кратовче,residential,False,False,126.81299999999999,,"LINESTRING (22.411501 41.9235862, 22.4114795 41.9242553, 22.4114628 41.9247263)",,
37756912,Борис Трајковски,tertiary,False,False,46.658,,"LINESTRING (22.4105971 41.923611, 22.4106432 41.9231928)",,
37757572,Коста Рацин,residential,False,False,74.833,,"LINESTRING (22.4105971 41.923611, 22.411501 41.9235862)",,
37756912,Борис Трајковски,tertiary,False,True,119.868,,"LINESTRING (22.4105971 41.923611, 22.4105931 41.9242263, 22.4105805 41.9246889)",,
37757572,Коста Рацин,residential,False,False,27.723,,"LINESTRING (22.4119761 41.9236164, 22.4123039 41.9236681)",,
37757572,Коста Рацин,residential,False,True,39.494,,"LINESTRING (22.4119761 41.9236164, 22.4117396 41.9235929, 22.4116208 41.923589, 22.411501 41.9235862)",,
183800650,Коста Рацин,residential,False,False,46.01,,"LINESTRING (22.4119761 41.9236164, 22.4119085 41.9238527, 22.4118719 41.9239176, 22.4118733 41.9240194)",,
37757572,Коста Рацин,residential,False,False,15.586,,"LINESTRING (22.4123039 41.9236681, 22.4124868 41.9237017)",,
37757572,Коста Рацин,residential,False,True,27.723,,"LINESTRING (22.4123039 41.9236681, 22.4119761 41.9236164)",,
37762252,Питу Гули,residential,False,False,8.243,,"LINESTRING (22.4123039 41.9236681, 22.4123498 41.9237339)",,
183800678,Раде Кратовче,living_street,False,True,73.469,,"LINESTRING (22.4115282 41.9232472, 22.4106432 41.9231928)",,
183964611,Раде Кратовче,residential,False,False,37.762,,"LINESTRING (22.4115282 41.9232472, 22.411501 41.9235862)",,
