osmid,name,highway,access,oneway,reversed,length,geometry,ref
440708234,Kataltholi Road,tertiary,permissive,False,False,146.488,"LINESTRING (92.182289 22.651756, 92.1824422 22.652101, 92.1824703 22.6522069, 92.1823855 22.6522962, 92.1821241 22.6525722, 92.182054 22.6529164)",
749961149,Chittagong - Rangamati Rd,trunk,,False,False,280.583,"LINESTRING (92.182289 22.651756, 92.1825891 22.651573, 92.1828367 22.651286, 92.183026 22.6510697, 92.1832266 22.6508006, 92.1833512 22.6504892, 92.1833584 22.6501209, 92.1833879 22.6497125, 92.1834065 22.6496036)",N106
749961149,Chittagong - Rangamati Rd,trunk,,False,True,129.392,"LINESTRING (92.182289 22.651756, 92.1820374 22.6517373, 92.181737 22.6517645, 92.1816476 22.6518556, 92.1814549 22.6520729, 92.1812698 22.6522533)",N106
749961149,Chittagong - Rangamati Rd,trunk,,False,False,129.392,"LINESTRING (92.1812698 22.6522533, 92.1814549 22.6520729, 92.1816476 22.6518556, 92.181737 22.6517645, 92.1820374 22.6517373, 92.182289 22.651756)",N106
749961149,Chittagong - Rangamati Rd,trunk,,False,True,391.41600000000005,"LINESTRING (92.1812698 22.6522533, 92.1811154 22.6523303, 92.180944 22.6523411, 92.1806078 22.6522745, 92.1803224 22.6522291, 92.1800459 22.6521965, 92.1797725 22.6522251, 92.179575 22.652298, 92.1794113 22.6524665, 92.1793362 22.652629, 92.1792673 22.6528089, 92.1791659 22.6529944, 92.1788996 22.6532843, 92.1787467 22.6534416, 92.1784786 22.6536353, 92.1782843 22.6537247)",N106
1070292366,,residential,,False,False,236.094,"LINESTRING (92.1812698 22.6522533, 92.1812315 22.6520566, 92.1812637 22.6516458, 92.181269 22.6515022, 92.181269 22.6513487, 92.1811564 22.6511111, 92.1811349 22.651017, 92.1811725 22.6504972, 92.1812422 22.6501655)",
173778045,Forest Colony - Pourosova Road,residential,,False,True,17.088,"LINESTRING (92.1766805 22.6514071, 92.1767142 22.6515576)",
173778045,Forest Colony - Pourosova Road,residential,,False,False,147.736,"LINESTRING (92.1766805 22.6514071, 92.1770177 22.650938, 92.177258 22.6507798, 92.17742 22.6504336, 92.1775095 22.6503519)",
173778045,Forest Colony - Pourosova Road,residential,,False,False,131.88,"LINESTRING (92.177035 22.6527018, 92.1769789 22.6523771, 92.1768868 22.6520394, 92.1767492 22.6517137, 92.1767142 22.6515576)",
173778045,Forest Colony - Pourosova Road,residential,,False,True,171.90800000000002,"LINESTRING (92.177035 22.6527018, 92.177336 22.6529014, 92.177657 22.6531421, 92.1778361 22.6533052, 92.1780793 22.6535094, 92.1782843 22.6537247)",
