osmid,lanes,highway,oneway,reversed,length,geometry,name,ref,maxspeed,bridge
185964387,2,secondary,False,False,108.339,"LINESTRING (88.5928991 24.3676832, 88.5919183 24.3680719)",,,,
185964387,2,secondary,False,True,244.04400000000004,"LINESTRING (88.5928991 24.3676832, 88.5930396 24.3676384, 88.5933141 24.3675558, 88.5936047 24.3675116, 88.59427 24.3674193, 88.5944588 24.3673826, 88.5952694 24.3673978)",,,,
377837110,,unclassified,False,True,72.77600000000001,"LINESTRING (88.5928991 24.3676832, 88.5929319 24.3679785, 88.592952 24.3682741, 88.5929642 24.3683346)",Hatem Khan Road,,,
747179764,2,trunk,True,False,8.805,"LINESTRING (88.5893036 24.3672365, 88.5892174 24.3672467)",,N6,40,
91585922,1,unclassified,False,True,80.48,"LINESTRING (88.5938701 24.3747512, 88.5946231 24.3745201)",Kadirganj Rd,,30,
91585922,1,unclassified,False,False,103.00800000000001,"LINESTRING (88.5938701 24.3747512, 88.5938332 24.3747662, 88.5929413 24.3751286)",Kadirganj Rd,,30,
377837110,,unclassified,False,False,127.451,"LINESTRING (88.5938701 24.3747512, 88.5937866 24.3745072, 88.59367 24.3740247, 88.5935795 24.3736368)",Hatem Khan Road,,,
446366447,2,secondary,False,False,5.614,"LINESTRING (88.590888 24.375347, 88.590882 24.3753234, 88.5908722 24.3752987)",Fire Service Bypass,,,
154690766,,unclassified,False,False,62.84,"LINESTRING (88.5929413 24.3751286, 88.5931136 24.3756715)",Bornali,,,
91585922,1,unclassified,False,False,103.314,"LINESTRING (88.5929413 24.3751286, 88.5927372 24.3751502, 88.5921663 24.3752129, 88.5919285 24.3752391)",Kadirganj Rd,,30,
91585922,1,unclassified,False,True,103.00800000000001,"LINESTRING (88.5929413 24.3751286, 88.5938332 24.3747662, 88.5938701 24.3747512)",Kadirganj Rd,,30,
446366447,2,secondary,False,True,4.637,"LINESTRING (88.5896301 24.3695953, 88.5896434 24.3696352)",Fire Service Bypass,,,
669145302,1,secondary,True,False,183.51100000000002,"LINESTRING (88.5896301 24.3695953, 88.5889983 24.3697898, 88.5879061 24.3701025)",Rajshahi Medical College Road,,,
205752056,,secondary,True,False,7.347,"LINESTRING (88.5931922 24.3758073, 88.5931755 24.375743)",Bornali,,,
244684619,2,trunk,True,False,12.155,"LINESTRING (88.5931922 24.3758073, 88.5933104 24.3757884)",স্টেশন রোড,N605,,
205752056,,secondary,True,False,10.431,"LINESTRING (88.5932139 24.375899, 88.5931922 24.3758073)",Bornali,,,
978976688,,trunk_link,True,False,15.854,"LINESTRING (88.5932139 24.375899, 88.593238 24.3758593, 88.5932702 24.3758214, 88.5933104 24.3757884)",,,,
244684619,2,trunk,True,False,8.095,"LINESTRING (88.5931131 24.3758177, 88.5931922 24.3758073)",স্টেশন রোড,N605,,
205752053,,secondary,True,False,15.693,"LINESTRING (88.5931131 24.3758177, 88.5931277 24.3758559, 88.5931405 24.3758877, 88.5931633 24.3759512)",Bornali,,,
409875569,,residential,False,False,4.403,"LINESTRING (88.587974 24.3674532, 88.5879889 24.3674904)",,,,
377837110,,unclassified,False,False,26.086,"LINESTRING (88.5935321 24.3733929, 88.5935328 24.3731583)",Hatem Khan Road,,,
377837110,,unclassified,False,True,11.343,"LINESTRING (88.5935321 24.3733929, 88.5935462 24.3734941)",Hatem Khan Road,,,
531402787,,residential,False,False,162.627,"LINESTRING (88.5935321 24.3733929, 88.5934532 24.3734153, 88.5933778 24.3734364, 88.593291 24.3734599, 88.5932605 24.373494, 88.593251 24.3735354, 88.593251 24.3735474, 88.5932511 24.373629, 88.5932365 24.3736989, 88.5931495 24.3737716, 88.5929988 24.3738382, 88.5926999 24.3739168, 88.5925239 24.3739574, 88.5923078 24.3740143, 88.5922995 24.374082)",Residential road,,,
858509562,,residential,False,False,35.07,"LINESTRING (88.5922995 24.374082, 88.5921923 24.3737821)",,,,
531402787,,residential,False,False,75.90299999999999,"LINESTRING (88.5922995 24.374082, 88.5922352 24.3741104, 88.5919482 24.3741845, 88.5915969 24.3742788, 88.5915842 24.3742827)",Residential road,,,
531402787,,residential,False,True,162.627,"LINESTRING (88.5922995 24.374082, 88.5923078 24.3740143, 88.5925239 24.3739574, 88.5926999 24.3739168, 88.5929988 24.3738382, 88.5931495 24.3737716, 88.5932365 24.3736989, 88.5932511 24.373629, 88.593251 24.3735474, 88.593251 24.3735354, 88.5932605 24.373494, 88.593291 24.3734599, 88.5933778 24.3734364, 88.5934532 24.3734153, 88.5935321 24.3733929)",Residential road,,,
446366447,2,secondary,False,False,56.412,"LINESTRING (88.5905906 24.37455, 88.5904565 24.3740576)",Fire Service Bypass,,,
446366447,2,secondary,False,True,88.044,"LINESTRING (88.5905906 24.37455, 88.5906996 24.3748768, 88.5907959 24.3751156, 88.5908722 24.3752987)",Fire Service Bypass,,,
531402787,,residential,False,True,62.62100000000001,"LINESTRING (88.5905906 24.37455, 88.5910312 24.3744322, 88.5910895 24.3744191, 88.5911384 24.3744195, 88.5911859 24.3744049)",Residential road,,,
377837110,,unclassified,False,False,15.349,"LINESTRING (88.5931915 24.371794, 88.593149 24.3716615)",Hatem Khan Road,,,
377837110,,unclassified,False,True,32.489,"LINESTRING (88.5931915 24.371794, 88.593331 24.3720571)",Hatem Khan Road,,,
531402705,,residential,False,False,61.160999999999994,"LINESTRING (88.5931915 24.371794, 88.5930942 24.3718131, 88.5930006 24.3718232, 88.5928084 24.3718132, 88.5926945 24.3718467, 88.5926063 24.3718853)",Residential road,,,
554377589,,residential,False,True,73.577,"LINESTRING (88.59146 24.3723952, 88.5912607 24.3717589)",,,,
531402705,,residential,False,False,139.11700000000002,"LINESTRING (88.59146 24.3723952, 88.5913854 24.3724213, 88.5909673 24.3725687, 88.5905943 24.3726601, 88.5901436 24.3727393)",Residential road,,,
531402705,,residential,False,True,130.895,"LINESTRING (88.59146 24.3723952, 88.5916339 24.3723059, 88.5916924 24.3722834, 88.5918064 24.3722638, 88.591979 24.3722245, 88.5921983 24.372143, 88.5922775 24.3720782, 88.5923811 24.3720117, 88.5925283 24.3719194, 88.5926063 24.3718853)",Residential road,,,
446366447,2,secondary,False,False,78.681,"LINESTRING (88.5901436 24.3727393, 88.5900997 24.3724361, 88.5901082 24.3720344)",Fire Service Bypass,,,
446366447,2,secondary,False,True,149.989,"LINESTRING (88.5901436 24.3727393, 88.5902788 24.3733457, 88.5904166 24.3739111, 88.5904565 24.3740576)",Fire Service Bypass,,,
531402705,,residential,False,True,139.117,"LINESTRING (88.5901436 24.3727393, 88.5905943 24.3726601, 88.5909673 24.3725687, 88.5913854 24.3724213, 88.59146 24.3723952)",Residential road,,,
185964387,2,secondary,False,False,60.727999999999994,"LINESTRING (88.5958686 24.3674153, 88.5955555 24.3674031, 88.5952694 24.3673978)",,,,
553940496,,residential,False,False,204.949,"LINESTRING (88.5958686 24.3674153, 88.5959387 24.3677781, 88.596049 24.3686924, 88.5961094 24.3691617, 88.5961164 24.3692439)",,,,
553940496,,residential,False,True,204.35999999999999,"LINESTRING (88.5960772 24.371254, 88.5959735 24.3709678, 88.5961667 24.3709018, 88.5961932 24.3706499, 88.5961647 24.3705379, 88.5961738 24.3703428, 88.5961322 24.3701238, 88.5961015 24.3696798, 88.5961284 24.3695643)",,,,
"[553941097, 857154651]",,residential,False,False,118.92000000000002,"LINESTRING (88.5960772 24.371254, 88.5958649 24.3712793, 88.5950295 24.3713585, 88.5949683 24.3712644)",,,,
185968118,1,secondary,True,False,243.992,"LINESTRING (88.5873465 24.3702964, 88.5891909 24.3697703, 88.5896434 24.3696352)",Rajshahi Medical College Road,,,
553987628,,unclassified,False,False,240.392,"LINESTRING (88.5873465 24.3702964, 88.5877901 24.3717264, 88.5878309 24.3718744, 88.5879706 24.372382)",,,,
377837110,,unclassified,False,False,7.871,"LINESTRING (88.5933564 24.372124, 88.593331 24.3720571)",Hatem Khan Road,,,
377837110,,unclassified,False,True,39.021,"LINESTRING (88.5933564 24.372124, 88.5933691 24.3722132, 88.5933893 24.3723531, 88.5933981 24.3724727)",Hatem Khan Road,,,
554372822,,residential,False,False,87.05600000000001,"LINESTRING (88.5933564 24.372124, 88.5934946 24.3720983, 88.5936971 24.3720666, 88.5938298 24.3720519, 88.593976 24.3720116, 88.5940846 24.3719799, 88.5941684 24.3719115)",,,,
377837110,,unclassified,False,False,20.211,"LINESTRING (88.5931894 24.3697278, 88.5931842 24.3695461)",Hatem Khan Road,,,
377837110,,unclassified,False,True,8.028,"LINESTRING (88.5931894 24.3697278, 88.5931596 24.3697947)",Hatem Khan Road,,,
"[855455289, 857154644, 857154645]",,residential,False,True,222.355,"LINESTRING (88.5931894 24.3697278, 88.5934899 24.3697194, 88.5936146 24.3700162, 88.5937052 24.370005, 88.5941273 24.3699337, 88.594181 24.3700043, 88.5943946 24.3699949, 88.5944256 24.3700655, 88.594672 24.3700232, 88.5950456 24.3699477)",,,,
554377589,,residential,False,False,73.577,"LINESTRING (88.5912607 24.3717589, 88.59146 24.3723952)",,,,
554377590,,residential,False,True,18.06,"LINESTRING (88.5912607 24.3717589, 88.591425 24.3716958)",,,,
554377590,,residential,False,False,120.754,"LINESTRING (88.5912607 24.3717589, 88.5911751 24.3717753, 88.5907459 24.3718632, 88.5901082 24.3720344)",,,,
554377590,,residential,False,False,18.06,"LINESTRING (88.591425 24.3716958, 88.5912607 24.3717589)",,,,
554377590,,residential,False,True,168.37800000000001,"LINESTRING (88.591425 24.3716958, 88.591513 24.3716678, 88.5917571 24.3716189, 88.5923177 24.3715676, 88.5927951 24.3715114, 88.5930639 24.3714609)",,,,
554377594,,residential,False,True,41.230000000000004,"LINESTRING (88.591425 24.3716958, 88.5913883 24.3714943, 88.591367 24.3713289)",,,,
446366447,2,secondary,False,False,94.997,"LINESTRING (88.5901082 24.3720344, 88.5901352 24.3717789, 88.5901515 24.3715776, 88.5901207 24.3713335, 88.5900811 24.3711878)",Fire Service Bypass,,,
446366447,2,secondary,False,True,78.681,"LINESTRING (88.5901082 24.3720344, 88.5900997 24.3724361, 88.5901436 24.3727393)",Fire Service Bypass,,,
554377590,,residential,False,True,120.754,"LINESTRING (88.5901082 24.3720344, 88.5907459 24.3718632, 88.5911751 24.3717753, 88.5912607 24.3717589)",,,,
377837110,,unclassified,False,False,74.244,"LINESTRING (88.5930639 24.3714609, 88.5930053 24.3711523, 88.5930127 24.370948, 88.5930297 24.3707987)",Hatem Khan Road,,,
377837110,,unclassified,False,True,24.017,"LINESTRING (88.5930639 24.3714609, 88.5931129 24.3715487, 88.593149 24.3716615)",Hatem Khan Road,,,
554377590,,residential,False,False,168.37800000000001,"LINESTRING (88.5930639 24.3714609, 88.5927951 24.3715114, 88.5923177 24.3715676, 88.5917571 24.3716189, 88.591513 24.3716678, 88.591425 24.3716958)",,,,
554377591,,residential,False,True,30.924,"LINESTRING (88.5926744 24.3721552, 88.5926624 24.3720526, 88.5926063 24.3718853)",,,,
