osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,ref
8136018,tertiary,50,roundabout,True,False,24.310000000000002,"LINESTRING (12.1538804 55.7917683, 12.1539448 55.7917424, 12.154018 55.7917312, 12.1541204 55.7917398, 12.1541846 55.7917626, 12.15422 55.7917858)",,,
8136018,tertiary,50,roundabout,True,False,34.561,"LINESTRING (12.1540832 55.7919736, 12.1539951 55.7919739, 12.1539244 55.7919584, 12.1538674 55.7919303, 12.1538416 55.7919075, 12.1538206 55.7918666, 12.1538293 55.7918169, 12.1538804 55.7917683)",,,
8136020,tertiary,50,,False,False,135.268,"LINESTRING (12.1540832 55.7919736, 12.1541116 55.7920106, 12.154129 55.7920369, 12.1541921 55.7921322, 12.1543126 55.7923143, 12.1546122 55.792767, 12.1548277 55.7931157)",2,Frederiksborgvej,
8136018,tertiary,50,roundabout,True,False,26.436999999999998,"LINESTRING (12.15422 55.7917858, 12.1542502 55.7918249, 12.1542515 55.7918343, 12.1542555 55.7918632, 12.1542434 55.791895, 12.1542057 55.791932, 12.1541615 55.7919547, 12.1540832 55.7919736)",,,
680632531,tertiary,50,,False,False,156.807,"LINESTRING (12.15422 55.7917858, 12.1544923 55.7917226, 12.1553312 55.7916501, 12.1564739 55.7915614, 12.1566804 55.7915358)",,Ny Toftegårdsvej,
4234425,tertiary,50,roundabout,True,False,16.978,"LINESTRING (12.1553818 55.7938926, 12.1553514 55.7939405, 12.1552909 55.7939784, 12.1552094 55.7940006)",,,
147782173,unclassified,50,,False,False,40.024,"LINESTRING (12.1553818 55.7938926, 12.155448 55.7938949, 12.1556337 55.7939037, 12.1557812 55.7939105, 12.15602 55.7939216)",,Ørnebjergvej,
4234425,tertiary,50,roundabout,True,False,27.665,"LINESTRING (12.1549484 55.7939403, 12.1549185 55.7938935, 12.1549215 55.7938438, 12.1549572 55.7937982, 12.1550203 55.7937634, 12.155102 55.7937441)",,,
147782170,residential,40,,False,False,32.849000000000004,"LINESTRING (12.1549484 55.7939403, 12.1548753 55.7939579, 12.1547399 55.7939942, 12.1544781 55.7940718)",2,Ørnebjergvej,
4234425,tertiary,50,roundabout,True,False,18.845,"LINESTRING (12.1552094 55.7940006, 12.1551344 55.7940046, 12.155061 55.793995, 12.1549968 55.7939728, 12.1549484 55.7939403)",,,
859643725,tertiary,50,,False,False,86.62599999999999,"LINESTRING (12.1552094 55.7940006, 12.1552262 55.7940421, 12.1553516 55.7943426, 12.1554559 55.7945697, 12.1555988 55.7947455)",2,Frederiksborgvej,
4234425,tertiary,50,roundabout,True,False,28.093000000000004,"LINESTRING (12.155102 55.7937441, 12.1551768 55.7937422, 12.1552489 55.7937536, 12.1553109 55.7937773, 12.1553564 55.7938107, 12.1553809 55.7938505, 12.1553818 55.7938926)",,,
8136020,tertiary,50,,False,True,71.95100000000001,"LINESTRING (12.155102 55.7937441, 12.1550795 55.7936985, 12.1549129 55.7933081, 12.1548277 55.7931157)",2,Frederiksborgvej,
38913075,tertiary,50,,False,True,29.796,"LINESTRING (12.1564441 55.7953849, 12.1561096 55.795194)",2,Frederiksborgvej,
33997031,residential,40,,False,True,44.47,"LINESTRING (12.1564441 55.7953849, 12.156331 55.7954449, 12.1562505 55.7954731, 12.156233 55.7954757, 12.1561563 55.7954872, 12.1557931 55.7954778)",2,Johannedalsvej,
38913075,tertiary,50,,False,False,41.71,"LINESTRING (12.1564441 55.7953849, 12.1567476 55.795549, 12.1569256 55.7956446)",2,Frederiksborgvej,
29975451,residential,50,,False,False,95.21000000000001,"LINESTRING (12.1596467 55.7981302, 12.1595575 55.7981428, 12.1585115 55.7982911, 12.1581697 55.7983396)",2,Vestervej,
38913075,tertiary,50,,False,False,89.855,"LINESTRING (12.1596467 55.7981302, 12.1597357 55.7983101, 12.1597576 55.7983546, 12.159837 55.7985151, 12.159863 55.7985738, 12.1599083 55.798676, 12.1600126 55.7989116)",2,Frederiksborgvej,
38913075,tertiary,50,,False,True,158.974,"LINESTRING (12.1596467 55.7981302, 12.1594524 55.7977544, 12.1593402 55.7975372, 12.1592431 55.7973494, 12.158937 55.7967573)",2,Frederiksborgvej,
38913075,tertiary,50,,False,True,152.695,"LINESTRING (12.1605677 55.8002489, 12.1600126 55.7989116)",2,Frederiksborgvej,
240787249,tertiary,50,,False,False,60.873,"LINESTRING (12.1605677 55.8002489, 12.1606754 55.8002395, 12.1615301 55.8001648)",2,Maglemosen,
79306512,unclassified,50,,False,True,47.018,"LINESTRING (12.1574634 55.7939096, 12.1572685 55.7935012)",2,Rådhus Alle,
147782104,unclassified,50,,False,True,86.94800000000001,"LINESTRING (12.1574634 55.7939096, 12.1575275 55.7940364, 12.1578108 55.7945962, 12.157844 55.7946617)",2,Rådhus Alle,
"[754122836, 147782173]",unclassified,50,,False,True,91.10300000000001,"LINESTRING (12.1574634 55.7939096, 12.1573726 55.7939195, 12.1569812 55.7939619, 12.1566455 55.7939661, 12.1563687 55.7939449, 12.15602 55.7939216)",,Ørnebjergvej,
38913075,tertiary,50,,False,True,13.305,"LINESTRING (12.158937 55.7967573, 12.1588302 55.7966538)",2,Frederiksborgvej,
