osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,tunnel
929836444,Holbækvej,tertiary,40,False,False,8.89,,"LINESTRING (11.560045 55.4390267, 11.5600245 55.4391058)",,
"[938402928, 24419635, 938402927]",Alleen,tertiary,50,False,False,180.452,"['2', '4', '3']","LINESTRING (11.560045 55.4390267, 11.5600502 55.4389635, 11.5600551 55.4389029, 11.5600584 55.4388626, 11.5600576 55.4387485, 11.5600117 55.4385846, 11.5599348 55.4384254, 11.5598689 55.4382872, 11.5596074 55.4378573, 11.5595032 55.4377106, 11.5593451 55.4374694)",,
225994493,Ringstedvej,secondary,60,True,False,290.197,1,"LINESTRING (11.560045 55.4390267, 11.5602798 55.4390251, 11.5605514 55.4390311, 11.5609831 55.4390753, 11.5613558 55.4391345, 11.5617902 55.4392202, 11.5627874 55.4394321, 11.5637427 55.4396305, 11.5644231 55.4397744)",150,
37863704,Frederiksvej,residential,,False,True,174.723,2,"LINESTRING (11.5580205 55.4352509, 11.5573746 55.435372, 11.5568962 55.4354602, 11.5566054 55.435516, 11.5553954 55.4357518)",,
420045156,Alleen,tertiary,50,False,True,95.11500000000001,2,"LINESTRING (11.5580205 55.4352509, 11.5582489 55.4356141, 11.5582598 55.4356314, 11.5582911 55.4356859, 11.5583267 55.435736, 11.5583463 55.4357635, 11.5583964 55.435851, 11.558497 55.4360618)",,
675795672,Storgade,tertiary,50,False,False,58.629,,"LINESTRING (11.5580205 55.4352509, 11.5577357 55.4348264, 11.55769 55.4347581)",,
29225125,Rolighed,tertiary,50,False,True,96.97399999999999,,"LINESTRING (11.5588953 55.4332337, 11.5587657 55.4329724, 11.5586413 55.4327074, 11.5584931 55.432392)",,
34089324,Vedelsgade,residential,,False,False,132.977,,"LINESTRING (11.5588953 55.4332337, 11.5590475 55.4334655, 11.5590725 55.4335035, 11.5593205 55.433881, 11.5593772 55.4339673, 11.5594887 55.4341371, 11.5596314 55.4343543)",,
101250352,Østergade,residential,50,False,False,47.736999999999995,,"LINESTRING (11.5588953 55.4332337, 11.5582409 55.4333548, 11.5581759 55.4333668)",,
34089324,Vedelsgade,residential,,False,False,73.183,,"LINESTRING (11.5599639 55.4347799, 11.5603178 55.4348219, 11.5607467 55.4348728, 11.5609763 55.4349001, 11.561102 55.4348986)",,
34089324,Vedelsgade,residential,,False,True,52.373000000000005,,"LINESTRING (11.5599639 55.4347799, 11.5599011 55.4347508, 11.5596314 55.4343543)",,
"[658797957, 257169198, 658797959]",Vedelsgade,residential,,False,False,81.592,,"LINESTRING (11.5599639 55.4347799, 11.559929 55.4348722, 11.5598253 55.4348965, 11.559729 55.4349153, 11.5594372 55.4349705, 11.5592981 55.4351144, 11.5590024 55.4351777)",,building_passage
34089324,Vedelsgade,residential,,False,True,73.183,,"LINESTRING (11.561102 55.4348986, 11.5609763 55.4349001, 11.5607467 55.4348728, 11.5603178 55.4348219, 11.5599639 55.4347799)",,
34089325,Rådhusvej,residential,50,False,False,91.895,,"LINESTRING (11.561102 55.4348986, 11.5610955 55.434829, 11.5610341 55.4341715, 11.5610132 55.4340739)",,
34089325,Rådhusvej,residential,50,False,True,256.577,,"LINESTRING (11.561102 55.4348986, 11.5611422 55.4353409, 11.5611625 55.4355634, 11.5611666 55.4356081, 11.5611706 55.4356527, 11.5611869 55.4358076, 11.5612245 55.4361973, 11.5612583 55.4365466, 11.5612777 55.4366475, 11.5613089 55.436757, 11.5613487 55.4368585, 11.5615121 55.4371863)",,
1030501050,Fægangen,unclassified,,False,True,12.086,2,"LINESTRING (11.5615121 55.4371863, 11.5613259 55.4372119)",,
34089325,Rådhusvej,residential,50,False,False,256.577,,"LINESTRING (11.5615121 55.4371863, 11.5613487 55.4368585, 11.5613089 55.436757, 11.5612777 55.4366475, 11.5612583 55.4365466, 11.5612245 55.4361973, 11.5611869 55.4358076, 11.5611706 55.4356527, 11.5611666 55.4356081, 11.5611625 55.4355634, 11.5611422 55.4353409, 11.561102 55.4348986)",,
1030501050,Fægangen,unclassified,,False,False,60.276,2,"LINESTRING (11.5615121 55.4371863, 11.56208 55.4371235, 11.5624507 55.4370848)",,
37863705,Molbechs Alle,residential,,False,False,7.991,2,"LINESTRING (11.556802 55.4401187, 11.5568829 55.440174)",,
37863705,Molbechs Alle,residential,,False,True,72.529,2,"LINESTRING (11.556802 55.4401187, 11.5561708 55.4395735)",,
"[938402932, 420044941]",Slagelsevej,secondary,60,True,False,242.85,"['1', '2']","LINESTRING (11.556802 55.4401187, 11.5578681 55.4396063, 11.5581857 55.4394536, 11.5582475 55.4394273, 11.5584828 55.4393273, 11.5586096 55.4392808, 11.5587384 55.4392398, 11.5589768 55.4391814, 11.5592524 55.4391223, 11.5594524 55.4390902, 11.5596052 55.4390656, 11.5597344 55.43905, 11.559842 55.4390411, 11.560045 55.4390267)",150,
101250352,Østergade,residential,50,False,True,85.57,,"LINESTRING (11.5568845 55.4336021, 11.5581759 55.4333668)",,
"[1030522299, 24419636]",Storgade,tertiary,50,False,True,138.22799999999998,,"LINESTRING (11.5568845 55.4336021, 11.5573333 55.4342591, 11.5576107 55.4346445, 11.5576469 55.4346942, 11.55769 55.4347581)",,
109193132,Vestergade,residential,,False,True,69.516,2,"LINESTRING (11.5568845 55.4336021, 11.5561914 55.4337335, 11.5560366 55.4337658, 11.5558419 55.4338043)",,
29272890,Asser Riigsvej,residential,,False,False,85.22,2,"LINESTRING (11.555185 55.4366999, 11.5556225 55.437425)",,
24700493,Hauchsvej,residential,,False,True,220.652,2,"LINESTRING (11.555185 55.4366999, 11.5573156 55.4362907, 11.5580144 55.4361565, 11.558497 55.4360618)",,
29272890,Asser Riigsvej,residential,,False,True,85.22,2,"LINESTRING (11.5556225 55.437425, 11.555185 55.4366999)",,
37863706,Fru Ingesvej,residential,,False,False,219.767,2,"LINESTRING (11.5556225 55.437425, 11.5589243 55.4367945)",,
29272890,Asser Riigsvej,residential,,False,False,189.063,2,"LINESTRING (11.5556225 55.437425, 11.5562217 55.4384157, 11.5552434 55.4387596)",,
29272890,Asser Riigsvej,residential,,False,True,189.063,2,"LINESTRING (11.5552434 55.4387596, 11.5562217 55.4384157, 11.5556225 55.437425)",,
37863705,Molbechs Alle,residential,,False,False,107.762,2,"LINESTRING (11.5552434 55.4387596, 11.5557908 55.4392403, 11.5560094 55.439432, 11.5561708 55.4395735)",,
37863706,Fru Ingesvej,residential,,False,True,219.767,2,"LINESTRING (11.5589243 55.4367945, 11.5556225 55.437425)",,
938402938,Alleen,tertiary,50,False,False,86.025,2,"LINESTRING (11.5589243 55.4367945, 11.5587357 55.4364856, 11.5586713 55.4363113, 11.558627 55.436233, 11.558497 55.4360618)",,
938402938,Alleen,tertiary,50,False,True,79.62299999999999,2,"LINESTRING (11.5589243 55.4367945, 11.5590932 55.4370425, 11.5592065 55.437229, 11.5593451 55.4374694)",,
24700511,Nordmarksvej,secondary,60,False,False,9.597,,"LINESTRING (11.5667293 55.440245, 11.5666882 55.4403281)",219,
118745369,,unclassified,,False,False,76.859,,"LINESTRING (11.5667293 55.440245, 11.5667671 55.4401881, 11.5667914 55.4401531, 11.5670736 55.4397462, 11.5671741 55.4396015)",,
"[938402929, 383322619]",Ringstedvej,secondary,60,True,False,206.969,"['1', '2']","LINESTRING (11.5667293 55.440245, 11.5669891 55.4403003, 11.5685485 55.4406319, 11.5698025 55.4408972)",150;239,
37863705,Molbechs Alle,residential,,False,False,72.529,2,"LINESTRING (11.5561708 55.4395735, 11.556802 55.4401187)",,
37863773,Molbechs Alle,residential,,False,True,53.718,2,"LINESTRING (11.5561708 55.4395735, 11.5554406 55.4398221)",,
37863705,Molbechs Alle,residential,,False,True,107.762,2,"LINESTRING (11.5561708 55.4395735, 11.5560094 55.439432, 11.5557908 55.4392403, 11.5552434 55.4387596)",,
37863773,Molbechs Alle,residential,,False,False,53.718,2,"LINESTRING (11.5554406 55.4398221, 11.5561708 55.4395735)",,
24700493,Hauchsvej,residential,,False,False,220.652,2,"LINESTRING (11.558497 55.4360618, 11.5580144 55.4361565, 11.5573156 55.4362907, 11.555185 55.4366999)",,
