osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes
40675357,residential,,,False,False,98.41499999999999,"LINESTRING (10.0622395 56.2640811, 10.0628976 56.2639417, 10.0631791 56.2638821, 10.0637286 56.2637658)",Østergade,
40675358,residential,,,True,False,147.795,"LINESTRING (10.0622395 56.2640811, 10.0623296 56.2642025, 10.0625821 56.2645665, 10.0627442 56.2647953, 10.0628144 56.2649064, 10.0629683 56.265106, 10.0631107 56.2653188)",Storegade,
40675358,residential,,,True,False,237.207,"LINESTRING (10.0631107 56.2653188, 10.0639763 56.2665783, 10.0641039 56.2667618, 10.0644857 56.2673107)",Storegade,
40870308,residential,,,False,True,73.564,"LINESTRING (10.0631107 56.2653188, 10.0630036 56.2653998, 10.0623694 56.2655297, 10.0622456 56.2655703, 10.0620851 56.2656274)",Pakhusvej,
40870310,residential,,,False,False,99.352,"LINESTRING (10.0631107 56.2653188, 10.0631772 56.2652463, 10.0645415 56.2649539)",Borgergade,
40870307,residential,,,False,False,41.98,"LINESTRING (10.0644857 56.2673107, 10.0651319 56.2671934)",Stadionalle,
40870307,residential,,,False,True,32.07,"LINESTRING (10.0656255 56.2671037, 10.0651319 56.2671934)",Stadionalle,
40675355,residential,,,False,True,181.71800000000002,"LINESTRING (10.0656255 56.2671037, 10.0652804 56.2663406, 10.0649137 56.265518)",Fredensgade,
40870307,residential,,,False,False,107.872,"LINESTRING (10.0656255 56.2671037, 10.0659259 56.2670513, 10.0660805 56.2670064, 10.0661937 56.266947, 10.0662414 56.266901, 10.0661898 56.2668116, 10.0661527 56.2667394, 10.0661217 56.26665, 10.0660866 56.2665446, 10.066064 56.2664587, 10.0660454 56.2663544)",Stadionalle,
40675355,residential,,,False,False,11.227,"LINESTRING (10.0645415 56.2649539, 10.0646074 56.265048)",Fredensgade,
40675355,residential,,,False,True,25.465,"LINESTRING (10.0645415 56.2649539, 10.0643985 56.2647391)",Fredensgade,
40870310,residential,,,False,True,99.352,"LINESTRING (10.0645415 56.2649539, 10.0631772 56.2652463, 10.0631107 56.2653188)",Borgergade,
"[40627645, 1217369319]",tertiary,50,,False,"[False, True]",240.84099999999998,"LINESTRING (10.0657487 56.2689464, 10.066529 56.2693602, 10.0666499 56.2694666, 10.0667162 56.2695703, 10.0667267 56.2696992, 10.0666987 56.2697933, 10.066608 56.2699047, 10.0660451 56.2702567, 10.0659415 56.2703095, 10.06586 56.2703403, 10.0652816 56.2705447)",Ledvogtervej,"['2', '3']"
311235996,residential,,,False,False,168.51800000000003,"LINESTRING (10.0657487 56.2689464, 10.0659256 56.2688894, 10.0666706 56.2692418, 10.0668626 56.2693785, 10.0670023 56.2695275, 10.0670458 56.2696493, 10.0670421 56.2697631, 10.0669896 56.2699353, 10.0670657 56.2700309)",Åhusene,
"[311460065, 311460066]",tertiary,50,,False,False,429.73299999999995,"LINESTRING (10.0657487 56.2689464, 10.0653243 56.2687187, 10.0651096 56.2685885, 10.0649003 56.268436, 10.0645298 56.2681168, 10.0638043 56.2674464, 10.0634021 56.2670921, 10.0628391 56.2665627, 10.062738 56.266466, 10.0625959 56.26633, 10.0624594 56.2661993, 10.0623198 56.2660657, 10.0621861 56.2659377, 10.06212 56.265865, 10.0620738 56.2658024, 10.0620419 56.2657025)",Ledvogtervej,2
"[1217369312, 1217369307, 1217369311]",tertiary,50,,False,False,105.82900000000001,"LINESTRING (10.067175 56.2723073, 10.0670991 56.272237, 10.0668111 56.2719703, 10.0667879 56.2719489, 10.0666585 56.27183, 10.0662913 56.2714918)",Nørregade,2
311235583,residential,,,False,True,194.38899999999998,"LINESTRING (10.0662913 56.2714918, 10.0669912 56.2712337, 10.0670387 56.2711902, 10.0670284 56.2711304, 10.0668168 56.2709581, 10.0665463 56.2708805, 10.0664463 56.2708307, 10.0660219 56.2704783, 10.0661971 56.2704277, 10.0664925 56.2703423)",Egernvej,
"[1217369312, 1217369315]",tertiary,50,,False,False,122.41199999999999,"LINESTRING (10.0662913 56.2714918, 10.0657325 56.2709908, 10.0655472 56.2708077, 10.0653313 56.2705906, 10.0652816 56.2705447)",Nørregade,"['2', '3']"
"[1217369312, 1217369307, 1217369311]",tertiary,50,,False,True,105.82900000000001,"LINESTRING (10.0662913 56.2714918, 10.0666585 56.27183, 10.0667879 56.2719489, 10.0668111 56.2719703, 10.0670991 56.272237, 10.067175 56.2723073)",Nørregade,2
506610541,tertiary,50,,False,False,33.709,"LINESTRING (10.0641197 56.270908, 10.064593 56.2707569)",Rylevej,
506610541,tertiary,50,,False,True,62.128,"LINESTRING (10.0641197 56.270908, 10.0632569 56.2711955)",Rylevej,
56687007,residential,,,False,True,37.625,"LINESTRING (10.0641197 56.270908, 10.0641676 56.2709526, 10.0641862 56.2709699, 10.0644316 56.2711987)",Spovevej,
56687010,residential,,,False,False,39.988,"LINESTRING (10.0640196 56.2714696, 10.0642551 56.2712708, 10.0644316 56.2711987)",Spovevej,
56687002,residential,,,False,True,14.077,"LINESTRING (10.0617042 56.2721203, 10.0618547 56.2722154)",Tranevej,
56687002,residential,,,False,False,38.931,"LINESTRING (10.0617042 56.2721203, 10.0614159 56.2718967, 10.0613956 56.2718809, 10.0613372 56.2718356)",Tranevej,
56687027,residential,,,False,False,97.11200000000001,"LINESTRING (10.063097 56.2716841, 10.0628911 56.2717599, 10.0625391 56.2718852, 10.0623125 56.2719798, 10.0618547 56.2722154)",Tranevej,
56687006,residential,,,False,True,48.614999999999995,"LINESTRING (10.065457 56.2719483, 10.0657013 56.2718145, 10.0660667 56.2716742)",Spovevej,
56687007,residential,,,False,False,46.429,"LINESTRING (10.065457 56.2719483, 10.0651769 56.2717957, 10.0649448 56.2716432)",Spovevej,
56687000,residential,,,False,False,54.922,"LINESTRING (10.0653635 56.271104, 10.0645731 56.2713306)",Spovevej,
40675357,residential,,,False,True,80.526,"LINESTRING (10.064947 56.2635078, 10.0637286 56.2637658)",Østergade,
56687007,residential,,,False,False,41.703,"LINESTRING (10.0649448 56.2716432, 10.0647562 56.2715013, 10.0645731 56.2713306)",Spovevej,
56687007,residential,,,False,True,46.429,"LINESTRING (10.0649448 56.2716432, 10.0651769 56.2717957, 10.065457 56.2719483)",Spovevej,
56687024,residential,,,False,True,59.596999999999994,"LINESTRING (10.0649448 56.2716432, 10.0647123 56.2717384, 10.0645454 56.2718366, 10.064283 56.272028)",Spovevej,
56687024,residential,,,False,False,59.596999999999994,"LINESTRING (10.064283 56.272028, 10.0645454 56.2718366, 10.0647123 56.2717384, 10.0649448 56.2716432)",Spovevej,
56687007,residential,,,False,True,17.072,"LINESTRING (10.0644316 56.2711987, 10.0645731 56.2713306)",Spovevej,
56687007,residential,,,False,False,37.625,"LINESTRING (10.0644316 56.2711987, 10.0641862 56.2709699, 10.0641676 56.2709526, 10.0641197 56.270908)",Spovevej,
56687010,residential,,,False,True,39.988,"LINESTRING (10.0644316 56.2711987, 10.0642551 56.2712708, 10.0640196 56.2714696)",Spovevej,
40675355,residential,,,False,False,181.71800000000002,"LINESTRING (10.0649137 56.265518, 10.0652804 56.2663406, 10.0656255 56.2671037)",Fredensgade,
40675355,residential,,,False,True,55.611,"LINESTRING (10.0649137 56.265518, 10.0648472 56.2653941, 10.0646074 56.265048)",Fredensgade,
56687016,residential,,,False,True,91.063,"LINESTRING (10.0649137 56.265518, 10.0655721 56.2654348, 10.0658684 56.2653971, 10.0662022 56.2653595, 10.0663518 56.2653373)",Ågade,
56687002,residential,,,False,False,14.077,"LINESTRING (10.0618547 56.2722154, 10.0617042 56.2721203)",Tranevej,
56687027,residential,,,False,True,97.11200000000001,"LINESTRING (10.0618547 56.2722154, 10.0623125 56.2719798, 10.0625391 56.2718852, 10.0628911 56.2717599, 10.063097 56.2716841)",Tranevej,
56687016,residential,,,False,False,91.063,"LINESTRING (10.0663518 56.2653373, 10.0662022 56.2653595, 10.0658684 56.2653971, 10.0655721 56.2654348, 10.0649137 56.265518)",Ågade,
56687006,residential,,,False,False,48.614999999999995,"LINESTRING (10.0660667 56.2716742, 10.0657013 56.2718145, 10.065457 56.2719483)",Spovevej,
56687000,residential,,,False,True,54.922,"LINESTRING (10.0645731 56.2713306, 10.0653635 56.271104)",Spovevej,
56687007,residential,,,False,False,17.072,"LINESTRING (10.0645731 56.2713306, 10.0644316 56.2711987)",Spovevej,
56687007,residential,,,False,True,41.703,"LINESTRING (10.0645731 56.2713306, 10.0647562 56.2715013, 10.0649448 56.2716432)",Spovevej,
40870316,tertiary,50,,False,False,100.407,"LINESTRING (10.0625353 56.2676227, 10.0620182 56.2667666)",Skovvej,2
56696155,residential,,,False,False,47.662,"LINESTRING (10.0625353 56.2676227, 10.0617954 56.2677448)",Vestergade,
56696155,residential,,,False,True,53.84,"LINESTRING (10.0625353 56.2676227, 10.0633725 56.2674874)",Vestergade,
771999815,tertiary,50,,False,True,139.412,"LINESTRING (10.0625353 56.2676227, 10.0627186 56.2678712, 10.062852 56.2680471, 10.0633898 56.2686006, 10.0635292 56.2687468)",Nørregade,2
56696155,residential,,,False,False,53.84,"LINESTRING (10.0633725 56.2674874, 10.0625353 56.2676227)",Vestergade,
56696155,residential,,,False,True,47.662,"LINESTRING (10.0617954 56.2677448, 10.0625353 56.2676227)",Vestergade,
56699928,residential,,,False,False,148.494,"LINESTRING (10.0617954 56.2677448, 10.0612706 56.2668912, 10.0617407 56.2668129, 10.0620182 56.2667666)",Nygade,
56699937,residential,,,False,True,143.24099999999999,"LINESTRING (10.0617954 56.2677448, 10.0619598 56.2679681, 10.0627483 56.2689191)",Rolighedsvej,
56699944,residential,,,False,True,19.929,"LINESTRING (10.0614123 56.2692696, 10.0612893 56.2691039)",Fasanlunden,
56699930,residential,,,False,False,124.732,"LINESTRING (10.0614123 56.2692696, 10.0610384 56.2693648, 10.0613833 56.2697829, 10.062093 56.2696024)",Fasanlunden,
56699930,residential,,,False,True,73.951,"LINESTRING (10.0614123 56.2692696, 10.0617481 56.2691842, 10.062093 56.2696024)",Fasanlunden,
56699921,residential,,,False,False,91.382,"LINESTRING (10.0631779 56.2701725, 10.0628561 56.2701967, 10.0630333 56.2708306)",Klirevej,
56699920,residential,,,False,False,154.287,"LINESTRING (10.0619505 56.2714444, 10.0615873 56.2700716)",Ternevej,
56699937,residential,,,False,False,104.653,"LINESTRING (10.0634469 56.2697766, 10.0627483 56.2689191)",Rolighedsvej,
56699941,residential,,,False,False,32.085,"LINESTRING (10.0634469 56.2697766, 10.0639437 56.269692)",Fasanvej,
56699941,residential,,,False,True,68.617,"LINESTRING (10.0634469 56.2697766, 10.0626672 56.2699055, 10.0623815 56.2699521)",Fasanvej,
56699930,residential,,,False,False,42.771,"LINESTRING (10.062093 56.2696024, 10.0623815 56.2699521)",Fasanlunden,
56699930,residential,,,False,False,73.951,"LINESTRING (10.062093 56.2696024, 10.0617481 56.2691842, 10.0614123 56.2692696)",Fasanlunden,
56699930,residential,,,False,True,124.732,"LINESTRING (10.062093 56.2696024, 10.0613833 56.2697829, 10.0610384 56.2693648, 10.0614123 56.2692696)",Fasanlunden,
56699920,residential,,,False,True,154.287,"LINESTRING (10.0615873 56.2700716, 10.0619505 56.2714444)",Ternevej,
56699941,residential,,,False,False,50.806,"LINESTRING (10.0615873 56.2700716, 10.0623815 56.2699521)",Fasanvej,
56699941,residential,,,False,True,26.863,"LINESTRING (10.0643609 56.2696235, 10.0639437 56.269692)",Fasanvej,
771999815,tertiary,50,,False,False,80.462,"LINESTRING (10.0643609 56.2696235, 10.0637535 56.2689833)",Nørregade,2
771999815,tertiary,50,,False,True,16.688,"LINESTRING (10.0643609 56.2696235, 10.0644797 56.2697583)",Nørregade,2
56699940,residential,,,False,False,69.956,"LINESTRING (10.0638437 56.2705099, 10.0639122 56.2705818, 10.0630333 56.2708306)",Klirevej,
56699941,residential,,,False,False,26.863,"LINESTRING (10.0639437 56.269692, 10.0643609 56.2696235)",Fasanvej,
56699941,residential,,,False,True,32.085,"LINESTRING (10.0639437 56.269692, 10.0634469 56.2697766)",Fasanvej,
56699932,residential,,,False,True,36.676,"LINESTRING (10.0639437 56.269692, 10.064083 56.2698978, 10.0639272 56.2699657)",Fasanvej,
56699930,residential,,,False,True,42.771,"LINESTRING (10.0623815 56.2699521, 10.062093 56.2696024)",Fasanlunden,
56699941,residential,,,False,True,50.806,"LINESTRING (10.0623815 56.2699521, 10.0615873 56.2700716)",Fasanvej,
56699941,residential,,,False,False,68.617,"LINESTRING (10.0623815 56.2699521, 10.0626672 56.2699055, 10.0634469 56.2697766)",Fasanvej,
56699944,residential,,,False,False,19.929,"LINESTRING (10.0612893 56.2691039, 10.0614123 56.2692696)",Fasanlunden,
56699921,residential,,,False,False,43.291999999999994,"LINESTRING (10.0630333 56.2708306, 10.0630618 56.2709452, 10.0631141 56.2710391, 10.0632238 56.2711583, 10.0632569 56.2711955)",Klirevej,
56699921,residential,,,False,True,91.382,"LINESTRING (10.0630333 56.2708306, 10.0628561 56.2701967, 10.0631779 56.2701725)",Klirevej,
56699940,residential,,,False,True,69.956,"LINESTRING (10.0630333 56.2708306, 10.0639122 56.2705818, 10.0638437 56.2705099)",Klirevej,
506610541,tertiary,50,,False,False,62.128,"LINESTRING (10.0632569 56.2711955, 10.0641197 56.270908)",Rylevej,
506610541,tertiary,50,,False,True,138.255,"LINESTRING (10.0632569 56.2711955, 10.0613372 56.2718356)",Rylevej,
56699921,residential,,,False,True,43.292,"LINESTRING (10.0632569 56.2711955, 10.0632238 56.2711583, 10.0631141 56.2710391, 10.0630618 56.2709452, 10.0630333 56.2708306)",Klirevej,
40870316,tertiary,50,,False,True,100.407,"LINESTRING (10.0620182 56.2667666, 10.0625353 56.2676227)",Skovvej,2
56699928,residential,,,False,True,148.494,"LINESTRING (10.0620182 56.2667666, 10.0617407 56.2668129, 10.0612706 56.2668912, 10.0617954 56.2677448)",Nygade,
56699932,residential,,,False,False,36.676,"LINESTRING (10.0639272 56.2699657, 10.064083 56.2698978, 10.0639437 56.269692)",Fasanvej,
56990976,residential,,,False,True,51.885,"LINESTRING (10.0635292 56.2687468, 10.0627483 56.2689191)",Rolfsvej,
771999815,tertiary,50,,False,True,29.722,"LINESTRING (10.0635292 56.2687468, 10.0637535 56.2689833)",Nørregade,2
771999815,tertiary,50,,False,False,139.41199999999998,"LINESTRING (10.0635292 56.2687468, 10.0633898 56.2686006, 10.062852 56.2680471, 10.0627186 56.2678712, 10.0625353 56.2676227)",Nørregade,2
56990974,living_street,,,False,False,124.391,"LINESTRING (10.0657612 56.2701322, 10.0652117 56.2695466, 10.0645572 56.2697384, 10.0644797 56.2697583)",Tjørnevej,
56699937,residential,,,False,True,104.653,"LINESTRING (10.0627483 56.2689191, 10.0634469 56.2697766)",Rolighedsvej,
56990976,residential,,,False,False,51.885,"LINESTRING (10.0627483 56.2689191, 10.0635292 56.2687468)",Rolfsvej,
56699937,residential,,,False,False,143.24099999999999,"LINESTRING (10.0627483 56.2689191, 10.0619598 56.2679681, 10.0617954 56.2677448)",Rolighedsvej,
771999815,tertiary,50,,False,False,16.688,"LINESTRING (10.0644797 56.2697583, 10.0643609 56.2696235)",Nørregade,2
56990974,living_street,,,False,True,124.39099999999999,"LINESTRING (10.0644797 56.2697583, 10.0645572 56.2697384, 10.0652117 56.2695466, 10.0657612 56.2701322)",Tjørnevej,
771999815,tertiary,50,,False,True,100.655,"LINESTRING (10.0644797 56.2697583, 10.0649652 56.2702525, 10.0652051 56.2704967, 10.0652816 56.2705447)",Nørregade,2
40870307,residential,,,False,True,107.87199999999999,"LINESTRING (10.0660454 56.2663544, 10.066064 56.2664587, 10.0660866 56.2665446, 10.0661217 56.26665, 10.0661527 56.2667394, 10.0661898 56.2668116, 10.0662414 56.266901, 10.0661937 56.266947, 10.0660805 56.2670064, 10.0659259 56.2670513, 10.0656255 56.2671037)",Stadionalle,
40675355,residential,,,False,True,11.227,"LINESTRING (10.0646074 56.265048, 10.0645415 56.2649539)",Fredensgade,
40675355,residential,,,False,False,55.611,"LINESTRING (10.0646074 56.265048, 10.0648472 56.2653941, 10.0649137 56.265518)",Fredensgade,
57797777,residential,,,False,True,57.196,"LINESTRING (10.0646074 56.265048, 10.065043 56.264951, 10.0648926 56.2647114)",Åvænget,
57797777,residential,,,False,False,57.196,"LINESTRING (10.0648926 56.2647114, 10.065043 56.264951, 10.0646074 56.265048)",Åvænget,
150795544,residential,,,False,True,48.924,"LINESTRING (10.0641989 56.2703752, 10.0645501 56.2707154, 10.064593 56.2707569)",Dværgrylevej,
506610541,tertiary,50,,False,False,48.625,"LINESTRING (10.064593 56.2707569, 10.0652816 56.2705447)",Rylevej,
506610541,tertiary,50,,False,True,33.709,"LINESTRING (10.064593 56.2707569, 10.0641197 56.270908)",Rylevej,
150795544,residential,,,False,False,48.924,"LINESTRING (10.064593 56.2707569, 10.0645501 56.2707154, 10.0641989 56.2703752)",Dværgrylevej,
311235583,residential,,,False,False,194.389,"LINESTRING (10.0664925 56.2703423, 10.0661971 56.2704277, 10.0660219 56.2704783, 10.0664463 56.2708307, 10.0665463 56.2708805, 10.0668168 56.2709581, 10.0670284 56.2711304, 10.0670387 56.2711902, 10.0669912 56.2712337, 10.0662913 56.2714918)",Egernvej,
311235996,residential,,,False,True,168.518,"LINESTRING (10.0670657 56.2700309, 10.0669896 56.2699353, 10.0670421 56.2697631, 10.0670458 56.2696493, 10.0670023 56.2695275, 10.0668626 56.2693785, 10.0666706 56.2692418, 10.0659256 56.2688894, 10.0657487 56.2689464)",Åhusene,
40870307,residential,,,False,False,32.07,"LINESTRING (10.0651319 56.2671934, 10.0656255 56.2671037)",Stadionalle,
40870307,residential,,,False,True,41.98,"LINESTRING (10.0651319 56.2671934, 10.0644857 56.2673107)",Stadionalle,
311238448,residential,,,False,False,52.792,"LINESTRING (10.0651319 56.2671934, 10.0651693 56.2672602, 10.0652087 56.2673305, 10.065299 56.2674918, 10.0653762 56.2676483)",Stadionalle,
311238448,residential,,,False,True,52.792,"LINESTRING (10.0653762 56.2676483, 10.065299 56.2674918, 10.0652087 56.2673305, 10.0651693 56.2672602, 10.0651319 56.2671934)",Stadionalle,
311243174,residential,,,False,True,52.432,"LINESTRING (10.0647963 56.2641531, 10.0650935 56.2645948)",Fredensgade,
311243173,residential,,,False,True,45.82,"LINESTRING (10.0650935 56.2645948, 10.0643985 56.2647391)",Fredensgade,
311243174,residential,,,False,False,52.432,"LINESTRING (10.0650935 56.2645948, 10.0647963 56.2641531)",Fredensgade,
311243174,residential,,,False,True,8.594,"LINESTRING (10.0650935 56.2645948, 10.0651422 56.2646672)",Fredensgade,
311243174,residential,,,False,False,8.594,"LINESTRING (10.0651422 56.2646672, 10.0650935 56.2645948)",Fredensgade,
40675355,residential,,,False,False,25.465,"LINESTRING (10.0643985 56.2647391, 10.0645415 56.2649539)",Fredensgade,
311243173,residential,,,False,False,45.82,"LINESTRING (10.0643985 56.2647391, 10.0650935 56.2645948)",Fredensgade,
40675355,residential,,,False,True,115.864,"LINESTRING (10.0643985 56.2647391, 10.0641117 56.2643154, 10.0637286 56.2637658)",Fredensgade,
563272610,residential,,,False,True,48.976,"LINESTRING (10.0637535 56.2689833, 10.0644542 56.2687769)",Nørregade,
771999815,tertiary,50,,False,False,29.722,"LINESTRING (10.0637535 56.2689833, 10.0635292 56.2687468)",Nørregade,2
771999815,tertiary,50,,False,True,80.462,"LINESTRING (10.0637535 56.2689833, 10.0643609 56.2696235)",Nørregade,2
563272610,residential,,,False,False,48.976,"LINESTRING (10.0644542 56.2687769, 10.0637535 56.2689833)",Nørregade,
