osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,ref,width
"[328210, 375515573, 375515574]",Provstestræde,unclassified,50,False,False,123.411,"LINESTRING (12.0797059 55.6437216, 12.0799328 55.6437197, 12.0803132 55.6437065, 12.0806273 55.6436849, 12.0816562 55.6435913)",,,,
2921285,Skolegade,unclassified,50,False,True,59.206,"LINESTRING (12.0797059 55.6437216, 12.0797326 55.643543, 12.0797094 55.6432522, 12.0797041 55.6432269, 12.0796966 55.6431905)",,,,
"[708246094, 318933735]",Skolegade,unclassified,,False,True,94.73400000000001,"LINESTRING (12.0797059 55.6437216, 12.0796254 55.6439737, 12.079587 55.644095, 12.0794396 55.6445602)",,,,
2921285,Skolegade,unclassified,50,False,False,59.206,"LINESTRING (12.0796966 55.6431905, 12.0797041 55.6432269, 12.0797094 55.6432522, 12.0797326 55.643543, 12.0797059 55.6437216)",,,,
328211,Provstevænget,unclassified,,False,False,183.65900000000002,"LINESTRING (12.0816562 55.6435913, 12.0821047 55.6448138, 12.0820844 55.6448797, 12.0820412 55.6449119, 12.081734 55.6449778, 12.0816855 55.6450109, 12.0816803 55.6450784)",,,,
375515573,Provstestræde,unclassified,50,False,False,122.28399999999999,"LINESTRING (12.0816562 55.6435913, 12.0822008 55.6435061, 12.0828126 55.6433818, 12.0835095 55.643253)",,,,
"[328210, 375515573, 375515574]",Provstestræde,unclassified,50,False,True,123.41099999999999,"LINESTRING (12.0816562 55.6435913, 12.0806273 55.6436849, 12.0803132 55.6437065, 12.0799328 55.6437197, 12.0797059 55.6437216)",,,,
328211,Provstevænget,unclassified,,False,True,183.659,"LINESTRING (12.0816803 55.6450784, 12.0816855 55.6450109, 12.081734 55.6449778, 12.0820412 55.6449119, 12.0820844 55.6448797, 12.0821047 55.6448138, 12.0816562 55.6435913)",,,,
400405366,Dronning Margrethes Vej,residential,,False,True,101.728,"LINESTRING (12.0835095 55.643253, 12.0850404 55.6429521)",,,,
1880776,Frederiksborgvej,unclassified,50,False,False,209.09,"LINESTRING (12.0835095 55.643253, 12.0835104 55.6433526, 12.0836201 55.6439107, 12.0836478 55.6441129, 12.0836593 55.6441703, 12.0836663 55.6442243, 12.0836733 55.6442776, 12.0836693 55.6443198, 12.0836422 55.6446031, 12.0836292 55.6447939, 12.0836155 55.6449173, 12.0835975 55.6451276)",,,,
1880777,Sankt Ols Gade,unclassified,30,False,True,66.43299999999999,"LINESTRING (12.0835095 55.643253, 12.0834568 55.6431624, 12.08327 55.6426715)",,,,
375515573,Provstestræde,unclassified,50,False,True,122.28399999999999,"LINESTRING (12.0835095 55.643253, 12.0828126 55.6433818, 12.0822008 55.6435061, 12.0816562 55.6435913)",,,,
328966,Bredgade,residential,30,True,False,99.61,"LINESTRING (12.0761278 55.6395294, 12.077714 55.6394976)",,,,
"[2124, 570382935]",Støden,residential,30,False,False,105.849,"LINESTRING (12.0758887 55.640643, 12.0757074 55.6406338, 12.0751012 55.6406029, 12.0750233 55.6405989, 12.0746151 55.6405688, 12.0744075 55.6405411, 12.07422 55.6405159)",,,,
2921973,Ringstedgade,residential,30,False,False,58.268,"LINESTRING (12.0758887 55.640643, 12.0759076 55.6405838, 12.0760534 55.6401273)",,,,
328208,Blågårdsstræde,unclassified,,False,False,23.528,"LINESTRING (12.0762101 55.6418717, 12.0762987 55.6420773)",,,,
328209,Blågårdsstræde,residential,,True,False,29.464,"LINESTRING (12.0762101 55.6418717, 12.0760844 55.6416164)",,,,
2921511,Karen Olsdatters Stræde,residential,,False,False,22.372,"LINESTRING (12.0775091 55.6419566, 12.077509 55.6417554)",,,,
2921510,Bondetinget,residential,,True,False,83.424,"LINESTRING (12.0775091 55.6419566, 12.0771705 55.6418895, 12.0768701 55.6418525, 12.0766381 55.6418449, 12.0762101 55.6418717)",,,,
"[2921506, 375515427]",Stændertorvet,unclassified,,False,False,79.54,"LINESTRING (12.0803994 55.6416627, 12.081266 55.6416571, 12.0814682 55.6416805, 12.0816557 55.6417095)",,,,
"[2921510, 113389458, 113389750]","['Fondens Bro', 'Bondetinget', 'Domkirkepladsen']","['unclassified', 'residential']",,True,False,254.96200000000002,"LINESTRING (12.0803994 55.6416627, 12.0804074 55.6419528, 12.0804048 55.6422437, 12.079228 55.6423228, 12.0790491 55.6422458, 12.0782076 55.6420912, 12.0777284 55.6420031, 12.0775091 55.6419566)",,,,
323413335,Stændertorvet,unclassified,,False,True,32.821999999999996,"LINESTRING (12.0803994 55.6416627, 12.0803903 55.6415497, 12.0803869 55.641455, 12.0803857 55.6414044, 12.0803598 55.6413707)",,,,
"[113391057, 763945934]","['Allehelgensgade', 'Stændertorvet']",residential,30,False,"[False, True]",159.04500000000002,"LINESTRING (12.0816557 55.6417095, 12.0816236 55.6416, 12.0815589 55.6413352, 12.0815392 55.6412065, 12.0816091 55.6410953, 12.0813876 55.6403002)",,,,
135398930,Palæstræde,unclassified,30,False,False,85.217,"LINESTRING (12.0816557 55.6417095, 12.0818909 55.6417335, 12.0826719 55.6417747, 12.0830058 55.6417862)",,,,
"[2921506, 375515427]",Stændertorvet,unclassified,,False,True,79.53999999999999,"LINESTRING (12.0816557 55.6417095, 12.0814682 55.6416805, 12.081266 55.6416571, 12.0803994 55.6416627)",,,,
1880777,Sankt Ols Gade,unclassified,30,False,False,60.544,"LINESTRING (12.0830058 55.6417862, 12.083018 55.6419255, 12.0830787 55.642197, 12.0831245 55.6423258)",,,,
135398930,Palæstræde,unclassified,30,False,True,85.217,"LINESTRING (12.0830058 55.6417862, 12.0826719 55.6417747, 12.0818909 55.6417335, 12.0816557 55.6417095)",,,,
400405374,Sankt Ols Gade,unclassified,,False,True,76.087,"LINESTRING (12.0830058 55.6417862, 12.083026 55.6416732, 12.0831204 55.641105)",,,,
1880777,Sankt Ols Gade,unclassified,30,False,False,9.61,"LINESTRING (12.0831245 55.6423258, 12.083159 55.64241)",,,,
4333537,Sankt Ols Stræde,unclassified,,True,False,45.013,"LINESTRING (12.0831245 55.6423258, 12.0838148 55.6422158)",,,,
1880777,Sankt Ols Gade,unclassified,30,False,True,60.544,"LINESTRING (12.0831245 55.6423258, 12.0830787 55.642197, 12.083018 55.6419255, 12.0830058 55.6417862)",,,,
1880777,Sankt Ols Gade,unclassified,30,False,False,29.9,"LINESTRING (12.083159 55.64241, 12.08327 55.6426715)",,,,
