osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes
1239144942,541,secondary,50,roundabout,True,False,9.203,"LINESTRING (10.1168984 56.7166892, 10.1168273 56.7166754, 10.116766 56.7166513)",,
626398091,541,secondary,50,,True,False,37.870000000000005,"LINESTRING (10.1166921 56.7165077, 10.1165776 56.7164623, 10.1163442 56.7163486, 10.1162339 56.7162796)",Alsvej,
1239144942,541,secondary,50,roundabout,True,False,9.024,"LINESTRING (10.1166921 56.7165077, 10.1167089 56.7164823, 10.116734 56.716459, 10.1167664 56.7164386)",,
104361811,,tertiary,50,,False,True,7.026,"LINESTRING (10.1108956 56.7174547, 10.1109583 56.7175077)",Hornbechsvej,
626378631,507,secondary,50,,True,False,150.69199999999998,"LINESTRING (10.1108956 56.7174547, 10.1109289 56.7174428, 10.1111048 56.7173795, 10.1114742 56.7172405, 10.1116518 56.7171687, 10.111923 56.7170591, 10.1125417 56.7167774, 10.1126617 56.7167226, 10.1128684 56.7166415)",Himmerlandsgade,
61779060,,tertiary,50,,False,True,98.554,"LINESTRING (10.1211849 56.7221441, 10.1225078 56.7226527)",Østergade,
61779060,,tertiary,50,,False,False,123.69399999999999,"LINESTRING (10.1211849 56.7221441, 10.1201701 56.7217498, 10.1195303 56.7215013)",Østergade,
626361608,,tertiary,50,,False,False,32.922,"LINESTRING (10.1185182 56.7225484, 10.1183291 56.7228257)",Gammel Visborgvej,
626361608,,tertiary,50,,False,True,24.237,"LINESTRING (10.1185182 56.7225484, 10.118648 56.7223424)",Gammel Visborgvej,
72862863,,residential,,,True,False,170.227,"LINESTRING (10.1185182 56.7225484, 10.1186858 56.722566, 10.1187696 56.722562, 10.1210012 56.7221944, 10.1211849 56.7221441)",Tværvej,
75250009,,tertiary,50,,False,True,83.956,"LINESTRING (10.1170062 56.7169025, 10.1169836 56.716997, 10.1169416 56.7170675, 10.1166097 56.717624)",Doktorbakken,2
626400356,,tertiary,50,,True,False,24.626,"LINESTRING (10.1170062 56.7169025, 10.1169729 56.7168421, 10.1169296 56.7167633, 10.1168984 56.7166892)",Doktorbakken,
"[645459137, 1216349003]",,tertiary,50,,False,True,443.58200000000005,"LINESTRING (10.1170062 56.7169025, 10.1170953 56.7169183, 10.1171583 56.7169319, 10.1173445 56.7170077, 10.1175648 56.7170974, 10.1184082 56.7174561, 10.1186649 56.7175653, 10.1193521 56.7178575, 10.119506 56.717923, 10.1199684 56.7181196, 10.1203409 56.7182818, 10.1205029 56.7183523, 10.1207398 56.7184554, 10.1216758 56.7188629, 10.122501 56.7192521, 10.1227117 56.7193643)",Jernbanegade,
61779060,,tertiary,50,,False,False,98.554,"LINESTRING (10.1225078 56.7226527, 10.1211849 56.7221441)",Østergade,
74495458,,residential,,,False,False,30.736,"LINESTRING (10.1225078 56.7226527, 10.122861 56.7224556)",Tykkenkærvej,
74495456,,tertiary,50,,False,False,68.165,"LINESTRING (10.1157619 56.7190545, 10.1160002 56.7189493, 10.1161183 56.7188594, 10.1162054 56.7187479, 10.116278 56.7185386)",Tinggade,
