osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,tunnel,access,junction
516641389,False,Triq Is-Swieqi,residential,35,False,75.668,"LINESTRING (14.4851065 35.9209083, 14.4857041 35.9213867)",,,,,,
22893566,False,Triq L-Ilqugħ,residential,,True,90.822,"LINESTRING (14.4851065 35.9209083, 14.485144 35.9208623, 14.485663 35.9202271)",,,,,,
516641389,False,Triq Is-Swieqi,residential,35,True,128.386,"LINESTRING (14.4851065 35.9209083, 14.4846276 35.9205722, 14.484029 35.9201522)",,,,,,
22893583,False,Triq il-Marbat,residential,,True,116.296,"LINESTRING (14.4857041 35.9213867, 14.4864839 35.920553)",,,,,,
516641389,False,Triq Is-Swieqi,residential,35,True,75.668,"LINESTRING (14.4857041 35.9213867, 14.4851065 35.9209083)",,,,,,
516641389,False,Triq Is-Swieqi,residential,35,False,91.459,"LINESTRING (14.4857041 35.9213867, 14.4858351 35.9215172, 14.4860848 35.9221395)",,,,,,
510697940,False,Triq il-Għajn,residential,,True,105.285,"LINESTRING (14.4824002 35.9203717, 14.4823536 35.9213178)",,,,,,
22893674,True,Triq Ross,residential,,False,120.954,"LINESTRING (14.4906388 35.9214209, 14.4893283 35.9211823)",,,,,,
198328285,False,Triq San Ġorġ,secondary,,False,54.157000000000004,"LINESTRING (14.4906388 35.9214209, 14.4906262 35.9213209, 14.4906238 35.9211383, 14.4906233 35.9210265, 14.4906175 35.9209345)",2,127,,,,
516096438,False,Triq San Ġorġ,secondary,,True,47.613,"LINESTRING (14.4906388 35.9214209, 14.4904848 35.9216124, 14.49036 35.9217846)",2,127,,,,
980717456,True,Triq Ross,residential,,False,30.02,"LINESTRING (14.4906388 35.9214209, 14.4907282 35.9214406, 14.4907699 35.9214458, 14.4908404 35.9214389, 14.4909537 35.9213915)",2,,,,,
22893708,True,Triq Il-Mensija,residential,,False,72.777,"LINESTRING (14.4905319 35.9202971, 14.4900164 35.9201797, 14.4897617 35.9201008)",,,,,,
198328285,False,Triq San Ġorġ,secondary,,False,127.65299999999999,"LINESTRING (14.4905319 35.9202971, 14.4904967 35.920246, 14.4902766 35.9199052, 14.4901371 35.9196284, 14.490013 35.9193799, 14.4899447 35.9192536)",2,127,,,,
198328285,False,Triq San Ġorġ,secondary,,True,71.88499999999999,"LINESTRING (14.4905319 35.9202971, 14.4905705 35.9203711, 14.4905928 35.9204462, 14.4906098 35.9206179, 14.4906175 35.9209345)",2,127,,,,
198328285,False,Triq San Ġorġ,secondary,,True,127.653,"LINESTRING (14.4899447 35.9192536, 14.490013 35.9193799, 14.4901371 35.9196284, 14.4902766 35.9199052, 14.4904967 35.920246, 14.4905319 35.9202971)",2,127,,,,
363863029,True,Triq San Ġorġ,secondary,,False,21.228,"LINESTRING (14.4899447 35.9192536, 14.4899387 35.9191468, 14.4899471 35.9190936, 14.489961 35.9190654)",2,127,,,,
16312593,True,Triq Mikiel Ang Borg,secondary,,False,27.679000000000002,"LINESTRING (14.4902526 35.9188945, 14.4900951 35.9188266, 14.4899933 35.9187625)",,,,,,
516641391,True,Mikiel Anton Vassalli,trunk,,False,109.19800000000001,"LINESTRING (14.4864953 35.9222849, 14.4863643 35.9225485, 14.4863073 35.9226352, 14.4862423 35.9227197, 14.4861123 35.9228649, 14.4858539 35.923108)",2,1,,,,
32807493,True,Triq il-Knisja,residential,,False,51.496,"LINESTRING (14.4922018 35.923394, 14.4920392 35.92295)",,,,,,
54870864,False,Triq il-Wilġa,residential,,False,81.93499999999999,"LINESTRING (14.4922018 35.923394, 14.4923984 35.9233884, 14.4928864 35.9233485, 14.4930376 35.9232583, 14.4930657 35.9232415)",,,,,,
33508283,False,Triq Sant Andrija,secondary,,True,102.73599999999999,"LINESTRING (14.4901134 35.9221436, 14.4893937 35.9221878, 14.4892294 35.9222147, 14.4889836 35.9222579)",2,127,,,,
516096438,False,Triq San Ġorġ,secondary,,False,45.69200000000001,"LINESTRING (14.4901134 35.9221436, 14.4901477 35.9220867, 14.49036 35.9217846)",2,127,,,,
22893714,True,Ix-Xatt ta' Spinola,secondary,,False,5.927,"LINESTRING (14.4897256 35.9186544, 14.4897032 35.9186761, 14.4896874 35.9186976)",2,,,,,
198728373,False,Triq Mikiel Ang Borg,secondary,30,False,274.808,"LINESTRING (14.4897256 35.9186544, 14.4894706 35.9181601, 14.4894093 35.9180464, 14.4893747 35.9179765, 14.4892096 35.9175621, 14.4890096 35.9173221, 14.4886507 35.9169353, 14.4884915 35.9167868, 14.4882232 35.9165373)",,,,,,
15250322,False,Triq Michelangelo Borg,trunk_link,,False,199.35699999999997,"LINESTRING (14.4882232 35.9165373, 14.4882309 35.9165188, 14.4882296 35.9165039, 14.4882229 35.9164838, 14.4881954 35.9164409, 14.488131 35.9163641, 14.4878802 35.9161379, 14.4876176 35.9159543, 14.4872761 35.9157793, 14.4870497 35.9156966, 14.4868034 35.9156057, 14.48648 35.9155743)",,,,,,
