osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,access,tunnel
769022582,True,2,8,Triq Dom Mintoff,trunk,50,False,97.06199999999998,"LINESTRING (14.5094454 35.8762853, 14.5096978 35.8762984, 14.5099909 35.8763205, 14.5100942 35.8763242, 14.510204 35.8763207, 14.510311 35.876305, 14.5103881 35.8762936, 14.5105177 35.8762933)",,,
157476052,True,2,,Vjal Sir Paul Boffa,trunk,60,False,112.07499999999999,"LINESTRING (14.5031938 35.8755053, 14.5029381 35.8754739, 14.5028548 35.8754268, 14.5021292 35.8750181)",,,
186576143,True,2,8,,trunk,30,False,29.253,"LINESTRING (14.5031938 35.8755053, 14.5031156 35.8755659, 14.5030644 35.8756432, 14.5030453 35.8757295)",roundabout,,
186576144,True,2,8;24,,trunk,30,False,8.021,"LINESTRING (14.5106803 35.8759205, 14.5105924 35.8759319)",roundabout,,
739732666,False,,,Triq Ġużeppi Agius,residential,,True,63.773,"LINESTRING (14.5106803 35.8759205, 14.5111531 35.8754937)",,,
15089316,True,2,8;24,,trunk,30,False,4.379,"LINESTRING (14.5104236 35.8760897, 14.510419 35.8761289)",roundabout,,
138344447,False,,,,residential,,True,101.72800000000001,"LINESTRING (14.5104236 35.8760897, 14.5101137 35.8761134, 14.5099588 35.8761273, 14.509777 35.876137, 14.5092974 35.8761277)",,,
22899167,False,,,Triq Temi Zammit,residential,,True,59.04,"LINESTRING (14.5127283 35.8705383, 14.512315 35.8701263)",,,
152665126,True,,,Triq Guze' Damato,residential,,False,112.737,"LINESTRING (14.5127283 35.8705383, 14.5124201 35.8706829, 14.5121134 35.8707889, 14.5118674 35.8708541, 14.5115697 35.8708988)",,,
24949592,False,2,,Triq Ħal Luqa,secondary,,False,56.808,"LINESTRING (14.5073151 35.8699612, 14.5073323 35.8704719)",,,
529325456,False,2,,Triq Hal-Tarxien,tertiary,30,True,57.247,"LINESTRING (14.5073151 35.8699612, 14.5078123 35.8696407)",,,
1024682531,False,,,Triq il-Palma,tertiary,,False,45.966,"LINESTRING (14.5073151 35.8699612, 14.5068367 35.8701047)",,,
529325458,False,2,,Triq Ħal Luqa,secondary,,True,68.865,"LINESTRING (14.5073151 35.8699612, 14.5072889 35.8698614, 14.5071718 35.8693529)",,,
14969479,False,,,Triq Ħal Luqa,secondary,,True,23.354,"LINESTRING (14.5068672 35.8678299, 14.5068167 35.8676239)",,,
14969479,False,,,Triq Ħal Luqa,secondary,,False,58.504999999999995,"LINESTRING (14.5068672 35.8678299, 14.5069431 35.8682047, 14.5069724 35.8683491)",,,
47888692,True,,,,secondary,,False,33.765,"LINESTRING (14.5036542 35.8753049, 14.5033318 35.8754597)",,,
143955260,False,2,,Telghet Rahal Gdid,secondary,,False,36.513999999999996,"LINESTRING (14.5036542 35.8753049, 14.5037219 35.8751958, 14.5038362 35.8750115)",,,
143955260,False,2,,Telghet Rahal Gdid,secondary,,True,13.491,"LINESTRING (14.5048093 35.8734689, 14.5047038 35.873555)",,,
47362956,False,,,Triq Il-Belt Valletta,secondary,,False,134.892,"LINESTRING (14.5048093 35.8734689, 14.5049944 35.8734096, 14.5050744 35.8733963, 14.5062719 35.8732233)",,,
15243141,True,,,Triq It-Tempji Neolitici,residential,,False,56.72,"LINESTRING (14.5116807 35.8714009, 14.5115697 35.8708988)",,,
33471056,False,,,Triq il-Knisja,residential,,False,43.625,"LINESTRING (14.5116807 35.8714009, 14.5121564 35.8713279)",,,
16138725,False,,,Triq P Gagliardi,residential,,False,54.357,"LINESTRING (14.5127805 35.8675396, 14.5128908 35.8680202)",,,
152665143,False,,,Triq Ġananton Tanti,residential,,False,79.997,"LINESTRING (14.5127805 35.8675396, 14.5125153 35.8675765, 14.5124321 35.8675879, 14.512159 35.8676256, 14.5120751 35.8676367, 14.5119055 35.8676612)",,,
538659573,False,1,,Triq Sammat,residential,30,True,59.462,"LINESTRING (14.5126294 35.8697076, 14.5119794 35.8697999)",,,
141749314,False,,,Triq Santa Monika,residential,,False,54.63,"LINESTRING (14.5126294 35.8697076, 14.5125214 35.8698828, 14.5124904 35.8699225, 14.512315 35.8701263)",,,
603474724,False,,,Triq is-Sorijiet,residential,,False,58.249,"LINESTRING (14.5104504 35.87052, 14.510568 35.8710351)",,,
603474724,False,,,Triq is-Sorijiet,residential,,True,55.634,"LINESTRING (14.5104504 35.87052, 14.5103451 35.870027)",,,
512839575,True,1,,Triq Santa Monika,residential,30,False,92.392,"LINESTRING (14.5104504 35.87052, 14.511282 35.8704023, 14.5114599 35.8703745)",,,
504144082,True,,,Triq Bormla,secondary,,False,139.946,"LINESTRING (14.508548 35.8739402, 14.5085918 35.8740065, 14.5086895 35.8741514, 14.5086993 35.8741655, 14.5087019 35.8741688, 14.5090657 35.874662, 14.5093518 35.8750165)",,,
15243141,True,,,Triq It-Tempji Neolitici,residential,,False,59.133,"LINESTRING (14.5115697 35.8708988, 14.5114599 35.8703745)",,,
152665126,True,,,Triq Guze' Damato,residential,,False,91.522,"LINESTRING (14.5115697 35.8708988, 14.510568 35.8710351)",,,
24424375,False,2,,Triq Ħal Tarxien,tertiary,30,False,62.833,"LINESTRING (14.5099467 35.8682299, 14.5094393 35.8686175)",,,
529325452,True,,,Triq is-Sorijiet,residential,,False,83.795,"LINESTRING (14.5099467 35.8682299, 14.5101173 35.8689707)",,,
529325454,True,,,Triq is-Sorijiet,residential,,False,92.796,"LINESTRING (14.5099467 35.8682299, 14.5097675 35.8674081)",,,
16288495,True,,,Triq Santa Marija,tertiary,35,False,22.523,"LINESTRING (14.5099467 35.8682299, 14.5100593 35.8682331, 14.5101785 35.8681779)",,,
16288495,True,,,Triq Santa Marija,tertiary,35,False,94.942,"LINESTRING (14.5109169 35.8678361, 14.5117761 35.8673419)",,,
535545227,False,2,,Triq Ħal Luqa,secondary,,True,22.25,"LINESTRING (14.5073121 35.8709903, 14.5073199 35.8707903)",,,
535545227,False,2,,Triq Ħal Luqa,secondary,,False,59.416,"LINESTRING (14.5073121 35.8709903, 14.5072745 35.8714093, 14.5072714 35.8715235)",,,
22898690,False,1,,Triq id-Dgħajjes,residential,30,True,39.068,"LINESTRING (14.5021715 35.8743529, 14.5025152 35.8745671)",,,
16140065,False,1,,Triq F Tortell,residential,30,False,97.604,"LINESTRING (14.5021715 35.8743529, 14.5030176 35.8740829, 14.5031816 35.874036)",,,
653892374,True,1,,Triq il-Belt Valletta,residential,30,False,124.3,"LINESTRING (14.504456 35.8734207, 14.5030951 35.8736038)",,,
16141191,False,1,,Triq il-Belt Valletta,residential,30,True,26.932,"LINESTRING (14.504456 35.8734207, 14.5046614 35.8735237, 14.5047038 35.873555)",,,
138344578,True,,,Triq il-Qalb ta' Ġesu,residential,,False,57.355,"LINESTRING (14.5085463 35.8729064, 14.5084374 35.8723982)",,,
528018788,True,,,Triq il-Qalb ta' Ġesu,residential,,False,100.063,"LINESTRING (14.5085463 35.8729064, 14.5089887 35.8737318)",,,
"[514968152, 528018789]",False,,,Triq Haz-Zabbar,secondary,,False,61.752,"LINESTRING (14.5085463 35.8729064, 14.5083041 35.8729256, 14.5079577 35.8729481, 14.5078647 35.8729616)",,,
528018791,False,,,Triq Haz-Zabbar,secondary,,True,53.584,"LINESTRING (14.5085463 35.8729064, 14.5089015 35.87286, 14.5091364 35.872862)",,,
16140254,True,,,Triq Jos Stivala,residential,,False,103.31,"LINESTRING (14.5109011 35.8725912, 14.5097721 35.8727532)",,,
1125334657,False,,,Triq is-Sorijiet,residential,,False,54.1,"LINESTRING (14.5109011 35.8725912, 14.5109922 35.8730721)",,,
186576145,True,2,8;24,,trunk,30,False,5.539,"LINESTRING (14.51093 35.8760933, 14.5109123 35.8760456)",roundabout,,
22899304,False,1,,Triq Wied Blandun,residential,30,False,22.043,"LINESTRING (14.51093 35.8760933, 14.5109718 35.875983, 14.5110385 35.8759202)",,,
186576145,True,2,8;24,,trunk,30,False,20.258,"LINESTRING (14.5109123 35.8760456, 14.5108459 35.8759721, 14.5107472 35.8759285)",roundabout,,
22898694,False,1,,Triq Kurvetti,residential,30,False,56.25,"LINESTRING (14.5019534 35.8737512, 14.5018679 35.8732501)",,,
653892370,False,1,,Triq il-Belt Valletta,residential,30,True,38.794,"LINESTRING (14.5019534 35.8737512, 14.5023825 35.8737225)",,,
1024682546,False,1,,Triq Toni Ellul,residential,30,True,18.87,"LINESTRING (14.5019534 35.8737512, 14.5019307 35.8739199)",,,
138344439,False,,,Triq Maggie Moran,residential,,True,51.395,"LINESTRING (14.5101702 35.8747431, 14.5095998 35.8747394)",,,
138344439,False,,,Triq Maggie Moran,residential,,False,103.604,"LINESTRING (14.5101702 35.8747431, 14.5108377 35.874782, 14.5113159 35.8748212)",,,
538659572,True,,,Triq It-Tempji Neolitici,residential,,False,52.424,"LINESTRING (14.5110114 35.8683013, 14.5109169 35.8678361)",,,
15425970,False,,,Triq San Franġisk,residential,,False,90.096,"LINESTRING (14.5110114 35.8683013, 14.5112205 35.8682748, 14.5119963 35.8681619)",,,
367944933,True,1,,Triq Windsor,residential,30,False,42.9,"LINESTRING (14.5039105 35.8737049, 14.5037192 35.8740582)",,,
653892376,True,1,,Triq F Tortell,residential,30,False,58.434,"LINESTRING (14.5039105 35.8737049, 14.504456 35.8734207)",,,
653892381,False,1,,Triq Brittanja,residential,30,True,18.14,"LINESTRING (14.5027306 35.874875, 14.5028266 35.8747316)",,,
139455307,False,1,,Triq id-Dgħajjes,residential,30,True,35.535000000000004,"LINESTRING (14.5027306 35.874875, 14.5027001 35.8748572, 14.5024107 35.8746881)",,,
143955260,False,2,,Telghet Rahal Gdid,secondary,,False,67.644,"LINESTRING (14.5038362 35.8750115, 14.5039306 35.8748755, 14.5041146 35.874568, 14.5041741 35.8744685)",,,
143955260,False,2,,Telghet Rahal Gdid,secondary,,True,36.513999999999996,"LINESTRING (14.5038362 35.8750115, 14.5037219 35.8751958, 14.5036542 35.8753049)",,,
981059354,True,1,,Triq Windsor,residential,30,False,35.646,"LINESTRING (14.5032794 35.8747893, 14.5031087 35.8750785)",,,
22898687,True,1,,Triq Cameron,residential,30,False,55.922000000000004,"LINESTRING (14.5032794 35.8747893, 14.5037834 35.8749904, 14.5038362 35.8750115)",,,
22898687,True,1,,Triq Cameron,residential,30,False,39.308,"LINESTRING (14.5028892 35.8746312, 14.5032794 35.8747893)",,,
653892381,False,1,,Triq Brittanja,residential,30,False,12.508,"LINESTRING (14.5028892 35.8746312, 14.5028266 35.8747316)",,,
653892381,False,1,,Triq Brittanja,residential,30,True,71.287,"LINESTRING (14.5028892 35.8746312, 14.5031438 35.8741376, 14.5031816 35.874036)",,,
22898690,False,1,,Triq id-Dgħajjes,residential,30,False,33.493,"LINESTRING (14.5028266 35.8747316, 14.5025152 35.8745671)",,,
653892381,False,1,,Triq Brittanja,residential,30,False,18.14,"LINESTRING (14.5028266 35.8747316, 14.5027306 35.874875)",,,
653892381,False,1,,Triq Brittanja,residential,30,True,12.508,"LINESTRING (14.5028266 35.8747316, 14.5028892 35.8746312)",,,
22898693,False,1,,Triq id-Dghajjes,residential,30,False,46.249,"LINESTRING (14.5019307 35.8739199, 14.5023825 35.8737225)",,,
