osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,access
516241283,True,2,127,Triq Ix-Xatt,secondary,40,False,38.018,"LINESTRING (14.5034905 35.9090187, 14.5038879 35.909134)",,
16312463,True,,,,secondary_link,,False,25.217,"LINESTRING (14.5034905 35.9090187, 14.503537 35.9090715, 14.5035548 35.9091051, 14.5035577 35.9091436, 14.5035478 35.909178, 14.5035024 35.909214)",,
8590121,True,1,127,Triq it-Torri,secondary,30,False,65.895,"LINESTRING (14.5052767 35.9092009, 14.5053956 35.9093287, 14.5055239 35.90947, 14.5056809 35.9096234, 14.5057239 35.9096697)",,
"[515565096, 33508206]",True,2,127,Triq Ix-Xatt,secondary,40,False,79.47500000000001,"LINESTRING (14.5052767 35.9092009, 14.5053689 35.9091684, 14.5054467 35.909137, 14.5055999 35.9090587, 14.5057967 35.9089284, 14.5058883 35.9088668, 14.5059872 35.9087859)",,
17505199,True,1,,Triq tal-Katidral,tertiary,30,False,86.648,"LINESTRING (14.5059695 35.9099318, 14.5054797 35.9106025)",,
8590121,True,1,127,Triq it-Torri,secondary,30,False,56.614999999999995,"LINESTRING (14.5059695 35.9099318, 14.506071 35.9100196, 14.5061753 35.9101077, 14.5062342 35.9101479, 14.5063133 35.9101935, 14.506372 35.9102221, 14.5064498 35.9102533)",,
27446612,True,1,127,Triq it-Torri,secondary,30,False,26.305,"LINESTRING (14.5064498 35.9102533, 14.506476 35.9103334, 14.5064965 35.9104862)",,
362399181,False,2,127,Triq it-Torri,secondary,40,True,56.798,"LINESTRING (14.4982023 35.9156856, 14.4983718 35.9161776)",,
362399181,False,2,127,Triq it-Torri,secondary,40,False,55.396,"LINESTRING (14.4982023 35.9156856, 14.4981135 35.9154694, 14.4980787 35.9153912, 14.497988 35.915219)",,
22778795,True,1,,Triq Sir Luigi Camilleri,residential,30,False,75.966,"LINESTRING (14.5033626 35.9162819, 14.5031296 35.9156253)",,
219061383,False,2,127,Triq it-Torri,secondary,40,False,88.555,"LINESTRING (14.5033626 35.9162819, 14.5024395 35.9165564)",,
219061383,False,2,127,Triq it-Torri,secondary,40,True,75.654,"LINESTRING (14.5033626 35.9162819, 14.5035466 35.9162292, 14.5036712 35.9161638, 14.5038505 35.9160112, 14.503964 35.9158433)",,
219061383,False,2,127,Triq it-Torri,secondary,40,False,94.757,"LINESTRING (14.5067571 35.9130691, 14.506756 35.9131275, 14.5067434 35.9138268, 14.5067384 35.9139211)",,
219061383,False,2,127,Triq it-Torri,secondary,40,True,95.921,"LINESTRING (14.5067571 35.9130691, 14.5067652 35.9129411, 14.5067831 35.9126794, 14.5067811 35.9125943, 14.5067717 35.912489, 14.5067285 35.9122095)",,
538059875,False,1,,Triq Għar id-Dud,tertiary,30,True,36.454,"LINESTRING (14.5067571 35.9130691, 14.5066573 35.9130604, 14.5065818 35.9130385, 14.5064897 35.9129911, 14.5064011 35.9129316)",,
15221136,False,2,,Triq Sir Adrian Dingli,tertiary,30,False,37.799,"LINESTRING (14.5017037 35.9125772, 14.5014778 35.9128637)",,
17505207,True,1,,Triq il-Kbira,tertiary,,False,24.965,"LINESTRING (14.5017037 35.9125772, 14.501917 35.9124338)",,
373891867,True,1,,Triq il-Kbira,tertiary,30,False,47.42,"LINESTRING (14.5032437 35.912121, 14.5037659 35.9121757)",,
