osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,tunnel,junction
148736559,False,Is Sur ta San Gwann,living_street,False,45.202,"LINESTRING (14.5205295 35.8769021, 14.5204396 35.8767309, 14.5202801 35.8765523)",,,,,
186576131,False,Triq San Ġwann t'Għuxa,secondary,False,42.661,"LINESTRING (14.5205295 35.8769021, 14.5206969 35.876846, 14.5208457 35.8768265, 14.520986 35.876811)",2,24,40,,
186576131,False,Triq San Ġwann t'Għuxa,secondary,True,64.01599999999999,"LINESTRING (14.5205295 35.8769021, 14.5204273 35.8769523, 14.5199988 35.8772821)",2,24,40,,
22899665,False,Triq A M Valperga,residential,True,32.259,"LINESTRING (14.522362 35.8759782, 14.5220071 35.8759399)",,,,,
139128189,True,Triq Bormla,residential,False,23.721,"LINESTRING (14.522362 35.8759782, 14.5224609 35.8757805)",1,,30,,
"[157370291, 517019647]",False,Triq Bormla,tertiary,True,102.095,"LINESTRING (14.522362 35.8759782, 14.5223641 35.8760102, 14.5223653 35.8760274, 14.5223631 35.8761169, 14.5223414 35.8762009, 14.5221129 35.8764373, 14.5220505 35.8765637, 14.5220063 35.8766903, 14.5219819 35.8768143)",2,,,yes,
157370543,True,,tertiary,False,50.984,"LINESTRING (14.522362 35.8759782, 14.5222986 35.8759329, 14.5221943 35.8758923, 14.5221019 35.8758456, 14.5220536 35.8758083, 14.5220258 35.8757707, 14.521974 35.8756689)",,,,,
186597194,False,Triq Verdala,secondary,False,117.91999999999999,"LINESTRING (14.5236928 35.8771801, 14.5229531 35.8770601, 14.5223987 35.8770583)",,,,,
186576131,False,Triq San Ġwann t'Għuxa,secondary,True,42.661,"LINESTRING (14.520986 35.876811, 14.5208457 35.8768265, 14.5206969 35.876846, 14.5205295 35.8769021)",2,24,40,,
403020940,False,Triq San Nikola,secondary,False,63.378,"LINESTRING (14.520986 35.876811, 14.5214061 35.8768213, 14.521589 35.8768333, 14.5216431 35.8768472, 14.5216797 35.8768653)",2,24,40,,
1007103585,True,,tertiary,False,17.888,"LINESTRING (14.5215052 35.872152, 14.5214834 35.8723119)",1,,,,
15255890,False,Triq is-Sur,tertiary,False,40.394999999999996,"LINESTRING (14.5215052 35.872152, 14.5214932 35.8719691, 14.5214896 35.871789)",,,30,,
13857556,True,Triq Hompesch,primary,False,18.727,"LINESTRING (14.5243768 35.8722836, 14.5245832 35.8722638)",1,134,,,
22899640,True,Sant Antnin,residential,False,8.1,"LINESTRING (14.5243768 35.8722836, 14.5243681 35.8722111)",,,,,
516164715,True,Triq San Nikola,secondary,False,15.022,"LINESTRING (14.5216797 35.8768653, 14.5217942 35.8769635)",1,24,40,,
403020940,False,Triq San Nikola,secondary,True,63.378,"LINESTRING (14.5216797 35.8768653, 14.5216431 35.8768472, 14.521589 35.8768333, 14.5214061 35.8768213, 14.520986 35.876811)",2,24,40,,
22899608,True,Triq Sant Antnin,residential,False,97.676,"LINESTRING (14.5243681 35.8722111, 14.5242928 35.8713348)",,,,,
26542476,True,Triq Hompesch,primary,False,73.021,"LINESTRING (14.5243681 35.8722111, 14.5235601 35.8722617)",1,134,,,
157368096,True,Hompesch Road,primary,False,4.677,"LINESTRING (14.5216644 35.8723293, 14.5216235 35.8723034)",1,134,30,,roundabout
13863591,False,,residential,False,6.498,"LINESTRING (14.5262927 35.8721023, 14.5262705 35.8721579)",,,,,
26542476,True,Triq Hompesch,primary,False,91.084,"LINESTRING (14.5262927 35.8721023, 14.5257888 35.8721337, 14.5252848 35.872165)",1,134,,,
13863591,False,,residential,True,6.498,"LINESTRING (14.5262705 35.8721579, 14.5262927 35.8721023)",,,,,
33773751,False,Triq il-Merħba,residential,False,44.482,"LINESTRING (14.5212092 35.8687573, 14.5216787 35.8686337)",,,,,
33773751,False,Triq il-Merħba,residential,True,70.456,"LINESTRING (14.5212092 35.8687573, 14.5204735 35.8689719)",,,,,
15255890,False,Triq is-Sur,tertiary,True,97.27000000000001,"LINESTRING (14.5212092 35.8687573, 14.5212945 35.8691, 14.5213218 35.8696247)",,,30,,
22899665,False,Triq A M Valperga,residential,False,32.259,"LINESTRING (14.5220071 35.8759399, 14.522362 35.8759782)",,,,,
294492999,False,Triq Is-Sur,tertiary,True,30.281,"LINESTRING (14.5220071 35.8759399, 14.521974 35.8756689)",1,,30,,
