osmid,highway,oneway,reversed,length,geometry,junction,lanes,name,width
319496769,unclassified,False,False,68.75,"LINESTRING (37.8898561 15.5533498, 37.8898182 15.5532124, 37.8896971 15.5527508)",,,,
319496769,unclassified,False,True,8.041,"LINESTRING (37.8893969 15.5520827, 37.8894343 15.5521454)",,,,
319496769,unclassified,False,False,138.001,"LINESTRING (37.8893969 15.5520827, 37.8890496 15.5514703, 37.8889403 15.5511782, 37.8888715 15.5509551)",,,,
325551327,residential,False,True,103.54399999999998,"LINESTRING (37.8893969 15.5520827, 37.8893674 15.5521072, 37.8892736 15.5525655, 37.889248 15.5526016, 37.8891974 15.5526731, 37.8891075 15.5527683, 37.8889736 15.5528753)",,,,
459911447,residential,False,False,74.951,"LINESTRING (37.8887078 15.5506192, 37.888019 15.5505009)",,,,
319496769,unclassified,False,False,110.197,"LINESTRING (37.8887078 15.5506192, 37.8885583 15.5503454, 37.8883394 15.5498635, 37.8882849 15.549717)",,,,
319496769,unclassified,False,True,41.282,"LINESTRING (37.8887078 15.5506192, 37.8888009 15.5507968, 37.8888715 15.5509551)",,,,
325547085,unclassified,False,False,20.034,"LINESTRING (37.8829208 15.54794, 37.883087 15.5480226)",,,,
325547085,unclassified,False,True,54.619,"LINESTRING (37.8829208 15.54794, 37.8824379 15.5477824)",,,,
325547091,residential,False,True,54.732,"LINESTRING (37.8829208 15.54794, 37.882489 15.5476769)",,,,
456462775,unclassified,True,False,10.401,"LINESTRING (37.886391 15.5503059, 37.8864071 15.5502788, 37.8864293 15.5502561, 37.8864563 15.550239)",roundabout,,,
612980918,unclassified,True,False,37.053,"LINESTRING (37.886391 15.5503059, 37.8862479 15.5502008, 37.8861347 15.5500839)",,,,
325547085,unclassified,False,False,32.79,"LINESTRING (37.8839039 15.5485579, 37.884144 15.5487408)",,,,
325547085,unclassified,False,True,11.06,"LINESTRING (37.8839039 15.5485579, 37.883817 15.5485042)",,,,
325547086,residential,False,False,56.412,"LINESTRING (37.8839039 15.5485579, 37.8843815 15.5483442)",,,,
325547086,residential,False,True,62.214,"LINESTRING (37.8871821 15.5471524, 37.8866541 15.5473854)",,,,
383815726,unclassified,False,False,57.732,"LINESTRING (37.8871821 15.5471524, 37.8869727 15.546674)",,,,
383815726,unclassified,False,True,7.59,"LINESTRING (37.8871821 15.5471524, 37.8872124 15.5472141)",,,,
325547085,unclassified,False,False,46.047,"LINESTRING (37.8853139 15.5495316, 37.8856674 15.5497672)",,,,
325547085,unclassified,False,True,45.8,"LINESTRING (37.8853139 15.5495316, 37.884966 15.5492922)",,,,
325547087,residential,False,False,29.467,"LINESTRING (37.8853139 15.5495316, 37.8855649 15.5494232)",,,,
325547087,residential,False,True,61.483,"LINESTRING (37.8877771 15.5484971, 37.8872515 15.5487192)",,,,
383815726,unclassified,False,False,82.669,"LINESTRING (37.8877771 15.5484971, 37.8874854 15.5478088)",,,,
383815726,unclassified,False,True,86.437,"LINESTRING (37.8877771 15.5484971, 37.8880833 15.5492163)",,,,
382651013,residential,False,False,62.837,"LINESTRING (37.8877771 15.5484971, 37.8880217 15.5484108, 37.8883262 15.5482984)",,,,
456462775,unclassified,True,False,21.918,"LINESTRING (37.8865208 15.5502248, 37.8865866 15.5502421, 37.8866359 15.5502875, 37.8866566 15.5503501)",roundabout,,,
612980920,residential,True,False,12.732,"LINESTRING (37.8865208 15.5502248, 37.886549 15.5501781, 37.8865881 15.5501308)",,,,
612980916,unclassified,True,False,24.474,"LINESTRING (37.8864128 15.5504445, 37.8861938 15.5503818)",,,,
456462775,unclassified,True,False,13.015,"LINESTRING (37.8864128 15.5504445, 37.8863914 15.5504114, 37.8863809 15.5503737, 37.8863821 15.5503347)",roundabout,,,
325547091,residential,False,False,77.194,"LINESTRING (37.8819147 15.5472576, 37.882489 15.5476769)",,,,
456462771,residential,False,False,45.714,"LINESTRING (37.8819147 15.5472576, 37.8818759 15.5474074, 37.8818598 15.5475392, 37.8818688 15.5476629)",,,,
456462771,residential,False,True,131.001,"LINESTRING (37.8819147 15.5472576, 37.8820798 15.5471258, 37.8830155 15.5467635)",,,,
325551329,residential,False,False,79.233,"LINESTRING (37.8865655 15.5530375, 37.8863373 15.5523597)",,,,
463460875,residential,False,False,9.842,"LINESTRING (37.8865655 15.5530375, 37.8865824 15.5531245)",,,,
463460875,residential,False,True,82.045,"LINESTRING (37.8865655 15.5530375, 37.8866879 15.5528842, 37.8868336 15.5527035, 37.886871 15.5526433, 37.8869338 15.5524054)",,,,
325551327,residential,False,False,19.013,"LINESTRING (37.8865824 15.5531245, 37.8867571 15.5531547)",,,,
463460875,residential,False,True,9.842,"LINESTRING (37.8865824 15.5531245, 37.8865655 15.5530375)",,,,
463460875,residential,False,False,98.85199999999999,"LINESTRING (37.8865824 15.5531245, 37.886299 15.5534651, 37.8862569 15.5535173, 37.886047 15.5537765, 37.8860133 15.5538241)",,,,
325551327,residential,False,True,83.266,"LINESTRING (37.8881453 15.5534573, 37.8873877 15.5532898)",,,,
613028056,residential,False,False,7.747,"LINESTRING (37.8881453 15.5534573, 37.8880909 15.5535032)",,,,
325551327,residential,False,False,109.87,"LINESTRING (37.8881453 15.5534573, 37.8882201 15.5534051, 37.888789 15.55302, 37.8889736 15.5528753)",,,,
382650974,residential,False,False,13.217,"LINESTRING (37.8872803 15.5542595, 37.8872843 15.5541407)",,,,
613022145,residential,False,False,40.608,"LINESTRING (37.8872803 15.5542595, 37.8869019 15.5542813)",,,,
382650976,residential,False,False,58.232000000000006,"LINESTRING (37.8865199 15.5542777, 37.8865478 15.5541465, 37.8865997 15.5538726, 37.8866265 15.5537643)",,,,
613022145,residential,False,False,76.676,"LINESTRING (37.8865199 15.5542777, 37.8859986 15.5541323, 37.8858363 15.5540744)",,,,
613022145,residential,False,True,40.979,"LINESTRING (37.8865199 15.5542777, 37.8868337 15.554288, 37.8869019 15.5542813)",,,,
463460875,residential,False,True,33.677,"LINESTRING (37.8858363 15.5540744, 37.8860133 15.5538241)",,,,
613022145,residential,False,True,76.676,"LINESTRING (37.8858363 15.5540744, 37.8859986 15.5541323, 37.8865199 15.5542777)",,,,
"[325551328, 613039735]",residential,False,False,177.476,"LINESTRING (37.8858363 15.5540744, 37.8857947 15.5539662, 37.8856725 15.5536477, 37.8856286 15.5535964, 37.8855599 15.5535522, 37.8854723 15.5535495, 37.8853156 15.5535783, 37.8850887 15.5535792, 37.884906 15.5535973, 37.884737 15.5536081, 37.88461 15.5536006, 37.8845326 15.5535878)",,,,
325551329,residential,False,True,10.744,"LINESTRING (37.8863128 15.552266, 37.8863373 15.5523597)",,,,
325551330,residential,False,False,68.306,"LINESTRING (37.8863128 15.552266, 37.8869338 15.5524054)",,,,
459901590,residential,False,False,64.561,"LINESTRING (37.8863128 15.552266, 37.8863603 15.5519807, 37.8864237 15.5516955)",,,,
325547089,unclassified,False,False,16.189,"LINESTRING (37.8867112 15.5505343, 37.8865702 15.5504819)",,,,
325547089,unclassified,False,True,136.662,"LINESTRING (37.8867112 15.5505343, 37.8873323 15.5506817, 37.8877365 15.5507719, 37.887951 15.5508238)",,,,
459901590,residential,False,True,65.365,"LINESTRING (37.8867112 15.5505343, 37.8866128 15.5509206, 37.8865625 15.5511044)",,,,
325551327,residential,False,False,103.544,"LINESTRING (37.8889736 15.5528753, 37.8891075 15.5527683, 37.8891974 15.5526731, 37.889248 15.5526016, 37.8892736 15.5525655, 37.8893674 15.5521072, 37.8893969 15.5520827)",,,,
325551327,residential,False,True,109.87,"LINESTRING (37.8889736 15.5528753, 37.888789 15.55302, 37.8882201 15.5534051, 37.8881453 15.5534573)",,,,
325551330,residential,False,True,102.65799999999999,"LINESTRING (37.8889736 15.5528753, 37.8887482 15.5528106, 37.888362 15.5527291, 37.8880429 15.552657)",,,,
325551329,residential,False,False,10.744,"LINESTRING (37.8863373 15.5523597, 37.8863128 15.552266)",,,,
325551329,residential,False,True,79.233,"LINESTRING (37.8863373 15.5523597, 37.8865655 15.5530375)",,,,
325551332,residential,False,False,86.202,"LINESTRING (37.8863373 15.5523597, 37.8862026 15.552443, 37.8861382 15.5524617, 37.8860692 15.5524832, 37.8859045 15.5526151, 37.8858644 15.5526414, 37.8858172 15.5526446, 37.8856265 15.5526061)",,,,
613039736,residential,False,False,60.145,"LINESTRING (37.8833162 15.5520972, 37.8834273 15.551567)",,,,
613039741,residential,False,True,60.704,"LINESTRING (37.8833162 15.5520972, 37.8831706 15.5526248)",,,,
325551332,residential,False,True,103.26899999999999,"LINESTRING (37.8833162 15.5520972, 37.8839718 15.5522286, 37.8842581 15.5522946)",,,,
382650965,residential,False,False,133.08599999999998,"LINESTRING (37.8833162 15.5520972, 37.8832358 15.5520804, 37.8821073 15.5518214)",,,,
325547090,unclassified,False,False,101.627,"LINESTRING (37.8838567 15.5498408, 37.8847732 15.5500768)",,,,
325547090,unclassified,False,True,83.791,"LINESTRING (37.8838567 15.5498408, 37.8830909 15.5496874)",,,,
613039736,residential,False,False,61.981,"LINESTRING (37.8838567 15.5498408, 37.8839918 15.5492988)",,,,
613039736,residential,False,True,66.856,"LINESTRING (37.8838567 15.5498408, 37.8837113 15.5504255)",,,,
325547085,unclassified,False,False,107.3,"LINESTRING (37.884144 15.5487408, 37.884966 15.5492922)",,,,
325547085,unclassified,False,True,32.79,"LINESTRING (37.884144 15.5487408, 37.8839039 15.5485579)",,,,
613039736,residential,False,True,64.153,"LINESTRING (37.884144 15.5487408, 37.8839918 15.5492988)",,,,
325547085,unclassified,False,False,45.8,"LINESTRING (37.884966 15.5492922, 37.8853139 15.5495316)",,,,
325547085,unclassified,False,True,107.3,"LINESTRING (37.884966 15.5492922, 37.884144 15.5487408)",,,,
382650962,residential,False,False,89.655,"LINESTRING (37.884966 15.5492922, 37.8847732 15.5500768)",,,,
325547090,unclassified,False,False,57.607,"LINESTRING (37.8847732 15.5500768, 37.8852937 15.550207)",,,,
325547090,unclassified,False,True,101.627,"LINESTRING (37.8847732 15.5500768, 37.8838567 15.5498408)",,,,
382650962,residential,False,False,63.694,"LINESTRING (37.8847732 15.5500768, 37.8846434 15.5506358)",,,,
382650962,residential,False,True,89.655,"LINESTRING (37.8847732 15.5500768, 37.884966 15.5492922)",,,,
325551332,residential,False,True,58.355,"LINESTRING (37.8842581 15.5522946, 37.8847902 15.552407)",,,,
382650962,residential,False,False,63.974,"LINESTRING (37.8842581 15.5522946, 37.8841118 15.5528524)",,,,
