osmid,highway,oneway,reversed,length,name,junction,geometry
55268455,unclassified,False,True,35.426,,,"LINESTRING (152.264497 -4.3393202, 152.2647164 -4.3390886)"
576037078,residential,False,False,153.793,Berrima Street,,"LINESTRING (152.264497 -4.3393202, 152.2654766 -4.3402994)"
576037078,residential,False,False,111.832,Berrima Street,,"LINESTRING (152.2654766 -4.3402994, 152.264786 -4.3410324)"
576037078,residential,False,True,153.793,Berrima Street,,"LINESTRING (152.2654766 -4.3402994, 152.264497 -4.3393202)"
606347040,residential,False,False,68.876,,,"LINESTRING (152.2654766 -4.3402994, 152.2659212 -4.3398668)"
55268502,primary,True,False,18.099000000000004,Williams Road,roundabout,"LINESTRING (152.2710455 -4.3436032, 152.2710276 -4.3436294, 152.2710033 -4.3436468, 152.2709744 -4.3436548, 152.2709443 -4.3436526, 152.2709078 -4.3436332)"
260462751,residential,False,False,86.638,,,"LINESTRING (152.2728924 -4.3428939, 152.2728431 -4.3436715)"
260462771,primary,True,False,219.49199999999996,Williams Road,,"LINESTRING (152.2728924 -4.3428939, 152.2717422 -4.3433484, 152.2713743 -4.3434945, 152.2710455 -4.3436032)"
55268502,primary,True,False,4.047,Williams Road,roundabout,"LINESTRING (152.2708933 -4.3435201, 152.2708988 -4.3435101, 152.2709187 -4.3434949)"
55268502,primary,True,False,13.744,Williams Road,roundabout,"LINESTRING (152.2709078 -4.3436332, 152.270889 -4.3436093, 152.2708797 -4.3435804, 152.2708794 -4.3435591, 152.270888 -4.3435299, 152.2708933 -4.3435201)"
260462768,primary,True,False,128.519,Williams Road,,"LINESTRING (152.2709078 -4.3436332, 152.270536 -4.3436137, 152.2700311 -4.3435725, 152.2697519 -4.3435486)"
260462760,unclassified,False,False,61.916,Pockley Road,,"LINESTRING (152.269154 -4.3420066, 152.268939 -4.3425205)"
260475616,residential,False,False,158.376,,,"LINESTRING (152.269154 -4.3420066, 152.2704421 -4.3426222)"
"[260462760, 55268716]",unclassified,False,True,378.957,Pockley Road,,"LINESTRING (152.269154 -4.3420066, 152.2695307 -4.3411165, 152.2695301 -4.3410569, 152.2695208 -4.3409941, 152.2694819 -4.3409419, 152.2694317 -4.3408893, 152.2687205 -4.3405174, 152.2679737 -4.340143, 152.2677144 -4.3400634, 152.2674383 -4.3400387)"
260475613,residential,False,False,79.16,Kurur Street,,"LINESTRING (152.2704421 -4.3426222, 152.2707434 -4.3419768)"
260475616,residential,False,False,4.607,,,"LINESTRING (152.2704421 -4.3426222, 152.2704778 -4.3426434)"
260475616,residential,False,True,158.376,,,"LINESTRING (152.2704421 -4.3426222, 152.269154 -4.3420066)"
55268455,unclassified,False,False,35.426,,,"LINESTRING (152.2647164 -4.3390886, 152.264497 -4.3393202)"
