osmid,name,highway,oneway,reversed,length,geometry,bridge,access
247079498,Preston White Street,residential,False,False,162.939,"LINESTRING (150.4474381 -10.3052331, 150.448089 -10.3039151)",,
247079491,Metakata Place,residential,False,False,97.92,"LINESTRING (150.4474381 -10.3052331, 150.4468015 -10.3052373, 150.4465431 -10.3052328)",,
247079498,Preston White Street,residential,False,True,240.07899999999998,"LINESTRING (150.4474381 -10.3052331, 150.4474434 -10.3055803, 150.4474486 -10.3056462, 150.4474624 -10.3068218, 150.4474711 -10.3073918)",,
247079491,Metakata Place,residential,False,False,25.884,"LINESTRING (150.4465431 -10.3052328, 150.44634 -10.3052333, 150.4463065 -10.3052336)",,
247079491,Metakata Place,residential,False,True,97.92,"LINESTRING (150.4465431 -10.3052328, 150.4468015 -10.3052373, 150.4474381 -10.3052331)",,
863577106,Milne Bay Place,residential,False,False,184.626,"LINESTRING (150.4465431 -10.3052328, 150.4465414 -10.3053806, 150.4465264 -10.3066714, 150.4465256 -10.3067381, 150.4465205 -10.306893)",,
247079492,Charles Abel Highway,primary,False,False,10.641,"LINESTRING (150.445491 -10.3060006, 150.4454131 -10.3059433)",,
247079496,Modeva Street,residential,False,False,84.412,"LINESTRING (150.445491 -10.3060006, 150.4454841 -10.3052415)",,
249176848,Charles Abel Highway,primary,False,False,110.777,"LINESTRING (150.445491 -10.3060006, 150.4462389 -10.3066722)",,
247079491,Metakata Place,residential,False,True,89.976,"LINESTRING (150.4454841 -10.3052415, 150.4463065 -10.3052336)",,
247079496,Modeva Street,residential,False,True,84.412,"LINESTRING (150.4454841 -10.3052415, 150.445491 -10.3060006)",,
247079496,Modeva Street,residential,False,False,227.528,"LINESTRING (150.4454841 -10.3052415, 150.4455059 -10.3043528, 150.4454622 -10.3040566, 150.4447443 -10.3035696)",,
252138729,Charles Abel Highway,primary,False,True,4.999,"LINESTRING (150.4432152 -10.3052953, 150.4432594 -10.3053067)",,
247079497,Garuboi Street,residential,False,True,255.322,"LINESTRING (150.4432152 -10.3052953, 150.4433612 -10.3051762, 150.4439023 -10.3046452, 150.4446571 -10.303681, 150.4447443 -10.3035696)",,
894247528,Mahoney Street,residential,False,True,83.987,"LINESTRING (150.4462722 -10.3029332, 150.4456136 -10.3025451)",,
"[894247528, 791314841, 791314842]",Mahoney Street,residential,False,False,192.825,"LINESTRING (150.4462722 -10.3029332, 150.4469402 -10.3032768, 150.4475615 -10.3036148, 150.447634 -10.3036543, 150.447822 -10.3037588)",yes,
249176848,Charles Abel Highway,primary,False,True,117.862,"LINESTRING (150.4474711 -10.3073918, 150.4465205 -10.306893)",,
247079498,Preston White Street,residential,False,False,240.07899999999998,"LINESTRING (150.4474711 -10.3073918, 150.4474624 -10.3068218, 150.4474486 -10.3056462, 150.4474434 -10.3055803, 150.4474381 -10.3052331)",,
247079501,Charles Abel Highway,primary,False,False,306.021,"LINESTRING (150.4474711 -10.3073918, 150.4480249 -10.3076682, 150.4480907 -10.3077011, 150.4483137 -10.3078124, 150.4484854 -10.3078981, 150.4488922 -10.3081011, 150.4490572 -10.3081505, 150.4492659 -10.3081799, 150.4495239 -10.3081875, 150.4497921 -10.3081664, 150.4500787 -10.3081052)",,
252138729,Charles Abel Highway,primary,False,False,90.343,"LINESTRING (150.4440581 -10.3055131, 150.4432594 -10.3053067)",,
247427306,Doyle Place,residential,False,False,165.512,"LINESTRING (150.4440581 -10.3055131, 150.4443825 -10.3050938, 150.4445933 -10.3049245, 150.4450007 -10.3043582)",,
"[252138729, 252138730, 247079492]",Charles Abel Highway,primary,False,True,156.062,"LINESTRING (150.4440581 -10.3055131, 150.4445402 -10.3056415, 150.4446368 -10.3056703, 150.4447642 -10.3057027, 150.4449574 -10.305756, 150.4454131 -10.3059433)",yes,
247427306,Doyle Place,residential,False,True,165.512,"LINESTRING (150.4450007 -10.3043582, 150.4445933 -10.3049245, 150.4443825 -10.3050938, 150.4440581 -10.3055131)",,
863564620,Milne Bay Place,residential,False,True,34.629,"LINESTRING (150.4458162 -10.3088111, 150.4457776 -10.308502)",,destination
247079501,Charles Abel Highway,primary,False,True,306.02099999999996,"LINESTRING (150.4500787 -10.3081052, 150.4497921 -10.3081664, 150.4495239 -10.3081875, 150.4492659 -10.3081799, 150.4490572 -10.3081505, 150.4488922 -10.3081011, 150.4484854 -10.3078981, 150.4483137 -10.3078124, 150.4480907 -10.3077011, 150.4480249 -10.3076682, 150.4474711 -10.3073918)",,
894247532,Tavara Hill Road,residential,False,True,411.587,"LINESTRING (150.4500787 -10.3081052, 150.4498943 -10.3074831, 150.4491885 -10.3061743, 150.4491243 -10.3059576, 150.4491238 -10.3057666, 150.4492182 -10.3055881, 150.4495346 -10.3055222, 150.4499665 -10.305538, 150.45018 -10.3055517)",,
247079491,Metakata Place,residential,False,False,89.976,"LINESTRING (150.4463065 -10.3052336, 150.4454841 -10.3052415)",,
247079491,Metakata Place,residential,False,True,25.884,"LINESTRING (150.4463065 -10.3052336, 150.44634 -10.3052333, 150.4465431 -10.3052328)",,
863564620,Milne Bay Place,residential,False,False,161.538,"LINESTRING (150.4463065 -10.3052336, 150.4463061 -10.3053788, 150.4463026 -10.3065197, 150.4462878 -10.3065863, 150.4462389 -10.3066722)",,destination
791314841,Mahoney Street,residential,False,False,33.99,"LINESTRING (150.447822 -10.3037588, 150.448089 -10.3039151)",,
"[894247528, 791314841, 791314842]",Mahoney Street,residential,False,True,192.825,"LINESTRING (150.447822 -10.3037588, 150.447634 -10.3036543, 150.4475615 -10.3036148, 150.4469402 -10.3032768, 150.4462722 -10.3029332)",yes,
247079498,Preston White Street,residential,False,True,162.939,"LINESTRING (150.448089 -10.3039151, 150.4474381 -10.3052331)",,
791314841,Mahoney Street,residential,False,True,33.99,"LINESTRING (150.448089 -10.3039151, 150.447822 -10.3037588)",,
247079496,Modeva Street,residential,False,True,227.52800000000002,"LINESTRING (150.4447443 -10.3035696, 150.4454622 -10.3040566, 150.4455059 -10.3043528, 150.4454841 -10.3052415)",,
