osmid,highway,oneway,reversed,length,name,lanes,maxspeed,geometry
321996522,residential,False,False,33.309,,,,"LINESTRING (62.3583636 37.2951949, 62.3580257 37.2950627)"
321996522,residential,False,True,103.847,,,,"LINESTRING (62.3583636 37.2951949, 62.3594204 37.2956016)"
340253898,residential,False,False,246.57,Görogly köçesi,,,"LINESTRING (62.3583636 37.2951949, 62.3570002 37.297129)"
321996522,residential,False,False,14.997,,,,"LINESTRING (62.3611855 37.2963146, 62.3610336 37.2962547)"
321996522,residential,False,True,109.393,,,,"LINESTRING (62.3611855 37.2963146, 62.3622768 37.2967774)"
340254533,secondary,True,False,707.818,Atçapar köçesi,2,50,"LINESTRING (62.3611855 37.2963146, 62.3596734 37.2986017, 62.3574526 37.3019451)"
321996513,residential,False,False,242.082,,,,"LINESTRING (62.3610912 37.2987396, 62.3622768 37.2967774)"
321996511,residential,False,False,91.62700000000001,,,,"LINESTRING (62.3610912 37.2987396, 62.3612575 37.2988379, 62.3613806 37.2989705, 62.3614497 37.2991258, 62.361459 37.2992905, 62.3614075 37.2994501)"
321996511,residential,False,True,194.76500000000001,,,,"LINESTRING (62.3610912 37.2987396, 62.3609161 37.2986875, 62.3607299 37.2986739, 62.3605458 37.2986999, 62.3603768 37.2987635, 62.3602348 37.2988603, 62.3601194 37.299001, 62.3600617 37.2991626, 62.3600669 37.2993305, 62.3601346 37.2994896, 62.3602586 37.2996256, 62.3604277 37.2997262)"
321996511,residential,False,False,194.765,,,,"LINESTRING (62.3604277 37.2997262, 62.3602586 37.2996256, 62.3601346 37.2994896, 62.3600669 37.2993305, 62.3600617 37.2991626, 62.3601194 37.299001, 62.3602348 37.2988603, 62.3603768 37.2987635, 62.3605458 37.2986999, 62.3607299 37.2986739, 62.3609161 37.2986875, 62.3610912 37.2987396)"
321996511,residential,False,True,102.98600000000002,,,,"LINESTRING (62.3604277 37.2997262, 62.3606484 37.2997853, 62.3608812 37.2997839, 62.3611007 37.299722, 62.3612828 37.2996066, 62.3614075 37.2994501)"
340253898,residential,False,True,246.57,Görogly köçesi,,,"LINESTRING (62.3570002 37.297129, 62.3583636 37.2951949)"
353687532,residential,False,False,86.634,Saryhan kocesi,10,,"LINESTRING (62.3570002 37.297129, 62.3561761 37.296708)"
353687532,residential,False,True,105.108,Saryhan kocesi,10,,"LINESTRING (62.3570002 37.297129, 62.3580211 37.2976127)"
353687536,residential,False,False,487.785,Görogly köçesi,,,"LINESTRING (62.3570002 37.297129, 62.3544356 37.3010125)"
353687530,residential,False,True,45.071,,,,"LINESTRING (62.3540833 37.2972119, 62.3544407 37.2975008)"
321996522,residential,False,True,91.912,,,,"LINESTRING (62.3565713 37.2944933, 62.3575003 37.2948635)"
340253893,residential,False,True,236.468,,,,"LINESTRING (62.3565713 37.2944933, 62.3546306 37.2959558)"
321996522,residential,False,False,130.841,,,,"LINESTRING (62.3565713 37.2944933, 62.3554441 37.2940521, 62.3552895 37.2939244)"
493913820,tertiary,False,True,115.88,Atçapar köçesi,,,"LINESTRING (62.3624592 37.2942697, 62.3630367 37.2933343)"
591758272,secondary,False,True,153.929,,,,"LINESTRING (62.3624592 37.2942697, 62.3610294 37.2934807)"
843323639,residential,False,False,105.89,,,,"LINESTRING (62.3624592 37.2942697, 62.3634424 37.2948129)"
340254533,secondary,True,False,254.29500000000002,Atçapar köçesi,2,50,"LINESTRING (62.3624592 37.2942697, 62.3623586 37.29454, 62.3611855 37.2963146)"
340255743,residential,False,True,16.54,Oguzhan köçesi,,,"LINESTRING (62.3574526 37.3019451, 62.3572825 37.3018833)"
340255117,residential,False,False,102.379,Saryhan köçesi,,,"LINESTRING (62.3627253 37.3001331, 62.3636791 37.3006547)"
340255117,residential,False,True,26.715,Saryhan köçesi,,,"LINESTRING (62.3627253 37.3001331, 62.3624673 37.3000082)"
340255117,residential,False,False,112.423,Saryhan köçesi,,,"LINESTRING (62.3614075 37.2994501, 62.3624673 37.3000082)"
321996511,residential,False,False,102.986,,,,"LINESTRING (62.3614075 37.2994501, 62.3612828 37.2996066, 62.3611007 37.299722, 62.3608812 37.2997839, 62.3606484 37.2997853, 62.3604277 37.2997262)"
321996511,residential,False,True,91.62699999999998,,,,"LINESTRING (62.3614075 37.2994501, 62.361459 37.2992905, 62.3614497 37.2991258, 62.3613806 37.2989705, 62.3612575 37.2988379, 62.3610912 37.2987396)"
340255117,residential,False,False,127.522,Saryhan köçesi,,,"LINESTRING (62.3639269 37.3007902, 62.3651092 37.3014465)"
340255117,residential,False,True,26.598,Saryhan köçesi,,,"LINESTRING (62.3639269 37.3007902, 62.3636791 37.3006547)"
353687530,residential,False,False,45.071,,,,"LINESTRING (62.3544407 37.2975008, 62.3540833 37.2972119)"
353687531,residential,False,False,265.377,,,,"LINESTRING (62.3544407 37.2975008, 62.3551543 37.2980407, 62.3553286 37.2980022, 62.3561761 37.296708)"
340255743,residential,False,False,168.96,Oguzhan köçesi,,,"LINESTRING (62.3555844 37.3011874, 62.3572825 37.3018833)"
340255745,residential,False,False,452.164,,,,"LINESTRING (62.3555844 37.3011874, 62.3580211 37.2976127)"
340255743,residential,False,False,16.54,Oguzhan köçesi,,,"LINESTRING (62.3572825 37.3018833, 62.3574526 37.3019451)"
340255743,residential,False,True,168.96,Oguzhan köçesi,,,"LINESTRING (62.3572825 37.3018833, 62.3555844 37.3011874)"
