osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,junction,ref
101418229,True,1,2 de Mayo,residential,50,False,114.903,"LINESTRING (-78.6159808 -0.9371831, -78.6156945 -0.938176)",,,
36976316,True,2,Marquez de Maenza,tertiary,50,False,98.786,"LINESTRING (-78.6159808 -0.9371831, -78.6161773 -0.9372495, -78.6166762 -0.9374379, -78.6168121 -0.937496)",,,
36976316,True,2,Marquez de Maenza,tertiary,50,False,69.221,"LINESTRING (-78.6153748 -0.9370403, -78.6159808 -0.9371831)",,,
554115617,True,2,Belisario Quevedo,residential,50,False,98.911,"LINESTRING (-78.6153748 -0.9370403, -78.6155944 -0.9361783)",,,
553631215,True,1,Marquez de Maenza,tertiary,,False,15.022,"LINESTRING (-78.6104564 -0.9361891, -78.6103214 -0.9361946)",,,
101418144,False,2,Marquez de Maenza,tertiary,,False,223.56900000000002,"LINESTRING (-78.6104564 -0.9361891, -78.6107415 -0.9362329, -78.6114109 -0.9363356, -78.6123592 -0.9364812, -78.6124434 -0.9364976)",,,
323175205,True,1,Antonia Vela,residential,,False,17.468,"LINESTRING (-78.617752 -0.9361453, -78.6176567 -0.9362702)",,,
32692269,True,1,Hermanas Páez,residential,,False,102.555,"LINESTRING (-78.6140297 -0.9358281, -78.6131187 -0.9356834)",,,
36381824,True,1,Fernando Sánchez de Orellana,residential,,False,83.05,"LINESTRING (-78.6140297 -0.9358281, -78.6141255 -0.9354486, -78.6142124 -0.9351039)",,,
36381824,True,1,Fernando Sánchez de Orellana,residential,,False,105.102,"LINESTRING (-78.6137985 -0.9367446, -78.6140297 -0.9358281)",,,
36976316,True,2,Marquez de Maenza,tertiary,50,False,98.03200000000001,"LINESTRING (-78.6137985 -0.9367446, -78.6142105 -0.9368136, -78.6146665 -0.9368994)",,,
32692269,True,1,Hermanas Páez,residential,,False,85.906,"LINESTRING (-78.6169668 -0.9365345, -78.6162122 -0.9363684)",,,
32692257,True,1,Tarqui,residential,,False,84.551,"LINESTRING (-78.6163959 -0.9357324, -78.6171231 -0.9359549)",,,
101418229,True,1,2 de Mayo,residential,50,False,66.563,"LINESTRING (-78.6163959 -0.9357324, -78.6162301 -0.9363076)",,,
32692269,True,1,Hermanas Páez,residential,,False,71.866,"LINESTRING (-78.6162122 -0.9363684, -78.6155944 -0.9361783)",,,
