osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed,access,junction
60006453,2,Avendia 13 de Mayo,residential,False,True,253.36699999999996,"LINESTRING (-79.614881 -3.7156534, -79.6149883 -3.7156079, -79.615058 -3.7155918, -79.6151599 -3.7156346, -79.6157661 -3.7161004, -79.6163508 -3.7164537, -79.6165225 -3.71655, -79.6166754 -3.7166303, -79.6168417 -3.716633)",,,,,
561377008,2,Vía Portovelo - Loja,secondary,False,False,125.48500000000001,"LINESTRING (-79.614881 -3.7156534, -79.6145403 -3.7153493, -79.6141434 -3.7151421, -79.6139771 -3.7149896)",,,,,
561377008,2,Vía Portovelo - Loja,secondary,False,True,334.25,"LINESTRING (-79.614881 -3.7156534, -79.6150365 -3.7158514, -79.6154094 -3.716194, -79.6158841 -3.7166009, -79.6160987 -3.7167534, -79.6162194 -3.7167936, -79.6163589 -3.7167882, -79.6165064 -3.7167802, -79.6166298 -3.7168284, -79.6169221 -3.7170398, -79.6172252 -3.7173798)",,,,,
"[1095270912, 40196292, 1009637918]",2,"['Puente', 'Ciudad de Machala']",secondary,False,False,42.86900000000001,"LINESTRING (-79.6139771 -3.7149896, -79.613991 -3.7149187, -79.6140776 -3.7146885, -79.6140971 -3.7146784, -79.6141349 -3.714653)",yes,,,,
561377008,2,Vía Portovelo - Loja,secondary,False,True,125.48500000000001,"LINESTRING (-79.6139771 -3.7149896, -79.6141434 -3.7151421, -79.6145403 -3.7153493, -79.614881 -3.7156534)",,,,,
40196295,,Ciudad de Machala,primary,False,False,30.46,"LINESTRING (-79.6141349 -3.714653, -79.6144041 -3.7145994)",,,,,
"[1095270912, 40196292, 1009637918]",2,"['Puente', 'Ciudad de Machala']",secondary,False,True,42.869,"LINESTRING (-79.6141349 -3.714653, -79.6140971 -3.7146784, -79.6140776 -3.7146885, -79.613991 -3.7149187, -79.6139771 -3.7149896)",yes,,,,
452905832,,,primary,True,False,32.295,"LINESTRING (-79.6155054 -3.7144473, -79.6153718 -3.7143767, -79.615245 -3.7143178)",,,,,
603930264,,Avenida Del Ejercito,primary,True,False,18.903,"LINESTRING (-79.6155054 -3.7144473, -79.6155435 -3.7144757, -79.6156481 -3.7145399)",,,,,
60004908,,Mesías Cabrera,residential,True,False,38.598,"LINESTRING (-79.619197 -3.7159354, -79.6190324 -3.7162412)",,,,,
603933527,,Welmer Quezada,primary,True,False,45.929,"LINESTRING (-79.619197 -3.7159354, -79.6192228 -3.7159481, -79.6194273 -3.7160174, -79.6195868 -3.7160737)",,,,,
40196297,2,Avenida Del Ejercito,primary,True,False,62.962,"LINESTRING (-79.6195868 -3.7160737, -79.6197009 -3.7161539, -79.6197814 -3.7162262, -79.6199343 -3.716352, -79.6200174 -3.7164403)",,,,,
60004906,,Tomás Carrión,residential,False,False,91.265,"LINESTRING (-79.6195868 -3.7160737, -79.6195184 -3.7161808, -79.6194339 -3.7163762, -79.619407 -3.7164244, -79.619389 -3.7164331, -79.6193717 -3.7164317, -79.6190324 -3.7162412)",,,,,
60006455,,Rosa Vivar,primary,False,False,8.883,"LINESTRING (-79.6190285 -3.7152072, -79.618993 -3.7152788)",,,,,
60004576,,Avenida 10 de Agosto,residential,True,False,85.64099999999999,"LINESTRING (-79.6190285 -3.7152072, -79.6189385 -3.7151684, -79.6188426 -3.7151261, -79.6187152 -3.7151107, -79.6186109 -3.7151261, -79.6185608 -3.7151718, -79.6183955 -3.7153061, -79.6183558 -3.7153428)",,,,,
602800221,2,Vía a Zaruma,primary,False,False,148.305,"LINESTRING (-79.6190285 -3.7152072, -79.6190719 -3.7152172, -79.6191143 -3.7152341, -79.6191499 -3.7152551, -79.6192397 -3.7153314, -79.6193217 -3.7154075, -79.6194595 -3.7155597, -79.61954 -3.7155998, -79.6196174 -3.7155963, -79.619708 -3.7155575, -79.6197702 -3.7154954, -79.6198275 -3.7153894, -79.6199386 -3.7151169)",,E585,60,,
60004573,,Padre José Tinajero,residential,False,False,43.04,"LINESTRING (-79.6168323 -3.7137972, -79.6164447 -3.7137825)",,,,,
60004573,,Padre José Tinajero,residential,False,True,61.544,"LINESTRING (-79.6168323 -3.7137972, -79.6169396 -3.7137811, -79.6170871 -3.7137851, -79.6172373 -3.7137932, -79.6173795 -3.7137517)",,,,,
60004573,,Padre José Tinajero,residential,False,True,43.04,"LINESTRING (-79.6164447 -3.7137825, -79.6168323 -3.7137972)",,,,,
60004630,,Avendia Del Minero,residential,False,False,65.528,"LINESTRING (-79.6164447 -3.7137825, -79.6164367 -3.7137142, -79.6164467 -3.7135616, -79.6164279 -3.7135382, -79.6164018 -3.7135309, -79.6161778 -3.7135561, -79.616092 -3.7135563)",,,,,
60004565,,Antonio Jose de Sucre,primary,True,False,160.216,"LINESTRING (-79.6208838 -3.7178589, -79.620747 -3.7178575, -79.6206544 -3.7178214, -79.6205056 -3.7177344, -79.6203795 -3.7176046, -79.62024 -3.7174453, -79.6200469 -3.7172259, -79.61989 -3.7170358, -79.6198042 -3.7169796)",,,,,
60004565,,Antonio Jose de Sucre,primary,True,False,114.664,"LINESTRING (-79.6198042 -3.7169796, -79.6188969 -3.716486)",,,,,
60006454,,24 de mayo,residential,False,False,64.768,"LINESTRING (-79.6198042 -3.7169796, -79.619945 -3.7166999, -79.6200174 -3.7164403)",,,,,
60004565,,Antonio Jose de Sucre,primary,True,False,104.628,"LINESTRING (-79.6179557 -3.7159787, -79.6179487 -3.7159754, -79.6171769 -3.7156095, -79.6171049 -3.7155731)",,,,,
"[60957580, 60004589, 60957582]",2,Gonzalo Diaz,residential,False,True,104.462,"LINESTRING (-79.6179557 -3.7159787, -79.6178702 -3.7163575, -79.6178378 -3.716503, -79.6177857 -3.7167871, -79.6177505 -3.7168948)",yes,,,,
603929710,,CalleGonzalo Diaz,residential,True,False,56.592,"LINESTRING (-79.6179557 -3.7159787, -79.618071 -3.7154925, -79.6180725 -3.7154833)",,,,,
60004911,,24 de Junio,residential,True,False,44.184,"LINESTRING (-79.6171049 -3.7155731, -79.617143 -3.7154602, -79.6172552 -3.7152055)",,,,,
"[60004912, 603929711]",,"['Simon Bolivar', '24 de Junio']",primary,True,False,199.618,"LINESTRING (-79.6171049 -3.7155731, -79.6169019 -3.7160069, -79.6168551 -3.7160468, -79.6167827 -3.7160308, -79.6166155 -3.7159351, -79.6157628 -3.7154317)",,,,,
60004578,1,Luis Angel Romero,residential,True,False,21.835,"LINESTRING (-79.6153557 -3.7152599, -79.6154188 -3.7150739)",,,,,
60004912,,Simon Bolivar,primary,True,False,152.285,"LINESTRING (-79.6153557 -3.7152599, -79.6142273 -3.7147487, -79.6141349 -3.714653)",,,,,
60004573,,Padre José Tinajero,residential,False,False,128.655,"LINESTRING (-79.6183638 -3.7131869, -79.6181935 -3.7131963, -79.6180621 -3.7132565, -79.6178542 -3.713393, -79.6173795 -3.7137517)",,,,,
60004573,,Padre José Tinajero,residential,False,True,130.452,"LINESTRING (-79.6183638 -3.7131869, -79.6184778 -3.7132056, -79.6186548 -3.7133087, -79.6188091 -3.7134091, -79.6189418 -3.7135523, -79.6190424 -3.7137088, -79.6191417 -3.7139029, -79.6191846 -3.7139591)",,,,,
40196293,,Avenida del Artesano,residential,True,False,56.606,"LINESTRING (-79.6183544 -3.7145506, -79.617869 -3.714394)",,,,,
603933070,,Gonzalo Diaz,residential,True,False,107.302,"LINESTRING (-79.6183544 -3.7145506, -79.6183732 -3.7144262, -79.6183719 -3.7143164, -79.6183652 -3.7141545, -79.6183893 -3.7139444, -79.6184161 -3.7138989, -79.6184202 -3.7138092, -79.6184067 -3.7137022, -79.6183558 -3.7136098)",,,,,
40196293,,Avenida del Artesano,residential,True,False,14.954,"LINESTRING (-79.616902 -3.7139123, -79.6168323 -3.7137972)",,,,,
60004596,,Calle P. Armijos,residential,True,False,71.201,"LINESTRING (-79.616902 -3.7139123, -79.6168303 -3.7140013, -79.6167967 -3.714024, -79.6167511 -3.714018, -79.6164421 -3.7138873, -79.6164447 -3.7137825)",,,,,
602800221,2,Vía a Zaruma,primary,False,False,37.354,"LINESTRING (-79.6203581 -3.7122581, -79.6204104 -3.7122006, -79.6204667 -3.7121752, -79.6205418 -3.7121564, -79.6205941 -3.7121551, -79.6206558 -3.7121819)",,E585,60,,
603764656,,,living_street,False,False,158.93899999999996,"LINESTRING (-79.6203581 -3.7122581, -79.6202736 -3.7120868, -79.6202453 -3.7119064, -79.6202305 -3.7117953, -79.6202426 -3.7117217, -79.6203204 -3.7116602, -79.620425 -3.7116468, -79.6204988 -3.7116615, -79.6205725 -3.7117244, -79.6206464 -3.7117964, -79.6206692 -3.7118941, -79.6206759 -3.7120668, -79.6206558 -3.7121819)",,,,,
602800221,2,Vía a Zaruma,primary,False,True,49.214999999999996,"LINESTRING (-79.6203581 -3.7122581, -79.6203393 -3.7123732, -79.6203762 -3.7126971)",,E585,60,,
60004906,,Tomás Carrión,residential,False,True,44.983,"LINESTRING (-79.6182588 -3.715861, -79.6186223 -3.7160401)",,,,,
60004907,,,residential,True,False,27.586000000000002,"LINESTRING (-79.6182588 -3.715861, -79.6181584 -3.7160719, -79.6181512 -3.7160846)",,,,,
