osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,bridge,width,junction
"[339419035, 1082817591]",Rosengatan,residential,False,True,59.588,50,"LINESTRING (17.9735743 59.3643947, 17.9736158 59.3643243, 17.9736191 59.3642585, 17.9736091 59.3641982, 17.9735807 59.3641378, 17.9735188 59.3640655, 17.9733336 59.3638948)",2,,,
172286148,Rosengatan,residential,False,False,8.288,50,"LINESTRING (17.972914 59.3648224, 17.9727937 59.3648648)",,,,
157557829,Rosengatan,residential,True,False,43.272,50,"LINESTRING (17.972914 59.3648224, 17.9731556 59.3650292, 17.9731818 59.3650491, 17.9732112 59.3650714, 17.973268 59.3651033, 17.9733518 59.3651373)",,,,
339419035,Rosengatan,residential,False,True,60.949000000000005,50,"LINESTRING (17.972914 59.3648224, 17.973062 59.3647396, 17.9732629 59.3646271, 17.9734506 59.3645205, 17.9735212 59.3644543, 17.9735743 59.3643947)",2,,,
43471642,Järnvägsgatan,tertiary,False,False,113.361,40,"LINESTRING (17.9599522 59.3647009, 17.9616479 59.3641599)",,,,
25746851,Starrbäcksgatan,residential,False,False,86.22,30,"LINESTRING (17.9599522 59.3647009, 17.9602747 59.3649566, 17.9607749 59.3653532)",,,,
24651227,Esplanaden,residential,False,False,103.085,30,"LINESTRING (17.9657068 59.3628707, 17.9657882 59.3629402, 17.9661359 59.3632371, 17.9661938 59.3632866, 17.9665382 59.3635807, 17.966639 59.3636668)",2,,,
43996602,Järnvägsgatan,tertiary,True,False,307.077,40,"LINESTRING (17.9657068 59.3628707, 17.9663117 59.362686, 17.9672881 59.3623731, 17.9685236 59.3619835, 17.9690462 59.3618187, 17.970165 59.3614659, 17.9703399 59.361451)",1,,,
1041239807,Järnvägsgatan,tertiary,False,True,257.444,40,"LINESTRING (17.9657068 59.3628707, 17.9655511 59.3629174, 17.9652128 59.3630276, 17.9642793 59.3633234, 17.9632151 59.36365, 17.9618518 59.3640956)",,,,
24651260,Esplanaden,residential,False,False,122.911,30,"LINESTRING (17.9647638 59.3621247, 17.9646768 59.3620541, 17.9636097 59.3611888)",2,,,
25630968,Esplanaden,residential,True,False,70.56299999999999,30,"LINESTRING (17.9647638 59.3621247, 17.9651705 59.3624465, 17.9654124 59.3626379, 17.9654381 59.3626582)",,,,
87935763,Järnvägsgatan,tertiary,True,False,101.616,40,"LINESTRING (17.9703399 59.361451, 17.9718815 59.3609842)",2,,,
1041609555,Rosengatan,residential,False,False,96.356,50,"LINESTRING (17.9703399 59.361451, 17.9704379 59.3615316, 17.9709545 59.3619562, 17.9712175 59.3621724, 17.9712359 59.3621875)",2,,,
158669294,Vegagatan,residential,False,True,148.81400000000002,30,"LINESTRING (17.9593425 59.3666953, 17.9594561 59.3666595, 17.9615767 59.3659917)",,,,
"[24829236, 771471239]",Hamngatan,residential,False,"[False, True]",73.279,7,"LINESTRING (17.9641512 59.3584006, 17.964237 59.3584273, 17.9646051 59.3585463, 17.9644058 59.3587186, 17.9642209 59.3588785)",,,,
164591651,Hamngatan,tertiary,False,False,109.61999999999999,40,"LINESTRING (17.9641512 59.3584006, 17.9641077 59.3584416, 17.9639394 59.3586004, 17.963331 59.3592127, 17.9632688 59.3592778)",2,,,
24829260,Franstorpsvägen,residential,False,False,252.42400000000004,30,"LINESTRING (17.9657222 59.3591259, 17.9656388 59.3592439, 17.9656117 59.3592823, 17.9649653 59.359804, 17.9648992 59.3598574, 17.9643696 59.3602848, 17.9657069 59.3607669, 17.9658685 59.3607802)",,,,
24829260,Franstorpsvägen,residential,False,True,252.42399999999998,30,"LINESTRING (17.9658685 59.3607802, 17.9657069 59.3607669, 17.9643696 59.3602848, 17.9648992 59.3598574, 17.9649653 59.359804, 17.9656117 59.3592823, 17.9656388 59.3592439, 17.9657222 59.3591259)",,,,
43471641,Humblegatan,residential,False,False,65.313,30,"LINESTRING (17.9658685 59.3607802, 17.9657378 59.3608868, 17.9653827 59.3612413, 17.9653226 59.3612971)",,,,
24829267,Högklintavägen,residential,False,False,127.244,30,"LINESTRING (17.9705384 59.3588696, 17.9704178 59.3588908, 17.970287 59.3589138, 17.9698179 59.3593255, 17.9692941 59.3597865)",,,,
43471634,Albygatan,residential,False,False,91.30199999999999,30,"LINESTRING (17.9705384 59.3588696, 17.9709897 59.3595759, 17.9710753 59.3596409)",,,7,
81294865,Gjuteribacken,residential,False,False,60.477,30,"LINESTRING (17.9710753 59.3596409, 17.9703444 59.3600372)",,,6,
43015562,Gjuteribacken,residential,True,False,65.759,30,"LINESTRING (17.9710753 59.3596409, 17.9714198 59.3594688, 17.9715039 59.3594268, 17.9719041 59.359227)",,,,
43471634,Albygatan,residential,False,True,91.30199999999999,30,"LINESTRING (17.9710753 59.3596409, 17.9709897 59.3595759, 17.9705384 59.3588696)",,,7,
24829281,Otterstavägen,residential,False,True,95.854,30,"LINESTRING (17.9719041 59.359227, 17.9717896 59.3591168, 17.9718153 59.3589978, 17.9718413 59.3588773, 17.971897 59.358619, 17.9719358 59.3584393, 17.9719887 59.3583905)",,,,
147040315,Vackra vägen,residential,False,False,154.04399999999998,30,"LINESTRING (17.9737472 59.365829, 17.9736291 59.366439, 17.9736076 59.3665469, 17.9734678 59.367207)",2,,,
147040315,Vackra vägen,residential,False,True,27.828,30,"LINESTRING (17.9737472 59.365829, 17.9737409 59.3657891, 17.97363 59.3655866)",2,,,
156452163,Kolonivägen,residential,False,False,90.40400000000001,30,"LINESTRING (17.9737472 59.365829, 17.9738817 59.3658372, 17.9741757 59.3658606, 17.9751546 59.3659235, 17.975316 59.3659591)",,,,
146215700,Rensgatan,residential,False,False,99.87,30,"LINESTRING (17.9734678 59.367207, 17.9732838 59.3671985, 17.9728894 59.3671865, 17.9717136 59.3672521)",,,,
147040315,Vackra vägen,residential,False,True,154.04399999999998,30,"LINESTRING (17.9734678 59.367207, 17.9736076 59.3665469, 17.9736291 59.366439, 17.9737472 59.365829)",2,,,
156452163,Kolonivägen,residential,False,True,90.404,30,"LINESTRING (17.975316 59.3659591, 17.9751546 59.3659235, 17.9741757 59.3658606, 17.9738817 59.3658372, 17.9737472 59.365829)",,,,
156452170,Ängsstigen,residential,False,False,141.158,30,"LINESTRING (17.975316 59.3659591, 17.9754587 59.3658507, 17.976611 59.3650179, 17.9767524 59.364922)",,,,
"[729199784, 156452184]",Ängsstigen,residential,False,True,157.942,30,"LINESTRING (17.975316 59.3659591, 17.9751143 59.3663639, 17.9748869 59.3669212, 17.9749121 59.3669538, 17.9755746 59.3671656)",,,,
"[156452184, 729199784]",Ängsstigen,residential,False,False,157.942,30,"LINESTRING (17.9755746 59.3671656, 17.9749121 59.3669538, 17.9748869 59.3669212, 17.9751143 59.3663639, 17.975316 59.3659591)",,,,
43471642,Järnvägsgatan,tertiary,False,True,113.361,40,"LINESTRING (17.9616479 59.3641599, 17.9599522 59.3647009)",,,,
"[43471642, 1041239807]",Järnvägsgatan,tertiary,False,False,13.587,40,"LINESTRING (17.9616479 59.3641599, 17.9617423 59.3641298, 17.9618518 59.3640956)",,,,
662718185,Landsvägen,tertiary,True,False,6.554,30,"LINESTRING (17.963323 59.3610553, 17.9634253 59.3610278)",,,,
662718210,Landsvägen,tertiary,True,False,90.97,40,"LINESTRING (17.963323 59.3610553, 17.963087 59.3609345, 17.9622871 59.3606836, 17.9622313 59.3606656, 17.961995 59.3606039)",2,,,
25746784,Vattugatan,residential,False,False,69.451,30,"LINESTRING (17.9654262 59.365853, 17.9651859 59.3658935, 17.9648695 59.3659906, 17.9643586 59.3661541)",,,,
25746784,Vattugatan,residential,False,True,111.30799999999999,30,"LINESTRING (17.9624926 59.3667514, 17.9630095 59.366586, 17.9635775 59.3664042, 17.9640403 59.366256, 17.9641561 59.3662189)",,,,
25746851,Starrbäcksgatan,residential,False,True,99.142,30,"LINESTRING (17.9624926 59.3667514, 17.962031 59.3663685, 17.9615767 59.3659917)",,,,
146215715,Eliegatan,residential,False,False,99.14699999999999,30,"LINESTRING (17.9634576 59.3673401, 17.9643859 59.367046, 17.9649437 59.3668693)",,,,
25746851,Starrbäcksgatan,residential,False,False,99.142,30,"LINESTRING (17.9615767 59.3659917, 17.962031 59.3663685, 17.9624926 59.3667514)",,,,
25746851,Starrbäcksgatan,residential,False,True,55.793,30,"LINESTRING (17.9615767 59.3659917, 17.9615011 59.3659291, 17.9610602 59.3655645)",,,,
158669294,Vegagatan,residential,False,False,148.81400000000002,30,"LINESTRING (17.9615767 59.3659917, 17.9594561 59.3666595, 17.9593425 59.3666953)",,,,
158669294,Vegagatan,residential,False,True,108.02199999999999,30,"LINESTRING (17.9615767 59.3659917, 17.9617379 59.3659409, 17.9621535 59.3658101, 17.9630746 59.36552, 17.9631985 59.365481)",,,,
25746851,Starrbäcksgatan,residential,False,False,28.519,30,"LINESTRING (17.9607749 59.3653532, 17.9610602 59.3655645)",,,,
25746851,Starrbäcksgatan,residential,False,True,86.22,30,"LINESTRING (17.9607749 59.3653532, 17.9602747 59.3649566, 17.9599522 59.3647009)",,,,
25746851,Starrbäcksgatan,residential,False,True,28.519,30,"LINESTRING (17.9610602 59.3655645, 17.9607749 59.3653532)",,,,
25746851,Starrbäcksgatan,residential,False,False,55.793,30,"LINESTRING (17.9610602 59.3655645, 17.9615011 59.3659291, 17.9615767 59.3659917)",,,,
147543243,Duvgränd,residential,False,True,109.804,30,"LINESTRING (17.9610602 59.3655645, 17.961738 59.3653379, 17.961882 59.3652898, 17.962674 59.3650178)",,,,
158669304,Fredsgatan,residential,True,False,111.716,30,"LINESTRING (17.962674 59.3650178, 17.9616479 59.3641599)",,,,
147543243,Duvgränd,residential,False,False,109.804,30,"LINESTRING (17.962674 59.3650178, 17.961882 59.3652898, 17.961738 59.3653379, 17.9610602 59.3655645)",,,,
24651227,Esplanaden,residential,False,True,103.085,30,"LINESTRING (17.966639 59.3636668, 17.9665382 59.3635807, 17.9661938 59.3632866, 17.9661359 59.3632371, 17.9657882 59.3629402, 17.9657068 59.3628707)",2,,,
"[25746925, 49222191]","['Sturegatan', 'Skolgatan']",residential,False,True,168.27100000000002,30,"LINESTRING (17.966639 59.3636668, 17.9659504 59.3638944, 17.9649583 59.3642223, 17.9645735 59.3643495, 17.9648491 59.3645668)",2,,,
"[158669296, 42659191]","['Vegagatan', 'Esplanaden']",residential,False,False,316.58699999999993,30,"LINESTRING (17.966639 59.3636668, 17.9667499 59.3637537, 17.9671852 59.3641111, 17.9671933 59.3641785, 17.9671332 59.3642252, 17.9663911 59.3644627, 17.9661597 59.3645368, 17.965951 59.3646036, 17.9651998 59.364844, 17.9651406 59.3648629, 17.9649133 59.3649357, 17.9638553 59.3652743, 17.963629 59.3653467, 17.963478 59.365395)",2,,,
1089847888,,tertiary_link,True,False,6.792,40,"LINESTRING (17.9753808 59.360867, 17.9754427 59.3608147)",,,,
43996601,Sturegatan,residential,False,True,61.934999999999995,30,"LINESTRING (17.9753808 59.360867, 17.9752294 59.360916, 17.9752179 59.3609198, 17.9744557 59.3611636)",,,,
"[25630515, 87475156, 1079021069, 1089847902]",Ekensbergsvägen,tertiary,True,False,188.406,"['40', '30']","LINESTRING (17.9753808 59.360867, 17.9750267 59.3607458, 17.9730933 59.3599539, 17.9728713 59.3598818, 17.9728033 59.3598613, 17.9727335 59.3598467)",1,yes,,
1041609556,Rosengatan,residential,False,False,60.183,50,"LINESTRING (17.9712359 59.3621875, 17.9718043 59.3626447)",2,,,
33853130,Sturegatan,residential,False,False,101.04,30,"LINESTRING (17.9712359 59.3621875, 17.9717039 59.3620348, 17.9717917 59.3620061, 17.9726332 59.3617315, 17.9727375 59.3616975)",,,,
378406277,Sturegatan,residential,True,False,203.11100000000002,30,"LINESTRING (17.9712359 59.3621875, 17.9697107 59.3626783, 17.9691245 59.362867, 17.9682052 59.3631628)",2,,,
1041609555,Rosengatan,residential,False,True,96.356,50,"LINESTRING (17.9712359 59.3621875, 17.9712175 59.3621724, 17.9709545 59.3619562, 17.9704379 59.3615316, 17.9703399 59.361451)",2,,,
"[25747480, 27689880]",Prästgårdsgatan,residential,False,"[False, True]",114.63,30,"LINESTRING (17.9684455 59.3642116, 17.9691866 59.3639692, 17.969276 59.3639441, 17.9700579 59.3637177, 17.970192 59.3636955)",,,,
25747611,Råstensgatan,residential,True,False,109.92199999999998,30,"LINESTRING (17.9737847 59.3625296, 17.973507 59.3623135, 17.9733368 59.3621738, 17.9732044 59.3620685, 17.9728147 59.3617589, 17.9727375 59.3616975)",,,,
449494780,Råstensgatan,residential,False,False,115.64500000000001,30,"LINESTRING (17.9737847 59.3625296, 17.9743159 59.3629543, 17.9748817 59.3634066)",,,,
449494781,Prästgårdsgatan,residential,True,False,82.28,30,"LINESTRING (17.9737847 59.3625296, 17.9739733 59.3624691, 17.9750134 59.3621353)",,,,
729201992,Tallgatan,residential,False,False,66.166,30,"LINESTRING (17.9767214 59.3635241, 17.9761013 59.3630199)",,,,
24324041,Götgatan,residential,False,False,80.37199999999999,30,"LINESTRING (17.9767214 59.3635241, 17.9760826 59.3637322, 17.9756581 59.3638705, 17.9755263 59.3639134)",,,,
25747523,Tallgatan,residential,False,True,116.097,30,"LINESTRING (17.9750134 59.3621353, 17.9753577 59.3624018, 17.9761013 59.3630199)",,,,
146215727,Rosengatan,residential,False,False,61.166,50,"LINESTRING (17.9722667 59.3630167, 17.9728349 59.3634844)",2,,,
27689880,Prästgårdsgatan,residential,False,True,139.70999999999998,30,"LINESTRING (17.9722667 59.3630167, 17.9721081 59.3630685, 17.971843 59.363155, 17.9715628 59.3632466, 17.9713714 59.3633091, 17.9710901 59.3634009, 17.9708089 59.3634935, 17.970569 59.3635752, 17.970192 59.3636955)",,,,
90044075,Prästgårdsgatan,residential,True,False,101.65,30,"LINESTRING (17.9722667 59.3630167, 17.9724076 59.3629715, 17.9730316 59.3627713, 17.9731915 59.36272, 17.9737847 59.3625296)",,,,
1041609556,Rosengatan,residential,False,True,48.964999999999996,50,"LINESTRING (17.9722667 59.3630167, 17.9721811 59.3629479, 17.9718043 59.3626447)",2,,,
25747638,Lysgränd,residential,False,False,92.975,30,"LINESTRING (17.9727375 59.3616975, 17.9727242 59.3616856, 17.9723929 59.3614059, 17.972007 59.3610877, 17.9718815 59.3609842)",,,8,
33853130,Sturegatan,residential,False,True,101.03999999999999,30,"LINESTRING (17.9727375 59.3616975, 17.9726332 59.3617315, 17.9717917 59.3620061, 17.9717039 59.3620348, 17.9712359 59.3621875)",,,,
42659190,Sturegatan,residential,False,False,114.03699999999999,30,"LINESTRING (17.9727375 59.3616975, 17.9729371 59.3616355, 17.9739291 59.3613273, 17.9741356 59.3612631, 17.9744557 59.3611636)",,,,
729201954,Råstensgatan,residential,False,True,67.155,30,"LINESTRING (17.9755263 59.3639134, 17.9748817 59.3634066)",,,,
24324041,Götgatan,residential,False,False,127.18900000000001,30,"LINESTRING (17.9755263 59.3639134, 17.973967 59.3644191, 17.9737336 59.3644107, 17.9736699 59.3644047, 17.9735743 59.3643947)",,,,
24324041,Götgatan,residential,False,True,80.372,30,"LINESTRING (17.9755263 59.3639134, 17.9756581 59.3638705, 17.9760826 59.3637322, 17.9767214 59.3635241)",,,,
729201954,Råstensgatan,residential,False,False,27.546,30,"LINESTRING (17.9755263 59.3639134, 17.9756296 59.3639579, 17.9757217 59.364039, 17.9755801 59.3640841)",,,,
25747638,Lysgränd,residential,False,True,92.975,30,"LINESTRING (17.9718815 59.3609842, 17.972007 59.3610877, 17.9723929 59.3614059, 17.9727242 59.3616856, 17.9727375 59.3616975)",,,8,
45921907,Järnvägsgatan,tertiary,True,False,112.52000000000001,40,"LINESTRING (17.9718815 59.3609842, 17.9720887 59.3609019, 17.9732423 59.3605665, 17.9734161 59.3605182, 17.9735994 59.3604817)",1,,,
146215727,Rosengatan,residential,False,True,53.675,50,"LINESTRING (17.9733336 59.3638948, 17.9729569 59.3635848, 17.9728349 59.3634844)",2,,,
"[729202816, 679136100, 679136101]",Vintergatan,residential,False,False,103.16,30,"LINESTRING (17.9733336 59.3638948, 17.9733797 59.3638806, 17.9734522 59.363858, 17.9736131 59.3638067, 17.9744678 59.3635371, 17.9748817 59.3634066)",,,,
"[339419035, 1082817591]",Rosengatan,residential,False,False,59.588,50,"LINESTRING (17.9733336 59.3638948, 17.9735188 59.3640655, 17.9735807 59.3641378, 17.9736091 59.3641982, 17.9736191 59.3642585, 17.9736158 59.3643243, 17.9735743 59.3643947)",2,,,
729201954,Råstensgatan,residential,False,False,67.155,30,"LINESTRING (17.9748817 59.3634066, 17.9755263 59.3639134)",,,,
729202817,Vintergatan,residential,False,False,81.393,30,"LINESTRING (17.9748817 59.3634066, 17.9761013 59.3630199)",,,,
449494780,Råstensgatan,residential,False,True,115.64500000000001,30,"LINESTRING (17.9748817 59.3634066, 17.9743159 59.3629543, 17.9737847 59.3625296)",,,,
"[729202816, 679136100, 679136101]",Vintergatan,residential,False,True,103.16000000000001,30,"LINESTRING (17.9748817 59.3634066, 17.9744678 59.3635371, 17.9736131 59.3638067, 17.9734522 59.363858, 17.9733797 59.3638806, 17.9733336 59.3638948)",,,,
729201992,Tallgatan,residential,False,True,66.166,30,"LINESTRING (17.9761013 59.3630199, 17.9767214 59.3635241)",,,,
729202817,Vintergatan,residential,False,True,81.393,30,"LINESTRING (17.9761013 59.3630199, 17.9748817 59.3634066)",,,,
25747523,Tallgatan,residential,False,False,116.097,30,"LINESTRING (17.9761013 59.3630199, 17.9753577 59.3624018, 17.9750134 59.3621353)",,,,
378406275,Lekplatsvägen,residential,False,False,11.436,40,"LINESTRING (17.9684674 59.3669034, 17.9683639 59.3668151)",,,,
157557809,Tulegatan,tertiary,True,False,36.116,40,"LINESTRING (17.9684674 59.3669034, 17.9683244 59.3669483, 17.9679307 59.3670786)",,,,
"[145132516, 25747783]","['Lekplatsvägen', 'Tornstigen']",residential,False,"[False, True]",193.025,30,"LINESTRING (17.9659883 59.366536, 17.9661302 59.3665166, 17.966544 59.3663801, 17.966836 59.3662838, 17.967325 59.3661217, 17.9675054 59.3660976, 17.967588 59.3661669, 17.9682773 59.3667449, 17.9683042 59.3667671, 17.9683639 59.3668151)",,,,
27663857,Bergsgatan,residential,False,True,179.50199999999998,,"LINESTRING (17.9689814 59.3647066, 17.9693691 59.3650256, 17.969721 59.3653152, 17.9698577 59.3654277, 17.9705662 59.3660108, 17.9705999 59.3660385, 17.9706498 59.3660789)",,,,
27663858,Fågelsången,residential,False,False,117.744,30,"LINESTRING (17.9689814 59.3647066, 17.9698073 59.3644487, 17.9702962 59.3642967, 17.9706788 59.3641778, 17.9707526 59.3641529)",,,,
353857838,Prästgårdsgatan,residential,True,False,62.864,30,"LINESTRING (17.9689814 59.3647066, 17.9686892 59.3644312, 17.9684455 59.3642116)",,,,
146215716,Kyrkogatan,residential,False,True,59.965,30,"LINESTRING (17.9707526 59.3641529, 17.970192 59.3636955)",,,,
27663858,Fågelsången,residential,False,False,139.46,30,"LINESTRING (17.9707526 59.3641529, 17.9708729 59.3641152, 17.9711443 59.3640303, 17.9715843 59.3638926, 17.9716431 59.3638742, 17.9716599 59.3638689, 17.9728349 59.3634844)",,,,
27663858,Fågelsången,residential,False,True,117.744,30,"LINESTRING (17.9707526 59.3641529, 17.9706788 59.3641778, 17.9702962 59.3642967, 17.9698073 59.3644487, 17.9689814 59.3647066)",,,,
"[146215723, 146215716]",Kyrkogatan,residential,False,"[False, True]",159.927,"['30', '50']","LINESTRING (17.9707526 59.3641529, 17.9712267 59.3645279, 17.9715055 59.3647485, 17.9715365 59.364773, 17.9716276 59.3648319, 17.9717166 59.3648765, 17.9717808 59.3648897, 17.9718384 59.3649016, 17.9719671 59.364915, 17.9720665 59.3649151, 17.9725346 59.3649, 17.9726691 59.3648924, 17.9727362 59.3648811, 17.9727937 59.3648648)",,,,
146215716,Kyrkogatan,residential,False,False,59.965,30,"LINESTRING (17.970192 59.3636955, 17.9707526 59.3641529)",,,,
27689880,Prästgårdsgatan,residential,False,False,139.71,30,"LINESTRING (17.970192 59.3636955, 17.970569 59.3635752, 17.9708089 59.3634935, 17.9710901 59.3634009, 17.9713714 59.3633091, 17.9715628 59.3632466, 17.971843 59.363155, 17.9721081 59.3630685, 17.9722667 59.3630167)",,,,
"[27689880, 25747480]",Prästgårdsgatan,residential,False,"[False, True]",114.63,30,"LINESTRING (17.970192 59.3636955, 17.9700579 59.3637177, 17.969276 59.3639441, 17.9691866 59.3639692, 17.9684455 59.3642116)",,,,
27689867,Brunnsgatan,residential,False,False,75.38,,"LINESTRING (17.9682052 59.3631628, 17.968501 59.363414, 17.9688958 59.3637422)",,,,
27689867,Brunnsgatan,residential,False,True,83.245,,"LINESTRING (17.9682052 59.3631628, 17.9681746 59.363136, 17.9677651 59.3627766, 17.9677601 59.3627724, 17.9677125 59.3627329, 17.9674553 59.3625191)",,,,
378406277,Sturegatan,residential,True,False,104.961,30,"LINESTRING (17.9682052 59.3631628, 17.9677008 59.3633251, 17.9668071 59.3636127, 17.966639 59.3636668)",2,,,
27689867,Brunnsgatan,residential,False,False,83.24499999999999,,"LINESTRING (17.9674553 59.3625191, 17.9677125 59.3627329, 17.9677601 59.3627724, 17.9677651 59.3627766, 17.9681746 59.363136, 17.9682052 59.3631628)",,,,
27689867,Brunnsgatan,residential,False,True,75.38,,"LINESTRING (17.9688958 59.3637422, 17.968501 59.363414, 17.9682052 59.3631628)",,,,
172286148,Rosengatan,residential,False,True,8.288,50,"LINESTRING (17.9727937 59.3648648, 17.972914 59.3648224)",,,,
"[146215723, 146215716]",Kyrkogatan,residential,False,"[False, True]",159.927,"['50', '30']","LINESTRING (17.9727937 59.3648648, 17.9727362 59.3648811, 17.9726691 59.3648924, 17.9725346 59.3649, 17.9720665 59.3649151, 17.9719671 59.364915, 17.9718384 59.3649016, 17.9717808 59.3648897, 17.9717166 59.3648765, 17.9716276 59.3648319, 17.9715365 59.364773, 17.9715055 59.3647485, 17.9712267 59.3645279, 17.9707526 59.3641529)",,,,
146215727,Rosengatan,residential,False,True,61.166,50,"LINESTRING (17.9728349 59.3634844, 17.9722667 59.3630167)",2,,,
27663858,Fågelsången,residential,False,True,139.46,30,"LINESTRING (17.9728349 59.3634844, 17.9716599 59.3638689, 17.9716431 59.3638742, 17.9715843 59.3638926, 17.9711443 59.3640303, 17.9708729 59.3641152, 17.9707526 59.3641529)",,,,
146215727,Rosengatan,residential,False,False,53.675,50,"LINESTRING (17.9728349 59.3634844, 17.9729569 59.3635848, 17.9733336 59.3638948)",2,,,
146215700,Rensgatan,residential,False,True,99.87,30,"LINESTRING (17.9717136 59.3672521, 17.9728894 59.3671865, 17.9732838 59.3671985, 17.9734678 59.367207)",,,,
156445988,Furuvägen,residential,False,False,64.814,,"LINESTRING (17.9717136 59.3672521, 17.9714477 59.3670144, 17.9711471 59.3667457)",,,,
156449534,Rensgatan,residential,True,False,90.31700000000001,30,"LINESTRING (17.9679307 59.3670786, 17.9679638 59.3671074, 17.9679811 59.3671224, 17.9681419 59.3672868, 17.9682266 59.3673542, 17.9683564 59.3673941, 17.9687848 59.3673697, 17.9689538 59.3673601, 17.9691773 59.3673513)",,,,
157557789,Vackra vägen,residential,True,False,32.552,30,"LINESTRING (17.9735679 59.3652962, 17.9735653 59.3653295, 17.973571 59.3653849, 17.9735766 59.3654072, 17.9735824 59.3654301, 17.9736026 59.3654941, 17.97363 59.3655866)",1,,,
