osmid,highway,maxspeed,junction,oneway,reversed,length,name,geometry,lanes,bridge
1080535055,tertiary,50,roundabout,True,False,4.024,,"LINESTRING (17.9425568 59.4301422, 17.942511 59.4301145)",,
39502564,residential,30,,True,False,119.381,Utsiktsvägen,"LINESTRING (17.9527957 59.4321606, 17.9535154 59.4311513)",,
7654271,residential,30,,False,False,122.269,Sankt Eriks väg,"LINESTRING (17.9527957 59.4321606, 17.9523295 59.4320534, 17.9522352 59.4320385, 17.9521006 59.4320428, 17.9518608 59.4320738, 17.9514625 59.4321429, 17.9511215 59.4322331, 17.9508075 59.432327)",,
39503841,residential,30,,False,False,125.19200000000001,Nytorpsvägen,"LINESTRING (17.9535154 59.4311513, 17.9540822 59.4315018, 17.954782 59.4319345, 17.9548823 59.432034)",,
39503841,residential,30,,False,True,64.336,Nytorpsvägen,"LINESTRING (17.9535154 59.4311513, 17.9533682 59.4310782, 17.9531092 59.4309832, 17.9527401 59.430915, 17.9525314 59.4308798)",,
4967813,residential,30,,False,False,223.21500000000003,Mjölnarstigen,"LINESTRING (17.9508075 59.432327, 17.9507667 59.43229, 17.9507339 59.4322603, 17.9506895 59.4321881, 17.9506838 59.4321143, 17.9509395 59.4317945, 17.9511515 59.4313543, 17.9512077 59.431266, 17.9512726 59.4311638, 17.9514156 59.4310259, 17.9515009 59.4309717, 17.9516106 59.4309281, 17.9517099 59.4308981, 17.9518163 59.4308776, 17.9519287 59.4308596, 17.9520461 59.4308527, 17.9523694 59.4308569, 17.9525314 59.4308798)",,
7654271,residential,30,,False,False,68.66,Sankt Eriks väg,"LINESTRING (17.9508075 59.432327, 17.9505435 59.4324476, 17.9503751 59.4325776, 17.9501857 59.4325772, 17.9498283 59.4325426)",,
7654271,residential,30,,False,True,122.269,Sankt Eriks väg,"LINESTRING (17.9508075 59.432327, 17.9511215 59.4322331, 17.9514625 59.4321429, 17.9518608 59.4320738, 17.9521006 59.4320428, 17.9522352 59.4320385, 17.9523295 59.4320534, 17.9527957 59.4321606)",,
39503845,residential,30,,False,True,24.348,Ängsvägen,"LINESTRING (17.9525314 59.4308798, 17.9525696 59.4306617)",,
4967813,residential,30,,False,True,223.21500000000003,Mjölnarstigen,"LINESTRING (17.9525314 59.4308798, 17.9523694 59.4308569, 17.9520461 59.4308527, 17.9519287 59.4308596, 17.9518163 59.4308776, 17.9517099 59.4308981, 17.9516106 59.4309281, 17.9515009 59.4309717, 17.9514156 59.4310259, 17.9512726 59.4311638, 17.9512077 59.431266, 17.9511515 59.4313543, 17.9509395 59.4317945, 17.9506838 59.4321143, 17.9506895 59.4321881, 17.9507339 59.4322603, 17.9507667 59.43229, 17.9508075 59.432327)",,
39503841,residential,30,,False,False,64.336,Nytorpsvägen,"LINESTRING (17.9525314 59.4308798, 17.9527401 59.430915, 17.9531092 59.4309832, 17.9533682 59.4310782, 17.9535154 59.4311513)",,
