osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,access,est_width
1126693173,Munkbroleden,unclassified,50,True,False,22.826,"LINESTRING (18.066871 59.3246497, 18.0668629 59.3247006, 18.066817 59.3247685, 18.0667425 59.3248416)",,,,
1130875667,Munkbron,residential,50,True,False,9.611,"LINESTRING (18.0670747 59.3247759, 18.0669719 59.3248446)",,,,
166757986,Munkbron,residential,,True,False,16.649,"LINESTRING (18.0669719 59.3248446, 18.0667985 59.3249654)",,,,
40291345,Munkbron,unclassified,,True,False,13.210999999999999,"LINESTRING (18.0669719 59.3248446, 18.0668553 59.3248532, 18.0667425 59.3248416)",,,,
40291345,Munkbron,unclassified,,True,False,11.347,"LINESTRING (18.0667425 59.3248416, 18.0666216 59.3247603)",,,,
1126693173,Munkbroleden,unclassified,50,True,False,77.511,"LINESTRING (18.0667425 59.3248416, 18.0665705 59.32502, 18.0662432 59.3253382, 18.0661917 59.3253972, 18.0661748 59.3254332, 18.0661761 59.3254705)",,,,
42272259,Strömgatan,unclassified,,True,False,40.665,"LINESTRING (18.0682837 59.3288618, 18.068441 59.3289242, 18.0686545 59.3290358, 18.0687328 59.3290758, 18.0687662 59.3291245)",,,,
"[335216929, 120346762, 165626102]","['Riddarholmsbron', 'Riddarhustorget']",unclassified,50,True,False,20.992999999999995,"LINESTRING (18.0656508 59.3253942, 18.0657288 59.3254004, 18.0658351 59.3254358, 18.0658494 59.3254381, 18.0659953 59.325454)",yes,1,,
"[335216928, 1260740961, 22822180]","['Riddarholmsbron', 'Birger Jarls Torg']",unclassified,30,False,"[False, True]",60.647999999999996,"LINESTRING (18.0656508 59.3253942, 18.0651988 59.3251952, 18.0651019 59.3251485, 18.0649348 59.3250541, 18.0648585 59.3250303)",yes,2,,
169754212,Skeppsbron,unclassified,50,True,False,374.515,"LINESTRING (18.0757605 59.3250267, 18.0757077 59.3251847, 18.0756881 59.3253024, 18.0756424 59.3255313, 18.0756119 59.3256024, 18.0755248 59.3257212, 18.0751337 59.3261405, 18.0750872 59.3261755, 18.0748629 59.3263444, 18.0746121 59.3265547, 18.0745665 59.326593, 18.0744594 59.3267043, 18.0743995 59.3267691, 18.0730802 59.3278709, 18.0730254 59.327954, 18.0730018 59.3280371)",,,no,
"[1062844586, 212085595, 1062844587]",Skeppsbron,tertiary,50,True,False,376.14399999999995,"LINESTRING (18.0757605 59.3250267, 18.0757779 59.3251228, 18.0756925 59.3255699, 18.0756284 59.3257306, 18.0755325 59.3258705, 18.0753109 59.3260976, 18.0752709 59.3261331, 18.0751943 59.3261854, 18.0749645 59.3263425, 18.0748257 59.3264575, 18.0747104 59.3265769, 18.0746601 59.3266231, 18.0745296 59.3267243, 18.0744594 59.3267881, 18.0731687 59.3278974, 18.0730018 59.3280371)",,2,,
179043384,Riddarhustorget,tertiary,50,True,False,30.783,"LINESTRING (18.0666171 59.3258312, 18.0665421 59.3257577, 18.0662481 59.3256347)",,2,,
26321715,Storkyrkobrinken,unclassified,,True,False,8.467,"LINESTRING (18.0669631 59.3258258, 18.0670493 59.3257862, 18.0670807 59.3257806)",,,,4
252124526,Riddarhustorget,tertiary,50,True,False,15.235,"LINESTRING (18.0669631 59.3258258, 18.0670547 59.3258777, 18.067133 59.3259317)",,2,,
"[252124520, 252124502]",Riddarhusgränd,tertiary,50,True,False,90.74799999999999,"LINESTRING (18.0656224 59.3264703, 18.0660041 59.3262266, 18.0664939 59.3259087, 18.0665491 59.3258764, 18.0666171 59.3258312)",,1,,
"[120346753, 252124526]",Riddarhustorget,tertiary,50,True,False,14.139,"LINESTRING (18.066776 59.3257418, 18.0667983 59.3257515, 18.066871 59.3257833, 18.0669631 59.3258258)",,2,,
120346753,Riddarhustorget,tertiary,50,True,False,45.836,"LINESTRING (18.0661761 59.3254705, 18.0661992 59.3254976, 18.066244 59.3255219, 18.066776 59.3257418)",,2,,
252124503,Riddarhustorget,tertiary,50,True,False,17.796,"LINESTRING (18.067133 59.3259317, 18.0671683 59.3259744, 18.0671977 59.3260397, 18.0671979 59.3260864)",,,,
863836488,Myntgatan,unclassified,50,True,False,41.536,"LINESTRING (18.067133 59.3259317, 18.0673642 59.3260964, 18.0675593 59.3262354)",,,,
120346769,Riddarhustorget,unclassified,50,True,False,10.419,"LINESTRING (18.0659953 59.325454, 18.0661761 59.3254705)",,,,
863836489,Munkbroleden,unclassified,50,True,False,85.38,"LINESTRING (18.0659953 59.325454, 18.0660071 59.325416, 18.0660341 59.3253778, 18.066157 59.3252837, 18.0663308 59.3251262, 18.0664955 59.3249314, 18.0666216 59.3247603)",,2,,
"[212085603, 709655847, 22822143]","['Slottskajen', 'Myntgatan']",unclassified,30,False,True,235.328,"LINESTRING (18.0675593 59.3262354, 18.0678914 59.3264027, 18.0684939 59.326674, 18.0686231 59.3267279, 18.0692763 59.3269636, 18.0707287 59.3274306, 18.0708916 59.3274847)",,,,
120346760,Myntgatan,unclassified,50,True,False,26.36,"LINESTRING (18.0675593 59.3262354, 18.0673655 59.3261541, 18.0673062 59.3261301, 18.0671979 59.3260864)",,,,
"[160753616, 165626101]","['Riddarholmsbron', 'Riddarhustorget']",unclassified,50,True,False,44.017999999999994,"LINESTRING (18.0662481 59.3256347, 18.0659482 59.3255417, 18.0658667 59.325515, 18.0658057 59.3254897, 18.0657724 59.3254729, 18.0656721 59.3254274, 18.0656508 59.3253942)",yes,1,,
179043384,Riddarhustorget,tertiary,50,True,False,25.759,"LINESTRING (18.0662481 59.3256347, 18.0660541 59.3255417, 18.0660006 59.3254996, 18.0659953 59.325454)",,2,,
22822121,Rådhusgränd,tertiary,50,True,False,98.863,"LINESTRING (18.0671979 59.3260864, 18.0671765 59.3261084, 18.0671496 59.326127, 18.0667703 59.3263688, 18.0663128 59.3266493, 18.0662578 59.3266752, 18.0662048 59.3266923, 18.0661456 59.3267062, 18.0660893 59.3267181, 18.0660269 59.3267237)",,1,,
120346773,Riddarhustorget,tertiary,50,True,False,43.482,"LINESTRING (18.0671979 59.3260864, 18.0668233 59.3259214, 18.0667287 59.3258804, 18.0666171 59.3258312)",,2,,
"[1168608100, 30774735]",Stora Nygatan,residential,,True,False,59.179,"LINESTRING (18.0674376 59.3253303, 18.0668772 59.3256789, 18.066776 59.3257418)",,,,
40291343,Munkbron,unclassified,,True,False,18.746,"LINESTRING (18.0666216 59.3247603, 18.066871 59.3246497)",,,,
"[23745128, 1126693174]","['Munkbroleden', 'Munkbrogatan']",unclassified,50,True,False,66.42999999999999,"LINESTRING (18.0666216 59.3247603, 18.0666699 59.3246235, 18.0666752 59.3245072, 18.0666692 59.3244373, 18.0666626 59.3243234, 18.0666706 59.3242391, 18.0668146 59.3242324)",,,,
1974,Slottskajen,tertiary,30,True,False,7.715999999999999,"LINESTRING (18.0730018 59.3280371, 18.0729357 59.3280428, 18.0728677 59.3280487)",,1,,
24254277,Skeppsbron,tertiary,50,True,False,426.33599999999996,"LINESTRING (18.0728662 59.3279345, 18.0728844 59.3278867, 18.0729478 59.3278072, 18.0737746 59.3271288, 18.0742063 59.3267577, 18.0742464 59.3267206, 18.0743164 59.3266635, 18.0744554 59.3265567, 18.0745826 59.3264564, 18.0747684 59.3263092, 18.0749356 59.3261446, 18.0749788 59.3261003, 18.0750123 59.3260683, 18.0752205 59.3258392, 18.0753699 59.3256905, 18.0754746 59.3255842, 18.0755198 59.3255207, 18.0755684 59.3253011, 18.0755994 59.3251843, 18.0756249 59.325, 18.0756274 59.3248731, 18.0756029 59.3247508, 18.0755308 59.3245748, 18.0755162 59.3244688)",,,,
212085599,Skeppsbron,unclassified,50,True,False,428.8810000000001,"LINESTRING (18.0728662 59.3279345, 18.0729412 59.3278747, 18.0743013 59.326738, 18.0743729 59.3266796, 18.0745078 59.3265738, 18.0746352 59.3264704, 18.07482 59.3263259, 18.0750371 59.3261602, 18.0750764 59.326123, 18.0754759 59.3257101, 18.0755513 59.3255884, 18.0755806 59.3255271, 18.0756267 59.3252993, 18.0756498 59.3251846, 18.0756806 59.3249812, 18.0756776 59.3248697, 18.0756668 59.3247518, 18.0755729 59.3245413, 18.0755162 59.3244688)",,,no,
212085600,Skeppsbron,tertiary,50,True,False,13.86,"LINESTRING (18.0728662 59.3279345, 18.072936 59.327974, 18.0730018 59.3280371)",,1,,
252124527,Slottskajen,tertiary,30,True,False,42.655,"LINESTRING (18.0728677 59.3280487, 18.0728156 59.3280498, 18.0727378 59.3280513, 18.0726338 59.3280413, 18.0725333 59.328022, 18.0724032 59.3279804, 18.0722017 59.3279005)",,1,,
866436524,Skeppsbron,tertiary,50,True,False,12.704,"LINESTRING (18.0728677 59.3280487, 18.0728636 59.3279946, 18.0728662 59.3279345)",,1,no,
"[864175989, 166392229, 8019239]","['Kornhamnstorg', 'Munkbroleden']",unclassified,"['50', '5']",True,False,421.1459999999999,"LINESTRING (18.0711392 59.322974, 18.0715308 59.3227287, 18.0715836 59.3226786, 18.0715839 59.3226562, 18.0715798 59.3226293, 18.0715266 59.3225898, 18.0714239 59.3225703, 18.0712158 59.3226006, 18.0710142 59.3226159, 18.0708207 59.3226226, 18.0706953 59.3226128, 18.0705768 59.322599, 18.0703662 59.3225656, 18.070226 59.322544, 18.0700153 59.3225215, 18.0698211 59.3225055, 18.069715 59.3225058, 18.0696184 59.3225144, 18.0694313 59.3225446, 18.0692991 59.3225782, 18.0691099 59.3226374, 18.0688271 59.3227558, 18.0685384 59.3228809, 18.067948 59.3231578, 18.0678967 59.3231822, 18.0677293 59.323283, 18.0675427 59.3234078, 18.0673191 59.3235736, 18.067157 59.3237159, 18.0670328 59.3238274, 18.0669625 59.3239055, 18.0669012 59.3239938, 18.0668561 59.324086, 18.0668146 59.3242324)",,,,
445085713,Kornhamnstorg,unclassified,,True,False,16.079,"LINESTRING (18.0708564 59.3229836, 18.0710118 59.3229785, 18.0711392 59.322974)",,1,,
212085605,Slottskajen,tertiary,30,True,False,38.594,"LINESTRING (18.0722017 59.3279005, 18.0723646 59.3279322, 18.0724477 59.3279374, 18.0725543 59.3279371, 18.0726833 59.3279292, 18.0727846 59.3279243, 18.0728215 59.3279289, 18.0728662 59.3279345)",,2,,
1097511255,Slottskajen,tertiary,30,False,True,87.524,"LINESTRING (18.0722017 59.3279005, 18.0711054 59.3275544, 18.0708916 59.3274847)",,3,,
4080093,Södra Riddarholmshamnen,unclassified,30,False,False,44.617999999999995,"LINESTRING (18.0638417 59.3238667, 18.0640811 59.3237967, 18.0642566 59.3238035, 18.0645859 59.3238336)",,,,
4080093,Södra Riddarholmshamnen,unclassified,30,False,True,93.47200000000001,"LINESTRING (18.0638417 59.3238667, 18.0630474 59.3241402, 18.062473 59.3243347)",,,,
621290898,,unclassified,30,False,False,114.99099999999999,"LINESTRING (18.0638417 59.3238667, 18.0638045 59.3240786, 18.0627673 59.3244289, 18.0625515 59.3243935, 18.062473 59.3243347)",,,,
4080093,Södra Riddarholmshamnen,unclassified,30,False,False,93.47200000000001,"LINESTRING (18.062473 59.3243347, 18.0630474 59.3241402, 18.0638417 59.3238667)",,,,
621290898,,unclassified,30,False,True,114.99099999999999,"LINESTRING (18.062473 59.3243347, 18.0625515 59.3243935, 18.0627673 59.3244289, 18.0638045 59.3240786, 18.0638417 59.3238667)",,,,
662947697,Strömgatan,tertiary,30,False,False,10.511,"LINESTRING (18.0687662 59.3291245, 18.0689439 59.3291513)",,1,,
662947697,Strömgatan,tertiary,30,False,True,10.511,"LINESTRING (18.0689439 59.3291513, 18.0687662 59.3291245)",,1,,
"[120287587, 62290051, 120288398, 120288408, 1036340250]",Norrbro,tertiary,50,False,"[False, True]",215.785,"LINESTRING (18.0689439 59.3291513, 18.0690349 59.329063, 18.0690743 59.3290277, 18.069585 59.3286063, 18.069686 59.3285197, 18.0699593 59.3282847, 18.0706033 59.3277336, 18.0707716 59.3275823, 18.0707872 59.3275682, 18.0708916 59.3274847)",yes,"['1', '2']",,
"[41679291, 137504572, 23088918]","['Fredsgatan', 'Rödbodtorget']",secondary,40,True,False,115.631,"LINESTRING (18.0631044 59.3282672, 18.063175 59.3282749, 18.0637282 59.3283853, 18.063795 59.328438, 18.0638126 59.3284767, 18.0638064 59.3285179, 18.0635688 59.3287279, 18.0634746 59.3287903, 18.0633927 59.3288318, 18.0632457 59.32887, 18.063073 59.3288964)",,"['2', '3']",,
"[863743425, 766761483, 1164697750]",Skeppsbron,tertiary,50,True,False,306.09499999999997,"LINESTRING (18.0755162 59.3244688, 18.0755135 59.324426, 18.0754955 59.3243631, 18.0754212 59.324152, 18.0753412 59.3239357, 18.075241 59.3236685, 18.0751452 59.3233976, 18.0750262 59.3231017, 18.0748467 59.3228517, 18.0746534 59.3225914, 18.0744951 59.3223867, 18.0743729 59.3222271, 18.0742394 59.3220389, 18.0742186 59.3220096, 18.0741437 59.3218948, 18.0741277 59.3218648, 18.0741016 59.3218239)",,1,,
166392233,Slussplan,unclassified,30,True,False,114.67999999999999,"LINESTRING (18.0741016 59.3218239, 18.0740006 59.3218396, 18.0728582 59.3220392, 18.0727458 59.3220611, 18.0726017 59.3221029, 18.0725006 59.3221507, 18.0723346 59.3222685)",,,destination,
166392233,Slussplan,unclassified,30,True,False,21.061,"LINESTRING (18.0744558 59.3217672, 18.0741016 59.3218239)",,,destination,
"[766761481, 864171635, 1086337972, 863743423]",Skeppsbron,tertiary,50,True,False,370.71900000000005,"LINESTRING (18.0744558 59.3217672, 18.0744878 59.321843, 18.0746679 59.3221838, 18.0747422 59.3223526, 18.0748073 59.3224965, 18.0749504 59.3227177, 18.0749849 59.3227865, 18.0751304 59.3230929, 18.0752005 59.3232827, 18.0753639 59.3236612, 18.0756018 59.3243741, 18.075619 59.3244177, 18.075635 59.3244643, 18.0757444 59.324765, 18.0757631 59.3249039, 18.0757605 59.3250267)",,2,,
22822180,Birger Jarls Torg,unclassified,30,False,False,60.911,"LINESTRING (18.0647743 59.3250189, 18.0637405 59.3248709)",,,,
914731839,Birger Jarls Torg,unclassified,30,False,False,78.98,"LINESTRING (18.0647743 59.3250189, 18.0634927 59.3252964)",,,,
22822180,Birger Jarls Torg,unclassified,30,False,True,4.942,"LINESTRING (18.0647743 59.3250189, 18.0648111 59.3250242, 18.0648585 59.3250303)",,,,
