osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel,lanes
132774422,C 545,Stockholmsvägen,tertiary,40,False,False,62.044,"LINESTRING (17.5356396 59.5651049, 17.5350065 59.5655615)",,,
132774422,C 545,Stockholmsvägen,tertiary,40,False,True,21.058,"LINESTRING (17.5356396 59.5651049, 17.535722 59.5650454, 17.5358555 59.5649503)",,,
156849853,,Runbrovägen,residential,30,True,False,32.573,"LINESTRING (17.5356396 59.5651049, 17.5354335 59.5649326, 17.5353418 59.5648538)",,,
132774422,C 545,Stockholmsvägen,tertiary,40,False,True,62.044,"LINESTRING (17.5350065 59.5655615, 17.5356396 59.5651049)",,,
132774422,C 545,Stockholmsvägen,tertiary,40,False,False,178.623,"LINESTRING (17.5350065 59.5655615, 17.5341827 59.5661624, 17.5331354 59.566858)",,,
184216076,,Brittsätervägen,residential,50,False,False,60.195,"LINESTRING (17.5350065 59.5655615, 17.5351721 59.565619, 17.5356128 59.5657841, 17.5358828 59.5658709)",,,
22989126,C 545,Stockholmsvägen,tertiary,40,True,False,21.472,"LINESTRING (17.5331354 59.566858, 17.5330116 59.5670073, 17.5329949 59.5670373)",,,
132774422,C 545,Stockholmsvägen,tertiary,40,False,True,178.623,"LINESTRING (17.5331354 59.566858, 17.5341827 59.5661624, 17.5350065 59.5655615)",,,
7758676,C 545,,tertiary,40,True,False,26.592,"LINESTRING (17.5323985 59.5673373, 17.5325248 59.5672057, 17.5325519 59.5671139)",,,
22989129,C 545,Stockholmsvägen,tertiary,40,False,False,205.92199999999997,"LINESTRING (17.5323985 59.5673373, 17.5318942 59.5676512, 17.5307669 59.5683652, 17.5303767 59.5685939, 17.5301769 59.5686903, 17.5300131 59.5687275)",,,
9081295,,Stationsrondellen,tertiary,40,True,False,12.317,"LINESTRING (17.5298222 59.5689172, 17.529854 59.5689392, 17.5298788 59.5689645, 17.529901 59.5690186)",roundabout,,
327823447,,Stationsrondellen,tertiary,,True,False,12.497,"LINESTRING (17.5293483 59.5691363, 17.5293153 59.5691156, 17.5292883 59.5690913, 17.5292694 59.569064, 17.5292603 59.5690354)",roundabout,,
"[1238207777, 22989165, 160524022, 210647383, 210647386]",,"['Centrumleden', 'Ullevivägen']",unclassified,,False,False,174.58100000000002,"LINESTRING (17.5327418 59.5701637, 17.5314348 59.5696999, 17.5311263 59.5695805, 17.5305681 59.5693932, 17.5303876 59.5693191, 17.5302187 59.5692527)",,yes,
22989165,,Ullevivägen,unclassified,,False,True,140.537,"LINESTRING (17.5327418 59.5701637, 17.5328331 59.5701629, 17.5329366 59.5701391, 17.5330504 59.5700653, 17.5332948 59.5698758, 17.533437 59.5697485, 17.5334667 59.5697197, 17.5336062 59.5695844, 17.5337079 59.5694858, 17.5337637 59.5694031, 17.5338028 59.5693283, 17.53379 59.5692453, 17.5337136 59.5691879, 17.5335776 59.5691469)",,,
180930304,,Ullevivägen,residential,30,False,True,343.726,"LINESTRING (17.5327418 59.5701637, 17.5326772 59.5703019, 17.5326252 59.5703754, 17.5325884 59.5704008, 17.5322251 59.5706522, 17.5317077 59.5708916, 17.5316737 59.5709055, 17.5315228 59.5709669, 17.5313857 59.5710156, 17.528413 59.5722832)",,,
327823445,,Stationsrondellen,tertiary,40,True,False,9.314,"LINESTRING (17.5297516 59.5691614, 17.5297192 59.5691705, 17.5296508 59.5691826, 17.5295954 59.5691863)",roundabout,,
527067666,C 545,Stockholmsvägen,tertiary,40,True,False,29.192,"LINESTRING (17.5295696 59.5688616, 17.5297251 59.5688023, 17.5300131 59.5687275)",,,
527067686,,Stationsrondellen,tertiary,40,True,False,15.993,"LINESTRING (17.5295696 59.5688616, 17.5296255 59.5688632, 17.529699 59.5688731, 17.5297659 59.5688915, 17.5298222 59.5689172)",roundabout,,
22989121,C 545,Stockholmsvägen,tertiary,40,True,False,23.106,"LINESTRING (17.5327835 59.5669648, 17.5331354 59.566858)",,,
22989113,,Centrumrondellen,tertiary,40,True,False,15.149,"LINESTRING (17.5327835 59.5669648, 17.5328622 59.5669725, 17.532929 59.5669923, 17.5329673 59.5670128, 17.5329949 59.5670373)",roundabout,,
22989130,C 545,,tertiary,40,True,False,24.85,"LINESTRING (17.5327489 59.5672015, 17.5323985 59.5673373)",,,
327823432,,Centrumrondellen,tertiary,40,True,False,15.626,"LINESTRING (17.5327489 59.5672015, 17.5327078 59.5671969, 17.532669 59.5671887, 17.5326162 59.5671693, 17.5325724 59.5671402, 17.5325519 59.5671139)",roundabout,,
327823427,,Centrumrondellen,tertiary,40,True,False,6.148,"LINESTRING (17.5325519 59.5671139, 17.5325442 59.5670866, 17.5325492 59.567059)",roundabout,,
28748704,,Centrumstråket,unclassified,,True,False,18.197,"LINESTRING (17.5325492 59.567059, 17.5323109 59.5669485)",,,
"[327823427, 327823428]",,Centrumrondellen,tertiary,40,True,False,12.123,"LINESTRING (17.5325492 59.567059, 17.5325689 59.5670304, 17.5326023 59.5670053, 17.5326373 59.5669888, 17.5326782 59.5669762)",roundabout,,
327823428,,Centrumrondellen,tertiary,40,True,False,6.106,"LINESTRING (17.5326782 59.5669762, 17.5327295 59.5669674, 17.5327835 59.5669648)",roundabout,,
"[327823430, 327823431]",,Centrumrondellen,tertiary,40,True,False,27.659,"LINESTRING (17.5329949 59.5670373, 17.5330105 59.5670647, 17.5330127 59.5670931, 17.5330008 59.5671221, 17.5329751 59.5671487, 17.5329218 59.5671779, 17.5328688 59.5671934, 17.5328095 59.5672015, 17.5327489 59.5672015)",roundabout,,
22989165,,Ullevivägen,unclassified,,False,False,140.53699999999998,"LINESTRING (17.5335776 59.5691469, 17.5337136 59.5691879, 17.53379 59.5692453, 17.5338028 59.5693283, 17.5337637 59.5694031, 17.5337079 59.5694858, 17.5336062 59.5695844, 17.5334667 59.5697197, 17.533437 59.5697485, 17.5332948 59.5698758, 17.5330504 59.5700653, 17.5329366 59.5701391, 17.5328331 59.5701629, 17.5327418 59.5701637)",,,
28748245,,Däckvägen,residential,30,False,True,60.342,"LINESTRING (17.5346962 59.5638598, 17.534159 59.5643293)",,,
28748245,,Däckvägen,residential,30,False,False,60.342,"LINESTRING (17.534159 59.5643293, 17.5346962 59.5638598)",,,
184216065,,Runbrovägen,residential,,False,False,55.185,"LINESTRING (17.534159 59.5643293, 17.5334387 59.5639929)",,,
184216065,,Runbrovägen,residential,,False,True,45.903,"LINESTRING (17.534159 59.5643293, 17.5347785 59.5645975)",,,
28748618,,Källvägen,residential,30,False,False,85.047,"LINESTRING (17.528413 59.5722832, 17.527535 59.5716609)",,,
180930304,,Ullevivägen,residential,30,False,False,343.726,"LINESTRING (17.528413 59.5722832, 17.5313857 59.5710156, 17.5315228 59.5709669, 17.5316737 59.5709055, 17.5317077 59.5708916, 17.5322251 59.5706522, 17.5325884 59.5704008, 17.5326252 59.5703754, 17.5326772 59.5703019, 17.5327418 59.5701637)",,,
28748618,,Källvägen,residential,30,False,True,85.047,"LINESTRING (17.527535 59.5716609, 17.528413 59.5722832)",,,
28748619,,Artistvägen,residential,,False,False,200.494,"LINESTRING (17.527535 59.5716609, 17.5301615 59.5704437)",,,
28748619,,Artistvägen,residential,,False,True,200.494,"LINESTRING (17.5301615 59.5704437, 17.527535 59.5716609)",,,
327823446,,Stationsrondellen,tertiary,,True,False,11.84,"LINESTRING (17.5293761 59.5688987, 17.5294386 59.5688783, 17.5295023 59.5688664, 17.5295696 59.5688616)",roundabout,,
28748662,,Centrumvägen,unclassified,,False,False,101.558,"LINESTRING (17.5280208 59.5683798, 17.5282544 59.5682373, 17.5282769 59.5682235, 17.528526 59.5680715, 17.5286468 59.5679967, 17.5287405 59.5679388, 17.528896 59.5678427, 17.5290866 59.567725, 17.5291674 59.5676749)",,,
180985184,,Plommonvägen,residential,30,False,False,57.627,"LINESTRING (17.5280208 59.5683798, 17.5279491 59.5684203, 17.5278412 59.5684812, 17.5274835 59.5686832, 17.5273376 59.5687656)",,,
"[548184424, 527067671]",C 544,Centrumleden,tertiary,40,False,"[False, True]",295.9,"LINESTRING (17.5280208 59.5683798, 17.527856 59.5683107, 17.5265688 59.5677711, 17.5262471 59.5676386, 17.5260507 59.5675513, 17.5255333 59.5673213, 17.5251561 59.5671609, 17.525021 59.5671034, 17.524385 59.5668329, 17.5241637 59.5667388, 17.524001 59.5666667)",,,
527067671,C 544,Centrumleden,tertiary,,False,True,58.3,"LINESTRING (17.5280208 59.5683798, 17.5282378 59.5684702, 17.5288239 59.5687106)",,,
28748662,,Centrumvägen,unclassified,,False,True,8.885,"LINESTRING (17.5293195 59.5676537, 17.5291674 59.5676749)",,,
180985184,,Plommonvägen,residential,30,False,True,57.627,"LINESTRING (17.5273376 59.5687656, 17.5274835 59.5686832, 17.5278412 59.5684812, 17.5279491 59.5684203, 17.5280208 59.5683798)",,,
"[527247051, 156849854]",,Centrumstråket,"['unclassified', 'residential']",,False,False,148.681,"LINESTRING (17.5323109 59.5669485, 17.5321668 59.566925, 17.5319714 59.5668932, 17.5317635 59.5668237, 17.5317126 59.5668044, 17.5314878 59.5667122, 17.5312485 59.5666092, 17.5311791 59.5665758, 17.5310118 59.566507, 17.5308945 59.5664587, 17.5307862 59.5664123, 17.5305542 59.5663131, 17.530313 59.566211, 17.5302033 59.566163)",,,
527247052,,Centrumstråket,unclassified,,True,False,21.078,"LINESTRING (17.5323109 59.5669485, 17.5325038 59.5669512, 17.5326782 59.5669762)",,,
28748737,,Badhusvägen,unclassified,,False,False,276.021,"LINESTRING (17.5273036 59.5649836, 17.5271038 59.564946, 17.5269573 59.564948, 17.5268091 59.5649782, 17.526534 59.565077, 17.5263677 59.5651789, 17.5263126 59.5652091, 17.5261601 59.5652872, 17.5259043 59.565505, 17.5256688 59.5656722, 17.5254333 59.5658394, 17.5251974 59.5659771, 17.5250018 59.5660913, 17.5246334 59.5662818, 17.524001 59.5666667)",,,
