osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,junction,geometry,width,bridge
1181019532,True,3,O 668,Västerlånggatan,secondary,50,False,5.744,,"LINESTRING (11.9327793 58.3522924, 11.9327908 58.3523437)",,
310854418,True,2,O 668,Västerlånggatan,secondary,50,False,14.933,roundabout,"LINESTRING (11.9325422 58.3510216, 11.9325425 58.3510408, 11.9325385 58.3510598, 11.9325303 58.3510785, 11.9325181 58.3510966, 11.932502 58.3511139, 11.9324822 58.35113, 11.932459 58.3511448)",,
469686333,True,2,O 668,Västerlånggatan,secondary,50,False,21.090000000000003,roundabout,"LINESTRING (11.9319113 58.3510477, 11.9319107 58.3510206, 11.9319185 58.3509938, 11.9319345 58.3509681, 11.9319583 58.350944, 11.9319892 58.3509223, 11.9320264 58.3509035, 11.932069 58.3508882)",,
238166932,True,1,O 701,Strömstadsvägen,secondary,50,False,12.383,,"LINESTRING (11.9325692 58.3523082, 11.9327793 58.3522924)",,
238166939,True,2,O 668,Västerlånggatan,secondary,50,False,128.169,,"LINESTRING (11.9325692 58.3523082, 11.9324425 58.3518743, 11.9323506 58.3515586, 11.932297 58.3513561, 11.9322822 58.3513205, 11.9322608 58.351285, 11.9322165 58.3512516, 11.9321314 58.3511907)",,
8242507,False,,,Skolgatan,residential,50,False,112.53200000000001,,"LINESTRING (11.9411013 58.3520064, 11.9410834 58.3519519, 11.9410576 58.3518456, 11.9409497 58.3514486, 11.9408938 58.351232, 11.9408324 58.3510043)",7.2,
8242507,False,,,Skolgatan,residential,50,True,162.11200000000002,,"LINESTRING (11.9411013 58.3520064, 11.941141 58.3523239, 11.9412336 58.353398, 11.9412737 58.353459)",7.2,
65767814,False,,,Skolgatan,residential,,False,62.811,,"LINESTRING (11.9411013 58.3520064, 11.941211 58.3520017, 11.9412306 58.3520009, 11.9416441 58.3519816, 11.9416794 58.3519796, 11.9418382 58.3519529, 11.9419593 58.3519216, 11.9420512 58.351889, 11.9421218 58.3518656)",,
8242501,False,,,Kilbäcksgatan,unclassified,,True,144.556,,"LINESTRING (11.9430607 58.3497141, 11.9425434 58.3497771, 11.9422499 58.3498007, 11.9419937 58.3498213, 11.9418095 58.3498361, 11.9411109 58.3498926, 11.941045 58.3498937, 11.9409792 58.3498914, 11.9409108 58.3498836, 11.9408488 58.3498732, 11.940793 58.3498612, 11.9406373 58.3498256)",,
521362970,False,,,Östergatan,tertiary,50,False,122.084,,"LINESTRING (11.9430607 58.3497141, 11.943097 58.3498304, 11.9432183 58.350253, 11.9433671 58.3506805, 11.9433644 58.3507463, 11.9433489 58.350798)",,
"[521362970, 521362973]",False,,,Östergatan,tertiary,50,True,85.41799999999999,,"LINESTRING (11.9430607 58.3497141, 11.9429634 58.3493902, 11.9429138 58.349246, 11.9429316 58.3491555, 11.9429642 58.3490604, 11.9429845 58.3490101, 11.943014 58.3489576)",,
8242522,False,,,Lagerbergsgatan,tertiary,50,True,7.541,,"LINESTRING (11.9457033 58.3518392, 11.9456698 58.3517737)",,
58834817,False,,,Kämpegatan,residential,50,True,64.341,,"LINESTRING (11.9457033 58.3518392, 11.9458268 58.3518339, 11.9463578 58.351811, 11.946799 58.3517765)",6.8,
334101833,False,,,Erik Dahlbergsgatan,tertiary,50,False,107.46600000000001,,"LINESTRING (11.9457033 58.3518392, 11.9457074 58.3518923, 11.9457074 58.3519324, 11.9456945 58.3520225, 11.9456658 58.3520995, 11.9456056 58.3521928, 11.9455319 58.3522813, 11.9450904 58.3527349)",10,
334101833,False,,,Erik Dahlbergsgatan,tertiary,50,True,107.46600000000001,,"LINESTRING (11.9450904 58.3527349, 11.9455319 58.3522813, 11.9456056 58.3521928, 11.9456658 58.3520995, 11.9456945 58.3520225, 11.9457074 58.3519324, 11.9457074 58.3518923, 11.9457033 58.3518392)",10,
614445723,False,,,Erik Dahlbergsgatan,residential,50,False,21.505000000000003,,"LINESTRING (11.9450904 58.3527349, 11.945006 58.352718, 11.9447471 58.3526645)",,
8242523,False,2,,Asplundsgatan,tertiary,50,True,269.145,,"LINESTRING (11.9371483 58.3470416, 11.9376026 58.346951, 11.9380582 58.3468385, 11.9387679 58.3466042, 11.9395784 58.3463366, 11.94042 58.3460694, 11.9409154 58.3459456, 11.9409699 58.3459333, 11.9411878 58.3458869)",,
8242525,False,,,Sankt Mikaelsgatan,residential,,False,74.832,,"LINESTRING (11.9371483 58.3470416, 11.9372193 58.347139, 11.937246 58.3471868, 11.93727 58.3472359, 11.9373179 58.347392, 11.9373926 58.3476996)",,
157251019,False,,,Asplundsgatan,tertiary,50,False,215.57799999999997,,"LINESTRING (11.9371483 58.3470416, 11.9368996 58.3470845, 11.9366204 58.3471273, 11.9365469 58.3471386, 11.9363846 58.3471587, 11.9361776 58.3471843, 11.9359574 58.3472077, 11.9353806 58.347257, 11.9348683 58.347293, 11.9335186 58.3473799)",,
"[1079581025, 114714301]",False,,,Kyrkogatan,residential,50,False,88.686,,"LINESTRING (11.9395566 58.3481166, 11.9395383 58.3480806, 11.9395208 58.348037, 11.9395136 58.347986, 11.9395302 58.3479046, 11.9395653 58.347823, 11.939612 58.3477751, 11.9396442 58.3477421, 11.9397408 58.3476618, 11.93996 58.3475225, 11.9400814 58.3474648, 11.9401168 58.347422)",,
334101836,False,,,Kyrkogatan,residential,50,True,78.889,,"LINESTRING (11.9395566 58.3481166, 11.9394759 58.3481323, 11.9393747 58.348159, 11.9392353 58.348217, 11.9391379 58.3482672, 11.939073 58.3483304, 11.9387766 58.348664)",,
334101837,False,,,Stora Nygatan,residential,50,False,109.96300000000001,,"LINESTRING (11.9395566 58.3481166, 11.939785 58.3480876, 11.9406161 58.3479716, 11.9412011 58.3479116, 11.9413913 58.347893)",5.5,
45035661,False,,,Östergatan,tertiary,50,False,62.533,,"LINESTRING (11.942591 58.3478134, 11.9426406 58.347945, 11.9427747 58.3483674)",,
"[334101840, 117331379, 45035661]",False,,,Östergatan,tertiary,50,True,165.016,,"LINESTRING (11.942591 58.3478134, 11.9424833 58.3474993, 11.9424163 58.347329, 11.9423734 58.3471657, 11.9422775 58.3468314, 11.9422594 58.3467825, 11.9422325 58.3467276, 11.9421662 58.3466234, 11.9420622 58.3465052, 11.9419201 58.3463849)",,yes
334101837,False,,,Stora Nygatan,residential,50,True,70.566,,"LINESTRING (11.942591 58.3478134, 11.941784 58.3478634, 11.9413913 58.347893)",5.5,
157251016,False,,,Asplundsgatan,tertiary,50,False,86.31000000000002,,"LINESTRING (11.9327609 58.347437, 11.9322657 58.3474507, 11.9318638 58.3474475, 11.9316367 58.3474663, 11.9314595 58.3474876, 11.9314062 58.3475002, 11.9313048 58.3475241)",,
