osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,access,tunnel,width
"[223970280, 223970281, 29983983, 272386928, 95961398]",Bangatan,tertiary,40,False,False,292.3,"['2', '3']","LINESTRING (13.1878031 55.7041864, 13.1877785 55.7043144, 13.1877559 55.7044429, 13.1877214 55.7046264, 13.1876925 55.7047791, 13.187645 55.7050517, 13.1876326 55.7051246, 13.1876145 55.7052975, 13.1876113 55.7053981, 13.1876106 55.705495, 13.1876046 55.7056651, 13.1876027 55.7058176, 13.1876 55.7060389, 13.1876031 55.7061695, 13.1875977 55.7065818, 13.1875961 55.7067066, 13.1875947 55.7068098)",,,
147917818,Bantorget,residential,30,False,False,75.322,,"LINESTRING (13.1878031 55.7041864, 13.1878539 55.7041889, 13.1879665 55.7041909, 13.1880672 55.7041888, 13.1882675 55.704175, 13.1889985 55.7041269)",,,
"[29979410, 187916323, 187916324, 45267419]",Clemenstorget,residential,30,False,True,101.382,,"LINESTRING (13.1875947 55.7068098, 13.1876622 55.7068092, 13.1877785 55.7068082, 13.1879363 55.7068058, 13.187951 55.7068056, 13.1882355 55.7068013, 13.1882819 55.7068006, 13.1883851 55.7067956, 13.1884517 55.7067897, 13.1889348 55.7067147, 13.1891864 55.7066807)",,,
"[223970280, 223970281, 29983983, 272386928, 95961398]",Bangatan,tertiary,40,False,True,292.29999999999995,"['2', '3']","LINESTRING (13.1875947 55.7068098, 13.1875961 55.7067066, 13.1875977 55.7065818, 13.1876031 55.7061695, 13.1876 55.7060389, 13.1876027 55.7058176, 13.1876046 55.7056651, 13.1876106 55.705495, 13.1876113 55.7053981, 13.1876145 55.7052975, 13.1876326 55.7051246, 13.187645 55.7050517, 13.1876925 55.7047791, 13.1877214 55.7046264, 13.1877559 55.7044429, 13.1877785 55.7043144, 13.1878031 55.7041864)",,,
"[79664850, 148146932, 159292853, 187947519]","['Kyrkogatan', 'Klostergatan']",residential,30,False,"[False, True]",238.124,,"LINESTRING (13.1912444 55.7040128, 13.1913489 55.7039997, 13.1925057 55.7038576, 13.1926579 55.7038389, 13.1926605 55.703979, 13.1926619 55.7040552, 13.1926679 55.7044055, 13.1926669 55.7044643, 13.1926753 55.7048831, 13.1926764 55.7050826, 13.1926761 55.7051651)",,,
79664853,Stora Gråbrödersgatan,residential,30,True,False,111.048,,"LINESTRING (13.1912444 55.7040128, 13.1912583 55.7040755, 13.1912975 55.7042653, 13.1913242 55.7044209, 13.1913497 55.70457, 13.1913545 55.7045983, 13.1913839 55.7047079, 13.1914325 55.704831, 13.1914804 55.7049306, 13.1915006 55.704955, 13.1915259 55.7049696, 13.19156 55.7049811)",,,
29985991,Biskopsgatan,tertiary,40,False,False,201.314,,"LINESTRING (13.198039 55.7068171, 13.1984551 55.7065772, 13.1989249 55.7063308, 13.1998239 55.70583, 13.2001476 55.7056843, 13.2002568 55.7056397, 13.2003861 55.7055841)",,,
148817411,Södra Esplanaden,tertiary,30,False,False,84.52499999999999,,"LINESTRING (13.1995805 55.6993777, 13.1994837 55.6993443, 13.1984706 55.6990049, 13.1984213 55.698989)",,,
234350947,Brunnsgatan,tertiary,40,False,True,15.594000000000001,,"LINESTRING (13.1995805 55.6993777, 13.1996936 55.6994218, 13.1997945 55.6994483)",,,
"[35002316, 10427012]",Paradisgatan,residential,30,False,False,171.354,,"LINESTRING (13.1956978 55.7061098, 13.1955705 55.7061207, 13.1948271 55.7061278, 13.1939869 55.7061327, 13.1939211 55.7061317, 13.1938882 55.7061316, 13.1938522 55.7061314, 13.1935329 55.7061288, 13.1932984 55.7061253, 13.1932355 55.7061241, 13.1931662 55.7061229, 13.1931301 55.7061176, 13.1930708 55.7061017, 13.1930341 55.706096, 13.1929741 55.7060914)",,,
