osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name,access,lanes,ref
39532585,residential,40,,False,False,68.44,"LINESTRING (13.6489341 55.8508931, 13.6500061 55.8510224)",Christian Kruses Väg,yes,,
39532585,residential,40,,False,True,290.401,"LINESTRING (13.6489341 55.8508931, 13.648718 55.8508648, 13.6463485 55.8505546, 13.6462936 55.8505492, 13.6462173 55.8505479, 13.6461529 55.8505465, 13.6460885 55.8505479, 13.6460169 55.8505519, 13.6459501 55.8505586, 13.6458953 55.850568, 13.6458309 55.8505787, 13.6457617 55.8505947, 13.6457116 55.8506095, 13.6456544 55.8506282, 13.645609 55.8506483, 13.6455566 55.8506711, 13.6455017 55.8506992, 13.6454612 55.8507219, 13.6454254 55.850746, 13.6453872 55.8507822, 13.6453467 55.8508237, 13.645318 55.8508692, 13.6451063 55.8512542)",Christian Kruses Väg,yes,,
77220298,residential,40,,False,False,124.035,"LINESTRING (13.6489341 55.8508931, 13.6489169 55.8514386, 13.6489546 55.8520081)",Janne Nilssons väg,yes,,
77220298,residential,40,,False,False,235.836,"LINESTRING (13.6489546 55.8520081, 13.6489251 55.8525081, 13.648907 55.8525679, 13.648792 55.8525987, 13.6480255 55.8526036, 13.6479343 55.8525555, 13.6481212 55.8520612, 13.6482242 55.8520174, 13.6489546 55.8520081)",Janne Nilssons väg,yes,,
77220298,residential,40,,False,True,235.836,"LINESTRING (13.6489546 55.8520081, 13.6482242 55.8520174, 13.6481212 55.8520612, 13.6479343 55.8525555, 13.6480255 55.8526036, 13.648792 55.8525987, 13.648907 55.8525679, 13.6489251 55.8525081, 13.6489546 55.8520081)",Janne Nilssons väg,yes,,
77220298,residential,40,,False,True,124.035,"LINESTRING (13.6489546 55.8520081, 13.6489169 55.8514386, 13.6489341 55.8508931)",Janne Nilssons väg,yes,,
300881204,residential,40,,False,True,43.318,"LINESTRING (13.6457741 55.8513602, 13.6451063 55.8512542)",Boställsvägen,yes,,
300881204,residential,40,,False,False,221.32799999999997,"LINESTRING (13.6457741 55.8513602, 13.6467058 55.8515081, 13.6469189 55.8510646, 13.6469162 55.8510367, 13.6468848 55.8510159, 13.6461651 55.8509204, 13.6461138 55.8509167, 13.6460668 55.8509343, 13.6457741 55.8513602)",Boställsvägen,yes,,
300881204,residential,40,,False,True,221.328,"LINESTRING (13.6457741 55.8513602, 13.6460668 55.8509343, 13.6461138 55.8509167, 13.6461651 55.8509204, 13.6468848 55.8510159, 13.6469162 55.8510367, 13.6469189 55.8510646, 13.6467058 55.8515081, 13.6457741 55.8513602)",Boställsvägen,yes,,
39532585,residential,40,,False,False,64.079,"LINESTRING (13.6448249 55.8518084, 13.6451063 55.8512542)",Christian Kruses Väg,yes,,
39532585,residential,40,,False,True,65.274,"LINESTRING (13.6448249 55.8518084, 13.644538 55.8523729)",Christian Kruses Väg,yes,,
77220407,residential,40,,False,False,109.762,"LINESTRING (13.6448249 55.8518084, 13.646509 55.8520925)",Fäladsvägen,yes,,
77220407,residential,40,,False,True,109.762,"LINESTRING (13.646509 55.8520925, 13.6448249 55.8518084)",Fäladsvägen,yes,,
39532585,residential,40,,False,False,65.274,"LINESTRING (13.644538 55.8523729, 13.6448249 55.8518084)",Christian Kruses Väg,yes,,
77220476,residential,40,,False,False,42.557,"LINESTRING (13.644538 55.8523729, 13.6451957 55.8524738)",Måsvägen,yes,,
39532585,residential,40,,False,True,230.11399999999998,"LINESTRING (13.644538 55.8523729, 13.6440433 55.8533548, 13.6439705 55.8535179, 13.6439037 55.8536692, 13.6438751 55.8537428, 13.6438536 55.8538191, 13.6438441 55.8538633, 13.6438393 55.8539543, 13.6438632 55.8541645, 13.6438918 55.8543902)",Christian Kruses Väg,yes,,
77220476,residential,40,,False,True,42.557,"LINESTRING (13.6451957 55.8524738, 13.644538 55.8523729)",Måsvägen,yes,,
77220476,residential,40,,False,False,186.48600000000002,"LINESTRING (13.6451957 55.8524738, 13.6458116 55.8525683, 13.6455594 55.8530339, 13.6454992 55.853056, 13.6450832 55.8530009, 13.6450166 55.8529506, 13.6450402 55.852793, 13.6451957 55.8524738)",Måsvägen,yes,,
77220476,residential,40,,False,True,186.486,"LINESTRING (13.6451957 55.8524738, 13.6450402 55.852793, 13.6450166 55.8529506, 13.6450832 55.8530009, 13.6454992 55.853056, 13.6455594 55.8530339, 13.6458116 55.8525683, 13.6451957 55.8524738)",Måsvägen,yes,,
77220537,residential,40,,False,True,42.658,"LINESTRING (13.6445745 55.854372, 13.6438918 55.8543902)",Svanvägen,yes,,
77220537,residential,40,,False,False,239.42900000000003,"LINESTRING (13.6445745 55.854372, 13.6455693 55.8543348, 13.6455181 55.8538744, 13.6454997 55.8538316, 13.6454287 55.8538148, 13.6446493 55.8538109, 13.6445535 55.8538254, 13.6445163 55.8538757, 13.6445745 55.854372)",Svanvägen,yes,,
77220537,residential,40,,False,True,239.429,"LINESTRING (13.6445745 55.854372, 13.6445163 55.8538757, 13.6445535 55.8538254, 13.6446493 55.8538109, 13.6454287 55.8538148, 13.6454997 55.8538316, 13.6455181 55.8538744, 13.6455693 55.8543348, 13.6445745 55.854372)",Svanvägen,yes,,
246973108,primary,60,roundabout,True,False,20.392,"LINESTRING (13.6458878 55.8498061, 13.6458256 55.8498358, 13.6457578 55.8498613, 13.6456852 55.8498824, 13.6456088 55.8498986)",,,,
69353435,primary,60,,True,False,70.363,"LINESTRING (13.6456088 55.8498986, 13.6453303 55.850056, 13.6452062 55.8501502, 13.6449299 55.8503997)",,,,13
239795343,primary,60,roundabout,True,False,48.361999999999995,"LINESTRING (13.6456088 55.8498986, 13.6455147 55.8499114, 13.6454184 55.849917, 13.6453216 55.8499152, 13.6452261 55.8499061, 13.6451337 55.8498899, 13.645046 55.8498668, 13.6449647 55.8498372, 13.6448912 55.8498018)",,,,
118039318,secondary,70,,False,True,61.724999999999994,"LINESTRING (13.6427063 55.8491378, 13.6430262 55.8491804, 13.6436684 55.849266)",Osbyholm Banvallsvägen,,,M 1134
726533781,secondary,40,,False,True,18.723,"LINESTRING (13.6497176 55.8500999, 13.6494415 55.8500341)",Ringsjövägen,,2,M 1134
"[726533773, 726533774, 726533775]",secondary,40,,False,False,106.08899999999998,"LINESTRING (13.6497176 55.8500999, 13.6499755 55.8501298, 13.650401 55.8501873, 13.6507426 55.8502222, 13.6510179 55.8502641, 13.6513717 55.850317)",Ringsjövägen,,"['4', '5', '3']",M 1134
"[69353434, 726533779]",secondary,"['60', '40']",,True,False,244.569,"LINESTRING (13.6497176 55.8500999, 13.6494084 55.8500943, 13.6491265 55.8500677, 13.6486635 55.8499894, 13.6470902 55.8497728, 13.6469011 55.8497517, 13.6467415 55.8497404, 13.6464974 55.8497407, 13.6462531 55.8497571, 13.6458878 55.8498061)",Ringsjövägen,,1,M 1134
