osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name,access,lanes,ref
23525826,primary,60,roundabout,True,False,18.317,"LINESTRING (13.6459307 55.8492495, 13.6459902 55.8492931, 13.6460385 55.8493408, 13.6460749 55.8493918)",,,,
39487714,residential,40,,False,True,81.334,"LINESTRING (13.6552828 55.8532093, 13.6551512 55.8532092, 13.6539797 55.853208)",Skolgatan,yes,,
39487718,residential,40,,False,False,66.652,"LINESTRING (13.6552828 55.8532093, 13.6552804 55.8532745, 13.6552618 55.8538086)",Norregatan,yes,,
39487718,residential,40,,False,True,90.17,"LINESTRING (13.6552828 55.8532093, 13.6552863 55.853117, 13.6553339 55.8523989)",Norregatan,yes,,
39487714,residential,40,,False,True,80.806,"LINESTRING (13.6526829 55.8531885, 13.6513889 55.8531655)",Skolgatan,yes,,
39487714,residential,40,,False,False,80.969,"LINESTRING (13.6526829 55.8531885, 13.6528266 55.8531907, 13.6529625 55.8531927, 13.6538366 55.8532058, 13.6539797 55.853208)",Skolgatan,yes,,
"[39487716, 39487717]",residential,40,,False,True,290.99699999999996,"LINESTRING (13.6526829 55.8531885, 13.6526732 55.8513878, 13.6526805 55.8513284, 13.6525421 55.851315, 13.6513615 55.8511723)","['Elevgatan', 'Komministergatan']",yes,,
39532585,residential,40,,False,True,86.229,"LINESTRING (13.6513615 55.8511723, 13.6500061 55.8510224)",Christian Kruses Väg,yes,,
39391483,residential,40,,False,False,221.64100000000002,"LINESTRING (13.6513615 55.8511723, 13.651388 55.8531021, 13.6513889 55.8531655)",Magistergatan,yes,,
39391483,residential,40,,False,True,95.23,"LINESTRING (13.6513615 55.8511723, 13.6513506 55.8503806, 13.6513717 55.850317)",Magistergatan,yes,,
"[39487716, 39487717]",residential,40,,False,False,290.99699999999996,"LINESTRING (13.6513615 55.8511723, 13.6525421 55.851315, 13.6526805 55.8513284, 13.6526732 55.8513878, 13.6526829 55.8531885)","['Elevgatan', 'Komministergatan']",yes,,
39391483,residential,40,,False,False,95.23,"LINESTRING (13.6513717 55.850317, 13.6513506 55.8503806, 13.6513615 55.8511723)",Magistergatan,yes,,
"[726533773, 118039319]",secondary,40,,False,False,259.764,"LINESTRING (13.6513717 55.850317, 13.6515984 55.8503521, 13.651767 55.8503787, 13.6526872 55.8505048, 13.6527928 55.8505182, 13.6544411 55.8507265, 13.6554338 55.8508188)",Ringsjövägen,,3,M 1134
"[726533773, 726533774, 726533775]",secondary,40,,False,True,106.089,"LINESTRING (13.6513717 55.850317, 13.6510179 55.8502641, 13.6507426 55.8502222, 13.650401 55.8501873, 13.6499755 55.8501298, 13.6497176 55.8500999)",Ringsjövägen,,"['4', '3', '5']",M 1134
"[726533773, 118039319]",secondary,40,,False,True,259.764,"LINESTRING (13.6554338 55.8508188, 13.6544411 55.8507265, 13.6527928 55.8505182, 13.6526872 55.8505048, 13.651767 55.8503787, 13.6515984 55.8503521, 13.6513717 55.850317)",Ringsjövägen,,3,M 1134
"[1225457340, 39487718]",residential,40,,False,False,175.853,"LINESTRING (13.6554338 55.8508188, 13.6554274 55.850864, 13.6553561 55.8515607, 13.6553543 55.8516335, 13.6553339 55.8523989)",Norregatan,yes,,
39487718,residential,40,,False,True,78.654,"LINESTRING (13.6552354 55.8545158, 13.6552618 55.8538086)",Norregatan,yes,,
39487718,residential,40,,False,False,78.654,"LINESTRING (13.6552618 55.8538086, 13.6552354 55.8545158)",Norregatan,yes,,
39487718,residential,40,,False,True,66.652,"LINESTRING (13.6552618 55.8538086, 13.6552804 55.8532745, 13.6552828 55.8532093)",Norregatan,yes,,
77220537,residential,40,,False,False,42.658,"LINESTRING (13.6438918 55.8543902, 13.6445745 55.854372)",Svanvägen,yes,,
39532585,residential,40,,False,False,230.114,"LINESTRING (13.6438918 55.8543902, 13.6438632 55.8541645, 13.6438393 55.8539543, 13.6438441 55.8538633, 13.6438536 55.8538191, 13.6438751 55.8537428, 13.6439037 55.8536692, 13.6439705 55.8535179, 13.6440433 55.8533548, 13.644538 55.8523729)",Christian Kruses Väg,yes,,
39532585,residential,40,,False,True,64.079,"LINESTRING (13.6451063 55.8512542, 13.6448249 55.8518084)",Christian Kruses Väg,yes,,
300881204,residential,40,,False,False,43.318,"LINESTRING (13.6451063 55.8512542, 13.6457741 55.8513602)",Boställsvägen,yes,,
39532585,residential,40,,False,False,290.401,"LINESTRING (13.6451063 55.8512542, 13.645318 55.8508692, 13.6453467 55.8508237, 13.6453872 55.8507822, 13.6454254 55.850746, 13.6454612 55.8507219, 13.6455017 55.8506992, 13.6455566 55.8506711, 13.645609 55.8506483, 13.6456544 55.8506282, 13.6457116 55.8506095, 13.6457617 55.8505947, 13.6458309 55.8505787, 13.6458953 55.850568, 13.6459501 55.8505586, 13.6460169 55.8505519, 13.6460885 55.8505479, 13.6461529 55.8505465, 13.6462173 55.8505479, 13.6462936 55.8505492, 13.6463485 55.8505546, 13.648718 55.8508648, 13.6489341 55.8508931)",Christian Kruses Väg,yes,,
39532585,residential,40,,False,False,86.229,"LINESTRING (13.6500061 55.8510224, 13.6513615 55.8511723)",Christian Kruses Väg,yes,,
39532585,residential,40,,False,True,68.44,"LINESTRING (13.6500061 55.8510224, 13.6489341 55.8508931)",Christian Kruses Väg,yes,,
77220215,residential,40,,False,False,216.148,"LINESTRING (13.6500061 55.8510224, 13.6500817 55.8529658)",Domängatan,yes,,
39487714,residential,40,,False,False,80.806,"LINESTRING (13.6513889 55.8531655, 13.6526829 55.8531885)",Skolgatan,yes,,
39391483,residential,40,,False,True,221.64100000000002,"LINESTRING (13.6513889 55.8531655, 13.651388 55.8531021, 13.6513615 55.8511723)",Magistergatan,yes,,
39487714,residential,40,,False,False,81.334,"LINESTRING (13.6539797 55.853208, 13.6551512 55.8532092, 13.6552828 55.8532093)",Skolgatan,yes,,
39487714,residential,40,,False,True,80.969,"LINESTRING (13.6539797 55.853208, 13.6538366 55.8532058, 13.6529625 55.8531927, 13.6528266 55.8531907, 13.6526829 55.8531885)",Skolgatan,yes,,
39487718,residential,40,,False,False,90.17,"LINESTRING (13.6553339 55.8523989, 13.6552863 55.853117, 13.6552828 55.8532093)",Norregatan,yes,,
"[1225457340, 39487718]",residential,40,,False,True,175.85299999999998,"LINESTRING (13.6553339 55.8523989, 13.6553543 55.8516335, 13.6553561 55.8515607, 13.6554274 55.850864, 13.6554338 55.8508188)",Norregatan,yes,,
246973106,primary,60,roundabout,True,False,9.944,"LINESTRING (13.6449812 55.8491866, 13.6450487 55.849163, 13.6451206 55.8491436)",,,,
69353433,primary,60,,True,False,77.853,"LINESTRING (13.6451206 55.8491436, 13.6453047 55.8490322, 13.6454871 55.8489278, 13.6456695 55.8487783, 13.6458555 55.8485838)",,,,13
239795348,primary,60,roundabout,True,False,55.341,"LINESTRING (13.6451206 55.8491436, 13.645226 55.8491245, 13.6453354 55.8491146, 13.6454463 55.8491144, 13.6455558 55.8491238, 13.6456615 55.8491425, 13.6457607 55.8491702, 13.6458512 55.8492062, 13.6459307 55.8492495)",,,,
"[726533780, 726533777, 23804380]",secondary,"['60', '40']",,True,False,225.361,"LINESTRING (13.6460749 55.8493918, 13.6462601 55.8494852, 13.6464062 55.8495583, 13.6465631 55.8496117, 13.6467281 55.8496569, 13.6468796 55.8496892, 13.6470935 55.8497211, 13.6479485 55.8498157, 13.648699 55.849922, 13.6491547 55.8500012, 13.6494415 55.8500341)",Ringsjövägen,,"['1', '2']",M 1134
246973109,primary,60,roundabout,True,False,50.074000000000005,"LINESTRING (13.6460749 55.8493918, 13.6460969 55.8494403, 13.6461081 55.8494899, 13.6461081 55.84954, 13.6460971 55.8495896, 13.6460752 55.8496381, 13.6460428 55.8496847, 13.6460003 55.8497287, 13.6459483 55.8497694, 13.6458878 55.8498061)",,,,
239795359,primary,60,roundabout,True,False,18.903,"LINESTRING (13.6448912 55.8498018, 13.6448244 55.8497593, 13.6447689 55.8497119, 13.6447259 55.8496607)",,,,
69353432,secondary,70,,True,False,80.14,"LINESTRING (13.6447259 55.8496607, 13.6444986 55.8495339, 13.6443126 55.8494479, 13.6439916 55.8493435, 13.6436684 55.849266)",Osbyholm Banvallsvägen,,,M 1134
246973112,primary,60,roundabout,True,False,59.265,"LINESTRING (13.6447259 55.8496607, 13.6446923 55.8495968, 13.6446779 55.8495307, 13.6446832 55.8494641, 13.644708 55.849399, 13.6447517 55.849337, 13.6448129 55.84928, 13.6448901 55.8492294, 13.6449812 55.8491866)",,,,
45267335,secondary,70,,True,False,83.558,"LINESTRING (13.6436684 55.849266, 13.6440099 55.8492882, 13.6442433 55.8492861, 13.6444731 55.8492698, 13.6446628 55.8492452, 13.6449812 55.8491866)",Osbyholm Banvallsvägen,,,M 1134
118039318,secondary,70,,False,False,61.724999999999994,"LINESTRING (13.6436684 55.849266, 13.6430262 55.8491804, 13.6427063 55.8491378)",Osbyholm Banvallsvägen,,,M 1134
118039320,primary,60,,True,False,74.87,"LINESTRING (13.6458555 55.8485838, 13.6458117 55.8487886, 13.645819 55.8489237, 13.6458628 55.8490752, 13.6459307 55.8492495)",,,,13
23525827,primary,60,,True,False,66.99600000000001,"LINESTRING (13.6449299 55.8503997, 13.6449692 55.8502198, 13.6449655 55.8500867, 13.64494 55.8499516, 13.6448912 55.8498018)",,,,13
726533781,secondary,40,,False,False,18.723,"LINESTRING (13.6494415 55.8500341, 13.6497176 55.8500999)",Ringsjövägen,,2,M 1134
77220215,residential,40,,False,True,216.148,"LINESTRING (13.6500817 55.8529658, 13.6500061 55.8510224)",Domängatan,yes,,
