osmid,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge
342483033,276,Roslagsvägen,primary,50,roundabout,True,False,6.998,"LINESTRING (18.2904547 59.4806422, 18.2903423 59.4806687)",
342483036,276,Roslagsvägen,primary,50,roundabout,True,False,30.222,"LINESTRING (18.2900352 59.4806435, 18.289964 59.4806016, 18.2899038 59.4805367, 18.2898957 59.4804739, 18.2899488 59.4803967)",
"[342483034, 4662134]",276,Roslagsvägen,primary,50,roundabout,True,False,34.858,"LINESTRING (18.2899488 59.4803967, 18.2900322 59.4803502, 18.2901419 59.4803209, 18.2902434 59.4803151, 18.2903494 59.4803219, 18.2904227 59.4803329, 18.2904894 59.4803589)",
"[23078696, 4662109]",276,Roslagsvägen,primary,50,,True,False,112.53800000000001,"LINESTRING (18.2904894 59.4803589, 18.2907485 59.4804012, 18.2910064 59.4804282, 18.2920791 59.4805145, 18.2924486 59.4805335)",yes
342483037,276,Roslagsvägen,primary,50,roundabout,True,False,36.048,"LINESTRING (18.2904894 59.4803589, 18.2905656 59.4804086, 18.2906023 59.4804633, 18.2906015 59.4805262, 18.2905583 59.4805852, 18.2904547 59.4806422)",
355343319,,Skolvägen,residential,50,,False,False,160.348,"LINESTRING (18.2978069 59.484669, 18.2970902 59.4856977, 18.2968474 59.4860262)",
355343319,,Skolvägen,residential,50,,False,True,55.311,"LINESTRING (18.2978069 59.484669, 18.2979122 59.4845183, 18.2981344 59.4842002)",
712600032,,Skolvägen,residential,30,,False,False,38.681,"LINESTRING (18.2978069 59.484669, 18.2979075 59.484678, 18.2980934 59.4847015, 18.2984732 59.4847494)",
55374579,,Hackstavägen,unclassified,50,,False,True,104.718,"LINESTRING (18.2968474 59.4860262, 18.2985659 59.4863805)",
198640839,,Hackstavägen,unclassified,50,,False,True,60.305,"LINESTRING (18.2968474 59.4860262, 18.2960754 59.4858731, 18.2958484 59.4858346)",
355343319,,Skolvägen,residential,50,,False,True,160.348,"LINESTRING (18.2968474 59.4860262, 18.2970902 59.4856977, 18.2978069 59.484669)",
196935637,,Bergavägen,tertiary,40,,False,True,100.71699999999998,"LINESTRING (18.2929658 59.4806462, 18.292964 59.4807203, 18.2929578 59.4807728, 18.2928711 59.481137, 18.2928766 59.481244, 18.2929071 59.4813199, 18.2929542 59.4813833, 18.2930456 59.4814466, 18.2931801 59.481491)",
"[342483032, 23078697, 23078698]",276,Roslagsvägen,primary,50,,True,False,145.819,"LINESTRING (18.2929658 59.4806462, 18.292442 59.4806198, 18.2920748 59.4805987, 18.2910154 59.4805295, 18.290892 59.4805306, 18.2907725 59.4805432, 18.2904547 59.4806422)",yes
27078099,,Centralvägen,tertiary,40,,False,True,272.48499999999996,"LINESTRING (18.2931801 59.481491, 18.2931161 59.4815846, 18.2930239 59.4816719, 18.2923578 59.4823415, 18.2921911 59.4825848, 18.2920703 59.4828343, 18.2917748 59.4838105)",
196935637,,Bergavägen,tertiary,40,,False,False,100.717,"LINESTRING (18.2931801 59.481491, 18.2930456 59.4814466, 18.2929542 59.4813833, 18.2929071 59.4813199, 18.2928766 59.481244, 18.2928711 59.481137, 18.2929578 59.4807728, 18.292964 59.4807203, 18.2929658 59.4806462)",
342483039,,Bergavägen,unclassified,40,,False,False,121.036,"LINESTRING (18.2931801 59.481491, 18.2933178 59.4815079, 18.2934785 59.4815065, 18.2936642 59.4814826, 18.2946892 59.481277, 18.2952125 59.4811953)",
27078099,,Centralvägen,tertiary,40,,False,True,32.791,"LINESTRING (18.2917748 59.4838105, 18.2916994 59.4841029)",
27078099,,Centralvägen,tertiary,40,,False,False,272.485,"LINESTRING (18.2917748 59.4838105, 18.2920703 59.4828343, 18.2921911 59.4825848, 18.2923578 59.4823415, 18.2930239 59.4816719, 18.2931161 59.4815846, 18.2931801 59.481491)",
32030853,,Tvärvägen,residential,,,False,True,89.17699999999999,"LINESTRING (18.2917748 59.4838105, 18.2918604 59.4838088, 18.2925468 59.4837956, 18.2931808 59.4837183, 18.2933228 59.483687)",
27078099,,Centralvägen,tertiary,40,,False,False,32.791,"LINESTRING (18.2916994 59.4841029, 18.2917748 59.4838105)",
27078099,,Centralvägen,tertiary,40,,False,True,80.398,"LINESTRING (18.2916994 59.4841029, 18.2915195 59.4845713, 18.2913969 59.4848091)",
396591781,,Centralvägen,residential,30,,False,True,13.379000000000001,"LINESTRING (18.2916994 59.4841029, 18.2917869 59.4841105, 18.2919331 59.4841228)",
27078099,,Centralvägen,tertiary,40,,False,True,65.582,"LINESTRING (18.2913969 59.4848091, 18.2910883 59.4853777)",
27078099,,Centralvägen,tertiary,40,,False,False,80.398,"LINESTRING (18.2913969 59.4848091, 18.2915195 59.4845713, 18.2916994 59.4841029)",
396591762,,Centralvägen,residential,50,,False,True,79.61200000000001,"LINESTRING (18.2913969 59.4848091, 18.2903131 59.4846288, 18.2901709 59.4846207, 18.2900529 59.4846438)",
27078099,,Centralvägen,tertiary,40,,False,False,65.582,"LINESTRING (18.2910883 59.4853777, 18.2913969 59.4848091)",
11628808,,Hackstavägen,unclassified,,,False,True,95.464,"LINESTRING (18.2910883 59.4853777, 18.2895923 59.4852605, 18.2894735 59.4851938)",
24480956,,Centralvägen,tertiary,40,,False,True,70.072,"LINESTRING (18.2910883 59.4853777, 18.2910325 59.4854697, 18.290902 59.485685, 18.2906082 59.4859552)",
198640839,,Hackstavägen,unclassified,50,,False,False,111.686,"LINESTRING (18.2910883 59.4853777, 18.2911719 59.4853846, 18.2920967 59.4854611, 18.2930407 59.4855392)",
24480956,,Centralvägen,tertiary,40,,False,False,70.072,"LINESTRING (18.2906082 59.4859552, 18.290902 59.485685, 18.2910325 59.4854697, 18.2910883 59.4853777)",
24480956,,Centralvägen,tertiary,40,,False,True,118.589,"LINESTRING (18.2906082 59.4859552, 18.2901173 59.4863076, 18.2896569 59.4866312, 18.2894086 59.4868303)",
