osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,bridge
225078496,O 2026,secondary,40,roundabout,True,False,19.202,"LINESTRING (12.3210226 58.3779101, 12.3210027 58.3778963, 12.3209899 58.3778804, 12.3209847 58.3778634, 12.3209875 58.3778462, 12.3209981 58.3778298, 12.321016 58.3778153, 12.32104 58.3778035, 12.3210687 58.377795, 12.3211005 58.3777905, 12.3211334 58.3777901)",,,
309660377,O 2026,secondary,40,,False,True,64.158,"LINESTRING (12.3210226 58.3779101, 12.3209551 58.3779258, 12.3208337 58.3779529, 12.3207231 58.3779793, 12.3205722 58.3780091, 12.3204931 58.3780218, 12.3203643 58.3780383, 12.3201504 58.3780615, 12.3199741 58.3780749)",2,Järnvägsbacken,
350225922,,unclassified,40,,False,True,91.56800000000001,"LINESTRING (12.3298716 58.3770693, 12.3297809 58.3770753, 12.3296548 58.3770887, 12.3296032 58.3770969, 12.329447 58.3771217, 12.3283925 58.3773395)",,Södergatan,
419667487,,unclassified,,roundabout,True,False,10.461000000000002,"LINESTRING (12.3298716 58.3770693, 12.3298706 58.3770536, 12.3298762 58.3770382, 12.3298881 58.3770238, 12.3299058 58.3770112, 12.3299283 58.3770009, 12.3299546 58.3769934)",,,
22881898,,unclassified,30,,False,False,63.895,"LINESTRING (12.3273796 58.3775589, 12.3283925 58.3773395)",,Södergatan,
23094234,,residential,30,,False,True,115.167,"LINESTRING (12.3273796 58.3775589, 12.3270351 58.3776284, 12.3255361 58.377931)",,Södergatan,
72072674,,residential,30,,False,False,107.362,"LINESTRING (12.3273796 58.3775589, 12.3280062 58.378401, 12.3280489 58.3784584)",,Östergatan,
"[72072674, 22881899, 23094236]",,residential,30,,False,"[False, True]",225.543,"LINESTRING (12.3273796 58.3775589, 12.3271095 58.3771963, 12.3269284 58.3769533, 12.3266785 58.3766318, 12.325771 58.3768212, 12.3248511 58.3770125)",,"['Östergatan', 'Gasverksgatan']",
8246181,,residential,40,,True,False,113.666,"LINESTRING (12.3225565 58.3768597, 12.3209496 58.377186, 12.3208657 58.377203, 12.3207371 58.3772269)",,Norra Järnvägsgatan,
1122221864,,residential,30,,False,True,65.19800000000001,"LINESTRING (12.3225565 58.3768597, 12.3226833 58.3770283, 12.3229646 58.3774056)",,Kyrkogatan,
4273350,O 2050,tertiary,30,,True,False,26.814,"LINESTRING (12.3203208 58.38119, 12.3207409 58.3810918)",,Kungsgatan,
"[4273356, 177522549, 177522550]",O 2050,tertiary,"['30', '50']",,False,False,93.169,"LINESTRING (12.3203208 58.38119, 12.3201608 58.3811997, 12.3194102 58.381311, 12.3187816 58.3814114)",2,,yes
22881913,O 2050,tertiary,30,,True,False,86.93299999999999,"LINESTRING (12.3211986 58.3819738, 12.3210812 58.3819374, 12.320999 58.3818937, 12.320935 58.3818459, 12.3205587 58.3812893)",1,Hamntorget,
81058015,,residential,30,,False,True,103.958,"LINESTRING (12.3221348 58.3818077, 12.3220154 58.3816487, 12.3219059 58.3814985, 12.3217078 58.3812344, 12.3216356 58.3811282, 12.3214808 58.3809381)",,Residensgatan,
229911914,O 2050,tertiary,30,,True,False,58.241,"LINESTRING (12.3221348 58.3818077, 12.3213779 58.3819706, 12.3212756 58.3819784, 12.3211986 58.3819738)",,Drottninggatan,
975196200,,residential,30,,True,False,111.868,"LINESTRING (12.3221348 58.3818077, 12.32232 58.3820727, 12.3224925 58.3822983, 12.3225952 58.3824421, 12.3228223 58.3827469)",,Residensgatan,
"[1084537154, 4273350]",O 2050,tertiary,30,,True,False,223.779,"LINESTRING (12.3214808 58.3809381, 12.3231351 58.3805789, 12.3232756 58.380548, 12.3233986 58.3805229, 12.3250424 58.3801878)",,Kungsgatan,
"[975251810, 81058014]",,residential,30,,True,False,113.576,"LINESTRING (12.3214808 58.3809381, 12.3214462 58.3808911, 12.3210958 58.3804477, 12.32107 58.3804127, 12.3208592 58.3801267, 12.3207629 58.3799887)",,Residensgatan,
81058015,,residential,30,,False,False,103.958,"LINESTRING (12.3214808 58.3809381, 12.3216356 58.3811282, 12.3217078 58.3812344, 12.3219059 58.3814985, 12.3220154 58.3816487, 12.3221348 58.3818077)",,Residensgatan,
22881904,,residential,30,,False,False,66.267,"LINESTRING (12.3197007 58.3802009, 12.3207629 58.3799887)",,Sundsgatan,
181692753,,unclassified,30,,False,True,51.366,"LINESTRING (12.3197007 58.3802009, 12.3194047 58.3797658)",,Hamngatan,
181692753,,unclassified,30,,False,False,102.362,"LINESTRING (12.3197007 58.3802009, 12.3200321 58.3806589, 12.3203205 58.3810622)",,Hamngatan,
"[72072674, 509046940]",,residential,30,,False,True,115.30799999999999,"LINESTRING (12.3287778 58.3794211, 12.3287576 58.3793652, 12.3283844 58.3789082, 12.3280489 58.3784584)",,Östergatan,
1083267073,O 2050,tertiary,40,,True,False,16.402,"LINESTRING (12.3287778 58.3794211, 12.3288622 58.3794105, 12.3289622 58.3794133, 12.329056 58.3794189)",2,Kungsgatan,
22881912,O 2050,tertiary,40,,True,False,37.064,"LINESTRING (12.3302503 58.3796931, 12.3300552 58.3797934, 12.3299478 58.3798547, 12.3298423 58.3799461)",1,Drottninggatan,
22881902,,residential,30,,False,False,112.675,"LINESTRING (12.3294392 58.3803102, 12.3295812 58.3805024, 12.3301373 58.3812551)",,Östergatan,
971947909,O 2050,tertiary,40,,True,False,63.382999999999996,"LINESTRING (12.3294392 58.3803102, 12.328477 58.3805022, 12.3284231 58.380513)",2,Drottninggatan,
8246204,,residential,30,,False,False,104.55,"LINESTRING (12.3256875 58.381065, 12.3256319 58.3809902, 12.325372 58.380626, 12.3251125 58.3802729, 12.3250424 58.3801878)",,Kyrkogatan,
8246204,,residential,30,,False,True,114.295,"LINESTRING (12.3256875 58.381065, 12.3260594 58.3815649, 12.3264 58.3820226)",,Kyrkogatan,
"[350225898, 971953002]",O 2050,tertiary,30,,True,False,110.249,"LINESTRING (12.3256875 58.381065, 12.3249588 58.381209, 12.32404 58.3814001, 12.3239883 58.3814108, 12.3239247 58.381424)",1,Drottninggatan,
309660379,O 2026,secondary,40,,True,False,8.542,"LINESTRING (12.314946 58.3814246, 12.3149759 58.3813494)",,Vassbottenleden,
8246233,,unclassified,40,,True,False,29.054,"LINESTRING (12.314946 58.3814246, 12.3147792 58.3814185, 12.3144511 58.3813948)",,Vassbottengatan,
80509185,O 2050,tertiary,50,,True,False,35.178,"LINESTRING (12.3187816 58.3814114, 12.3182903 58.3815951)",,,
"[4273356, 177522549, 177522550]",O 2050,tertiary,"['50', '30']",,False,True,93.169,"LINESTRING (12.3187816 58.3814114, 12.3194102 58.381311, 12.3201608 58.3811997, 12.3203208 58.38119)",2,,yes
177261232,O 2026,secondary,50,,True,False,18.54,"LINESTRING (12.3170013 58.3816952, 12.3171678 58.3816759, 12.3173153 58.3816766)",,,
309660369,,unclassified,30,,True,False,24.591,"LINESTRING (12.3180897 58.3781745, 12.3182923 58.3783092, 12.318351 58.3783481)",,Hamngatan,
"[309660371, 444930630]",,unclassified,30,,False,True,96.65700000000001,"LINESTRING (12.3180897 58.3781745, 12.3180808 58.3781262, 12.3180635 58.3780335, 12.3180359 58.3779767, 12.3179839 58.3779553, 12.317918 58.3779571, 12.3175807 58.3780544, 12.3176559 58.3781042, 12.3181121 58.3783378)",,Hamngatan,
4273353,O 2026,secondary,40,,False,False,66.905,"LINESTRING (12.3207371 58.3772269, 12.3208116 58.3773281, 12.3208324 58.377357, 12.3209377 58.377493, 12.3209766 58.3775394, 12.3210905 58.377692, 12.3211241 58.3777507, 12.3211334 58.3777901)",2,Edsgatan,
80509185,O 2050,tertiary,50,,True,False,22.264,"LINESTRING (12.3178075 58.3817779, 12.3175659 58.3817561, 12.3174293 58.3817526)",,,
