osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge
24905518,O 503,secondary,50,roundabout,True,False,16.986,"LINESTRING (12.0904625 57.5771863, 12.0904934 57.5771606, 12.0905375 57.5771413, 12.0905905 57.57713, 12.0906473 57.577128, 12.0907026 57.5771354)",,
"[223976489, 151229931]",O 503,secondary,50,,False,False,243.88400000000001,"LINESTRING (12.0904625 57.5771863, 12.0903883 57.5771553, 12.0903066 57.5771211, 12.0899793 57.5769902, 12.0894582 57.5767519, 12.0888641 57.5764888, 12.0875541 57.5758936, 12.0874329 57.5758516, 12.0873877 57.5758359, 12.0872921 57.5758027)",Industrivägen,
24905518,O 503,secondary,50,roundabout,True,False,17.801,"LINESTRING (12.0908021 57.5772631, 12.0907713 57.5772905, 12.0907257 57.5773112, 12.0906701 57.577323, 12.0906105 57.5773246, 12.090553 57.577316)",,
"[24960881, 151229930, 255885686]",O 503,secondary,50,,False,True,282.973,"LINESTRING (12.0908021 57.5772631, 12.0908707 57.5772725, 12.0910925 57.577303, 12.0914505 57.5773383, 12.0917013 57.5773562, 12.0920031 57.5773577, 12.0923853 57.5773512, 12.0931765 57.5773052, 12.0934847 57.5772913, 12.094545 57.5772273, 12.0955134 57.5771752)",Industrivägen,yes
31831958,O 511,tertiary,50,,False,False,103.709,"LINESTRING (12.0955134 57.5771752, 12.0955087 57.5771261, 12.0955041 57.5770461, 12.0954841 57.5768001, 12.0954611 57.576243)",Annebergsvägen,
"[24960881, 151229930, 255885686]",O 503,secondary,50,,False,False,282.973,"LINESTRING (12.0955134 57.5771752, 12.094545 57.5772273, 12.0934847 57.5772913, 12.0931765 57.5773052, 12.0923853 57.5773512, 12.0920031 57.5773577, 12.0917013 57.5773562, 12.0914505 57.5773383, 12.0910925 57.577303, 12.0908707 57.5772725, 12.0908021 57.5772631)",Industrivägen,yes
24905518,O 503,secondary,50,roundabout,True,False,16.99,"LINESTRING (12.090553 57.577316, 12.0905057 57.5772989, 12.0904704 57.577275, 12.0904504 57.5772463, 12.0904477 57.5772158, 12.0904625 57.5771863)",,
28205570,,residential,50,,False,False,61.047999999999995,"LINESTRING (12.090553 57.577316, 12.0905325 57.5773572, 12.0905037 57.5774152, 12.0904554 57.5775604, 12.0904286 57.5776755, 12.0904098 57.5778581)",Valåsvägen,
24905518,O 503,secondary,50,roundabout,True,False,16.98,"LINESTRING (12.0907026 57.5771354, 12.090751 57.5771515, 12.090788 57.5771747, 12.09081 57.5772029, 12.0908148 57.5772333, 12.0908021 57.5772631)",,
151229943,,unclassified,,,False,False,160.989,"LINESTRING (12.0907026 57.5771354, 12.0907381 57.5770955, 12.0907756 57.5770535, 12.0907682 57.5769872, 12.0907443 57.5769387, 12.0907221 57.5768936, 12.0906449 57.5768031, 12.0905418 57.576678, 12.0905043 57.5766014, 12.0904754 57.5765108, 12.0904532 57.5764478, 12.0904256 57.5763497, 12.0903995 57.5762652, 12.0902357 57.575735)",Smidesvägen,
28205570,,residential,50,,False,True,61.048,"LINESTRING (12.0904098 57.5778581, 12.0904286 57.5776755, 12.0904554 57.5775604, 12.0905037 57.5774152, 12.0905325 57.5773572, 12.090553 57.577316)",Valåsvägen,
"[223976465, 151229914]",,residential,50,,False,True,53.049,"LINESTRING (12.0904098 57.5778581, 12.0900907 57.5778531, 12.0899827 57.5778588, 12.089921 57.5778653, 12.0898265 57.5778991, 12.0897916 57.5779523, 12.0897768 57.5780487)",,
243465373,,residential,,,False,False,608.004,"LINESTRING (12.0904098 57.5778581, 12.0907652 57.5778747, 12.091014 57.5778854, 12.0912628 57.5779063, 12.0914733 57.5779394, 12.0916316 57.5779775, 12.0917724 57.5780192, 12.0919521 57.5780825, 12.0920648 57.5781443, 12.0921975 57.5782277, 12.0922686 57.5782705, 12.0923491 57.5783233, 12.0924228 57.5784053, 12.0926186 57.578634, 12.09308 57.5791667, 12.0933348 57.579463, 12.0935199 57.579706, 12.0935581 57.579766, 12.093662 57.5799328, 12.0937653 57.5801485, 12.0938565 57.5803646, 12.0938927 57.5805267, 12.0939282 57.5807014, 12.0939363 57.5809049, 12.0939162 57.5810408, 12.0938632 57.5811864, 12.0937505 57.5814035, 12.0936687 57.5815142, 12.0935816 57.5816135, 12.0935105 57.5816796, 12.093249 57.581891, 12.0930639 57.5820686, 12.0929714 57.5821771, 12.092915 57.582262, 12.0928922 57.582308)",Annestorpsvägen,
255885687,,residential,50,,False,False,250.90699999999998,"LINESTRING (12.0904098 57.5778581, 12.0904219 57.5781932, 12.0904085 57.5784592, 12.0904058 57.5786721, 12.0904005 57.5787641, 12.0903575 57.5788475, 12.0903066 57.5789467, 12.0902207 57.5790603, 12.089911 57.5794479, 12.0896307 57.5797908, 12.0895489 57.5799116, 12.0894952 57.5800216)",Valåsvägen,
28205560,,residential,50,,False,False,41.987,"LINESTRING (12.0894952 57.5800216, 12.0901798 57.5801103)",Gråstensvägen,
242855955,,residential,,,False,True,333.657,"LINESTRING (12.0894952 57.5800216, 12.0891157 57.579972, 12.0890419 57.5799713, 12.0889829 57.5799807, 12.0889038 57.5800065, 12.0888461 57.5800547, 12.0888153 57.5800863, 12.0887911 57.5801597, 12.0888032 57.5803833, 12.0887764 57.5807651, 12.088775 57.5808765, 12.0887643 57.5809973, 12.0887536 57.5812755, 12.0887509 57.5816717, 12.0887469 57.5816904, 12.0887429 57.5817838, 12.0887201 57.5821901, 12.0887133 57.5825021, 12.0887066 57.5826603)",Granitvägen,
255885687,,residential,50,,False,False,295.906,"LINESTRING (12.0894952 57.5800216, 12.0894308 57.580182, 12.0894054 57.5803344, 12.0893638 57.5812813, 12.0893557 57.5816034, 12.0893021 57.5825675, 12.0892887 57.5826775)",Valåsvägen,
255885687,,residential,50,,False,True,250.90700000000004,"LINESTRING (12.0894952 57.5800216, 12.0895489 57.5799116, 12.0896307 57.5797908, 12.089911 57.5794479, 12.0902207 57.5790603, 12.0903066 57.5789467, 12.0903575 57.5788475, 12.0904005 57.5787641, 12.0904058 57.5786721, 12.0904085 57.5784592, 12.0904219 57.5781932, 12.0904098 57.5778581)",Valåsvägen,
28205560,,residential,50,,False,True,41.987,"LINESTRING (12.0901798 57.5801103, 12.0894952 57.5800216)",Gråstensvägen,
151522193,,residential,50,,False,False,143.593,"LINESTRING (12.0901798 57.5801103, 12.0902394 57.5800282, 12.0905349 57.5796194, 12.0906993 57.579417, 12.0908043 57.5793182, 12.0909676 57.5792011, 12.091228 57.5789536)",Gråstensvägen,
151522193,,residential,50,,False,True,84.013,"LINESTRING (12.0901798 57.5801103, 12.0901867 57.5804133, 12.0901921 57.5806927, 12.0902189 57.5808652)",Gråstensvägen,
242643359,,residential,,,False,False,34.751,"LINESTRING (12.0892887 57.5826775, 12.0887066 57.5826603)",Glimmervägen,
242643359,,residential,,,False,True,46.896,"LINESTRING (12.0892887 57.5826775, 12.0900612 57.5827573)",Glimmervägen,
255885687,,residential,50,,False,True,295.90600000000006,"LINESTRING (12.0892887 57.5826775, 12.0893021 57.5825675, 12.0893557 57.5816034, 12.0893638 57.5812813, 12.0894054 57.5803344, 12.0894308 57.580182, 12.0894952 57.5800216)",Valåsvägen,
242643359,,residential,,,False,True,34.751,"LINESTRING (12.0887066 57.5826603, 12.0892887 57.5826775)",Glimmervägen,
242643359,,residential,,,False,False,130.643,"LINESTRING (12.0887066 57.5826603, 12.0880727 57.5826472, 12.0877263 57.582648, 12.0877078 57.5826389, 12.0876127 57.5826299, 12.0865758 57.5824512)",Glimmervägen,
242855955,,residential,,,False,False,333.6569999999999,"LINESTRING (12.0887066 57.5826603, 12.0887133 57.5825021, 12.0887201 57.5821901, 12.0887429 57.5817838, 12.0887469 57.5816904, 12.0887509 57.5816717, 12.0887536 57.5812755, 12.0887643 57.5809973, 12.088775 57.5808765, 12.0887764 57.5807651, 12.0888032 57.5803833, 12.0887911 57.5801597, 12.0888153 57.5800863, 12.0888461 57.5800547, 12.0889038 57.5800065, 12.0889829 57.5799807, 12.0890419 57.5799713, 12.0891157 57.579972, 12.0894952 57.5800216)",Granitvägen,
151522317,,residential,,,False,True,102.12,"LINESTRING (12.0865758 57.5824512, 12.0856784 57.5832335)",Marmorvägen,
242643359,,residential,,,False,False,84.578,"LINESTRING (12.0865758 57.5824512, 12.0852168 57.5822326)",Glimmervägen,
151522317,,residential,,,False,False,123.38999999999999,"LINESTRING (12.0865758 57.5824512, 12.0868978 57.5821528, 12.0869259 57.5821099, 12.0869458 57.5820566, 12.0870032 57.5813922)",Marmorvägen,
242643359,,residential,,,False,True,130.643,"LINESTRING (12.0865758 57.5824512, 12.0876127 57.5826299, 12.0877078 57.5826389, 12.0877263 57.582648, 12.0880727 57.5826472, 12.0887066 57.5826603)",Glimmervägen,
242643359,,residential,,,False,True,84.578,"LINESTRING (12.0852168 57.5822326, 12.0865758 57.5824512)",Glimmervägen,
242643359,,residential,,,False,False,65.914,"LINESTRING (12.0852168 57.5822326, 12.085062 57.5821968, 12.0848953 57.5821903, 12.0846699 57.5822029, 12.0842551 57.5822516, 12.0841435 57.5822734)",Glimmervägen,
242643359,,residential,,,False,True,65.914,"LINESTRING (12.0841435 57.5822734, 12.0842551 57.5822516, 12.0846699 57.5822029, 12.0848953 57.5821903, 12.085062 57.5821968, 12.0852168 57.5822326)",Glimmervägen,
"[243216529, 1212820850]",,residential,50,,False,True,102.774,"LINESTRING (12.0841435 57.5822734, 12.0841158 57.5821524, 12.0840998 57.5818745, 12.0841158 57.5817345, 12.084148 57.5816526, 12.0842082 57.5815751, 12.0842886 57.5815104, 12.0844654 57.5814092)",Berghamravägen,
1212820849,,residential,,,False,False,118.36,"LINESTRING (12.0841435 57.5822734, 12.0839653 57.5823171, 12.0837067 57.5824207, 12.0835605 57.5824879, 12.0834482 57.5825669, 12.0833489 57.5826462, 12.0832862 57.5827147, 12.0830254 57.5831022)",Glimmervägen,
1212820849,,residential,,,False,True,118.36,"LINESTRING (12.0830254 57.5831022, 12.0832862 57.5827147, 12.0833489 57.5826462, 12.0834482 57.5825669, 12.0835605 57.5824879, 12.0837067 57.5824207, 12.0839653 57.5823171, 12.0841435 57.5822734)",Glimmervägen,
