osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,tunnel,lanes
34067169,X 583,secondary,40,roundabout,True,False,9.940999999999999,"LINESTRING (17.0519905 61.3025485, 17.052021 61.3025211, 17.0520556 61.302503, 17.0520923 61.3024873, 17.0521089 61.302481)",,,,
4568755,,tertiary,,,False,False,28.415999999999997,"LINESTRING (17.0566536 61.3041124, 17.0567457 61.3041371, 17.0570791 61.304265)",Kungsgatan,,,
4568755,,tertiary,,,False,True,118.898,"LINESTRING (17.0566536 61.3041124, 17.0565508 61.3040773, 17.0552293 61.303626, 17.0549155 61.303513, 17.054846 61.303488)",Kungsgatan,,,
43137428,,residential,,,False,False,47.886,"LINESTRING (17.0566536 61.3041124, 17.0567607 61.3040421, 17.0571549 61.3037554)",Nygatan,,,
43137428,,residential,,,False,True,22.856,"LINESTRING (17.0574811 61.3035226, 17.0574021 61.3035744, 17.0572862 61.3036617, 17.0572439 61.3036936)",Nygatan,,,
27140615,,tertiary,,,False,False,23.368,"LINESTRING (17.0660227 61.3040736, 17.0663989 61.304181)",Södra Hamngatan,,,
31796307,,tertiary,,,False,True,31.093000000000004,"LINESTRING (17.0660227 61.3040736, 17.065792 61.3040108, 17.0655162 61.3039356)",Södra Hamngatan,,,
31796307,,tertiary,,,False,True,90.775,"LINESTRING (17.0607389 61.3026914, 17.059234 61.3023116)",Södra Hamngatan,,,
31796307,,tertiary,,,False,False,132.662,"LINESTRING (17.0607389 61.3026914, 17.0624491 61.3031468, 17.0625588 61.303176, 17.0629147 61.3032674)",Södra Hamngatan,,,
43312199,,residential,,,False,True,18.309,"LINESTRING (17.0607389 61.3026914, 17.0608093 61.3026411, 17.0609226 61.3025524)",Strandbackgatan,,,
31796307,,tertiary,,,False,False,90.775,"LINESTRING (17.059234 61.3023116, 17.0607389 61.3026914)",Södra Hamngatan,,,
31796307,,tertiary,,,False,True,8.61,"LINESTRING (17.059234 61.3023116, 17.059092 61.3022749)",Södra Hamngatan,,,
"[43183570, 43183559, 37682351]",,residential,,,False,False,66.327,"LINESTRING (17.059234 61.3023116, 17.0591297 61.3023853, 17.0588419 61.3025837, 17.0585317 61.3028036)",Nygatan,yes,,
37681405,,residential,,,False,True,54.32000000000001,"LINESTRING (17.0592526 61.3037087, 17.0592689 61.3036996, 17.0593518 61.3036421, 17.059834 61.3033079)",Västra Parkgatan,,,
43846162,,residential,,,False,True,115.809,"LINESTRING (17.0592526 61.3037087, 17.0594315 61.3037647, 17.0608659 61.3042698, 17.0610065 61.3043212)",Köpmangatan,,,
37681405,,residential,,,False,False,4.558,"LINESTRING (17.0598826 61.3032742, 17.059834 61.3033079)",Västra Parkgatan,,,
37681990,,residential,40,,False,False,89.112,"LINESTRING (17.0598826 61.3032742, 17.0597696 61.3032346, 17.0596714 61.3032002, 17.0593632 61.3030921, 17.059094 61.3029977, 17.0588319 61.3029059, 17.0586643 61.3028488, 17.0585317 61.3028036)",Norra Hamngatan,,,
37698990,,residential,,,False,False,122.993,"LINESTRING (17.0598826 61.3032742, 17.0601339 61.3032648, 17.0604481 61.3032831, 17.0604601 61.3032845, 17.0607395 61.3033163, 17.0608047 61.3033237, 17.0610514 61.3033836, 17.0610851 61.3033931, 17.0612171 61.303436, 17.0613145 61.3034677, 17.0616222 61.3035936, 17.0618665 61.3037281)",Norra Hamngatan,,,
37681990,,residential,40,,False,True,89.112,"LINESTRING (17.0585317 61.3028036, 17.0586643 61.3028488, 17.0588319 61.3029059, 17.059094 61.3029977, 17.0593632 61.3030921, 17.0596714 61.3032002, 17.0597696 61.3032346, 17.0598826 61.3032742)",Norra Hamngatan,,,
37706881,,residential,,,False,True,39.581,"LINESTRING (17.0585317 61.3028036, 17.0583716 61.3027509, 17.058292 61.3027165, 17.0580185 61.302617, 17.0579392 61.3025902)",Norra Hamngatan,,,
"[37682351, 43183570, 43183559]",,residential,,,False,True,66.327,"LINESTRING (17.0585317 61.3028036, 17.0588419 61.3025837, 17.0591297 61.3023853, 17.059234 61.3023116)",Nygatan,yes,,
43312199,,residential,,,False,False,11.443,"LINESTRING (17.0612376 61.3022717, 17.0611333 61.3023616)",Strandbackgatan,,,
43312200,,residential,,,False,False,19.802,"LINESTRING (17.0612376 61.3022717, 17.0608859 61.3022152)",Södra Järnvägsgatan,,,
43312200,,residential,,,False,True,31.789,"LINESTRING (17.0612376 61.3022717, 17.0617833 61.302386)",Södra Järnvägsgatan,,,
43312199,,residential,,,False,True,80.12100000000001,"LINESTRING (17.0612376 61.3022717, 17.0614486 61.3019457, 17.0614671 61.3019171, 17.0618209 61.301612)",Strandbackgatan,,,
43312194,,residential,40,,False,False,91.828,"LINESTRING (17.0685646 61.3018455, 17.0678777 61.3026026)",Östra Esplanaden,,,
43312218,,residential,,,False,True,81.712,"LINESTRING (17.0685646 61.3018455, 17.0699312 61.3021762)",Holmängeesplanaden,,,
43312194,,residential,40,,False,True,26.951999999999998,"LINESTRING (17.0685646 61.3018455, 17.068501 61.30167, 17.0684781 61.3016067)",Östra Esplanaden,,,
43312189,,residential,40,,False,False,7.18,"LINESTRING (17.06987 61.3022337, 17.0699312 61.3021762)",Snickaregatan,,,
43312189,,residential,40,,False,True,81.881,"LINESTRING (17.06987 61.3022337, 17.0697442 61.3023322, 17.0694889 61.3025322, 17.0690685 61.3028615)",Snickaregatan,,,
68611174,,residential,,,False,False,53.446,"LINESTRING (17.0690685 61.3028615, 17.0698993 61.3031296)",Östra Storgatan,,,
68611174,,residential,,,False,True,69.795,"LINESTRING (17.0690685 61.3028615, 17.0678777 61.3026026)",Östra Storgatan,,,
43312189,,residential,40,,False,False,81.881,"LINESTRING (17.0690685 61.3028615, 17.0694889 61.3025322, 17.0697442 61.3023322, 17.06987 61.3022337)",Snickaregatan,,,
43312194,,residential,40,,False,True,91.828,"LINESTRING (17.0678777 61.3026026, 17.0685646 61.3018455)",Östra Esplanaden,,,
43312200,,residential,,,False,False,30.159,"LINESTRING (17.0678777 61.3026026, 17.0675964 61.3028378)",Södra Järnvägsgatan,,,
68611174,,residential,,,False,False,69.795,"LINESTRING (17.0678777 61.3026026, 17.0690685 61.3028615)",Östra Storgatan,,,
68611174,,residential,,,False,True,83.286,"LINESTRING (17.0678777 61.3026026, 17.0675845 61.3025663, 17.0669103 61.3024829, 17.0663519 61.3024579)",Östra Storgatan,,,
4568755,,tertiary,,,False,False,118.898,"LINESTRING (17.054846 61.303488, 17.0549155 61.303513, 17.0552293 61.303626, 17.0565508 61.3040773, 17.0566536 61.3041124)",Kungsgatan,,,
4568755,,tertiary,,,False,True,64.268,"LINESTRING (17.054846 61.303488, 17.054728 61.3034457, 17.0538608 61.303156)",Kungsgatan,,,
43185660,,residential,,,False,False,40.591,"LINESTRING (17.054846 61.303488, 17.0549246 61.3034327, 17.0552815 61.3031888)",Skolhusgatan,,,
43185660,,residential,,,False,True,48.366,"LINESTRING (17.054846 61.303488, 17.0547227 61.3035703, 17.054317 61.3038411)",Skolhusgatan,,,
43185660,,residential,,,False,False,8.177,"LINESTRING (17.0552815 61.3031888, 17.0553622 61.3031263)",Skolhusgatan,,,
"[43212040, 43185659, 531018892]",,residential,,,False,"[False, True]",96.95800000000001,"LINESTRING (17.0552815 61.3031888, 17.0553523 61.3032127, 17.0562851 61.3035276, 17.0563227 61.3035353, 17.0563817 61.3035366, 17.0564505 61.3035164, 17.0565787 61.3034271, 17.0566392 61.3033769, 17.0566338 61.3033473)",,yes,,
43185660,,residential,,,False,True,40.591,"LINESTRING (17.0552815 61.3031888, 17.0549246 61.3034327, 17.054846 61.303488)",Skolhusgatan,,,
43189189,,residential,,,False,True,182.459,"LINESTRING (17.0658284 61.2954119, 17.0655477 61.2955486, 17.0650908 61.2958172, 17.0646647 61.2960961, 17.0643693 61.296232, 17.0640319 61.2963568, 17.0637095 61.2964342, 17.063357 61.296501)",Norrlandsvägen,,,
