osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry
550900552,1,200,Värmlandsvägen,secondary,70,roundabout,True,False,5.214,"LINESTRING (14.2162902 58.8601726, 14.2163635 58.8602002)"
117920853,,O 3001,Torggatan,tertiary,50,,False,False,73.305,"LINESTRING (14.218854 58.8548429, 14.2193288 58.8542311)"
117920853,,O 3001,Torggatan,tertiary,50,,False,True,85.073,"LINESTRING (14.218854 58.8548429, 14.2183389 58.8555601)"
4971944,,,Marknadsgatan,residential,40,,False,False,49.036,"LINESTRING (14.218854 58.8548429, 14.2189358 58.854859, 14.219652 58.8549982)"
4971945,,,Spannmålsgatan,residential,50,,False,True,105.004,"LINESTRING (14.218854 58.8548429, 14.2187453 58.8548191, 14.2172086 58.8544831, 14.2171723 58.8544752)"
4971931,,,Mariestadsvägen,tertiary,50,,False,True,86.315,"LINESTRING (14.2129733 58.8566268, 14.2116877 58.8562262)"
4971933,,O 3051,Stationsgatan,tertiary,30,,False,False,87.633,"LINESTRING (14.2129733 58.8566268, 14.2137794 58.855958)"
1131309484,,O 3051,Mariestadsvägen,tertiary,50,,False,False,89.43,"LINESTRING (14.2129733 58.8566268, 14.2142849 58.8570589)"
4971934,,,Vattubolsvägen,residential,,,False,True,88.634,"LINESTRING (14.2125 58.8555488, 14.2116877 58.8562262)"
"[4971934, 4971935]",,,"['Vattubolsvägen', 'Björnemossegatan']",residential,,,False,"[False, True]",310.68399999999997,"LINESTRING (14.2125 58.8555488, 14.2133528 58.8548533, 14.213366 58.8548106, 14.213322 58.85477, 14.2132844 58.8547492, 14.2126551 58.8545309, 14.2111158 58.853998, 14.2103297 58.8537031)"
4971938,,,Långgatan,residential,,,False,False,86.52099999999999,"LINESTRING (14.2125 58.8555488, 14.2126731 58.8555992, 14.2137794 58.855958)"
4971938,,,Långgatan,residential,,,False,True,220.893,"LINESTRING (14.2125 58.8555488, 14.2116908 58.8552725, 14.2093151 58.8544385)"
4971933,,O 3051,Stationsgatan,tertiary,30,,False,True,87.633,"LINESTRING (14.2137794 58.855958, 14.2129733 58.8566268)"
4971938,,,Långgatan,residential,,,False,False,108.576,"LINESTRING (14.2137794 58.855958, 14.2154004 58.8564586)"
4971933,,O 3051,Stationsgatan,tertiary,30,,False,False,121.886,"LINESTRING (14.2137794 58.855958, 14.2141758 58.8556532, 14.214223 58.8556168, 14.2149621 58.8550484)"
4971938,,,Långgatan,residential,,,False,True,86.52099999999999,"LINESTRING (14.2137794 58.855958, 14.2126731 58.8555992, 14.2125 58.8555488)"
1008415570,,,Järnvägsgatan,residential,30,,False,True,86.468,"LINESTRING (14.2149621 58.8550484, 14.2137448 58.854592)"
4971933,,O 3051,Stationsgatan,tertiary,30,,False,True,121.886,"LINESTRING (14.2149621 58.8550484, 14.214223 58.8556168, 14.2141758 58.8556532, 14.2137794 58.855958)"
"[1107370002, 4971932]",,,Järnvägsgatan,residential,30,,False,False,102.816,"LINESTRING (14.2149621 58.8550484, 14.2151468 58.8551338, 14.2153461 58.8552136, 14.2155215 58.8552838, 14.2163647 58.8556213)"
4971930,,O 3001,Torggatan,tertiary,30,,False,True,42.751,"LINESTRING (14.2178729 58.8561514, 14.2176405 58.8565166)"
4971932,,,Järnvägsgatan,residential,,,False,True,104.869,"LINESTRING (14.2178729 58.8561514, 14.2163647 58.8556213)"
