osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry
26336819,D 978,Slottsträdgårdsgatan,tertiary,30,False,False,40.897,"LINESTRING (17.2231474 59.2620714, 17.2234813 59.2617456)"
29349328,D 978,Ruddammsgatan,tertiary,30,False,True,44.587,"LINESTRING (17.2231474 59.2620714, 17.2223853 59.2619762)"
257340297,,Ruddammsgatan,residential,30,False,False,43.114,"LINESTRING (17.2231474 59.2620714, 17.2232527 59.2620875, 17.2238319 59.2622368)"
41541569,,Strandvägen,residential,30,False,False,28.072,"LINESTRING (17.225359 59.2595925, 17.2253346 59.2594076, 17.2253302 59.2593405)"
41541569,,Strandvägen,residential,30,False,True,172.061,"LINESTRING (17.225359 59.2595925, 17.2254422 59.2597363, 17.2255507 59.2598452, 17.2257257 59.2599612, 17.2269733 59.2605322, 17.2271704 59.260633, 17.2273179 59.2607392)"
214592503,,Garvaregränd,residential,,False,True,53.819,"LINESTRING (17.225359 59.2595925, 17.2251722 59.2596066, 17.2244222 59.259663)"
"[26336810, 1190755911]",,Storgatan,residential,"['40', '30']",False,True,278.04200000000003,"LINESTRING (17.2148698 59.2592299, 17.2151302 59.2592114, 17.215681 59.2591724, 17.2167888 59.2591922, 17.2178735 59.2592237, 17.2185843 59.2592355, 17.2188109 59.2592397, 17.2189817 59.2592415, 17.2197507 59.2592497)"
24754171,,Nygatan,residential,,False,False,94.60600000000001,"LINESTRING (17.2197507 59.2592497, 17.2197417 59.2593384, 17.2196012 59.260097)"
"[26336810, 1190755911]",,Storgatan,residential,"['40', '30']",False,False,278.042,"LINESTRING (17.2197507 59.2592497, 17.2189817 59.2592415, 17.2188109 59.2592397, 17.2185843 59.2592355, 17.2178735 59.2592237, 17.2167888 59.2591922, 17.215681 59.2591724, 17.2151302 59.2592114, 17.2148698 59.2592299)"
"[220273051, 26336812]",,Gripsholmsvägen,residential,30,False,True,164.86599999999999,"LINESTRING (17.2197507 59.2592497, 17.219858 59.2591465, 17.2201899 59.258797, 17.2202372 59.2587484, 17.2203639 59.258628, 17.2205274 59.258515, 17.2207723 59.2583954, 17.2215169 59.2581152)"
29353322,D 978,Djurgårdsgatan,tertiary,30,False,True,107.756,"LINESTRING (17.2270443 59.2609175, 17.2254986 59.260612, 17.2252599 59.2606124)"
41541569,,Strandvägen,residential,30,False,False,25.424999999999997,"LINESTRING (17.2270443 59.2609175, 17.227161 59.2608167, 17.2273179 59.2607392)"
