osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,access,bridge,width,ref
34480761,,Barnarpsgatan,residential,40,,True,False,9.389,"LINESTRING (14.164088 57.7839134, 14.1641098 57.783986, 14.1641108 57.7839969)",,,4,
166671249,,Järnvägsgatan,tertiary,40,,True,False,106.571,"LINESTRING (14.164088 57.7839134, 14.1646379 57.7838489, 14.1655797 57.7837419, 14.1658455 57.7837117)",,,,
23533013,,Nygatan,residential,40,,True,False,42.226,"LINESTRING (14.1620049 57.781927, 14.1626759 57.7817996)",,,,
31576436,,Västgötagatan,residential,40,,False,False,67.975,"LINESTRING (14.1620049 57.781927, 14.1616125 57.7813526)",,,,
31576436,,Västgötagatan,residential,40,,False,True,83.323,"LINESTRING (14.1620049 57.781927, 14.1624429 57.782592, 14.1624727 57.7826336)",,,,
8175073,,Brunnsgatan,residential,40,,False,False,41.907,"LINESTRING (14.1615332 57.7812303, 14.1622002 57.7811055)",,,,
8175073,,Brunnsgatan,residential,40,,False,True,44.63,"LINESTRING (14.1615332 57.7812303, 14.160822 57.7813619)",,,,
31576407,,Västgötagatan,residential,40,,True,False,86.468,"LINESTRING (14.1615332 57.7812303, 14.1610205 57.7805023)",,,,
32020285,,Oxtorgsgatan,residential,40,,True,False,44.946,"LINESTRING (14.1610205 57.7805023, 14.1617341 57.7803658)",,,,
27659282,,Skolgatan,residential,40,,True,False,42.544,"LINESTRING (14.1624727 57.7826336, 14.1617932 57.7827567)",,,,
31576436,,Västgötagatan,residential,40,,False,False,83.323,"LINESTRING (14.1624727 57.7826336, 14.1624429 57.782592, 14.1620049 57.781927)",,,,
23533013,,Nygatan,residential,40,,True,False,44.120000000000005,"LINESTRING (14.161305 57.7820619, 14.1613805 57.7820473, 14.1620049 57.781927)",,,,
31518627,,Trädgårdsgatan,residential,40,,True,False,82.93700000000001,"LINESTRING (14.161305 57.7820619, 14.1608754 57.7814407, 14.160822 57.7813619)",,,,
27659282,,Skolgatan,residential,40,,True,False,73.768,"LINESTRING (14.1617932 57.7827567, 14.1606158 57.7829714)",,,,
31518627,,Trädgårdsgatan,residential,40,,True,False,82.501,"LINESTRING (14.1617932 57.7827567, 14.1617623 57.7827129, 14.161305 57.7820619)",,,,
31576226,,Trädgårdsgatan,residential,40,,True,False,96.691,"LINESTRING (14.1597911 57.7798137, 14.1603193 57.7806364)",,,,
922012821,,Gjuterigatan,residential,40,,False,False,72.859,"LINESTRING (14.1597911 57.7798137, 14.1586333 57.7800334)",,,,
922012821,,Gjuterigatan,residential,40,,False,True,87.481,"LINESTRING (14.1597911 57.7798137, 14.1602995 57.7797174, 14.1605723 57.7796657, 14.1606758 57.7796459, 14.1611813 57.77955)",,,,
922012821,,Gjuterigatan,residential,40,,False,True,72.859,"LINESTRING (14.1586333 57.7800334, 14.1597911 57.7798137)",,,,
"[23533064, 922012821]",,Gjuterigatan,residential,40,,False,False,74.39,"LINESTRING (14.1586333 57.7800334, 14.1585452 57.7800504, 14.1575677 57.7802355, 14.1574511 57.7802576)",,,,
23533358,,Kapellgatan,residential,40,,False,False,60.646,"LINESTRING (14.1587978 57.7839482, 14.1586643 57.7838883, 14.158553 57.7838337, 14.1583058 57.7834861)",,,,
168975993,,Västra Storgatan,unclassified,40,,False,False,64.421,"LINESTRING (14.1587978 57.7839482, 14.1588982 57.7838956, 14.1589869 57.7838652, 14.1595706 57.7837418, 14.1597682 57.7837)",,,,
23533381,,F E Elmgrensgata,residential,40,,False,False,53.17,"LINESTRING (14.1606158 57.7829714, 14.1609212 57.783421)",,,,
23533381,,F E Elmgrensgata,residential,40,,False,True,81.09,"LINESTRING (14.1606158 57.7829714, 14.1603372 57.7825739, 14.1601394 57.7822878)",,,,
27659282,,Skolgatan,residential,40,,True,False,74.004,"LINESTRING (14.1606158 57.7829714, 14.1597763 57.7831323, 14.1595417 57.7831768, 14.1594418 57.7831976)",,,,
23533013,,Nygatan,residential,40,,True,False,73.524,"LINESTRING (14.1601394 57.7822878, 14.1602154 57.7822731, 14.1612249 57.782078, 14.161305 57.7820619)",,,,
23533381,,F E Elmgrensgata,residential,40,,False,False,81.09,"LINESTRING (14.1601394 57.7822878, 14.1603372 57.7825739, 14.1606158 57.7829714)",,,,
34477630,,Fabriksgatan,residential,40,,True,False,89.267,"LINESTRING (14.1581098 57.7792807, 14.1581245 57.7793033, 14.1585996 57.779985, 14.1586333 57.7800334)",,,,
8175073,,Brunnsgatan,residential,40,,False,False,74.836,"LINESTRING (14.1572935 57.7820089, 14.1574542 57.7819762, 14.1584842 57.7817855)",,,,
23533358,,Kapellgatan,residential,40,,False,True,86.881,"LINESTRING (14.1572935 57.7820089, 14.1574943 57.7823107, 14.157627 57.7825102, 14.1577834 57.7827453)",,,,
23142338,,Norra Strandgatan,tertiary,40,,False,True,116.528,"LINESTRING (14.1730937 57.7833175, 14.1711835 57.7835648)",,,,
23533128,,Smålandsgatan,residential,40,,False,False,65.904,"LINESTRING (14.1638218 57.7823796, 14.1642033 57.7829363)",,,,
23533128,,Smålandsgatan,residential,40,,False,True,83.048,"LINESTRING (14.1638218 57.7823796, 14.1638051 57.7823529, 14.1633509 57.7816762)",,,,
31472498,,Skolgatan,residential,40,,True,False,44.899,"LINESTRING (14.1638218 57.7823796, 14.1642098 57.7823113, 14.1644115 57.7822762, 14.1645404 57.7822521)",,,,
23104419,,Klostergatan,unclassified,40,,False,False,83.533,"LINESTRING (14.1584842 57.7817855, 14.1579945 57.7810811)",,,,
8175073,,Brunnsgatan,residential,40,,False,False,74.365,"LINESTRING (14.1584842 57.7817855, 14.1595702 57.7815901, 14.1596707 57.7815687)",,,,
8175073,,Brunnsgatan,residential,40,,False,True,74.836,"LINESTRING (14.1584842 57.7817855, 14.1574542 57.7819762, 14.1572935 57.7820089)",,,,
"[927242377, 23104419]",,Klostergatan,unclassified,40,,False,True,85.851,"LINESTRING (14.1584842 57.7817855, 14.1585529 57.781868, 14.1589658 57.7825133)",,,,
23104419,,Klostergatan,unclassified,40,,False,True,83.533,"LINESTRING (14.1579945 57.7810811, 14.1584842 57.7817855)",,,,
23104419,,Klostergatan,unclassified,40,,False,False,97.071,"LINESTRING (14.1579945 57.7810811, 14.1577896 57.7807705, 14.1574511 57.7802576)",,,,
32020285,,Oxtorgsgatan,residential,40,,True,False,75.569,"LINESTRING (14.1579945 57.7810811, 14.1582754 57.7810274, 14.1591222 57.7808654, 14.1591943 57.7808516)",,,,
8175073,,Brunnsgatan,residential,40,,False,False,72.023,"LINESTRING (14.1596707 57.7815687, 14.160822 57.7813619)",,,,
31471614,,Fabriksgatan,residential,40,,True,False,84.592,"LINESTRING (14.1596707 57.7815687, 14.1591943 57.7808516)",,,,
8175073,,Brunnsgatan,residential,40,,False,True,74.365,"LINESTRING (14.1596707 57.7815687, 14.1595702 57.7815901, 14.1584842 57.7817855)",,,,
31471614,,Fabriksgatan,residential,40,,True,False,96.868,"LINESTRING (14.1591943 57.7808516, 14.1586333 57.7800334)",,,,
32020285,,Oxtorgsgatan,residential,40,,True,False,70.858,"LINESTRING (14.1591943 57.7808516, 14.1603193 57.7806364)",,,,
23533128,,Smålandsgatan,residential,40,,False,False,87.769,"LINESTRING (14.1624268 57.7802361, 14.1628819 57.7809872)",,,,
34307506,,Oxtorgsgatan,residential,40,,False,False,43.526,"LINESTRING (14.1624268 57.7802361, 14.1617341 57.7803658)",,,,
34307506,,Oxtorgsgatan,residential,40,,False,True,42.305,"LINESTRING (14.1624268 57.7802361, 14.1631016 57.7801124)",,,,
23104419,,Klostergatan,unclassified,40,,False,True,97.071,"LINESTRING (14.1574511 57.7802576, 14.1577896 57.7807705, 14.1579945 57.7810811)",,,,
"[23533064, 922012821]",,Gjuterigatan,residential,40,,False,True,74.38999999999999,"LINESTRING (14.1574511 57.7802576, 14.1575677 57.7802355, 14.1585452 57.7800504, 14.1586333 57.7800334)",,,,
23533013,,Nygatan,residential,40,,True,False,43.823,"LINESTRING (14.1633509 57.7816762, 14.164049 57.7815466)",,,,
23533128,,Smålandsgatan,residential,40,,False,False,83.048,"LINESTRING (14.1633509 57.7816762, 14.1638051 57.7823529, 14.1638218 57.7823796)",,,,
23533128,,Smålandsgatan,residential,40,,False,True,81.522,"LINESTRING (14.1633509 57.7816762, 14.1629251 57.7810655, 14.1628819 57.7809872)",,,,
31576226,,Trädgårdsgatan,residential,40,,True,False,86.001,"LINESTRING (14.1603193 57.7806364, 14.160822 57.7813619)",,,,
32020285,,Oxtorgsgatan,residential,40,,True,False,44.164,"LINESTRING (14.1603193 57.7806364, 14.1610205 57.7805023)",,,,
23533279,,Barnarpsgatan,residential,40,,False,False,86.769,"LINESTRING (14.1617341 57.7803658, 14.1622002 57.7811055)",,,,
34307506,,Oxtorgsgatan,residential,40,,False,True,43.526,"LINESTRING (14.1617341 57.7803658, 14.1624268 57.7802361)",,,,
23533279,,Barnarpsgatan,residential,40,,False,True,96.45200000000001,"LINESTRING (14.1617341 57.7803658, 14.1613891 57.7798571, 14.1612807 57.7796968, 14.1611813 57.77955)",,,,
31576436,,Västgötagatan,residential,40,,False,True,67.975,"LINESTRING (14.1616125 57.7813526, 14.1620049 57.781927)",,,,
23533358,,Kapellgatan,residential,40,,False,True,7.426,"LINESTRING (14.1582676 57.7834225, 14.1583058 57.7834861)",,,,
23533358,,Kapellgatan,residential,40,,False,False,80.587,"LINESTRING (14.1582676 57.7834225, 14.1579904 57.7830348, 14.1577834 57.7827453)",,,,
"[303224114, 306869763, 320423932, 303224111]",2,Järnvägsgatan,tertiary,40,,True,False,144.352,"LINESTRING (14.1641108 57.7839969, 14.1639178 57.7840173, 14.1636793 57.7840425, 14.1630527 57.7841118, 14.1625756 57.7841667, 14.1624354 57.7841947, 14.162207 57.7842299, 14.1619522 57.7842758, 14.1617558 57.7843166)",,,,
27659282,,Skolgatan,residential,40,,True,False,42.612,"LINESTRING (14.1631529 57.7825097, 14.1624727 57.7826336)",,,,
31472498,,Skolgatan,residential,40,,True,False,42.21,"LINESTRING (14.1631529 57.7825097, 14.1638218 57.7823796)",,,,
34480761,,Barnarpsgatan,residential,40,,True,False,92.935,"LINESTRING (14.1631529 57.7825097, 14.1636668 57.7832993)",,,4,
23533013,,Nygatan,residential,40,,True,False,42.303,"LINESTRING (14.1626759 57.7817996, 14.1633509 57.7816762)",,,,
34480761,,Barnarpsgatan,residential,40,,True,False,83.87,"LINESTRING (14.1626759 57.7817996, 14.1631296 57.7824761, 14.1631529 57.7825097)",,,4,
23533279,,Barnarpsgatan,residential,40,,False,False,96.452,"LINESTRING (14.1611813 57.77955, 14.1612807 57.7796968, 14.1613891 57.7798571, 14.1617341 57.7803658)",,,,
23533279,,Barnarpsgatan,residential,40,,False,True,98.271,"LINESTRING (14.1611813 57.77955, 14.1611522 57.7795082, 14.1607586 57.7789435, 14.1606729 57.7788175, 14.1605607 57.778734)",,,,
922012821,,Gjuterigatan,residential,40,,False,False,87.481,"LINESTRING (14.1611813 57.77955, 14.1606758 57.7796459, 14.1605723 57.7796657, 14.1602995 57.7797174, 14.1597911 57.7798137)",,,,
42161448,2,Teaterrondellen,secondary,40,roundabout,True,False,3.485,"LINESTRING (14.1734584 57.7782621, 14.1734816 57.7782333)",,,,
23533381,,F E Elmgrensgata,residential,40,,False,True,53.17,"LINESTRING (14.1609212 57.783421, 14.1606158 57.7829714)",,,,
919747351,2,Museirondellen,secondary,40,roundabout,True,False,4.114,"LINESTRING (14.1735256 57.7798182, 14.1735662 57.7797882)",,,,
42161448,2,Teaterrondellen,secondary,40,roundabout,True,False,7.818,"LINESTRING (14.1737243 57.7781412, 14.1737901 57.7781391, 14.1738554 57.778144)",,,,
955486922,2,Munksjögatan,secondary,40,,True,False,22.872999999999998,"LINESTRING (14.1657224 57.7786333, 14.1656575 57.7785669, 14.165609 57.7785321, 14.165553 57.7784956, 14.1655019 57.7784659)",,,,E 4.01
956781286,,Högskolerondellen,secondary,40,roundabout,True,False,16.572,"LINESTRING (14.1657224 57.7786333, 14.1657524 57.7786081, 14.1657801 57.7785931, 14.1658123 57.7785808, 14.1658538 57.7785707, 14.165902 57.7785649, 14.1659514 57.7785648)",,,,
15747146,,Högskolerondellen,secondary,40,roundabout,True,False,17.564,"LINESTRING (14.1661274 57.778742, 14.1661038 57.7787631, 14.1660716 57.7787784, 14.1660306 57.7787927, 14.1659909 57.7788011, 14.1659556 57.778805, 14.165916 57.7788058, 14.1658767 57.7788029)",,,,
152482273,,Hamngatan,unclassified,40,,True,False,45.052,"LINESTRING (14.1661274 57.778742, 14.1661876 57.7788108, 14.1662299 57.7788591, 14.1662807 57.7789074, 14.1664321 57.778999, 14.1664842 57.779039, 14.1665299 57.7790824)",,,,
