osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,access,bridge,width,ref
919747349,2,Museirondellen,secondary,40,circular,False,False,2.579,"LINESTRING (14.1735072 57.7799849, 14.173494 57.7799628)",,,,
155739387,2,Östra Strandgatan,secondary,40,,True,False,82.78399999999999,"LINESTRING (14.1735662 57.7797882, 14.173584 57.779678, 14.173598 57.779603, 14.1736093 57.7795406, 14.1735921 57.7794721, 14.1735671 57.7794116, 14.17354 57.779335, 14.1735252 57.7792665, 14.1735326 57.7791653, 14.1735578 57.7790495)",,,,
"[919747357, 919747350]",2,Museirondellen,secondary,40,roundabout,True,False,20.015,"LINESTRING (14.1735662 57.7797882, 14.1736271 57.7797612, 14.1736767 57.7797436, 14.1737271 57.7797329, 14.1737999 57.7797276, 14.1738709 57.7797257)",,,,
8175073,,Brunnsgatan,residential,40,,False,True,44.307,"LINESTRING (14.1635862 57.7808539, 14.1628819 57.7809872)",,,,
8175078,,Kyrkogatan,tertiary,40,,False,False,81.767,"LINESTRING (14.1635862 57.7808539, 14.1636362 57.7809322, 14.1637835 57.7811515, 14.164049 57.7815466)",,,,
8175078,,Kyrkogatan,tertiary,40,,False,True,87.31299999999999,"LINESTRING (14.1635862 57.7808539, 14.1635406 57.7807841, 14.1631016 57.7801124)",,,,
8175078,,Kyrkogatan,tertiary,40,,False,False,83.752,"LINESTRING (14.164049 57.7815466, 14.1644449 57.7821469, 14.1645404 57.7822521)",,,,
8175078,,Kyrkogatan,tertiary,40,,False,True,81.767,"LINESTRING (14.164049 57.7815466, 14.1637835 57.7811515, 14.1636362 57.7809322, 14.1635862 57.7808539)",,,,
8175073,,Brunnsgatan,residential,40,,False,False,44.63,"LINESTRING (14.160822 57.7813619, 14.1615332 57.7812303)",,,,
8175073,,Brunnsgatan,residential,40,,False,True,72.023,"LINESTRING (14.160822 57.7813619, 14.1596707 57.7815687)",,,,
927242377,,Klostergatan,unclassified,40,,False,False,59.12,"LINESTRING (14.1597682 57.7837, 14.1594418 57.7831976)",,,,
168975993,,Västra Storgatan,unclassified,40,,False,True,64.421,"LINESTRING (14.1597682 57.7837, 14.1595706 57.7837418, 14.1589869 57.7838652, 14.1588982 57.7838956, 14.1587978 57.7839482)",,,,
"[38438211, 309968534]",,Västra Storgatan,"['unclassified', 'residential']","['40', '30']",,False,False,32.355,"LINESTRING (14.1597682 57.7837, 14.1601248 57.7836421, 14.1602954 57.7836267)",no,,,
166671251,,Parkgatan,tertiary,40,,False,True,10.947,"LINESTRING (14.1658979 57.7838061, 14.1658455 57.7837117)",,,,
306869763,,Järnvägsgatan,tertiary,40,,True,False,108.04500000000002,"LINESTRING (14.1658979 57.7838061, 14.1656169 57.7838355, 14.1644946 57.7839528, 14.1641108 57.7839969)",,,,
38436658,2,Munksjögatan,secondary,40,,True,False,50.996,"LINESTRING (14.1726376 57.778386, 14.1729688 57.7783497, 14.1731436 57.7783326, 14.1732519 57.7783179, 14.1733503 57.7782978, 14.1734584 57.7782621)",,,,
"[23866965, 919747341, 15749183]","['2', '4']",Munksjögatan,secondary,40,,False,True,366.386,"LINESTRING (14.1726376 57.778386, 14.171257 57.7784502, 14.1709636 57.7784612, 14.1664801 57.7786649)",,yes,,
42161448,2,Teaterrondellen,secondary,40,roundabout,True,False,23.406,"LINESTRING (14.1738554 57.778144, 14.1739069 57.778153, 14.173955 57.7781664, 14.1739985 57.7781837, 14.1740361 57.7782046, 14.174067 57.7782284, 14.1740903 57.7782546, 14.174108 57.7782902)",,,,
"[23164384, 401310406, 958662607, 958662608, 155739377, 956652764]",2,"['Södra Strandgatan', 'Skolgatan']",tertiary,"['40', '30']",,False,"[False, True]",424.01300000000003,"LINESTRING (14.1735111 57.7806569, 14.1731057 57.7807633, 14.1724844 57.7809341, 14.1718392 57.781114, 14.171476 57.7812198, 14.1711455 57.781343, 14.1699856 57.781674, 14.1698481 57.7817013, 14.169745 57.7817113, 14.1696445 57.781714, 14.169233 57.7817085, 14.1690653 57.7817055, 14.1685945 57.7817001, 14.1683225 57.7816953, 14.167998 57.7816962, 14.1678907 57.7816969, 14.1677945 57.7816975, 14.1675898 57.7817059, 14.1673167 57.781747, 14.1671815 57.7817721, 14.1668922 57.7818247)",,yes,,
"[236739168, 309609362]","['1', '2']",Södra Strandgatan,tertiary,30,,True,False,71.055,"LINESTRING (14.1735111 57.7806569, 14.1736649 57.7805682, 14.1737377 57.7805144, 14.1738211 57.7804351, 14.1738544 57.7803724, 14.1738648 57.7803315, 14.1738598 57.7802812, 14.1738448 57.7802227, 14.173797 57.7801701, 14.1737224 57.7800931)",,,,
15747146,,Högskolerondellen,secondary,40,roundabout,True,False,12.424,"LINESTRING (14.1661132 57.7786157, 14.1661436 57.7786486, 14.166154 57.7786807, 14.1661519 57.7787019, 14.1661429 57.7787226)",,,,
23118843,,Munksjögatan,secondary,40,,True,False,22.455999999999996,"LINESTRING (14.1661132 57.7786157, 14.1661928 57.7786303, 14.1663069 57.7786454, 14.1664801 57.7786649)",,,,
15747146,,Högskolerondellen,secondary,40,roundabout,True,False,11.463000000000001,"LINESTRING (14.1659514 57.7785648, 14.1659986 57.7785702, 14.1660429 57.778581, 14.1660815 57.7785963, 14.1661132 57.7786157)",,,,
955486923,,Gjuterigatan,tertiary,40,,True,False,26.065,"LINESTRING (14.1649651 57.7788541, 14.1653642 57.7787558)",,,,
53179241,,Vallgatan,residential,40,,False,True,93.90299999999999,"LINESTRING (14.1649651 57.7788541, 14.1649942 57.7789002, 14.1652682 57.7793214, 14.1654833 57.7796521)",,,,
"[166671248, 8175078]",,"['Kyrkogatan', 'Gjuterigatan']",tertiary,40,,False,False,240.527,"LINESTRING (14.1649651 57.7788541, 14.1647895 57.7788895, 14.1639053 57.7790513, 14.1637488 57.7790875, 14.1634956 57.7791494, 14.163275 57.7791913, 14.1628754 57.7792679, 14.1627176 57.7793, 14.1626748 57.7793115, 14.1626432 57.7793235, 14.1626256 57.7793418, 14.1626139 57.7793608, 14.1626138 57.779386, 14.1626494 57.7794546, 14.1627443 57.7795931, 14.1629312 57.7798674, 14.1631016 57.7801124)",,,,
956781286,,Högskolerondellen,secondary,40,roundabout,True,False,4.665,"LINESTRING (14.1657016 57.7786736, 14.1657087 57.778653, 14.1657224 57.7786333)",,,,
15747146,,Högskolerondellen,secondary,40,roundabout,True,False,2.345,"LINESTRING (14.1661429 57.7787226, 14.1661274 57.778742)",,,,
23117753,,Gjuterigatan,tertiary,40,,True,False,55.13499999999999,"LINESTRING (14.1658767 57.7788029, 14.1657817 57.7788112, 14.1657441 57.7788106, 14.1657022 57.7788065, 14.1656168 57.778797, 14.1655178 57.7787915, 14.165461 57.7787929, 14.1654 57.7787989, 14.1651464 57.7788381, 14.1649651 57.7788541)",,,,
956781286,,Högskolerondellen,secondary,40,roundabout,True,False,19.333000000000002,"LINESTRING (14.1658767 57.7788029, 14.1658421 57.7787971, 14.1658097 57.7787884, 14.1657832 57.7787784, 14.1657596 57.7787664, 14.1657237 57.7787382, 14.1657095 57.7787187, 14.1657019 57.778698, 14.1657016 57.7786736)",,,,
919747358,3,Museirondellen,secondary,40,roundabout,True,False,18.087,"LINESTRING (14.1737224 57.7800931, 14.1736314 57.7800692, 14.1735569 57.7800326, 14.1735072 57.7799849)",,,,
36479788,,Parkgatan,tertiary,40,,False,False,74.65700000000001,"LINESTRING (14.1654514 57.7831097, 14.1655788 57.783138, 14.1656604 57.7831946, 14.165823 57.7836461, 14.1658455 57.7837117)",,,,
309431202,,Västra Storgatan,residential,30,,False,True,107.87199999999999,"LINESTRING (14.1654514 57.7831097, 14.1649362 57.7831644, 14.1636668 57.7832993)",no,,,
955486926,,Kyrkogatan,tertiary,40,,False,True,73.50999999999999,"LINESTRING (14.1654514 57.7831097, 14.1653156 57.7830915, 14.1651315 57.7830287, 14.1650308 57.7829461, 14.1647899 57.7825976)",,,,
8175078,,Kyrkogatan,tertiary,40,,False,True,83.752,"LINESTRING (14.1645404 57.7822521, 14.1644449 57.7821469, 14.164049 57.7815466)",,,,
1219538618,,Kyrkogatan,tertiary,40,,False,False,41.181000000000004,"LINESTRING (14.1645404 57.7822521, 14.1646019 57.7823258, 14.1647899 57.7825976)",,,,
1219538619,,Skolgatan,tertiary,40,,False,True,38.864000000000004,"LINESTRING (14.1645404 57.7822521, 14.1646545 57.7822314, 14.1651609 57.7821393)",,,,
927242377,,Klostergatan,unclassified,40,,False,True,81.155,"LINESTRING (14.1589658 57.7825133, 14.1594418 57.7831976)",,,,
23533013,,Nygatan,residential,40,,True,False,73.955,"LINESTRING (14.1589658 57.7825133, 14.159148 57.7824787, 14.1598972 57.7823336, 14.1599504 57.7823233, 14.1599723 57.782319, 14.1601394 57.7822878)",,,,
"[927242377, 23104419]",,Klostergatan,unclassified,40,,False,False,85.851,"LINESTRING (14.1589658 57.7825133, 14.1585529 57.781868, 14.1584842 57.7817855)",,,,
23533013,,Nygatan,residential,40,,True,False,74.691,"LINESTRING (14.1577834 57.7827453, 14.1589658 57.7825133)",,,,
23533358,,Kapellgatan,residential,40,,False,False,86.881,"LINESTRING (14.1577834 57.7827453, 14.157627 57.7825102, 14.1574943 57.7823107, 14.1572935 57.7820089)",,,,
23533358,,Kapellgatan,residential,40,,False,True,80.587,"LINESTRING (14.1577834 57.7827453, 14.1579904 57.7830348, 14.1582676 57.7834225)",,,,
34480759,,Skolgatan,residential,40,,True,False,73.963,"LINESTRING (14.1594418 57.7831976, 14.1582676 57.7834225)",,,,
927242377,,Klostergatan,unclassified,40,,False,False,81.155,"LINESTRING (14.1594418 57.7831976, 14.1589658 57.7825133)",,,,
927242377,,Klostergatan,unclassified,40,,False,True,59.12,"LINESTRING (14.1594418 57.7831976, 14.1597682 57.7837)",,,,
34307506,,Oxtorgsgatan,residential,40,,False,False,42.305,"LINESTRING (14.1631016 57.7801124, 14.1624268 57.7802361)",,,,
8175078,,Kyrkogatan,tertiary,40,,False,False,87.31299999999999,"LINESTRING (14.1631016 57.7801124, 14.1635406 57.7807841, 14.1635862 57.7808539)",,,,
"[166671248, 8175078]",,"['Kyrkogatan', 'Gjuterigatan']",tertiary,40,,False,True,240.52700000000004,"LINESTRING (14.1631016 57.7801124, 14.1629312 57.7798674, 14.1627443 57.7795931, 14.1626494 57.7794546, 14.1626138 57.779386, 14.1626139 57.7793608, 14.1626256 57.7793418, 14.1626432 57.7793235, 14.1626748 57.7793115, 14.1627176 57.7793, 14.1628754 57.7792679, 14.163275 57.7791913, 14.1634956 57.7791494, 14.1637488 57.7790875, 14.1639053 57.7790513, 14.1647895 57.7788895, 14.1649651 57.7788541)",,,,
"[34307506, 32724908]",,"['Oxtorgsgatan', 'Verkstadsgatan']",residential,40,,False,"[False, True]",151.54,"LINESTRING (14.1631016 57.7801124, 14.1632297 57.7800892, 14.1636769 57.7800041, 14.1637005 57.7799996, 14.1640185 57.7799392, 14.1641882 57.7799069, 14.1642992 57.7798853, 14.1647329 57.7805302)",,,,
8175073,,Brunnsgatan,residential,40,,False,False,44.307,"LINESTRING (14.1628819 57.7809872, 14.1635862 57.7808539)",,,,
8175073,,Brunnsgatan,residential,40,,False,True,42.501,"LINESTRING (14.1628819 57.7809872, 14.1622002 57.7811055)",,,,
23533128,,Smålandsgatan,residential,40,,False,True,87.769,"LINESTRING (14.1628819 57.7809872, 14.1624268 57.7802361)",,,,
23533128,,Smålandsgatan,residential,40,,False,False,81.522,"LINESTRING (14.1628819 57.7809872, 14.1629251 57.7810655, 14.1633509 57.7816762)",,,,
23533128,,Smålandsgatan,residential,40,,False,True,65.904,"LINESTRING (14.1642033 57.7829363, 14.1638218 57.7823796)",,,,
166671251,,Parkgatan,tertiary,40,,False,False,10.947,"LINESTRING (14.1658455 57.7837117, 14.1658979 57.7838061)",,,,
36479788,,Parkgatan,tertiary,40,,False,True,74.657,"LINESTRING (14.1658455 57.7837117, 14.165823 57.7836461, 14.1656604 57.7831946, 14.1655788 57.783138, 14.1654514 57.7831097)",,,,
166671250,,Järnvägsgatan,tertiary,40,,True,False,141.56400000000002,"LINESTRING (14.1658455 57.7837117, 14.1660731 57.7836856, 14.1662851 57.7836581, 14.1664277 57.7836423, 14.1671353 57.7835665, 14.1673484 57.783556, 14.1675383 57.7835561, 14.1677615 57.783565, 14.1679047 57.7835853, 14.1679679 57.7835964, 14.1681871 57.7836283)",,,,
"[23215301, 23142338, 42682314, 4329597]",,"['Norra Strandgatan', 'Järnvägsgatan']",tertiary,40,,False,"[False, True]",181.61900000000003,"LINESTRING (14.1681871 57.7836283, 14.1683081 57.783638, 14.1685525 57.7836702, 14.1685628 57.7836719, 14.1686322 57.783681, 14.1689513 57.7837194, 14.1690497 57.7837313, 14.1691918 57.7837448, 14.1693218 57.783756, 14.1694465 57.7837596, 14.1695615 57.7837576, 14.1697585 57.7837469, 14.1711835 57.7835648)",,yes,,
39003145,,Järnvägsgatan,tertiary,40,,True,False,137.952,"LINESTRING (14.1681871 57.7836283, 14.1679767 57.7836153, 14.1677612 57.7836196, 14.1675888 57.7836222, 14.1673764 57.7836363, 14.1669688 57.7836787, 14.1661152 57.783772, 14.1658979 57.7838061)",,,,
30997672,,Residensgatan,residential,40,,False,True,71.45400000000001,"LINESTRING (14.1653061 57.7814341, 14.1653575 57.7815123, 14.1653924 57.7815653, 14.1656783 57.782, 14.1657049 57.7820405)",,,,
30997672,,Residensgatan,residential,40,,False,False,71.45400000000001,"LINESTRING (14.1657049 57.7820405, 14.1656783 57.782, 14.1653924 57.7815653, 14.1653575 57.7815123, 14.1653061 57.7814341)",,,,
155739377,,Skolgatan,tertiary,40,,False,False,34.069,"LINESTRING (14.1657049 57.7820405, 14.1655307 57.7820721, 14.1651609 57.7821393)",,,,
155739377,,Skolgatan,tertiary,40,,False,True,74.36500000000001,"LINESTRING (14.1657049 57.7820405, 14.1661661 57.7819566, 14.1663793 57.7819179, 14.1667616 57.7818484, 14.1668922 57.7818247)",,,,
34480761,,Barnarpsgatan,residential,40,,True,False,72.707,"LINESTRING (14.1636668 57.7832993, 14.164088 57.7839134)",,,4,
309431202,,Västra Storgatan,residential,30,,False,False,107.87199999999999,"LINESTRING (14.1636668 57.7832993, 14.1649362 57.7831644, 14.1654514 57.7831097)",no,,,
"[309431202, 38438211]",,Västra Storgatan,residential,30,,False,True,203.14999999999998,"LINESTRING (14.1636668 57.7832993, 14.1635006 57.7833157, 14.1622256 57.7834413, 14.1617115 57.7834938, 14.1602954 57.7836267)",no,,,
8175073,,Brunnsgatan,residential,40,,False,False,42.501,"LINESTRING (14.1622002 57.7811055, 14.1628819 57.7809872)",,,,
8175073,,Brunnsgatan,residential,40,,False,True,41.907,"LINESTRING (14.1622002 57.7811055, 14.1615332 57.7812303)",,,,
23533279,,Barnarpsgatan,residential,40,,False,True,86.769,"LINESTRING (14.1622002 57.7811055, 14.1617341 57.7803658)",,,,
34480761,,Barnarpsgatan,residential,40,,True,False,82.173,"LINESTRING (14.1622002 57.7811055, 14.1622576 57.7811861, 14.1626759 57.7817996)",,,4,
