osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,junction,access
194514932,4,Y 719,Storgatan,secondary,50,15.0,False,True,17.405,"LINESTRING (17.9324274 62.6293534, 17.9321134 62.6292929)",,,
630980372,1,,,trunk_link,50,,True,False,40.506,"LINESTRING (17.9324274 62.6293534, 17.9322272 62.6293869, 17.9320948 62.6294056, 17.9320149 62.6294235, 17.9319411 62.6294444, 17.9317318 62.6295193)",,,
"[1096370649, 1096370650, 1096370651]","['4', '5']",Y 719,Storgatan,secondary,50,15.0,False,False,56.309,"LINESTRING (17.9324274 62.6293534, 17.9328954 62.6294231, 17.9333112 62.6294838, 17.9334778 62.6295057)",,,
"[197644337, 188740634, 187705483, 187705485]",4,Y 719,Storgatan,secondary,50,9.0,False,False,162.31,"LINESTRING (17.936518 62.6299225, 17.9355661 62.6297667, 17.935509 62.6297574, 17.9350571 62.6296961, 17.9342145 62.6295911, 17.9337735 62.6295422, 17.9336542 62.6295289, 17.9334778 62.6295057)",yes,,
1093886549,2,Y 719,Storgatan,secondary,50,9.0,True,False,47.953,"LINESTRING (17.936518 62.6299225, 17.9367419 62.6299478, 17.9371494 62.6300168, 17.9373865 62.6300792)",,,
"[187705484, 32742743]",2,Y 719,Storgatan,secondary,50,9.0,False,False,43.910000000000004,"LINESTRING (17.9384358 62.6306295, 17.9382901 62.6305351, 17.9379243 62.6303123)",yes,,
41827730,,,Storgatan,residential,50,,False,True,54.414,"LINESTRING (17.9384358 62.6306295, 17.9385512 62.6307919, 17.9387681 62.6310944)",,,
192416868,2,Y 719,Brunnshusgatan,secondary,50,9.0,False,False,92.21200000000002,"LINESTRING (17.9384358 62.6306295, 17.9386169 62.6305858, 17.9387124 62.6305532, 17.9388216 62.6304745, 17.9389495 62.6303259, 17.9392279 62.6299181)",,,
742520009,,Y 719,,unclassified,50,,True,False,18.579,"LINESTRING (17.939923 62.6289607, 17.939968 62.6287949)",,,
1093886334,2,Y 719,Brunnshusgatan,secondary,50,9.0,True,False,19.534,"LINESTRING (17.939923 62.6289607, 17.94006 62.6289048, 17.9402317 62.6288586)",,,
1093886334,2,Y 719,Brunnshusgatan,secondary,50,9.0,True,False,10.698,"LINESTRING (17.9402317 62.6288586, 17.9404371 62.6288402)",,,
"[37883058, 1093886340]",2,Y 719,Brunnshusgatan,secondary,50,"['9.0', '8']",False,"[False, True]",126.56000000000002,"LINESTRING (17.9423775 62.6292876, 17.9421761 62.6290921, 17.9420537 62.6289983, 17.9419085 62.6289312, 17.9418231 62.6289049, 17.9416729 62.6288626, 17.9415136 62.6288264, 17.9414825 62.6288193, 17.9412693 62.6287968, 17.9410579 62.6287819, 17.9407811 62.6287919, 17.9404371 62.6288402)",,,
1093886331,2,Y 719,Brunnshusgatan,secondary,50,,True,False,31.871,"LINESTRING (17.9423775 62.6292876, 17.9425355 62.6293668, 17.9427939 62.6295009)",,,
1096370835,,,Varvsgatan,unclassified,50,,False,True,79.674,"LINESTRING (17.9365013 62.6358649, 17.9358703 62.6352097)",,,
69760381,,,Djuphamnsvägen,unclassified,50,,False,False,180.536,"LINESTRING (17.9365013 62.6358649, 17.9362801 62.6359339, 17.9358318 62.6360738, 17.9353917 62.6362112, 17.9349265 62.6363564, 17.9348556 62.6363793, 17.9341256 62.6366155, 17.9335945 62.6367873)",,,
37196475,,,Holmgatan,unclassified,50,,False,True,28.092,"LINESTRING (17.9358703 62.6352097, 17.9363651 62.6350997)",,,
631644164,,,Holmgatan,unclassified,50,,False,False,64.687,"LINESTRING (17.9358703 62.6352097, 17.9347891 62.6355121)",,,
1096370835,,,Varvsgatan,unclassified,50,,False,False,79.674,"LINESTRING (17.9358703 62.6352097, 17.9365013 62.6358649)",,,
31786292,,,Holmgatan,unclassified,50,,False,False,57.798,"LINESTRING (17.9336432 62.6358843, 17.9327321 62.6361922)",,,
31786292,,,Holmgatan,unclassified,50,,False,True,71.715,"LINESTRING (17.9336432 62.6358843, 17.9347891 62.6355121)",,,
31786329,,,Smedsgatan,unclassified,50,,False,False,115.611,"LINESTRING (17.9336432 62.6358843, 17.9332668 62.6356186, 17.9325695 62.6351464, 17.9324275 62.6350503, 17.9323838 62.6350207)",,,
631644167,2,Y 720,,secondary,50,8,True,False,7.268,"LINESTRING (17.9333464 62.6343224, 17.933333 62.6343545, 17.9333024 62.634384)",,roundabout,
631644167,2,Y 720,,secondary,50,8,True,False,15.239,"LINESTRING (17.9332174 62.6342052, 17.9332903 62.6342363, 17.9333352 62.634277, 17.9333464 62.6343224)",,roundabout,
1096370787,2,Y 720,Nybrogatan,secondary,50,,True,False,93.438,"LINESTRING (17.9332174 62.6342052, 17.9334295 62.6341883, 17.9345431 62.6339988, 17.9347408 62.6339693, 17.934958 62.6339743)",,,
631644167,2,Y 720,,secondary,50,8,True,False,9.637,"LINESTRING (17.9330314 62.6344425, 17.932941 62.6344301, 17.9328647 62.6344047)",,roundabout,
631644167,2,Y 720,,secondary,50,8,True,False,13.843,"LINESTRING (17.9328189 62.634252, 17.9328745 62.6342193, 17.9329497 62.6341963, 17.9330368 62.6341855)",,roundabout,
1096370768,,,Torsviksgatan,unclassified,50,,True,False,16.323999999999998,"LINESTRING (17.9328189 62.634252, 17.9327841 62.6341927, 17.9327496 62.634165, 17.932676 62.6341236)",,,
38903075,1,Y 720,Stationsgatan,secondary,50,,True,False,30.502,"LINESTRING (17.9299307 62.6352661, 17.9297652 62.6351611, 17.9297112 62.6351173, 17.9295985 62.6350385)",,,
38903078,2,Y 720,Stationsgatan,secondary,50,8,False,True,49.620999999999995,"LINESTRING (17.9299307 62.6352661, 17.9299743 62.6353143, 17.930022 62.6353557, 17.9300355 62.6353665, 17.9300615 62.6353873, 17.9304335 62.6356468)",,,
31786292,,,Holmgatan,unclassified,50,,False,True,62.574000000000005,"LINESTRING (17.9317212 62.6365096, 17.931792 62.6364857, 17.9318416 62.6364698, 17.9327321 62.6361922)",,,
82252314,2,Y 720,Stationsgatan,secondary,50,8,False,False,116.349,"LINESTRING (17.9317212 62.6365096, 17.931422 62.6363032, 17.9307295 62.6358471, 17.9304335 62.6356468)",,,
1137526009,2,Y 720,,secondary,50,12,True,False,20.579,"LINESTRING (17.9295985 62.6350385, 17.9295153 62.6350124, 17.9294549 62.6349754, 17.9294235 62.6349314, 17.9294246 62.6348852)",,roundabout,
236193914,1,Y 721,Järnvägsgatan,secondary,50,,True,False,29.191000000000003,"LINESTRING (17.9294246 62.6348852, 17.9293466 62.6348319, 17.9291373 62.6347269, 17.9291207 62.6347106, 17.9291021 62.6346737)",,,
1137526008,2,Y 720,,secondary,50,12,True,False,13.158000000000001,"LINESTRING (17.9294246 62.6348852, 17.9294579 62.6348415, 17.929504 62.6348124, 17.9295645 62.6347895)",,roundabout,
1232725522,2,Y 720,,secondary,50,12,True,False,4.74,"LINESTRING (17.9300247 62.6349507, 17.9299849 62.6349892)",,roundabout,
29995426,1,Y 720,Stationsgatan,secondary,50,,True,False,30.915,"LINESTRING (17.9299849 62.6349892, 17.9299549 62.6351486, 17.9299307 62.6352661)",,,
1137526007,2,Y 720,,secondary,50,12,True,False,22.233999999999998,"LINESTRING (17.9299849 62.6349892, 17.9299266 62.6350189, 17.9298526 62.6350399, 17.9297687 62.6350506, 17.9296817 62.6350501, 17.9295985 62.6350385)",,roundabout,
631644167,2,Y 720,,secondary,50,8,True,False,13.671,"LINESTRING (17.9328647 62.6344047, 17.9328131 62.6343712, 17.932787 62.634332, 17.9327888 62.6342911)",,roundabout,
