osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,lanes
26214447,S 664,Långgatan,secondary,40,False,True,294.733,"LINESTRING (13.1908481 59.3910106, 13.1908803 59.391056, 13.1909202 59.3911027, 13.1909692 59.3911548, 13.1912725 59.3914702, 13.191492 59.3916984, 13.1916891 59.3919033, 13.1917937 59.392012, 13.192021 59.3922484, 13.1920816 59.3923182, 13.1921515 59.3924111, 13.192213 59.3925084, 13.1922506 59.3925737, 13.1922831 59.3926399, 13.1923153 59.3927239, 13.1923659 59.3928967, 13.1924083 59.3931524, 13.1924491 59.393412, 13.1924626 59.393496)",,
160727238,,Sjösalagatan,residential,30,False,False,13.964,"LINESTRING (13.1908481 59.3910106, 13.1906977 59.3910356, 13.1906136 59.3910495)",,
1135617363,S 664,Långgatan,secondary,50,False,True,8.135,"LINESTRING (13.1991224 59.3988168, 13.1992237 59.3988687)",,
"[164764501, 1135617365, 1093101959]",,Östra Brattgårdsgatan,residential,30,False,False,225.925,"LINESTRING (13.1991224 59.3988168, 13.1991935 59.3987765, 13.1992907 59.3987147, 13.1993625 59.3986506, 13.199545 59.3984561, 13.1997425 59.3982174, 13.1998442 59.3981003, 13.1999282 59.3979756, 13.1999768 59.3978253, 13.200028 59.3977279, 13.1996614 59.3975176, 13.1995809 59.3974657, 13.1993541 59.3973196, 13.1992413 59.3972566, 13.1989727 59.3970864)",,
1188333718,S 664,Långgatan,secondary,50,False,False,221.51600000000002,"LINESTRING (13.1991224 59.3988168, 13.1989118 59.3987124, 13.198702 59.3986045, 13.1986552 59.3985821, 13.1985149 59.3985021, 13.1984398 59.3984608, 13.1982634 59.3983485, 13.1980777 59.3982249, 13.197876 59.3980814, 13.1974261 59.3976841, 13.1968741 59.3971997)",,
103461018,,Östra Brattgårdsgatan,residential,30,False,False,70.36200000000001,"LINESTRING (13.1978624 59.3998299, 13.1979717 59.3997838, 13.1981957 59.3996791, 13.1982762 59.399649, 13.1983311 59.3996214, 13.1983948 59.3995906, 13.1984431 59.3995606, 13.1986373 59.3993899, 13.1986624 59.3993575)",,
103461083,,Banvägen,residential,30,False,True,112.50800000000001,"LINESTRING (13.1978624 59.3998299, 13.1977732 59.3997296, 13.1974983 59.3994804, 13.1972583 59.3992906, 13.1967875 59.3989827)",,
887506021,,Norsplan,residential,30,False,False,27.568,"LINESTRING (13.1948524 59.3955417, 13.1950298 59.3954766, 13.1952474 59.3953967)",,
"[746469065, 746469066, 1252044236, 1252044237, 1271093292]",,"['Skruvstavägen', 'Skruvstadsvägen']",tertiary,40,False,True,324.77599999999995,"LINESTRING (13.1948524 59.3955417, 13.1946672 59.3956189, 13.1946143 59.3956394, 13.1944944 59.395691, 13.1944217 59.3957212, 13.1941037 59.3958586, 13.1937227 59.3960266, 13.1934523 59.396143, 13.1930382 59.3963213, 13.1927383 59.396473, 13.1924578 59.3966453, 13.1922156 59.3968148, 13.1920309 59.3969691, 13.1918658 59.3971391, 13.1917415 59.3973199, 13.1916396 59.3975026, 13.1915844 59.3976022, 13.1915359 59.3976897, 13.1914674 59.3978016)",no,2
"[1271093291, 26214447]",S 664,Långgatan,secondary,40,False,False,268.80400000000003,"LINESTRING (13.1948524 59.3955417, 13.1946904 59.3954229, 13.1945738 59.3953458, 13.1940549 59.3949948, 13.1939127 59.3949074, 13.1937269 59.3947983, 13.1932585 59.3944866, 13.193062 59.3943522, 13.1928791 59.3942036, 13.1928126 59.3941448, 13.1927054 59.3940217, 13.192644 59.3939134, 13.1925822 59.3937564, 13.1925178 59.3936316, 13.1924762 59.3935367, 13.1924626 59.393496)",,
