osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,ref
82187067,Järnvägsgatan,residential,,,False,True,127.50999999999999,"LINESTRING (15.5337974 56.6307157, 15.5338549 56.6304611, 15.5338735 56.6304162, 15.5339007 56.6303871, 15.5339403 56.6303602, 15.5340413 56.6303106, 15.5342511 56.6302726, 15.5344111 56.6302508, 15.5349637 56.630169, 15.5351048 56.6301474, 15.5352703 56.6301209)",,
137850067,Konsulgatan,residential,,,False,True,189.08300000000003,"LINESTRING (15.5337974 56.6307157, 15.5337219 56.6310477, 15.5335706 56.6316623, 15.5333792 56.6324005)",,
74619187,Nygatan,residential,40,,False,True,87.23,"LINESTRING (15.5352097 56.6308251, 15.5342366 56.6307504, 15.5337974 56.6307157)",,
83938711,Kyrkogatan,residential,,,False,False,78.78999999999999,"LINESTRING (15.5352097 56.6308251, 15.5352328 56.6306931, 15.5352796 56.6304256, 15.5353083 56.6302889, 15.535292 56.6301765, 15.5352703 56.6301209)",,
83938711,Kyrkogatan,residential,,,False,True,193.31,"LINESTRING (15.5352097 56.6308251, 15.5351794 56.6310093, 15.5348405 56.6325516)",,
74214593,Torggatan,residential,,,False,True,80.325,"LINESTRING (15.542944 56.631591, 15.5417509 56.631893)",,
74214593,Torggatan,residential,,,False,False,106.887,"LINESTRING (15.542944 56.631591, 15.5430916 56.6315539, 15.5436669 56.6313977, 15.5439524 56.6313194, 15.5442019 56.6312523, 15.5445197 56.6311756)",,
"[74619188, 701027717]",Götgatan,residential,40,,False,False,232.029,"LINESTRING (15.542944 56.631591, 15.5434968 56.6321998, 15.5439433 56.6326221, 15.5440408 56.6327514, 15.5441088 56.6329118, 15.5441156 56.6329554, 15.5441258 56.6330335, 15.5441233 56.6330913, 15.5440874 56.6331631, 15.5440055 56.6332209, 15.5439109 56.6332815, 15.543791 56.6333434, 15.5436463 56.6334265)",,
74619188,Götgatan,residential,40,,False,True,173.985,"LINESTRING (15.542944 56.631591, 15.5427262 56.6313422, 15.5426985 56.6313106, 15.5422479 56.6308628, 15.5420714 56.6306919, 15.5419113 56.6305368, 15.5416618 56.6302985, 15.5415814 56.6302181)",,
"[74619188, 701027717]",Götgatan,residential,40,,False,True,232.029,"LINESTRING (15.5436463 56.6334265, 15.543791 56.6333434, 15.5439109 56.6332815, 15.5440055 56.6332209, 15.5440874 56.6331631, 15.5441233 56.6330913, 15.5441258 56.6330335, 15.5441156 56.6329554, 15.5441088 56.6329118, 15.5440408 56.6327514, 15.5439433 56.6326221, 15.5434968 56.6321998, 15.542944 56.631591)",,
74214593,Torggatan,residential,,,False,False,91.65100000000001,"LINESTRING (15.5333792 56.6324005, 15.5336326 56.6324591, 15.5340162 56.6325063, 15.534311 56.6325364, 15.5343595 56.6325417, 15.5348405 56.6325516)",,
74214593,Torggatan,residential,,,False,True,105.981,"LINESTRING (15.5333792 56.6324005, 15.5333035 56.6323637, 15.5328406 56.6323148, 15.532667 56.6323013, 15.5325325 56.6323124, 15.5316854 56.6322799)",,
137850067,Konsulgatan,residential,,,False,False,189.08300000000003,"LINESTRING (15.5333792 56.6324005, 15.5335706 56.6316623, 15.5337219 56.6310477, 15.5337974 56.6307157)",,
137850067,Konsulgatan,residential,,,False,True,129.15099999999998,"LINESTRING (15.5333792 56.6324005, 15.5333161 56.6326125, 15.5330828 56.6331982, 15.5330666 56.6332659, 15.5330104 56.6335006, 15.5329919 56.6335414)",,
74619195,Bjurbäcksgatan,residential,,,False,False,86.608,"LINESTRING (15.5440312 56.6340147, 15.5427403 56.634335)",,
"[38807873, 137617322, 137617319]",Storgatan,tertiary,"['40', '50']",6,False,True,274.305,"LINESTRING (15.5440312 56.6340147, 15.5438991 56.633916, 15.543732 56.6337709, 15.5435269 56.6336079, 15.5433275 56.6334444, 15.5432344 56.6333596, 15.5431265 56.6332467, 15.5425113 56.6326558, 15.5419935 56.6321399, 15.5417509 56.631893)",yes,
83938711,Kyrkogatan,residential,,,False,False,39.527,"LINESTRING (15.5347927 56.6329061, 15.5348405 56.6325516)",,
74619198,Skolgatan,residential,40,,False,False,101.035,"LINESTRING (15.5347927 56.6329061, 15.5339751 56.6330751, 15.5339311 56.6330824, 15.5332287 56.633197)",,
74619198,Skolgatan,residential,40,,False,True,107.14500000000001,"LINESTRING (15.5347927 56.6329061, 15.5353226 56.6331368, 15.5353474 56.6331477, 15.5353953 56.6331695, 15.5355116 56.6332225, 15.5355454 56.6332539, 15.5355522 56.6333057, 15.535536 56.6333853, 15.5355231 56.6334768, 15.535517 56.6335275, 15.5355139 56.6336096, 15.5354989 56.633673)",,
74619188,Götgatan,residential,40,,False,False,173.985,"LINESTRING (15.5415814 56.6302181, 15.5416618 56.6302985, 15.5419113 56.6305368, 15.5420714 56.6306919, 15.5422479 56.6308628, 15.5426985 56.6313106, 15.5427262 56.6313422, 15.542944 56.631591)",,
80259659,Hantverkaregatan,residential,,,False,False,89.317,"LINESTRING (15.5395975 56.6313051, 15.5394867 56.6311771, 15.5393209 56.630978, 15.5392049 56.6308425, 15.5389972 56.630573)",,
80259659,Hantverkaregatan,residential,,,False,True,114.68700000000001,"LINESTRING (15.5395975 56.6313051, 15.5399069 56.6316753, 15.5403769 56.6322432)",,
921319510,Trädgårdsgatan,residential,40,,False,False,93.892,"LINESTRING (15.5395975 56.6313051, 15.5392323 56.6313907, 15.5381891 56.6316411)",,
80259655,Linnégatan,residential,40,,False,False,114.831,"LINESTRING (15.5381891 56.6316411, 15.5389128 56.632594)",,
921319509,Linnégatan,residential,40,,False,True,95.94300000000001,"LINESTRING (15.5381891 56.6316411, 15.5379984 56.6314019, 15.5377619 56.6311046, 15.537577 56.6308468)",,
921319510,Trädgårdsgatan,residential,40,,False,True,93.892,"LINESTRING (15.5381891 56.6316411, 15.5392323 56.6313907, 15.5395975 56.6313051)",,
80259655,Linnégatan,residential,40,,False,True,114.831,"LINESTRING (15.5389128 56.632594, 15.5381891 56.6316411)",,
74214593,Torggatan,residential,,,False,False,97.711,"LINESTRING (15.5389128 56.632594, 15.5390571 56.6325671, 15.5395248 56.632457, 15.5403769 56.6322432)",,
74214593,Torggatan,residential,,,False,True,79.87100000000001,"LINESTRING (15.5389128 56.632594, 15.5387845 56.6326193, 15.5384292 56.6326538, 15.5378122 56.6327025, 15.5376297 56.632721)",,
80259655,Linnégatan,residential,40,,False,False,145.488,"LINESTRING (15.5389128 56.632594, 15.5391013 56.6328813, 15.5394982 56.6335217, 15.5395627 56.633644, 15.5396891 56.6338305)",,
74214593,Torggatan,residential,,,False,True,6.604,"LINESTRING (15.5404772 56.6322212, 15.5403769 56.6322432)",,
74214593,Torggatan,residential,,,False,False,86.026,"LINESTRING (15.5404772 56.6322212, 15.5409956 56.632091, 15.5417509 56.631893)",,
961605232,Hantverkaregatan,residential,40,,False,True,151.41,"LINESTRING (15.5404772 56.6322212, 15.5407279 56.6325884, 15.5409205 56.6328599, 15.5410658 56.6330648, 15.5412756 56.6333713, 15.5413873 56.6334865)",,
74619195,Bjurbäcksgatan,residential,,,False,True,86.608,"LINESTRING (15.5427403 56.634335, 15.5440312 56.6340147)",,
74619195,Bjurbäcksgatan,residential,,,False,False,99.605,"LINESTRING (15.5427403 56.634335, 15.5423438 56.6344368, 15.5421721 56.634484, 15.5419724 56.6345273, 15.5418407 56.6345582, 15.5415284 56.634636, 15.5413687 56.63467, 15.5412519 56.6346978)",,
74619195,Bjurbäcksgatan,residential,,,False,True,99.605,"LINESTRING (15.5412519 56.6346978, 15.5413687 56.63467, 15.5415284 56.634636, 15.5418407 56.6345582, 15.5419724 56.6345273, 15.5421721 56.634484, 15.5423438 56.6344368, 15.5427403 56.634335)",,
38807873,Storgatan,tertiary,50,6,False,False,112.525,"LINESTRING (15.5408726 56.6310039, 15.5413995 56.6315229, 15.5417509 56.631893)",,
38807873,Storgatan,tertiary,50,6,False,True,87.364,"LINESTRING (15.5408726 56.6310039, 15.5403118 56.6304329, 15.5401854 56.6303152)",,
"[80390703, 80390695]",Trädgårdsgatan,residential,40,,False,True,139.257,"LINESTRING (15.5408726 56.6310039, 15.5406876 56.6310566, 15.5405201 56.6310961, 15.5401263 56.6312003, 15.5400627 56.6311198, 15.5398992 56.6309094, 15.5395657 56.6304652)",,
80390696,Bäckgatan,residential,40,,False,False,174.531,"LINESTRING (15.5445197 56.6311756, 15.5438399 56.6296512)",,
74214593,Torggatan,residential,,,False,True,106.88699999999999,"LINESTRING (15.5445197 56.6311756, 15.5442019 56.6312523, 15.5439524 56.6313194, 15.5436669 56.6313977, 15.5430916 56.6315539, 15.542944 56.631591)",,
80390696,Bäckgatan,residential,40,,False,True,174.531,"LINESTRING (15.5438399 56.6296512, 15.5445197 56.6311756)",,
"[80033444, 547719142]",Nygatan,residential,40,,False,False,175.663,"LINESTRING (15.5438399 56.6296512, 15.543402 56.6297132, 15.5431175 56.6297514, 15.5424961 56.6298337, 15.542251 56.6298719, 15.5421277 56.6298892, 15.5418498 56.6299584, 15.5415914 56.6299928, 15.5414264 56.6299929, 15.5413025 56.6299794, 15.5412151 56.6299574, 15.5410878 56.6299164)",,
74214593,Torggatan,residential,,,False,False,105.98100000000001,"LINESTRING (15.5316854 56.6322799, 15.5325325 56.6323124, 15.532667 56.6323013, 15.5328406 56.6323148, 15.5333035 56.6323637, 15.5333792 56.6324005)",,
74214593,Torggatan,residential,,,False,True,123.018,"LINESTRING (15.5316854 56.6322799, 15.5313805 56.6322897, 15.5307284 56.6322836, 15.5300206 56.6322701, 15.5296767 56.6322511)",,
80390701,Pilgatan,residential,,,False,False,154.119,"LINESTRING (15.5316854 56.6322799, 15.5318087 56.632372, 15.5319107 56.6325314, 15.5326503 56.6333131, 15.532736 56.6334202, 15.5327749 56.6334747, 15.5327604 56.6335199)",,
80390701,Pilgatan,residential,,,False,True,12.238,"LINESTRING (15.5316854 56.6322799, 15.53179 56.6322732, 15.5317497 56.632226)",,
80390700,Parkgatan,residential,40,,False,True,144.19600000000003,"LINESTRING (15.5320282 56.6310857, 15.5320367 56.631183, 15.5323023 56.6317746, 15.5322754 56.6318867, 15.5322272 56.6319472, 15.5321655 56.6320209, 15.5320609 56.6320785, 15.5318919 56.6321139, 15.53179 56.6321434, 15.5317497 56.632226)",,
82187067,Järnvägsgatan,residential,,,False,False,61.551,"LINESTRING (15.5320282 56.6310857, 15.5314272 56.6311842, 15.5310633 56.631243)",,
82187067,Järnvägsgatan,residential,,,False,True,117.393,"LINESTRING (15.5320282 56.6310857, 15.5325946 56.6309896, 15.5327226 56.6309633, 15.5332145 56.6308237, 15.5333268 56.6307916, 15.5335878 56.6307101, 15.5337974 56.6307157)",,
80390701,Pilgatan,residential,,,False,False,120.102,"LINESTRING (15.5310633 56.631243, 15.5315217 56.6321301, 15.5317497 56.632226)",,
82187067,Järnvägsgatan,residential,,,False,False,55.641999999999996,"LINESTRING (15.5310633 56.631243, 15.5305826 56.6313207, 15.5301875 56.6313783)",,
82187067,Järnvägsgatan,residential,,,False,True,61.551,"LINESTRING (15.5310633 56.631243, 15.5314272 56.6311842, 15.5320282 56.6310857)",,
1098237541,Odengatan,residential,40,,False,True,14.358,"LINESTRING (15.5329919 56.6335414, 15.5327604 56.6335199)",,
137850067,Konsulgatan,residential,,,False,False,129.151,"LINESTRING (15.5329919 56.6335414, 15.5330104 56.6335006, 15.5330666 56.6332659, 15.5330828 56.6331982, 15.5333161 56.6326125, 15.5333792 56.6324005)",,
80390702,Dalgatan,residential,40,,False,False,104.38000000000001,"LINESTRING (15.5301875 56.6313783, 15.5302249 56.6314825, 15.5301337 56.6316388, 15.5300479 56.6317554, 15.5297099 56.6321109, 15.5296767 56.6322511)",,
82187067,Järnvägsgatan,residential,,,False,True,55.641999999999996,"LINESTRING (15.5301875 56.6313783, 15.5305826 56.6313207, 15.5310633 56.631243)",,
74214593,Torggatan,residential,,,False,False,123.018,"LINESTRING (15.5296767 56.6322511, 15.5300206 56.6322701, 15.5307284 56.6322836, 15.5313805 56.6322897, 15.5316854 56.6322799)",,
"[1098237541, 80390702]","['Odengatan', 'Dalgatan']",residential,40,,False,False,255.01199999999997,"LINESTRING (15.5296767 56.6322511, 15.5296967 56.6323307, 15.529828 56.6324476, 15.5302865 56.6328142, 15.5307884 56.6332023, 15.5309442 56.6332904, 15.5310589 56.6333314, 15.5311824 56.6333571, 15.5314717 56.6334, 15.5321351 56.6334617, 15.5327604 56.6335199)",,
80390702,Dalgatan,residential,40,,False,True,104.38,"LINESTRING (15.5296767 56.6322511, 15.5297099 56.6321109, 15.5300479 56.6317554, 15.5301337 56.6316388, 15.5302249 56.6314825, 15.5301875 56.6313783)",,
80259650,Nygatan,residential,,,False,False,41.41,"LINESTRING (15.5395657 56.6304652, 15.5399661 56.6303668, 15.5401854 56.6303152)",,
80259650,Nygatan,residential,,,False,True,36.786,"LINESTRING (15.5395657 56.6304652, 15.5394186 56.6304962, 15.5389972 56.630573)",,
"[80390695, 80390703]",Trädgårdsgatan,residential,40,,False,False,139.257,"LINESTRING (15.5395657 56.6304652, 15.5398992 56.6309094, 15.5400627 56.6311198, 15.5401263 56.6312003, 15.5405201 56.6310961, 15.5406876 56.6310566, 15.5408726 56.6310039)",,
23207472,Södra vägen,residential,,,False,False,16.636,"LINESTRING (15.5391729 56.627064, 15.5392434 56.6269195)",,
"[1130695934, 1125776751]",Södergatan,secondary,"['60', '40']",,False,False,162.801,"LINESTRING (15.5391729 56.627064, 15.5402056 56.6272231, 15.5404493 56.627255, 15.5409769 56.6273245, 15.5410999 56.6273407, 15.5417579 56.6274091)",,120
1125776751,Södergatan,secondary,40,,False,True,213.81400000000002,"LINESTRING (15.5391729 56.627064, 15.5388124 56.6270193, 15.538204 56.6269496, 15.5378675 56.626914, 15.5374291 56.6268657, 15.5372269 56.6268488, 15.5370396 56.6268306, 15.5367586 56.6268137, 15.5362746 56.6267946, 15.5357226 56.6267873)",,120
72858063,Långgatan,residential,,,False,False,200.299,"LINESTRING (15.5359646 56.6288689, 15.5363873 56.6288078, 15.5376679 56.628667, 15.5383309 56.6285726, 15.5387738 56.6285002, 15.53899 56.6284301, 15.5390959 56.628385)",,
72858063,Långgatan,residential,,,False,True,223.489,"LINESTRING (15.5359646 56.6288689, 15.5346733 56.6290458, 15.5342638 56.6291081, 15.5338578 56.6291698, 15.5336224 56.6292036, 15.5334682 56.62923, 15.5332942 56.6292537, 15.5330903 56.6292765, 15.5328881 56.6292801, 15.5324054 56.6292792)",,
81252518,Ölandsgatan,residential,,,False,False,98.15,"LINESTRING (15.5359646 56.6288689, 15.5359397 56.6287586, 15.5359414 56.6286846, 15.5359475 56.628422, 15.5359527 56.6281969, 15.5359414 56.6279872)",,
81252518,Ölandsgatan,residential,,,False,True,73.394,"LINESTRING (15.5358171 56.6273307, 15.5359414 56.6279872)",,
81252536,Hagagatan,residential,,,False,False,158.76500000000001,"LINESTRING (15.5358171 56.6273307, 15.5373321 56.6273955, 15.537909 56.6274347, 15.537967 56.6274711, 15.5380333 56.627617, 15.5380466 56.62769)",,
81252536,Hagagatan,residential,,,False,True,205.893,"LINESTRING (15.5358171 56.6273307, 15.5354242 56.6273252, 15.5349501 56.6273599, 15.534191 56.6274292, 15.5333738 56.6275596, 15.5325549 56.6277283)",,
"[81252521, 83938709]","['Södra vägen', 'Oskarsgatan']",residential,40,,False,False,133.01,"LINESTRING (15.5380466 56.62769, 15.5388074 56.6276489, 15.5387904 56.6278363, 15.5387938 56.6280174, 15.538841 56.6281246, 15.5389203 56.6282289, 15.5390959 56.628385)",,
81252521,Oskarsgatan,residential,,,False,True,133.062,"LINESTRING (15.5380466 56.62769, 15.5377184 56.6277173, 15.5359414 56.6279872)",,
81252536,Hagagatan,residential,,,False,True,158.765,"LINESTRING (15.5380466 56.62769, 15.5380333 56.627617, 15.537967 56.6274711, 15.537909 56.6274347, 15.5373321 56.6273955, 15.5358171 56.6273307)",,
72858063,Långgatan,residential,,,False,False,174.622,"LINESTRING (15.5390959 56.628385, 15.5399114 56.6279881, 15.5400788 56.6279252, 15.5403423 56.6278559, 15.5406324 56.6278149, 15.540891 56.6277994, 15.5411711 56.6278112, 15.5413999 56.6278204, 15.5415972 56.6278422)",,
72858063,Långgatan,residential,,,False,True,200.299,"LINESTRING (15.5390959 56.628385, 15.53899 56.6284301, 15.5387738 56.6285002, 15.5383309 56.6285726, 15.5376679 56.628667, 15.5363873 56.6288078, 15.5359646 56.6288689)",,
83938709,Södra vägen,residential,40,,False,False,80.345,"LINESTRING (15.5390959 56.628385, 15.5393925 56.6285288, 15.5395423 56.6286088, 15.5400424 56.6288856)",,
"[81252521, 83938709]","['Södra vägen', 'Oskarsgatan']",residential,40,,False,True,133.01,"LINESTRING (15.5390959 56.628385, 15.5389203 56.6282289, 15.538841 56.6281246, 15.5387938 56.6280174, 15.5387904 56.6278363, 15.5388074 56.6276489, 15.5380466 56.62769)",,
83489182,Mellangatan,residential,,,False,False,126.856,"LINESTRING (15.5336125 56.6261444, 15.5356657 56.6259837)",,
83489182,Mellangatan,residential,,,False,True,223.439,"LINESTRING (15.5336125 56.6261444, 15.5330679 56.6262461, 15.5326121 56.6263222, 15.5320502 56.6264298, 15.5313051 56.6265967, 15.5305749 56.626754, 15.5301787 56.6268269)",,
23207472,Södra vägen,residential,,,False,True,64.909,"LINESTRING (15.5398313 56.6258243, 15.539549 56.626387)",,
83489180,Ölandsgatan,residential,40,,False,False,12.023,"LINESTRING (15.5357226 56.6267873, 15.5357267 56.6266792)",,
1125776751,Södergatan,secondary,40,,False,False,213.81400000000002,"LINESTRING (15.5357226 56.6267873, 15.5362746 56.6267946, 15.5367586 56.6268137, 15.5370396 56.6268306, 15.5372269 56.6268488, 15.5374291 56.6268657, 15.5378675 56.626914, 15.538204 56.6269496, 15.5388124 56.6270193, 15.5391729 56.627064)",,120
"[1130695935, 1125776751]",Södergatan,secondary,"['60', '40']",,False,True,334.77700000000004,"LINESTRING (15.5357226 56.6267873, 15.5354027 56.6268028, 15.5350214 56.6268247, 15.534733 56.6268465, 15.5339572 56.6269313, 15.5330936 56.6270718, 15.5325881 56.6271748, 15.5314139 56.6274258, 15.5313382 56.627442, 15.5304912 56.6276189)",,120
83938709,Södra vägen,residential,40,,False,True,80.345,"LINESTRING (15.5400424 56.6288856, 15.5395423 56.6286088, 15.5393925 56.6285288, 15.5390959 56.628385)",,
