osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,bridge,ref,access,junction,tunnel
27455178,Östra Nobelgatan,primary_link,50,True,False,6.624,"LINESTRING (15.213672 59.279043, 15.2137626 59.2790055)",4,8,,,,,
1056369614,Östra Bangatan,primary,50,True,False,24.953,"LINESTRING (15.213672 59.279043, 15.2133273 59.2789039)",2,7.0,,E 20.5,,,
"[23239850, 1080168659, 38107245]",Vasagatan,residential,30,False,False,60.405,"LINESTRING (15.2085901 59.2733581, 15.2087096 59.2732917, 15.2091624 59.2730423, 15.2093269 59.272967)",,,yes,,,,
23239850,Vasagatan,residential,30,False,True,58.607,"LINESTRING (15.2085901 59.2733581, 15.2084077 59.2734434, 15.2082885 59.273499, 15.2077804 59.2736831)",,,,,,,
310048267,Vasastrand,residential,30,False,False,149.383,"LINESTRING (15.2085901 59.2733581, 15.2085234 59.2733155, 15.2085165 59.2733111, 15.2083023 59.2731741, 15.2080645 59.2730404, 15.2078403 59.2729406, 15.207722 59.2729032, 15.2075548 59.2728502, 15.2073768 59.2727939, 15.2071016 59.2727232, 15.2068799 59.2726663, 15.2066689 59.272637, 15.2065761 59.2726213, 15.2064819 59.2726048)",,,,,,,
23239851,Vasagatan,residential,30,False,False,64.61,"LINESTRING (15.2093269 59.272967, 15.2093944 59.272945, 15.2094288 59.2729338, 15.2094918 59.2729133, 15.2096394 59.2728763, 15.2100242 59.272821, 15.2101984 59.2727922, 15.2102625 59.2727386, 15.2102684 59.2727022)",,,,,,,
62775579,Fabriksgatan,unclassified,30,False,False,90.40299999999999,"LINESTRING (15.2093269 59.272967, 15.2092331 59.2728999, 15.2091551 59.2728227, 15.2090886 59.2727477, 15.2090798 59.2727302, 15.2090114 59.2725952, 15.2089311 59.2724622, 15.2087311 59.2722181)",,,,,no,,
228570794,Södra Strandgatan,residential,30,False,True,184.24500000000003,"LINESTRING (15.2093269 59.272967, 15.209394 59.2730038, 15.2094723 59.2730469, 15.2096342 59.273154, 15.2098405 59.2732684, 15.2099409 59.2733241, 15.2101835 59.2734417, 15.2104214 59.2735514, 15.2106596 59.2736356, 15.2108773 59.2736924, 15.2110769 59.2737349, 15.2113225 59.2737569, 15.2116071 59.2737709, 15.211978 59.2737606)",,,,,,,
"[23239850, 1080168659, 38107245]",Vasagatan,residential,30,False,True,60.405,"LINESTRING (15.2093269 59.272967, 15.2091624 59.2730423, 15.2087096 59.2732917, 15.2085901 59.2733581)",,,yes,,,,
28008838,Klostergatan,residential,30,False,True,67.21,"LINESTRING (15.2125437 59.2756895, 15.2128672 59.2762709)",,,,,,,
28008838,Klostergatan,residential,30,False,False,68.185,"LINESTRING (15.2125437 59.2756895, 15.2125199 59.2753936, 15.2124831 59.2750771)",,,,,,,
1059473616,Olaigatan,residential,30,False,False,142.908,"LINESTRING (15.2125437 59.2756895, 15.2117941 59.2758606, 15.2103884 59.2761814, 15.2102431 59.2762089)",,,,,,,
"[1059473616, 1059473615]","['Järntorget', 'Olaigatan']",residential,30,False,"[False, True]",117.709,"LINESTRING (15.2125437 59.2756895, 15.2137601 59.2754269, 15.2142651 59.2753157, 15.2144502 59.275275)",,,,,,,
615847897,Olaigatan,primary_link,30,False,False,11.55,"LINESTRING (15.2100553 59.2762487, 15.2102431 59.2762089)",,,,,,,
"[1056369644, 1056369662]",Östra Bangatan,primary,50,True,False,93.893,"LINESTRING (15.2100553 59.2762487, 15.2099698 59.276143, 15.2098938 59.2760534, 15.2096299 59.2757506, 15.2094794 59.2755872, 15.209356 59.2754847)",2,9,,E 20.5,,,
1059473589,Fabriksgatan,residential,30,True,False,139.08200000000002,"LINESTRING (15.2071424 59.2702608, 15.2071973 59.2703659, 15.2074021 59.2706144, 15.2079703 59.2713304, 15.2080561 59.27142)",,,,,,,
615847897,Olaigatan,primary_link,30,False,True,11.55,"LINESTRING (15.2102431 59.2762089, 15.2100553 59.2762487)",,,,,,,
"[615847898, 1056369622]",Östra Bangatan,primary,50,True,False,149.06300000000002,"LINESTRING (15.2102431 59.2762089, 15.2103652 59.2763603, 15.2103903 59.2763911, 15.2108272 59.2769268, 15.2110662 59.2772294, 15.2111446 59.2773287, 15.2112396 59.277449)",2,9,,E 20.5,,,
1059473616,Olaigatan,residential,30,False,True,142.908,"LINESTRING (15.2102431 59.2762089, 15.2103884 59.2761814, 15.2117941 59.2758606, 15.2125437 59.2756895)",,,,,,,
"[1059473552, 337947294]",Alnängsgatan,secondary,40,True,False,91.00500000000001,"LINESTRING (15.2226961 59.2771902, 15.2227209 59.2770847, 15.2227036 59.2770001, 15.2226516 59.2769036, 15.222407 59.2765878, 15.2222738 59.2764132)",2,,,,,,
615847890,Alnängsplan,secondary,50,True,False,25.041,"LINESTRING (15.2226961 59.2771902, 15.2227313 59.2771656, 15.2227897 59.2771388, 15.2228541 59.2771202, 15.2229079 59.2771129, 15.2229924 59.2771078, 15.2230794 59.2771143)",2,10.0,,,,roundabout,
157172201,Södra Grev Rosengatan,secondary,50,True,False,50.592,"LINESTRING (15.222802 59.2774246, 15.2227202 59.2774144, 15.2225572 59.2774221, 15.222436 59.277446, 15.2221584 59.2774794, 15.2219324 59.2774931)",2,,,,,,
1082613665,Alnängsplan,secondary,50,True,False,22.912999999999997,"LINESTRING (15.222802 59.2774246, 15.2227355 59.2773941, 15.2226812 59.2773547, 15.2226708 59.2773334, 15.2226513 59.2773004, 15.22265 59.2772713, 15.2226576 59.2772449)",2,10.0,,,,roundabout,
30072870,Skolgatan,residential,30,False,False,129.184,"LINESTRING (15.2195642 59.2757362, 15.2197453 59.2759541, 15.2199108 59.2761533, 15.220119 59.2764038, 15.2201756 59.2764719, 15.2204069 59.2767502, 15.2204626 59.2768032)",,,,,,,
30072870,Skolgatan,residential,30,False,True,154.518,"LINESTRING (15.2195642 59.2757362, 15.2191635 59.2752648, 15.2189444 59.275007, 15.2189341 59.2749949, 15.2185514 59.2745446, 15.2185328 59.2745128, 15.2185006 59.2744579)",,,,,,,
335402734,Fredsgatan,residential,30,False,False,144.873,"LINESTRING (15.2195642 59.2757362, 15.219092 59.275839, 15.2189862 59.275862, 15.2185357 59.27596, 15.2179887 59.2760791, 15.2177417 59.2761307, 15.2172134 59.2762411)",,,,,,,
335402734,Fredsgatan,residential,30,False,True,96.3,"LINESTRING (15.2195642 59.2757362, 15.2197225 59.2756991, 15.2199867 59.2756451, 15.2211345 59.2754103)",,,,,,,
1083056127,Alnängsplan,secondary,50,True,False,4.393,"LINESTRING (15.2232817 59.2773554, 15.2232383 59.2773881)",2,10.0,,,,roundabout,
1056369740,Fredsgatan,primary_link,50,False,False,12.166,"LINESTRING (15.2112396 59.277449, 15.2110348 59.277481)",,,,,,,
1056369672,Östra Bangatan,primary,50,True,False,64.953,"LINESTRING (15.2112396 59.277449, 15.2116007 59.2779138, 15.2116654 59.2779911)",2,7.5,,E 20.5,,,
1056369693,Fredsgatan,residential,30,False,False,133.709,"LINESTRING (15.2112396 59.277449, 15.2114176 59.2774218, 15.2114682 59.2774141, 15.21183 59.2773386, 15.2120274 59.2772973, 15.2123 59.2772404, 15.2124313 59.277213, 15.212768 59.2771427, 15.2133109 59.2770293, 15.2134338 59.2770193)",,,,,,,
1059473728,Trädgårdsgatan,secondary,40,False,True,9.04,"LINESTRING (15.2177155 59.2710116, 15.2176527 59.2709369)",2,16,,,,,
1059473540,Trädgårdsgatan,secondary,40,True,False,32.54,"LINESTRING (15.2177155 59.2710116, 15.2178964 59.2711953, 15.2179664 59.2712746)",1,,,,,,
1082613664,CV-gatan,tertiary,50,True,False,67.152,"LINESTRING (15.2234763 59.2779622, 15.2233466 59.2778788, 15.2232297 59.277761, 15.2231824 59.2777156, 15.2230892 59.2776052, 15.2230725 59.2775877, 15.2229604 59.2774704, 15.2228942 59.2774428)",1,,,,,,
1249677327,Alnängsplan,secondary,50,True,False,6.464,"LINESTRING (15.2226576 59.2772449, 15.2226961 59.2771902)",2,10.0,,,,roundabout,
277447357,Magasinsgatan,residential,30,False,True,126.109,"LINESTRING (15.2108161 59.2767037, 15.2108797 59.2766897, 15.2122522 59.2763891, 15.2123242 59.2763746, 15.2126827 59.2763021, 15.2128672 59.2762709)",,,,,,,
779140241,,primary_link,50,True,False,9.895,"LINESTRING (15.2115041 59.2780247, 15.2116654 59.2779911)",2,6.0,,E 20.5,no,,
"[1056369666, 1056369667]",Östra Bangatan,primary,50,True,False,66.1,"LINESTRING (15.2115041 59.2780247, 15.2112707 59.2777747, 15.2110348 59.277481)",3,11.0,,E 20.5,,,
313549389,Östra Nobelgatan,primary_link,50,True,False,16.018,"LINESTRING (15.2140781 59.2790249, 15.2138608 59.2791167)",3,7.0,,,,,
829821101,Östra Bangatan,primary,50,True,False,26.85,"LINESTRING (15.2140781 59.2790249, 15.2142534 59.2790996, 15.2144365 59.2791823)",2,10.5,,E 20.5,,,
"[157096786, 1056369605]",Östra Nobelgatan,secondary,50,True,False,128.423,"LINESTRING (15.2171223 59.278427, 15.21695 59.2784484, 15.2167699 59.2784736, 15.2160445 59.2785702, 15.2152518 59.278724, 15.2149774 59.2787848)",2,7.0,,,,,
337947296,Storgatan,tertiary,40,False,False,11.461,"LINESTRING (15.2171223 59.278427, 15.2170822 59.2783766, 15.2170387 59.2783333)",3,16,,T 823,,,
"[337947297, 1059473619]",Storgatan,tertiary,40,False,True,70.731,"LINESTRING (15.2171223 59.278427, 15.2171742 59.2784923, 15.2172209 59.2785517, 15.2172876 59.2786366, 15.2175857 59.2790174)",4,16,,T 823,,,
157172196,Södra Grev Rosengatan,secondary,50,True,False,49.982,"LINESTRING (15.2219324 59.2774931, 15.2224158 59.2773547, 15.2225875 59.277289, 15.2226576 59.2772449)",2,,,,,,
337947298,Södra Grev Rosengatan,secondary,50,False,True,46.954,"LINESTRING (15.2219324 59.2774931, 15.2213532 59.2776219, 15.2211746 59.2776617)",4,16,,,,,
"[157172200, 337947299]",Södra Grev Rosengatan,secondary,50,True,False,194.66899999999998,"LINESTRING (15.2203355 59.2778326, 15.218803 59.2781738, 15.2183695 59.2782616, 15.2182614 59.2782779, 15.2179964 59.2783178, 15.2175833 59.2783679, 15.2172721 59.2784078, 15.2171223 59.278427)","['2', '4']",,,,,,
157172202,Södra Grev Rosengatan,secondary,50,False,False,51.31999999999999,"LINESTRING (15.2203355 59.2778326, 15.221052 59.2776843, 15.2211746 59.2776617)",5,16,,,,,
320114278,Slottsgatan,residential,30,False,True,128.43200000000002,"LINESTRING (15.2172134 59.2762411, 15.2172987 59.2763421, 15.2176532 59.2767587, 15.2180655 59.2772476, 15.2181109 59.2773012)",,,,,,,
"[1059473644, 1059473725, 335402734]",Fredsgatan,residential,30,False,False,104.502,"LINESTRING (15.2172134 59.2762411, 15.2159295 59.2765085, 15.2156811 59.2765602, 15.2156398 59.2765688, 15.2155109 59.276597)",,,,,,,
335402734,Fredsgatan,residential,30,False,True,144.87300000000002,"LINESTRING (15.2172134 59.2762411, 15.2177417 59.2761307, 15.2179887 59.2760791, 15.2185357 59.27596, 15.2189862 59.275862, 15.219092 59.275839, 15.2195642 59.2757362)",,,,,,,
1059473613,Slottsgatan,residential,30,False,True,156.74499999999998,"LINESTRING (15.2172134 59.2762411, 15.2167258 59.2756713, 15.2164992 59.2754065, 15.2163675 59.2752526, 15.2161726 59.2750249, 15.2161238 59.2749465)",,,,,,,
281073887,Järnvägsgatan,residential,30,False,False,106.331,"LINESTRING (15.2181109 59.2773012, 15.216883 59.2775559, 15.2165597 59.277623, 15.2165308 59.2776284, 15.2163741 59.2776576)",,,,,,,
281073887,Järnvägsgatan,residential,30,False,True,144.624,"LINESTRING (15.2181109 59.2773012, 15.220376 59.2768191, 15.2204626 59.2768032)",,,,,,,
320114278,Slottsgatan,residential,30,False,False,128.43200000000002,"LINESTRING (15.2181109 59.2773012, 15.2180655 59.2772476, 15.2176532 59.2767587, 15.2172987 59.2763421, 15.2172134 59.2762411)",,,,,,,
1059473612,Slottsgatan,residential,30,False,False,83.071,"LINESTRING (15.2181109 59.2773012, 15.2181657 59.2773901, 15.2185412 59.2778866, 15.2186271 59.278)",,,,,,,
1059473612,Slottsgatan,residential,30,False,True,83.071,"LINESTRING (15.2186271 59.278, 15.2185412 59.2778866, 15.2181657 59.2773901, 15.2181109 59.2773012)",,,,,,,
28009030,Faktorigatan,residential,30,False,True,66.6,"LINESTRING (15.2217171 59.2731169, 15.2221569 59.2736721)",,,,,,,
1044355173,Honolulugatan,residential,30,False,True,16.361,"LINESTRING (15.2233931 59.2788195, 15.223349 59.2789649)",,,,,,,
1056369658,Östra Bangatan,primary_link,50,False,False,12.882,"LINESTRING (15.2095533 59.2754276, 15.209356 59.2754847)",,,,,,,
"[1056369624, 1056369625, 1056369623]",Östra Bangatan,primary,50,True,False,95.408,"LINESTRING (15.2095533 59.2754276, 15.2095761 59.2754471, 15.2096684 59.275535, 15.2097563 59.2756185, 15.2099329 59.275822, 15.2100131 59.2759155, 15.2101567 59.2760987, 15.2102431 59.2762089)","['2', '3']",9,,E 20.5,,,
1056369658,Östra Bangatan,primary_link,50,False,True,12.882,"LINESTRING (15.209356 59.2754847, 15.2095533 59.2754276)",,,,,,,
"[4388424, 1056369675, 27437041, 1056369660, 1056369661]",Östra Bangatan,primary,50,True,False,218.034,"LINESTRING (15.209356 59.2754847, 15.2091479 59.2753163, 15.2089582 59.2751581, 15.2087548 59.2750069, 15.208195 59.2745899, 15.2080487 59.2744666, 15.2079588 59.2743909, 15.2078075 59.2742697, 15.2077444 59.2742142, 15.2075404 59.2740357, 15.2073041 59.2738287)","['2', '3']","['9', '9.0']",yes,E 20.5,,,
"[1102171181, 344075135]",Engelbrektsgatan,tertiary,40,False,True,60.971999999999994,"LINESTRING (15.2195839 59.2719116, 15.2198731 59.2718267, 15.2201159 59.2717675, 15.2203557 59.2717132, 15.2205449 59.2716687)",,,,,,,
"[344075136, 1102171180]",Engelbrektsgatan,tertiary,40,True,False,59.197,"LINESTRING (15.2195839 59.2719116, 15.2194883 59.2719717, 15.2193534 59.2720251, 15.2189487 59.2721699, 15.2188822 59.2721932, 15.218825 59.2722132, 15.2187593 59.2722324)",2,,,,,,
344075134,Engelbrektsgatan,residential,30,False,False,117.432,"LINESTRING (15.2156995 59.2725507, 15.2158529 59.2725446, 15.2159949 59.2725386, 15.2167979 59.2724656, 15.2172022 59.2724289, 15.2174186 59.2724092, 15.2174357 59.2724075, 15.2176077 59.2723897, 15.2177367 59.2723765)",,,,,,,
344075134,Engelbrektsgatan,residential,30,False,True,106.382,"LINESTRING (15.2156995 59.2725507, 15.2156388 59.2725823, 15.2153892 59.2726619, 15.2150375 59.2727475, 15.2144674 59.2729705, 15.2142022 59.2731124)",,,,,,,
"[1059473578, 1059473579]",Kungsgatan,residential,30,False,"[False, True]",110.336,"LINESTRING (15.2156995 59.2725507, 15.2156789 59.2724635, 15.2156653 59.2724471, 15.2150054 59.2716271)",,,,,,,
"[1056369601, 1056369602, 27437036, 111293614]",Järntorgsgatan,residential,30,False,True,92.24100000000001,"LINESTRING (15.2101812 59.2750482, 15.2102223 59.2751131, 15.2103569 59.2753264, 15.2103899 59.2753785, 15.2104989 59.2753581, 15.2109145 59.2752675, 15.2111589 59.2752183, 15.2112671 59.2752005)",,,yes,,,,
1059473728,Trädgårdsgatan,secondary,40,False,False,9.04,"LINESTRING (15.2176527 59.2709369, 15.2177155 59.2710116)",2,16,,,,,
"[1059473537, 344075141]",Trädgårdsgatan,secondary,40,False,False,42.192,"LINESTRING (15.2176527 59.2709369, 15.2175456 59.2708097, 15.2173406 59.2705927)",2,10.6,,,,,
335402734,Fredsgatan,residential,30,False,False,96.3,"LINESTRING (15.2211345 59.2754103, 15.2199867 59.2756451, 15.2197225 59.2756991, 15.2195642 59.2757362)",,,,,,,
"[27437042, 1056369621]",Östra Bangatan,primary,50,True,False,66.813,"LINESTRING (15.2116654 59.2779911, 15.2117123 59.2780472, 15.2117725 59.2781139, 15.2118551 59.2781815, 15.2119864 59.2782454, 15.2122243 59.2783252, 15.2123161 59.278355, 15.2124716 59.2784036)","['2', '3']",7.5,,E 20.5,,,
"[337947302, 1082373845, 615847894, 337947303]","['Östra Nobelgatan', 'Södra Grev Rosengatan']",secondary,50,True,False,183.335,"LINESTRING (15.214015 59.278906, 15.2140707 59.2788924, 15.2143392 59.2788269, 15.2148311 59.2787283, 15.2152034 59.278661, 15.2153371 59.278635, 15.215981 59.2785099, 15.2162421 59.2784652, 15.2166366 59.2783977, 15.2166838 59.2783896, 15.2168896 59.2783559, 15.2170387 59.2783333)","['2', '3']",8,,,,,
"[1080168640, 1056369737, 1056369736, 1056369677]",Östra Bangatan,primary,50,True,False,59.141000000000005,"LINESTRING (15.2133273 59.2789039, 15.2129909 59.2787652, 15.2125951 59.2786017, 15.2125512 59.2785836, 15.2125174 59.2785697)",2,"['11.0', '7.0']",yes,E 20.5,,,
313549387,,primary_link,50,True,False,30.892000000000003,"LINESTRING (15.213248 59.2791753, 15.2132985 59.2790621, 15.2133289 59.279014, 15.2133414 59.2789782, 15.213338 59.2789353, 15.2133273 59.2789039)",1,,,,,,
"[347524833, 1056369615]",Västra Nobelgatan,secondary,50,True,False,28.252,"LINESTRING (15.213248 59.2791753, 15.2133723 59.2791423, 15.2134309 59.2791242, 15.213499 59.2791022, 15.213672 59.279043)",4,8,,,,,
1059473533,Olaigatan,secondary_link,30,False,False,7.065,"LINESTRING (15.2202578 59.2740966, 15.2203643 59.2740638)",,,,,,,
335402737,Olaigatan,residential,30,False,True,107.71700000000001,"LINESTRING (15.2202578 59.2740966, 15.2201724 59.2741228, 15.2201106 59.2741377, 15.2200529 59.2741518, 15.2199951 59.2741659, 15.2198308 59.2741974, 15.2198198 59.2741995, 15.2185006 59.2744579)",,,,,,,
579347726,Alnängsgatan,secondary,40,True,False,42.295,"LINESTRING (15.2202578 59.2740966, 15.2201696 59.2739925, 15.2201591 59.2739775, 15.2200686 59.2738479, 15.2200554 59.2737347)",1,,,,,,
1251313558,Alnängsplan,secondary,50,True,False,13.955,"LINESTRING (15.2230794 59.2771143, 15.2232008 59.2771471, 15.2232185 59.2771574, 15.223272 59.2771888)",2,10.0,,,,roundabout,
1059473542,Engelbrektsgatan,secondary_link,30,True,False,7.473,"LINESTRING (15.2187593 59.2722324, 15.2186415 59.2722623)",1,,,,,,
"[1059473544, 1083071623]",Trädgårdsgatan,secondary,40,True,False,64.587,"LINESTRING (15.2187593 59.2722324, 15.2188175 59.2723137, 15.2191926 59.2727693)",1,,,,,,
344075134,Engelbrektsgatan,residential,30,False,True,117.432,"LINESTRING (15.2177367 59.2723765, 15.2176077 59.2723897, 15.2174357 59.2724075, 15.2174186 59.2724092, 15.2172022 59.2724289, 15.2167979 59.2724656, 15.2159949 59.2725386, 15.2158529 59.2725446, 15.2156995 59.2725507)",,,,,,,
344075138,Engelbrektsgatan,residential,30,True,False,52.639,"LINESTRING (15.2177367 59.2723765, 15.2179557 59.2723317, 15.2181665 59.272286, 15.218352 59.2722457, 15.2184127 59.2722298, 15.2184954 59.2722082, 15.2185833 59.272185)",1,,,,,,
1059473546,Trädgårdsgatan,secondary,40,True,False,9.751,"LINESTRING (15.2186945 59.2721512, 15.2187593 59.2722324)",1,,,,,,
"[492738973, 1103968957]",Engelbrektsgatan,tertiary,40,True,False,57.132,"LINESTRING (15.2186945 59.2721512, 15.2187546 59.2721347, 15.2188194 59.2721162, 15.2190063 59.2720628, 15.2192614 59.2719959, 15.2195839 59.2719116)",1,,,,,,
1059473535,Fredsgatan,secondary_link,30,False,False,7.102,"LINESTRING (15.2215634 59.2754281, 15.2214474 59.2754519)",,,,,,,
"[28009031, 530271527]",Fredsgatan,residential,30,False,"[False, True]",119.19,"LINESTRING (15.2215634 59.2754281, 15.2216804 59.2754051, 15.2230664 59.2751266, 15.2231268 59.2751231, 15.2232093 59.2751184, 15.2231954 59.2750126, 15.223192 59.2749452)",,,,,,,
"[1059473556, 1059473550]",Alnängsgatan,secondary,40,True,False,116.90700000000001,"LINESTRING (15.2215634 59.2754281, 15.2217873 59.275681, 15.2218848 59.2757966, 15.2220222 59.275946, 15.2223531 59.276319, 15.2224092 59.2763865)",2,,,,,,
28009030,Faktorigatan,residential,30,False,False,153.325,"LINESTRING (15.223192 59.2749452, 15.223112 59.2748591, 15.2229071 59.2746041, 15.2228587 59.2745438, 15.2228297 59.2745012, 15.2226688 59.2743067, 15.2225697 59.2741817, 15.2222223 59.2737432, 15.2221569 59.2736721)",,,,,,,
"[530271527, 28009031]",Fredsgatan,residential,30,False,"[False, True]",119.19000000000001,"LINESTRING (15.223192 59.2749452, 15.2231954 59.2750126, 15.2232093 59.2751184, 15.2231268 59.2751231, 15.2230664 59.2751266, 15.2216804 59.2754051, 15.2215634 59.2754281)",,,,,,,
38093653,Skolgatan,residential,30,False,True,156.91500000000002,"LINESTRING (15.22244 59.2791724, 15.22192 59.2785404, 15.221574 59.278125, 15.2214845 59.2780175, 15.2214399 59.2779864, 15.2214027 59.277942, 15.2213507 59.2778767)",,,,,,,
1044355173,Honolulugatan,residential,30,False,False,56.643,"LINESTRING (15.22244 59.2791724, 15.2225418 59.2791517, 15.222815 59.2790938, 15.2232741 59.2789906, 15.223349 59.2789649)",,,,,,,
1044355173,Honolulugatan,residential,30,False,False,16.361,"LINESTRING (15.223349 59.2789649, 15.2233931 59.2788195)",,,,,,,
1044355173,Honolulugatan,residential,30,False,True,56.643,"LINESTRING (15.223349 59.2789649, 15.2232741 59.2789906, 15.222815 59.2790938, 15.2225418 59.2791517, 15.22244 59.2791724)",,,,,,,
157099551,,primary_link,50,True,False,56.285,"LINESTRING (15.2149774 59.2787848, 15.2148898 59.2788493, 15.2147311 59.2789042, 15.21462 59.2789531, 15.2145344 59.2790073, 15.2144919 59.2790448, 15.2144825 59.2790531, 15.2144582 59.2790886, 15.2144503 59.2791001, 15.2144365 59.2791823)",1,,,,,,
337947301,Östra Nobelgatan,secondary,50,True,False,57.846000000000004,"LINESTRING (15.2149774 59.2787848, 15.2146114 59.2788626, 15.2144304 59.2789092, 15.2142788 59.2789555, 15.2142035 59.2789785, 15.2140781 59.2790249)",3,7.0,,,,,
1056369617,Östra Bangatan,primary,50,True,False,23.639,"LINESTRING (15.2133474 59.2787215, 15.2136733 59.2788537)",3,17.0,,E 20.5,,,
1056565080,,primary_link,50,True,False,41.421,"LINESTRING (15.2133474 59.2787215, 15.2133635 59.2787948, 15.2134117 59.2788537, 15.2137626 59.2790055)",1,,,,,,
"[1056369618, 1056369619, 1056369620, 1056369671]",Östra Bangatan,primary,50,True,False,61.08,"LINESTRING (15.2124716 59.2784036, 15.212658 59.2784626, 15.2127161 59.2784833, 15.2129236 59.2785578, 15.2130486 59.2786016, 15.2131669 59.2786492, 15.2133474 59.2787215)","['2', '4']","['17.0', '7.5']",yes,E 20.5,,,
1056369747,,primary_link,50,True,False,19.784999999999997,"LINESTRING (15.2124716 59.2784036, 15.2125407 59.2784739, 15.2125487 59.2784916, 15.2125514 59.2785135, 15.212542 59.2785396, 15.2125174 59.2785697)",1,8.0,,,,,
23239850,Vasagatan,residential,30,False,False,58.607000000000006,"LINESTRING (15.2077804 59.2736831, 15.2082885 59.273499, 15.2084077 59.2734434, 15.2085901 59.2733581)",,,,,,,
23239850,Vasagatan,residential,30,False,True,18.959,"LINESTRING (15.2077804 59.2736831, 15.2077309 59.2737011, 15.2074887 59.2737654)",,,,,,,
1056369630,Östra Bangatan,primary,50,True,False,50.954,"LINESTRING (15.2070321 59.273371, 15.2074005 59.2736884, 15.2074887 59.2737654)",2,10,,E 20.5,,,
1056369631,,primary_link,50,True,False,58.811,"LINESTRING (15.2070321 59.273371, 15.2071169 59.273367, 15.207129 59.2733686, 15.2071451 59.2733739, 15.2073862 59.2735718, 15.2075082 59.2736327, 15.2075833 59.2736526, 15.2076356 59.2736656, 15.2077804 59.2736831)",1,,,,,,
1056369743,Vasagatan,primary_link,50,False,False,12.631,"LINESTRING (15.2073041 59.2738287, 15.2074887 59.2737654)",,,,,,,
