osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,junction,bridge,access
8130969,True,1,Östra Torggatan,tertiary,30,False,23.406,"LINESTRING (13.5042017 59.378365, 13.5041291 59.3783042, 13.5040723 59.3782787, 13.5039948 59.3782532, 13.5038942 59.3782369)",,,,
71507628,False,2,Östra Torggatan,tertiary,30,False,94.137,"LINESTRING (13.5042017 59.378365, 13.5042345 59.3791425, 13.5042361 59.3791803, 13.5042374 59.3792114)",,,,
770068352,False,,Herrgårdsgatan,residential,30,True,61.373,"LINESTRING (13.5044521 59.3821115, 13.5055338 59.382078)",,,,
"[79588952, 1189407809]",False,,Östra Torggatan,tertiary,30,True,120.39999999999999,"LINESTRING (13.5044521 59.3821115, 13.504443 59.3819993, 13.5043747 59.3811548, 13.504356 59.3810299)",,,,
158598751,False,,Herrgårdsgatan,residential,30,False,142.853,"LINESTRING (13.5044521 59.3821115, 13.5043005 59.3821168, 13.5042546 59.3821158, 13.5024026 59.3821563, 13.5019322 59.3821666)",,,,
770068353,False,,Östra Torggatan,tertiary,30,False,105.874,"LINESTRING (13.5044521 59.3821115, 13.504471 59.3823711, 13.504513 59.3829473, 13.5045207 59.383063)",,,,
954761669,True,2,Hamngatan,tertiary,40,False,129.36399999999998,"LINESTRING (13.5038942 59.3782369, 13.5032158 59.378246, 13.502812 59.3782542, 13.5016117 59.3782785)",,,,
100636400,False,2,Järnvägsgatan,tertiary,30,False,8.362,"LINESTRING (13.4992307 59.3782321, 13.4992299 59.3783073)",,,,
954763906,True,2,Hamngatan,tertiary,40,False,134.884,"LINESTRING (13.4992307 59.3782321, 13.4994669 59.3782294, 13.5016117 59.3782084)",,,,
100636400,False,2,Järnvägsgatan,tertiary,30,True,8.362,"LINESTRING (13.4992299 59.3783073, 13.4992307 59.3782321)",,,,
268081979,False,,Järnvägsgatan,tertiary,30,False,108.07000000000001,"LINESTRING (13.4992299 59.3783073, 13.4992363 59.3784021, 13.4992865 59.3792176, 13.499288 59.3792413, 13.4992903 59.3792787)",11.4,,,
602696480,True,2,Hamngatan,tertiary,40,False,137.046,"LINESTRING (13.4992299 59.3783073, 13.4990052 59.3783128, 13.4968114 59.3783447)",,,,
33750024,False,,Fredsgatan,residential,30,True,106.03999999999999,"LINESTRING (13.4968114 59.3783447, 13.4968091 59.3784598, 13.4968133 59.3787326, 13.4968229 59.3792657, 13.4968222 59.3792983)",,,,
771483173,True,2,Hamngatan,tertiary,40,False,116.138,"LINESTRING (13.4968114 59.3783447, 13.4959067 59.3783616, 13.4955268 59.3783687, 13.4947623 59.378383)",,,,
770068350,False,,Västra Torggatan,residential,30,True,105.826,"LINESTRING (13.50198 59.383118, 13.5019322 59.3821666)",,,,
4344323,False,,Norra Strandgatan,residential,30,False,135.532,"LINESTRING (13.50198 59.383118, 13.5021642 59.3831128, 13.5026304 59.3830981, 13.5027495 59.3830933, 13.5033166 59.3830778, 13.5034198 59.3830753, 13.5036677 59.3830727, 13.5038698 59.3830828, 13.5040811 59.3831126, 13.5042346 59.3831255, 13.5043593 59.3831307)",,,,
8141564,False,,Västra Torggatan,residential,30,False,57.89399999999999,"LINESTRING (13.50198 59.383118, 13.501985 59.3833065, 13.5019874 59.3833963, 13.5019901 59.3834813, 13.501995 59.3836386)",,,,
4423441,True,,Bilanrondellen,tertiary,40,False,20.756,"LINESTRING (13.5084563 59.378843, 13.5084669 59.3788061, 13.5084972 59.3787721, 13.5085447 59.3787436, 13.5086058 59.378723, 13.5086757 59.3787118)",,roundabout,,
"[4423442, 36874691]",True,"['1', '2']",Hamngatan,tertiary,40,False,216.108,"LINESTRING (13.5084563 59.378843, 13.5083568 59.3787849, 13.5082084 59.3786921, 13.5078994 59.3785393, 13.5076588 59.3784665, 13.5074311 59.3784121, 13.5072238 59.3783733, 13.5070263 59.3783401, 13.5068127 59.3783069, 13.5065128 59.3782661, 13.5061598 59.3782239, 13.5059681 59.3782051, 13.5057389 59.378183, 13.5055458 59.3781683, 13.5053662 59.3781638, 13.5051809 59.3781667, 13.5050285 59.3781739)",,,,
4423441,True,,Bilanrondellen,tertiary,40,False,11.594,"LINESTRING (13.5086757 59.3787118, 13.5087439 59.3787106, 13.5088104 59.3787183, 13.5088707 59.3787346)",,roundabout,,
4423441,True,,Bilanrondellen,tertiary,40,False,23.368000000000002,"LINESTRING (13.5088707 59.3787346, 13.5089297 59.378764, 13.5089679 59.3788012, 13.5089815 59.3788427, 13.5089692 59.3788843, 13.5089321 59.3789218)",,roundabout,,
"[4423444, 602696484]",True,,Hagaleden,tertiary,50,False,106.85399999999998,"LINESTRING (13.5088707 59.3787346, 13.5090507 59.3787448, 13.5101036 59.3789981, 13.5105472 59.3791559)",,,,
4423441,True,,Bilanrondellen,tertiary,40,False,12.094999999999999,"LINESTRING (13.5089321 59.3789218, 13.5088831 59.3789481, 13.508822 59.3789668, 13.5087534 59.3789763)",,roundabout,,
4423441,True,,Bilanrondellen,tertiary,40,False,6.138,"LINESTRING (13.5084778 59.3788968, 13.5084616 59.3788705, 13.5084563 59.378843)",,roundabout,,
450610273,False,,Drottninggatan,residential,30,True,5.482,"LINESTRING (13.5079024 59.3791433, 13.5079971 59.3791331)",,,,
1195589545,False,,Eneströmsgatan,residential,30,True,63.633,"LINESTRING (13.5079024 59.3791433, 13.5079671 59.3792879, 13.5081568 59.3797007)",,,,
"[1195589546, 1195589547]",False,,Drottninggatan,residential,30,False,96.942,"LINESTRING (13.5079024 59.3791433, 13.5077485 59.3791567, 13.506712 59.3791736, 13.5063334 59.3791765, 13.5061937 59.3791795)",,,,
4344357,False,,Västra Kanalgatan,residential,30,False,8.822,"LINESTRING (13.5101837 59.3808708, 13.5103371 59.3808846)",,,,
155732147,False,,Kungsgatan,residential,30,False,94.282,"LINESTRING (13.5101837 59.3808708, 13.5099853 59.3808723, 13.5093085 59.3808802, 13.5088302 59.3808878, 13.5086785 59.380883, 13.5086056 59.3808706, 13.5085316 59.3808527)",,,,
77412932,True,,Kungsgatan,residential,30,False,80.45899999999999,"LINESTRING (13.5085316 59.3808527, 13.5084544 59.3809013, 13.5084435 59.3809025, 13.5083207 59.3809163, 13.5082749 59.3809205, 13.5074097 59.3809299, 13.5072691 59.3809629, 13.5071835 59.380983)",,,,
155732142,False,,Eneströmsgatan,residential,30,False,54.051,"LINESTRING (13.5085316 59.3808527, 13.5085035 59.3808434, 13.5084561 59.3808163, 13.5084267 59.3807852, 13.5083991 59.3807408, 13.5083803 59.3805322, 13.5083726 59.3804812, 13.5083609 59.3804508, 13.5083331 59.3803918)",,,,
