osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,access,junction
"[985565428, 1270738349]",Barrsätragatan,residential,40,False,False,102.53200000000001,"LINESTRING (16.7785467 60.6191155, 16.7797693 60.6192569, 16.7799268 60.619276, 16.7803747 60.6193298)",,,,
23714048,Norra Järngatan,residential,40,False,True,121.468,"LINESTRING (16.7749421 60.6186923, 16.774818 60.6189117, 16.7747232 60.6190857, 16.7746565 60.6192062, 16.7746222 60.6192682, 16.7743908 60.6197505)",,,,
24562229,Barrsätragatan,residential,40,False,False,101.898,"LINESTRING (16.7749421 60.6186923, 16.775608 60.6187672, 16.7767632 60.618896)",,,,
24562229,Barrsätragatan,residential,40,False,True,83.416,"LINESTRING (16.7749421 60.6186923, 16.774808 60.6186756, 16.7734564 60.618515)",,,,
23714048,Norra Järngatan,residential,40,False,False,75.943,"LINESTRING (16.7743908 60.6197505, 16.7742226 60.6198136, 16.7741172 60.6198492, 16.7740489 60.6198838, 16.7740191 60.6199435, 16.7740401 60.6199812, 16.7742749 60.6199955, 16.7743908 60.6197505)",,,,
23714048,Norra Järngatan,residential,40,False,True,75.943,"LINESTRING (16.7743908 60.6197505, 16.7742749 60.6199955, 16.7740401 60.6199812, 16.7740191 60.6199435, 16.7740489 60.6198838, 16.7741172 60.6198492, 16.7742226 60.6198136, 16.7743908 60.6197505)",,,,
23714048,Norra Järngatan,residential,40,False,False,121.46799999999999,"LINESTRING (16.7743908 60.6197505, 16.7746222 60.6192682, 16.7746565 60.6192062, 16.7747232 60.6190857, 16.774818 60.6189117, 16.7749421 60.6186923)",,,,
24562229,Barrsätragatan,residential,40,False,False,83.416,"LINESTRING (16.7734564 60.618515, 16.774808 60.6186756, 16.7749421 60.6186923)",,,,
"[26001067, 26001068, 24562229]",Barrsätragatan,"['residential', 'unclassified']",40,False,"[False, True]",236.52599999999998,"LINESTRING (16.7734564 60.618515, 16.7721687 60.6183622, 16.771622 60.6182974, 16.771066 60.6182328, 16.7710087 60.6182258, 16.7705765 60.6181748, 16.7702602 60.6181359, 16.770219 60.6181309, 16.76944 60.6180338, 16.769244 60.6180118)",,yes,,
25861302,Norra Götgatan,residential,40,False,False,169.351,"LINESTRING (16.7734564 60.618515, 16.7733964 60.6186675, 16.773218 60.6191074, 16.7727947 60.6200028)",,,,
25861302,Norra Götgatan,residential,40,False,True,169.351,"LINESTRING (16.7727947 60.6200028, 16.773218 60.6191074, 16.7733964 60.6186675, 16.7734564 60.618515)",,,,
"[25864104, 26001052]",Plangatan,"['living_street', 'residential']","['40', '5']",False,False,162.97899999999998,"LINESTRING (16.7727947 60.6200028, 16.7729825 60.6201724, 16.7730335 60.6202129, 16.7730848 60.6202547, 16.7731672 60.6203246, 16.7732379 60.6204546, 16.7731821 60.6205815, 16.7728292 60.6213836, 16.7728232 60.6213938)",,,,
25864117,Köpmannagatan,residential,5,False,False,48.631,"LINESTRING (16.7727947 60.6200028, 16.7726485 60.6200165, 16.7719186 60.6199494)",,,,
25864117,Köpmannagatan,residential,5,False,True,48.631,"LINESTRING (16.7719186 60.6199494, 16.7726485 60.6200165, 16.7727947 60.6200028)",,,,
25864118,Björkgatan,residential,40,False,False,148.34900000000002,"LINESTRING (16.7719186 60.6199494, 16.7714996 60.6212406, 16.7714905 60.6212669)",,,,
"[26000856, 970645810]",Köpmannagatan,residential,5,False,False,95.77099999999999,"LINESTRING (16.7719186 60.6199494, 16.7717523 60.6199297, 16.771218 60.6198716, 16.7705952 60.6198086, 16.7703179 60.619781, 16.7702791 60.6197793, 16.7702366 60.6197801, 16.7702014 60.6197855)",,,,
"[26039761, 26039759, 25861391]",Torggatan,residential,40,False,False,140.66,"LINESTRING (16.7714905 60.6212669, 16.7699546 60.6211277, 16.7698762 60.6211219, 16.7697135 60.6211114, 16.7694832 60.6211138, 16.7692469 60.6211434, 16.7691196 60.6211636, 16.7689635 60.6211902)",,yes,,
25864118,Björkgatan,residential,40,False,True,148.34900000000002,"LINESTRING (16.7714905 60.6212669, 16.7714996 60.6212406, 16.7719186 60.6199494)",,,,
"[970869119, 25864119]",Torggatan,residential,40,False,False,74.056,"LINESTRING (16.7714905 60.6212669, 16.7717164 60.621288, 16.7720214 60.6213164, 16.7728232 60.6213938)",,,,
25861394,Torggatan,residential,40,False,False,146.356,"LINESTRING (16.7728232 60.6213938, 16.7754668 60.6216185)",,,,
25864120,Plangatan,residential,40,False,False,55.394,"LINESTRING (16.7728232 60.6213938, 16.7726665 60.621886)",,,,
"[25864104, 26001052]",Plangatan,"['residential', 'living_street']","['40', '5']",False,True,162.979,"LINESTRING (16.7728232 60.6213938, 16.7728292 60.6213836, 16.7731821 60.6205815, 16.7732379 60.6204546, 16.7731672 60.6203246, 16.7730848 60.6202547, 16.7730335 60.6202129, 16.7729825 60.6201724, 16.7727947 60.6200028)",,,,
"[25864119, 970869119]",Torggatan,residential,40,False,True,74.056,"LINESTRING (16.7728232 60.6213938, 16.7720214 60.6213164, 16.7717164 60.621288, 16.7714905 60.6212669)",,,,
25864120,Plangatan,residential,40,False,False,65.298,"LINESTRING (16.7726665 60.621886, 16.7724884 60.6224667)",,,,
25864120,Plangatan,residential,40,False,True,55.394,"LINESTRING (16.7726665 60.621886, 16.7728232 60.6213938)",,,,
970869114,Odengatan,residential,40,False,False,144.54,"LINESTRING (16.7726665 60.621886, 16.7729104 60.6219032, 16.7732503 60.6219283, 16.7736415 60.6219561, 16.7737891 60.6219662, 16.7740041 60.6219816, 16.774408 60.6220145, 16.7747466 60.6220355, 16.775047 60.622058, 16.7752884 60.6220734)",,,,
345748879,Odengatan,residential,30,False,True,71.742,"LINESTRING (16.7839903 60.6226933, 16.7826888 60.6226004)",,,,
25861267,Kyrkogatan,residential,30,False,False,157.452,"LINESTRING (16.7839903 60.6226933, 16.7839326 60.6228103, 16.7835347 60.6236117, 16.7834077 60.6238708, 16.7833366 60.6240201, 16.7833108 60.6240695)",,,,
25864130,Linggatan,residential,30,False,False,100.296,"LINESTRING (16.7792124 60.625706, 16.7790064 60.6255941, 16.7778996 60.6250749)",,,,
25861408,Bollvägen,residential,30,False,False,16.294,"LINESTRING (16.7778996 60.6250749, 16.7777053 60.6251862)",,,,
25861405,Bollvägen,residential,30,False,False,74.496,"LINESTRING (16.7778996 60.6250749, 16.7786762 60.6246055, 16.7787547 60.6245526)",,,,
25864130,Linggatan,residential,30,False,True,100.296,"LINESTRING (16.7778996 60.6250749, 16.7790064 60.6255941, 16.7792124 60.625706)",,,,
25861408,Bollvägen,residential,30,False,True,16.294,"LINESTRING (16.7777053 60.6251862, 16.7778996 60.6250749)",,,,
25861408,Bollvägen,residential,30,False,False,94.903,"LINESTRING (16.7777053 60.6251862, 16.7769571 60.6256452, 16.7768462 60.6257152, 16.7768264 60.6257661, 16.7768222 60.6258914)",,,,
25861410,Linggatan,living_street,5,False,False,69.78399999999999,"LINESTRING (16.7777053 60.6251862, 16.7772414 60.6250056, 16.777097 60.6249814, 16.7765768 60.624921)",,,,
"[25864128, 26000979]",,residential,30,False,False,92.34,"LINESTRING (16.7802204 60.6242487, 16.7801792 60.6243237, 16.780122 60.6244441, 16.7799322 60.6248381, 16.7798373 60.6250575)",,,destination,
345748876,Gävlevägen,secondary,40,False,False,107.395,"LINESTRING (16.7802204 60.6242487, 16.7805697 60.6242856, 16.7816094 60.6243897, 16.7821497 60.6244414)",272,,,
345748876,Gävlevägen,secondary,40,False,True,180.091,"LINESTRING (16.7802204 60.6242487, 16.7779006 60.624005, 16.7769916 60.6239103)",272,,,
25861390,Storgatan,residential,40,False,True,90.553,"LINESTRING (16.7802693 60.6241026, 16.7806104 60.6233722, 16.78064 60.6233088)",,,,
23714047,Storgatan,residential,40,False,True,78.488,"LINESTRING (16.7814042 60.6231319, 16.7810511 60.6228805, 16.781025 60.6228603, 16.7809969 60.6228315, 16.7809788 60.6228088, 16.7809695 60.6227892, 16.7809577 60.6227223, 16.7809697 60.622668, 16.7810532 60.6224943)",,,,
24562143,Högbovägen,unclassified,40,False,False,130.178,"LINESTRING (16.7814042 60.6231319, 16.7820402 60.6236388, 16.7821788 60.6237536, 16.7826257 60.6241375)",,,,
25861390,Storgatan,residential,40,False,False,46.376999999999995,"LINESTRING (16.7814042 60.6231319, 16.7812041 60.6231981, 16.781043 60.6232382, 16.780832 60.6232788, 16.7807417 60.6232943, 16.78064 60.6233088)",,,,
25861291,Baldersgatan,residential,40,False,True,45.51,"LINESTRING (16.777149 60.6231163, 16.7778807 60.6231564, 16.7779782 60.6231616)",,,,
970869173,Baldersgatan,residential,40,False,False,24.232,"LINESTRING (16.777149 60.6231163, 16.776906 60.623102, 16.7767079 60.6230904)",,,,
970869174,Baldersplan,residential,40,True,False,66.108,"LINESTRING (16.777149 60.6231163, 16.7771241 60.6231913, 16.7771176 60.6232132, 16.7770185 60.6235462, 16.7769842 60.6236616, 16.7769715 60.6237044)",,,,
25861293,Baldersplan,residential,40,True,False,100.66499999999999,"LINESTRING (16.7767079 60.6230904, 16.7767185 60.6230574, 16.7769605 60.6222931, 16.7769895 60.6221957)",,,,
25864085,Baldersgatan,residential,40,False,False,91.623,"LINESTRING (16.7767079 60.6230904, 16.7760696 60.6230584, 16.7756972 60.6230398, 16.7750377 60.623003)",,,,
970869173,Baldersgatan,residential,40,False,True,24.232,"LINESTRING (16.7767079 60.6230904, 16.776906 60.623102, 16.777149 60.6231163)",,,,
25861311,Odengatan,residential,40,False,False,27.073,"LINESTRING (16.7774384 60.6222291, 16.7779281 60.6222687)",,,,
25861311,Odengatan,residential,40,False,True,24.767,"LINESTRING (16.7774384 60.6222291, 16.7769895 60.6221957)",,,,
25861292,Baldersplan,residential,40,True,False,99.91399999999999,"LINESTRING (16.7774384 60.6222291, 16.7774006 60.6223271, 16.7773 60.622642, 16.7771573 60.6230851, 16.777149 60.6231163)",,,,
25861293,Baldersplan,residential,40,True,False,84.87299999999999,"LINESTRING (16.7769715 60.6237044, 16.776767 60.6236936, 16.7766896 60.6236849, 16.776646 60.6236719, 16.7766142 60.6236556, 16.776585 60.6236299, 16.7765637 60.6236011, 16.7765658 60.6235673, 16.7766852 60.6231665, 16.7767079 60.6230904)",,,,
25864086,Baldersplan,residential,40,True,False,22.975,"LINESTRING (16.7769715 60.6237044, 16.7769697 60.6238258, 16.776979 60.6238513, 16.7769916 60.6239103)",,,,
25861311,Odengatan,residential,40,False,False,24.767,"LINESTRING (16.7769895 60.6221957, 16.7774384 60.6222291)",,,,
25861311,Odengatan,residential,40,False,True,93.784,"LINESTRING (16.7769895 60.6221957, 16.7764884 60.6221605, 16.7752884 60.6220734)",,,,
25861311,Odengatan,residential,40,False,False,93.784,"LINESTRING (16.7752884 60.6220734, 16.7764884 60.6221605, 16.7769895 60.6221957)",,,,
26000831,Hyttgatan,residential,40,False,True,65.96,"LINESTRING (16.7752884 60.6220734, 16.775253 60.622192, 16.7751549 60.6225373, 16.7751198 60.6226608)",,,,
970869114,Odengatan,residential,40,False,True,144.54,"LINESTRING (16.7752884 60.6220734, 16.775047 60.622058, 16.7747466 60.6220355, 16.774408 60.6220145, 16.7740041 60.6219816, 16.7737891 60.6219662, 16.7736415 60.6219561, 16.7732503 60.6219283, 16.7729104 60.6219032, 16.7726665 60.621886)",,,,
24562229,Barrsätragatan,residential,40,False,False,100.312,"LINESTRING (16.7767632 60.618896, 16.7785467 60.6191155)",,,,
24562229,Barrsätragatan,residential,40,False,True,101.898,"LINESTRING (16.7767632 60.618896, 16.775608 60.6187672, 16.7749421 60.6186923)",,,,
25864102,Hyttgatan,residential,40,False,False,110.4,"LINESTRING (16.7767632 60.618896, 16.776808 60.6188067, 16.7769845 60.6184313, 16.7771586 60.6180792, 16.7772322 60.6179302)",,,,
25861398,Grundbogatan,residential,40,False,True,112.257,"LINESTRING (16.7803696 60.6207801, 16.7801223 60.62132, 16.7800426 60.6214765, 16.7799747 60.6216348, 16.7799128 60.6217644)",,,,
25864095,Köpmannagatan,residential,40,False,False,80.026,"LINESTRING (16.7803696 60.6207801, 16.7817026 60.6209086, 16.7818091 60.6209188)",,,,
"[25864094, 25864095]","['Jansagatan', 'Köpmannagatan']",residential,40,False,True,200.224,"LINESTRING (16.7803696 60.6207801, 16.7785654 60.6206166, 16.7782245 60.6215015)",,,,
345748879,Odengatan,residential,30,False,False,71.742,"LINESTRING (16.7826888 60.6226004, 16.7839903 60.6226933)",,,,
"[25864096, 25864097]","['Solbergsvägen', 'Köpmannagatan']",residential,30,False,True,258.779,"LINESTRING (16.7826888 60.6226004, 16.7829258 60.6220609, 16.7833027 60.6211426, 16.7833206 60.6211, 16.7833245 60.6210631, 16.7832936 60.6210566, 16.7832626 60.6210497, 16.7819632 60.6209335, 16.7818091 60.6209188)",,,,
345748879,Odengatan,residential,30,False,True,90.00500000000001,"LINESTRING (16.7826888 60.6226004, 16.7816209 60.6225286, 16.7812642 60.6225062, 16.781223 60.6225024, 16.7810532 60.6224943)",,,,
10118903,Högbovägen,secondary,40,False,False,116.583,"LINESTRING (16.7842223 60.6256974, 16.7839577 60.625425, 16.7833163 60.6247478)",,,,
10118903,Högbovägen,secondary,40,False,True,89.447,"LINESTRING (16.7842223 60.6256974, 16.7843539 60.625865, 16.7844193 60.6259455, 16.7844748 60.6260346, 16.7845214 60.6261057, 16.784562 60.6262459, 16.784569 60.6263652, 16.7845623 60.6264745)",,,,
26000857,Kanalparken,residential,40,False,False,131.03300000000002,"LINESTRING (16.7699706 60.6209478, 16.7699899 60.6208117, 16.7700291 60.6205357, 16.7700685 60.6202586, 16.7701204 60.619883, 16.7701368 60.6198246, 16.7701511 60.6198071, 16.7701741 60.6197935, 16.7702014 60.6197855)",,,,
25861394,Torggatan,residential,40,False,True,146.356,"LINESTRING (16.7754668 60.6216185, 16.7728232 60.6213938)",,,,
25861396,Jansagatan,residential,40,False,True,28.21,"LINESTRING (16.7781319 60.6217511, 16.7782245 60.6215015)",,,,
25861396,Jansagatan,residential,40,False,False,58.620999999999995,"LINESTRING (16.7781319 60.6217511, 16.7780615 60.6219179, 16.7779281 60.6222687)",,,,
25861397,Bryggargatan,residential,40,False,False,97.605,"LINESTRING (16.7781319 60.6217511, 16.778603 60.6217794, 16.778872 60.6217907, 16.7789875 60.6217955, 16.7792469 60.6217871, 16.7795282 60.6217727, 16.7796892 60.6217631, 16.7798142 60.6217615, 16.7799128 60.6217644)",,,,
25861397,Bryggargatan,residential,40,False,True,97.60499999999999,"LINESTRING (16.7799128 60.6217644, 16.7798142 60.6217615, 16.7796892 60.6217631, 16.7795282 60.6217727, 16.7792469 60.6217871, 16.7789875 60.6217955, 16.778872 60.6217907, 16.778603 60.6217794, 16.7781319 60.6217511)",,,,
25861398,Grundbogatan,residential,40,False,False,112.257,"LINESTRING (16.7799128 60.6217644, 16.7799747 60.6216348, 16.7800426 60.6214765, 16.7801223 60.62132, 16.7803696 60.6207801)",,,,
23714047,Storgatan,residential,40,False,False,67.997,"LINESTRING (16.7813663 60.6219024, 16.7810913 60.6224245, 16.7810532 60.6224943)",,,,
23714047,Storgatan,residential,40,False,True,112.015,"LINESTRING (16.7813663 60.6219024, 16.7814168 60.6217926, 16.7817641 60.6210369, 16.7818091 60.6209188)",,,,
25864091,Bryggargatan,residential,40,True,False,80.766,"LINESTRING (16.7813663 60.6219024, 16.7812418 60.6218896, 16.7810407 60.6218676, 16.7802766 60.6217977, 16.7799128 60.6217644)",,,,
26000981,Idrottsvägen,residential,30,False,True,81.479,"LINESTRING (16.7798373 60.6250575, 16.7787547 60.6245526)",,,,
"[25864128, 26000979]",,residential,30,False,True,92.34,"LINESTRING (16.7798373 60.6250575, 16.7799322 60.6248381, 16.780122 60.6244441, 16.7801792 60.6243237, 16.7802204 60.6242487)",,,destination,
26000981,Idrottsvägen,residential,30,False,False,71.859,"LINESTRING (16.7798373 60.6250575, 16.7806712 60.6254485, 16.7807905 60.6255036)",,,,
25861406,Idrottsvägen,residential,30,False,True,44.919,"LINESTRING (16.7787547 60.6245526, 16.7781524 60.6242771)",,,,
26000981,Idrottsvägen,residential,30,False,False,81.479,"LINESTRING (16.7787547 60.6245526, 16.7798373 60.6250575)",,,,
25861405,Bollvägen,residential,30,False,True,74.496,"LINESTRING (16.7787547 60.6245526, 16.7786762 60.6246055, 16.7778996 60.6250749)",,,,
25861410,Linggatan,living_street,5,False,True,69.78399999999999,"LINESTRING (16.7765768 60.624921, 16.777097 60.6249814, 16.7772414 60.6250056, 16.7777053 60.6251862)",,,,
25864131,Linggatan,residential,30,False,True,91.94699999999999,"LINESTRING (16.7765768 60.624921, 16.7768773 60.6242552, 16.7768755 60.6242368, 16.7768616 60.6242246, 16.7768312 60.6242149, 16.7767582 60.6242035, 16.7767331 60.6241942, 16.7767092 60.6241787, 16.7766897 60.6241585)",,,,
"[26000984, 26000986]",Linggatan,"['living_street', 'unclassified']","['30', '5']",False,False,93.767,"LINESTRING (16.7765768 60.624921, 16.7754571 60.6247983, 16.7753608 60.6248067, 16.7753077 60.6248185, 16.7752288 60.6248258, 16.7751163 60.6248261, 16.7750921 60.6248261, 16.7750496 60.6248215, 16.7749827 60.6248107, 16.7749234 60.624781)",,,destination,
986471870,Linggatan,residential,50,False,False,47.114000000000004,"LINESTRING (16.7765768 60.624921, 16.7764291 60.6250955, 16.7762248 60.6253078)",,,,
25861291,Baldersgatan,residential,40,False,False,91.523,"LINESTRING (16.78064 60.6233088, 16.7799527 60.6232733, 16.7797532 60.6232608, 16.779101 60.6232256, 16.7789722 60.6232188)",,,,
25861390,Storgatan,residential,40,False,False,90.553,"LINESTRING (16.78064 60.6233088, 16.7806104 60.6233722, 16.7802693 60.6241026)",,,,
25861390,Storgatan,residential,40,False,True,46.377,"LINESTRING (16.78064 60.6233088, 16.7807417 60.6232943, 16.780832 60.6232788, 16.781043 60.6232382, 16.7812041 60.6231981, 16.7814042 60.6231319)",,,,
25864150,Stålgatan,unclassified,40,False,False,112.15700000000001,"LINESTRING (16.7803747 60.6193298, 16.780629 60.6188329, 16.7808644 60.6183502)",,,,
985565428,Barrsätragatan,residential,40,False,False,107.951,"LINESTRING (16.7803747 60.6193298, 16.7807855 60.6193817, 16.7817657 60.6194948, 16.7822984 60.6195572)",,,,
"[985565428, 1270738349]",Barrsätragatan,residential,40,False,True,102.53200000000001,"LINESTRING (16.7803747 60.6193298, 16.7799268 60.619276, 16.7797693 60.6192569, 16.7785467 60.6191155)",,,,
25864102,Hyttgatan,residential,40,False,True,110.39999999999999,"LINESTRING (16.7772322 60.6179302, 16.7771586 60.6180792, 16.7769845 60.6184313, 16.776808 60.6188067, 16.7767632 60.618896)",,,,
25864115,Hammargatan,residential,40,False,False,101.369,"LINESTRING (16.7772322 60.6179302, 16.7773438 60.6179421, 16.7774592 60.6179568, 16.77833 60.6180603, 16.77904 60.6181407)",,,,
23714045,Storgatan,unclassified,40,False,False,107.736,"LINESTRING (16.7829637 60.6185687, 16.7826069 60.6193001, 16.7824848 60.6195085)",,,,
25864115,Hammargatan,residential,40,False,True,117.2,"LINESTRING (16.7829637 60.6185687, 16.7828795 60.6185559, 16.7822923 60.6184863, 16.7812463 60.6184011, 16.7808644 60.6183502)",,,,
26001068,Barrsätragatan,unclassified,40,False,False,83.837,"LINESTRING (16.769244 60.6180118, 16.7677493 60.6178367)",,,,
"[26001067, 26001068, 24562229]",Barrsätragatan,"['unclassified', 'residential']",40,False,"[False, True]",236.526,"LINESTRING (16.769244 60.6180118, 16.76944 60.6180338, 16.770219 60.6181309, 16.7702602 60.6181359, 16.7705765 60.6181748, 16.7710087 60.6182258, 16.771066 60.6182328, 16.771622 60.6182974, 16.7721687 60.6183622, 16.7734564 60.618515)",,yes,,
26001068,Barrsätragatan,unclassified,40,False,True,83.837,"LINESTRING (16.7677493 60.6178367, 16.769244 60.6180118)",,,,
26000931,Valhallavägen,residential,40,False,False,114.441,"LINESTRING (16.7677493 60.6178367, 16.7676943 60.6179562, 16.7676115 60.6181244, 16.7675196 60.6183271, 16.7673578 60.6186935, 16.767287 60.61882, 16.7672779 60.6188394)",,,,
25861406,Idrottsvägen,residential,30,False,False,44.919,"LINESTRING (16.7781524 60.6242771, 16.7787547 60.6245526)",,,,
"[26000984, 33079636]",Linggatan,unclassified,30,False,False,217.721,"LINESTRING (16.77239 60.6247075, 16.7720096 60.6246936, 16.7717289 60.6246828, 16.7711652 60.624664, 16.770883 60.6246479, 16.7707896 60.6246364, 16.7707356 60.6246173, 16.7706892 60.6245867, 16.7706532 60.6245491, 16.7706271 60.6245119, 16.7705922 60.6244437, 16.7705715 60.6243747, 16.7705479 60.624234, 16.7705168 60.6239631, 16.770504 60.6238807, 16.7704807 60.6236794, 16.7704843 60.6235886, 16.7705131 60.6235)",,,,
26000984,Linggatan,unclassified,30,False,True,138.439,"LINESTRING (16.77239 60.6247075, 16.7730134 60.6247301, 16.7733539 60.6247396, 16.7737394 60.6247482, 16.7741101 60.6247608, 16.7744874 60.6247736, 16.7749234 60.624781)",,,,
26001002,Mosaikvägen,unclassified,30,False,False,129.50799999999998,"LINESTRING (16.77239 60.6247075, 16.7723706 60.6248101, 16.7723403 60.6250518, 16.7722934 60.6253698, 16.772221 60.6258692)",,,,
26000822,Linggatan,unclassified,30,True,False,21.918,"LINESTRING (16.7705131 60.6235, 16.7704972 60.6234171, 16.770491 60.6233033)",,,,
"[26000984, 33079636]",Linggatan,unclassified,30,False,True,217.72100000000006,"LINESTRING (16.7705131 60.6235, 16.7704843 60.6235886, 16.7704807 60.6236794, 16.770504 60.6238807, 16.7705168 60.6239631, 16.7705479 60.624234, 16.7705715 60.6243747, 16.7705922 60.6244437, 16.7706271 60.6245119, 16.7706532 60.6245491, 16.7706892 60.6245867, 16.7707356 60.6246173, 16.7707896 60.6246364, 16.770883 60.6246479, 16.7711652 60.624664, 16.7717289 60.6246828, 16.7720096 60.6246936, 16.77239 60.6247075)",,,,
26000816,Gävlevägen,secondary,60,True,False,22.083,"LINESTRING (16.770877 60.6231435, 16.7712732 60.6231843)",272,,,
26000817,Gävlevägen,secondary,60,True,False,6.316000000000001,"LINESTRING (16.770877 60.6231435, 16.7708848 60.6231695, 16.7708873 60.6232)",272,,,roundabout
26000817,Gävlevägen,secondary,60,True,False,15.98,"LINESTRING (16.7708873 60.6232, 16.7708717 60.6232351, 16.7708371 60.6232668, 16.7707861 60.6232926, 16.7707228 60.6233106)",272,,,roundabout
26000824,Gävlevägen,secondary,60,True,False,27.843,"LINESTRING (16.770359 60.6232073, 16.7699554 60.623054)",272,,,
26000817,Gävlevägen,secondary,60,True,False,13.347,"LINESTRING (16.770359 60.6232073, 16.7703607 60.6231673, 16.770387 60.6231294, 16.7704356 60.6230973)",272,,,roundabout
26000817,Gävlevägen,secondary,60,True,False,28.839000000000002,"LINESTRING (16.7704356 60.6230973, 16.770506 60.6230728, 16.7705888 60.6230607, 16.7706751 60.6230622, 16.7707558 60.6230772, 16.7708224 60.6231042, 16.770877 60.6231435)",272,,,roundabout
26000819,Gävlevägen,secondary,60,True,False,21.122,"LINESTRING (16.7712732 60.6231843, 16.7708873 60.6232)",272,,,
26000820,Gävlevägen,secondary,60,False,False,201.62199999999999,"LINESTRING (16.7712732 60.6231843, 16.7714868 60.6232025, 16.7740044 60.6235111, 16.7745217 60.6235744, 16.7748605 60.6236201)",272,,,
