osmid,lanes,ref,name,highway,maxspeed,width,junction,oneway,reversed,length,geometry,bridge
24927038,2,BD 506,Cpl Strömnäs,secondary,50,9.0,roundabout,True,False,7.528,"LINESTRING (21.4966327 65.3102718, 21.4966728 65.3103374)",
24927038,2,BD 506,Cpl Strömnäs,secondary,50,9.0,roundabout,True,False,9.376,"LINESTRING (21.4962336 65.310663, 21.4960386 65.3106848)",
24927038,2,BD 506,Cpl Strömnäs,secondary,50,9.0,roundabout,True,False,50.989999999999995,"LINESTRING (21.4960386 65.3106848, 21.4958556 65.3106851, 21.4956781 65.3106666, 21.4955171 65.3106303, 21.4953825 65.3105785, 21.4952827 65.3105144, 21.4952238 65.3104421)",
"[58601249, 1107442266]",2,BD 506,Timmerleden,secondary,50,9.0,,True,False,241.304,"LINESTRING (21.4960386 65.3106848, 21.4956647 65.3107386, 21.4954198 65.3107803, 21.495127 65.310839, 21.4947034 65.3109396, 21.4941616 65.3110906, 21.4934952 65.3112625, 21.4924765 65.3114736, 21.4919113 65.3115896, 21.4916577 65.3116377, 21.4914363 65.31168)",
24927038,2,BD 506,Cpl Strömnäs,secondary,50,9.0,roundabout,True,False,35.434,"LINESTRING (21.4952087 65.3103786, 21.4952252 65.3103153, 21.4952727 65.3102547, 21.4953491 65.3101995, 21.4954511 65.3101521, 21.4955743 65.3101145)",
58596886,,BD 507,Munksundsvägen,tertiary,40,9.0,,True,False,154.529,"LINESTRING (21.4952087 65.3103786, 21.4950672 65.310262, 21.4949277 65.3101693, 21.4948215 65.3101052, 21.4946646 65.3100271, 21.49449 65.3099305, 21.4943819 65.309864, 21.494286 65.3097941, 21.4941997 65.3097102, 21.4941264 65.3096257, 21.4940739 65.3095458, 21.4940435 65.3094759, 21.4940082 65.3092801, 21.494008 65.3092138, 21.4940526 65.3091259)",
"[1107442258, 47198158]",2,BD 506,Havsbadsvägen,secondary,"['50', '80']",9.0,,True,False,190.884,"LINESTRING (21.4997923 65.3092101, 21.499138 65.3094394, 21.4987986 65.3095531, 21.4984451 65.3096662, 21.4981745 65.3097543, 21.4978263 65.309847, 21.4974028 65.3099476, 21.4970696 65.3100329, 21.496941 65.3100693, 21.4968537 65.310103, 21.4967747 65.3101394, 21.4967055 65.310185, 21.4966327 65.3102718)",
39324645,,,Hallgrensvägen,tertiary,40,7.7,,False,False,244.26899999999998,"LINESTRING (21.4860749 65.3116043, 21.485978 65.3114412, 21.4859059 65.31132, 21.4856026 65.3109023, 21.4852621 65.3105211, 21.4848802 65.31017, 21.4848164 65.3101114, 21.4846023 65.3099427, 21.4841258 65.3095734)",
39324645,,,Hallgrensvägen,tertiary,40,7.7,,False,True,60.528999999999996,"LINESTRING (21.4860749 65.3116043, 21.4861845 65.3117921, 21.4863741 65.3121341)",
"[868822003, 39324652]",,,Furunäsvägen,residential,40,,,False,False,50.101,"LINESTRING (21.4860749 65.3116043, 21.4862072 65.3115889, 21.4864065 65.3115656, 21.4866825 65.3115183, 21.4869951 65.3113913)",
58918209,,BD 507,Munksundsvägen,tertiary,40,9,,True,False,142.911,"LINESTRING (21.4940526 65.3091259, 21.4941133 65.3092155, 21.4942107 65.3094631, 21.4942679 65.309562, 21.4943291 65.3096387, 21.4944053 65.3097205, 21.4945104 65.3098009, 21.4946349 65.3098804, 21.4947772 65.3099521, 21.4949375 65.310018, 21.4950854 65.3100709, 21.4952346 65.3101065, 21.495389 65.3101218, 21.4955743 65.3101145)",
