osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,bridge
431502295,True,Bangatan,tertiary,50,False,44.71,"LINESTRING (13.2858611 56.2832022, 13.2855203 56.2832335, 13.2853433 56.2832454, 13.2851427 56.2832477)",,
26842103,True,Bangatan,tertiary,50,False,21.343,"LINESTRING (13.2851427 56.2832477, 13.2850936 56.2832685, 13.2850351 56.2832794, 13.2849734 56.2832794, 13.2849224 56.2832705, 13.2848778 56.283254, 13.2848432 56.2832313)",roundabout,
26842103,True,Bangatan,tertiary,50,False,17.546,"LINESTRING (13.2848432 56.2832313, 13.2848173 56.2831946, 13.2848174 56.2831551, 13.2848436 56.2831185, 13.2848923 56.2830897)",roundabout,
26842104,True,Bangatan,tertiary,50,False,34.553,"LINESTRING (13.2848432 56.2832313, 13.2847345 56.2832097, 13.2843245 56.2831146)",,
26842103,True,Bangatan,tertiary,50,False,7.431,"LINESTRING (13.2848923 56.2830897, 13.2849459 56.2830745, 13.2850054 56.2830694)",roundabout,
26842103,True,Bangatan,tertiary,50,False,10.538,"LINESTRING (13.2850054 56.2830694, 13.2850885 56.2830803, 13.2851547 56.2831102)",roundabout,
"[214814280, 660967221, 660967222]",False,Ågatan,residential,50,False,259.664,"LINESTRING (13.2850054 56.2830694, 13.2851002 56.2824378, 13.2851134 56.2823498, 13.2851309 56.2822338, 13.2852462 56.2814657, 13.2852726 56.2809609, 13.2852946 56.2807403)",,yes
26842103,True,Bangatan,tertiary,50,False,16.583,"LINESTRING (13.2851547 56.2831102, 13.2851859 56.2831432, 13.2851946 56.2831802, 13.2851795 56.2832165, 13.2851427 56.2832477)",roundabout,
431502293,True,Bangatan,tertiary,50,False,44.786,"LINESTRING (13.2851547 56.2831102, 13.2854452 56.2831472, 13.2858611 56.2832022)",,
431502292,True,Bangatan,tertiary,50,False,35.288000000000004,"LINESTRING (13.2843245 56.2831146, 13.2847284 56.2831094, 13.2848923 56.2830897)",,
431502294,False,Bangatan,tertiary,50,False,144.59799999999998,"LINESTRING (13.2843245 56.2831146, 13.2836298 56.2830824, 13.2819865 56.2830344)",,
"[26842113, 59201965]",False,Passagen,unclassified,50,"[False, True]",82.40299999999999,"LINESTRING (13.2819865 56.2830344, 13.2819836 56.283159, 13.2819823 56.2832134, 13.2819537 56.2833865, 13.2818899 56.2837731)",,
"[59201962, 431502291]",False,Bangatan,tertiary,50,False,79.711,"LINESTRING (13.2819865 56.2830344, 13.2814708 56.2830219, 13.280982 56.2830101, 13.2806963 56.2830032)",,
431502294,False,Bangatan,tertiary,50,True,144.59799999999998,"LINESTRING (13.2819865 56.2830344, 13.2836298 56.2830824, 13.2843245 56.2831146)",,
59201966,False,Bangatan,tertiary,50,False,32.888,"LINESTRING (13.2784408 56.2832495, 13.278371 56.2832637, 13.2781899 56.2833005, 13.2780451 56.2833051, 13.2779441 56.2833417)",,
59201966,False,Bangatan,tertiary,50,True,144.8,"LINESTRING (13.2784408 56.2832495, 13.2786057 56.2831901, 13.2789091 56.2831017, 13.2792178 56.2830432, 13.2796789 56.2830235, 13.2800216 56.2830167, 13.2806963 56.2830032)",,
"[77025888, 214814329]",False,"['Paviljonggatan', 'Bäckgatan']","['unclassified', 'residential']",50,"[False, True]",364.53999999999996,"LINESTRING (13.2784408 56.2832495, 13.2784373 56.2820721, 13.2784391 56.2820424, 13.278493 56.2811326, 13.2784703 56.2806164, 13.2796178 56.2807152)",,
26842105,True,,tertiary,50,False,19.554,"LINESTRING (13.2779441 56.2833417, 13.27794 56.2833856, 13.2779083 56.2834259, 13.2778531 56.2834574, 13.2777814 56.2834761)",roundabout,
59201966,False,Bangatan,tertiary,50,True,32.888,"LINESTRING (13.2779441 56.2833417, 13.2780451 56.2833051, 13.2781899 56.2833005, 13.278371 56.2832637, 13.2784408 56.2832495)",,
26842105,True,,tertiary,50,False,21.661,"LINESTRING (13.2777814 56.2834761, 13.2776938 56.2834789, 13.2776111 56.2834627, 13.2775463 56.2834298, 13.2775096 56.2833856)",roundabout,
26842110,False,Hallandsvägen,tertiary,50,False,156.878,"LINESTRING (13.2777814 56.2834761, 13.2777845 56.283516, 13.2779787 56.2842503, 13.2781946 56.2848675)",,
26842105,True,,tertiary,50,False,22.924999999999997,"LINESTRING (13.2775096 56.2833856, 13.2775077 56.2833341, 13.2775441 56.2832866, 13.2776123 56.2832517, 13.2777004 56.2832354)",roundabout,
26842107,False,Ängelholmsvägen,tertiary,50,False,32.555,"LINESTRING (13.2775096 56.2833856, 13.2773609 56.2834254, 13.2771009 56.2835655)",,
26842105,True,,tertiary,50,False,21.064999999999998,"LINESTRING (13.2777004 56.2832354, 13.2777854 56.2832393, 13.2778614 56.2832609, 13.2779171 56.2832968, 13.2779441 56.2833417)",roundabout,
39547568,False,Storgatan,tertiary,50,True,215.527,"LINESTRING (13.2777004 56.2832354, 13.2776956 56.2831092, 13.277581 56.2822404, 13.2774055 56.281449, 13.2773599 56.2813077)",,
26842107,False,Ängelholmsvägen,tertiary,50,False,132.947,"LINESTRING (13.2771009 56.2835655, 13.2769963 56.2836697, 13.2769798 56.2836967, 13.2769075 56.2837945, 13.2767874 56.2839721, 13.2767329 56.2840305, 13.2765912 56.2841826, 13.2764266 56.2843169, 13.276042 56.284598)",,
26842107,False,Ängelholmsvägen,tertiary,50,True,32.555,"LINESTRING (13.2771009 56.2835655, 13.2773609 56.2834254, 13.2775096 56.2833856)",,
26842107,False,Ängelholmsvägen,tertiary,50,False,30.511,"LINESTRING (13.276042 56.284598, 13.2757173 56.2848049)",,
26842107,False,Ängelholmsvägen,tertiary,50,True,132.947,"LINESTRING (13.276042 56.284598, 13.2764266 56.2843169, 13.2765912 56.2841826, 13.2767329 56.2840305, 13.2767874 56.2839721, 13.2769075 56.2837945, 13.2769798 56.2836967, 13.2769963 56.2836697, 13.2771009 56.2835655)",,
26842107,False,Ängelholmsvägen,tertiary,50,True,30.511,"LINESTRING (13.2757173 56.2848049, 13.276042 56.284598)",,
26842107,False,Ängelholmsvägen,tertiary,50,False,68.485,"LINESTRING (13.2757173 56.2848049, 13.2755855 56.2848742, 13.2748561 56.2851927)",,
28178999,False,Hallingaliden,residential,,False,55.736999999999995,"LINESTRING (13.2757173 56.2848049, 13.2758055 56.2848966, 13.2757913 56.2849923, 13.2756404 56.2852817)",,
39547568,False,Storgatan,tertiary,50,False,215.527,"LINESTRING (13.2773599 56.2813077, 13.2774055 56.281449, 13.277581 56.2822404, 13.2776956 56.2831092, 13.2777004 56.2832354)",,
220669061,False,Kungsvägen,tertiary,,True,122.982,"LINESTRING (13.2773599 56.2813077, 13.2772292 56.2813097, 13.2767507 56.2813005, 13.276462 56.281295, 13.2757464 56.2812812, 13.2753687 56.281274)",,
"[319068784, 319068785]",False,Hässleholmsvägen,tertiary,50,True,172.786,"LINESTRING (13.2773599 56.2813077, 13.2773247 56.2809626, 13.2773193 56.2805276, 13.2773282 56.2803768, 13.2774001 56.280203, 13.2775501 56.2800029, 13.2777235 56.279797)",,
214814302,False,Valhallavägen,residential,,False,65.96,"LINESTRING (13.2781946 56.2848675, 13.2792632 56.2848755)",,
26842110,False,Hallandsvägen,tertiary,50,False,133.17399999999998,"LINESTRING (13.2781946 56.2848675, 13.278513 56.2856664, 13.2786606 56.2860369)",,
26842110,False,Hallandsvägen,tertiary,50,True,156.87800000000001,"LINESTRING (13.2781946 56.2848675, 13.2779787 56.2842503, 13.2777845 56.283516, 13.2777814 56.2834761)",,
184580393,True,Valhallavägen,residential,50,False,137.567,"LINESTRING (13.2781946 56.2848675, 13.2771947 56.2848293, 13.2765939 56.2847221, 13.2761679 56.2846243, 13.276042 56.284598)",,
214814327,False,Korgmakaregatan,residential,50,False,58.957,"LINESTRING (13.2785907 56.2868439, 13.2794953 56.2870143)",,
26842110,False,Hallandsvägen,tertiary,50,True,91.089,"LINESTRING (13.2785907 56.2868439, 13.2786955 56.2866014, 13.278731 56.2864638, 13.278741 56.2863274, 13.2787099 56.286167, 13.2786606 56.2860369)",,
26842114,False,Stockholmsvägen,residential,,True,9.359,"LINESTRING (13.2818899 56.2837731, 13.281741 56.2837572)",,
26842114,False,Stockholmsvägen,residential,,False,114.41499999999999,"LINESTRING (13.2818899 56.2837731, 13.2826157 56.2838509, 13.2831855 56.2839039, 13.2837208 56.2839257)",,
"[26842113, 59201965]",False,Passagen,unclassified,50,"[False, True]",82.40299999999999,"LINESTRING (13.2818899 56.2837731, 13.2819537 56.2833865, 13.2819823 56.2832134, 13.2819836 56.283159, 13.2819865 56.2830344)",,
26842115,False,Sonnarpsvägen,residential,,False,92.325,"LINESTRING (13.2859617 56.28393, 13.2858781 56.284759)",,
26842114,False,Stockholmsvägen,residential,,False,159.973,"LINESTRING (13.2859617 56.28393, 13.2876049 56.2839983, 13.2885463 56.2840375)",,
26842114,False,Stockholmsvägen,residential,,True,138.376,"LINESTRING (13.2859617 56.28393, 13.2853966 56.2839188, 13.284882 56.2839163, 13.2840982 56.2839318, 13.2837208 56.2839257)",,
26842115,False,Sonnarpsvägen,residential,,True,37.263,"LINESTRING (13.2858518 56.2850938, 13.2858781 56.284759)",,
26842116,False,Järnblästgatan,residential,,False,198.313,"LINESTRING (13.2858518 56.2850938, 13.2890642 56.2851314)",,
26842115,False,Sonnarpsvägen,residential,,False,181.717,"LINESTRING (13.2858518 56.2850938, 13.2858471 56.2851883, 13.2858944 56.2852946, 13.2859819 56.2853695, 13.2863772 56.2855303, 13.2866774 56.2856524, 13.2872978 56.2859048, 13.2875805 56.2860199, 13.2878997 56.2861497, 13.2879304 56.2861622)",,
26842116,False,Järnblästgatan,residential,,True,198.313,"LINESTRING (13.2890642 56.2851314, 13.2858518 56.2850938)",,
222371394,False,Husarliden,residential,,False,134.675,"LINESTRING (13.2890642 56.2851314, 13.2891729 56.2852595, 13.2892782 56.2853532, 13.2904764 56.2860443)",,
222371394,False,Husarliden,residential,,True,126.54899999999999,"LINESTRING (13.2890642 56.2851314, 13.2890434 56.2849036, 13.288913 56.2846103, 13.2885463 56.2840375)",,
26842117,False,Göingegatan,residential,,True,160.10799999999998,"LINESTRING (13.2904764 56.2860443, 13.2899787 56.2860427, 13.2882191 56.2860685, 13.288082 56.2861019, 13.2879304 56.2861622)",,
222371394,False,Husarliden,residential,,True,134.675,"LINESTRING (13.2904764 56.2860443, 13.2892782 56.2853532, 13.2891729 56.2852595, 13.2890642 56.2851314)",,
28178999,False,Hallingaliden,residential,,True,176.926,"LINESTRING (13.2755091 56.2868548, 13.2755432 56.2866892, 13.2755546 56.2865819, 13.2755407 56.2864242, 13.2754503 56.2860278, 13.2754364 56.2858684, 13.2754475 56.2857461, 13.2754754 56.2856394, 13.2755395 56.2854645, 13.2756404 56.2852817)",,
"[288157705, 533247756]",False,"['Vävaregatan', 'Skyttelmakaregatan']",residential,50,False,370.402,"LINESTRING (13.2755091 56.2868548, 13.2761809 56.286887, 13.2766852 56.2868766, 13.2770205 56.2868259, 13.2771626 56.2867202, 13.2772565 56.2866458, 13.2774335 56.2866235, 13.277735 56.2866543, 13.2777393 56.2863763, 13.2777136 56.286227, 13.2775971 56.2860176, 13.2774668 56.2858637, 13.2770591 56.2856851, 13.2756404 56.2852817)",,
"[319068784, 319068785]",False,Hässleholmsvägen,tertiary,50,False,172.786,"LINESTRING (13.2777235 56.279797, 13.2775501 56.2800029, 13.2774001 56.280203, 13.2773282 56.2803768, 13.2773193 56.2805276, 13.2773247 56.2809626, 13.2773599 56.2813077)",,
26842107,False,Ängelholmsvägen,tertiary,50,True,68.485,"LINESTRING (13.2748561 56.2851927, 13.2755855 56.2848742, 13.2757173 56.2848049)",,
59201966,False,Bangatan,tertiary,50,False,144.8,"LINESTRING (13.2806963 56.2830032, 13.2800216 56.2830167, 13.2796789 56.2830235, 13.2792178 56.2830432, 13.2789091 56.2831017, 13.2786057 56.2831901, 13.2784408 56.2832495)",,
"[59201962, 431502291]",False,Bangatan,tertiary,50,True,79.711,"LINESTRING (13.2806963 56.2830032, 13.280982 56.2830101, 13.2814708 56.2830219, 13.2819865 56.2830344)",,
