osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,bridge
91846994,2,Södra Kanalgatan,tertiary,40,False,False,14.633,"LINESTRING (16.3593347 56.6656075, 16.35912 56.6656658)",,,
"[175491130, 25921355]",,Larmgatan,residential,"['50', '30']",True,False,119.85899999999998,"LINESTRING (16.3593347 56.6656075, 16.359337 56.6654604, 16.3593794 56.6652043, 16.3594024 56.6650666, 16.3594692 56.6649416, 16.3595288 56.6648608, 16.3598068 56.664582)",,,
91846994,2,Södra Kanalgatan,tertiary,40,False,True,84.584,"LINESTRING (16.3593347 56.6656075, 16.3595123 56.6655936, 16.3600171 56.6655951, 16.3607153 56.665623)",,,
91846985,,Södra Kanalgatan,tertiary,40,True,False,12.322000000000001,"LINESTRING (16.3628821 56.6658847, 16.3629154 56.6658639, 16.3629606 56.6658515, 16.3630108 56.6658495, 16.3630587 56.6658581)",roundabout,,
91846994,2,Södra Kanalgatan,tertiary,40,False,False,135.595,"LINESTRING (16.3628821 56.6658847, 16.3626881 56.665861, 16.3621968 56.6658011, 16.361743 56.6657411, 16.361215 56.6656721, 16.3609706 56.6656481, 16.3607153 56.665623)",,,
138368661,2,Södra Kanalgatan,tertiary,40,False,False,93.169,"LINESTRING (16.3645495 56.666233, 16.3633065 56.6659798, 16.3631197 56.6659419)",,,
164585255,2,Södra Kanalgatan,tertiary,40,False,True,213.49900000000002,"LINESTRING (16.3645495 56.666233, 16.3651007 56.6663415, 16.3665961 56.6666545, 16.3668847 56.666712, 16.3678263 56.6668993)",,,
4536100,,Proviantgatan,residential,30,True,False,71.837,"LINESTRING (16.368269 56.6648634, 16.3688193 56.6642925)",,,
4536108,,Storgatan,residential,30,False,False,130.386,"LINESTRING (16.368269 56.6648634, 16.366378 56.6643202)",,,
4536108,,Storgatan,residential,30,False,True,118.001,"LINESTRING (16.368269 56.6648634, 16.3699807 56.6653547)",,,
4536108,,Storgatan,residential,30,False,False,118.001,"LINESTRING (16.3699807 56.6653547, 16.368269 56.6648634)",,,
4536108,,Storgatan,residential,30,False,True,91.282,"LINESTRING (16.3699807 56.6653547, 16.3713044 56.6657352)",,,
23228720,,Landshövdingegatan,residential,30,True,False,70.413,"LINESTRING (16.3699807 56.6653547, 16.3694476 56.6659161)",,,
4536102,,Norra Långgatan,residential,30,False,True,118.436,"LINESTRING (16.3694476 56.6659161, 16.3677176 56.6654358)",,,
"[35813680, 164591356]",,Norra Långgatan,residential,30,True,False,99.869,"LINESTRING (16.3694476 56.6659161, 16.3696116 56.6659696, 16.3697874 56.6660269, 16.3705115 56.6662198, 16.3706535 56.6662314, 16.3708037 56.6662211, 16.3709071 56.6661695)",,,
148978827,,Landshövdingegatan,residential,30,True,False,137.911,"LINESTRING (16.3694476 56.6659161, 16.3692982 56.6660671, 16.3692749 56.6660907, 16.3691729 56.6661938, 16.3689237 56.6664905, 16.3688724 56.6666193, 16.3688255 56.6667235, 16.3685209 56.6670402)",,,
4536100,,Proviantgatan,residential,30,True,False,72.016,"LINESTRING (16.3677176 56.6654358, 16.368269 56.6648634)",,,
4536102,,Norra Långgatan,residential,30,False,False,118.436,"LINESTRING (16.3677176 56.6654358, 16.3694476 56.6659161)",,,
4536102,,Norra Långgatan,residential,30,False,True,129.324,"LINESTRING (16.3677176 56.6654358, 16.3658419 56.6648971)",,,
4536100,,Proviantgatan,residential,30,True,False,36.054,"LINESTRING (16.3671674 56.6660145, 16.3672176 56.6659546, 16.3674322 56.6657248)",,,
35771896,,Fiskaregatan,residential,30,False,True,97.84499999999998,"LINESTRING (16.3671674 56.6660145, 16.3659927 56.6656637, 16.3658768 56.665627, 16.3658283 56.665614, 16.3657594 56.6655956)",,,
138368668,,Ölandsgatan,residential,30,False,False,49.7,"LINESTRING (16.3674684 56.6631822, 16.3682126 56.6633625)",,,
143458560,,Ölandsgatan,residential,30,False,True,85.833,"LINESTRING (16.3674684 56.6631822, 16.3674115 56.6631656, 16.3662392 56.6628087)",,,
543050229,,Östra Sjögatan,residential,30,True,False,71.099,"LINESTRING (16.3674684 56.6631822, 16.3674434 56.6632083, 16.3669254 56.6637477)",,,
4536108,,Storgatan,residential,30,False,True,130.386,"LINESTRING (16.366378 56.6643202, 16.368269 56.6648634)",,,
143458564,,Östra Sjögatan,living_street,walk,True,False,72.029,"LINESTRING (16.366378 56.6643202, 16.3658419 56.6648971)",,,
138368667,,Västra Sjögatan,residential,30,False,False,19.22,"LINESTRING (16.3662392 56.6628087, 16.3663859 56.6626558)",,,
519234678,,Västra Sjögatan,residential,30,False,True,73.062,"LINESTRING (16.3662392 56.6628087, 16.3656846 56.6633908)",,,
35771887,,Ölandsgatan,residential,30,True,False,257.82800000000003,"LINESTRING (16.3662392 56.6628087, 16.3640169 56.6621807, 16.3625014 56.6617334)",,,
143458560,,Ölandsgatan,residential,30,False,False,85.833,"LINESTRING (16.3662392 56.6628087, 16.3674115 56.6631656, 16.3674684 56.6631822)",,,
4536098,,Södra Kanalgatan,tertiary,40,False,False,8.052,"LINESTRING (16.3685209 56.6670402, 16.3683987 56.6670131)",,,
4536096,,Östra Sjögatan,residential,30,True,False,33.525999999999996,"LINESTRING (16.3679001 56.662728, 16.3677026 56.6629346, 16.3676481 56.6629958)",,,
35771885,,Skeppsbrogatan,residential,40,False,False,47.596,"LINESTRING (16.3679001 56.662728, 16.368158 56.6628825, 16.3682383 56.6629262, 16.3684542 56.6630279)",,,
35771885,,Skeppsbrogatan,residential,40,False,True,155.289,"LINESTRING (16.3679001 56.662728, 16.3663861 56.6618296, 16.36627 56.6617756, 16.3661346 56.6617278)",,,
