osmid,highway,junction,oneway,reversed,length,geometry,name,ref,lanes,maxspeed,bridge
"[175791514, 175791479]",residential,,False,True,221.07099999999997,"LINESTRING (15.3532949 57.1707941, 15.352917 57.170757, 15.35139 57.1705992, 15.351608 57.1696695)","['Riddaregatan', 'Östra Kyrkogatan']",,,50,
175791470,residential,,False,True,118.195,"LINESTRING (15.3457269 57.1716997, 15.3455623 57.1706405)",Norra Kyrkogatan,,,,
175791470,residential,,False,False,160.562,"LINESTRING (15.3457269 57.1716997, 15.3458099 57.1718747, 15.3459809 57.1720395, 15.3462388 57.1721829, 15.3468099 57.1724043, 15.3469118 57.1724564, 15.3469714 57.1725151, 15.3469918 57.1725979, 15.3469877 57.1728647)",Norra Kyrkogatan,,,,
8208658,tertiary,,False,True,107.703,"LINESTRING (15.3469877 57.1728647, 15.3452029 57.1728197)",Östra vägen,G 969,2,,
8208658,tertiary,,False,False,78.316,"LINESTRING (15.3469877 57.1728647, 15.3480449 57.172868, 15.3482863 57.1728771)",Östra vägen,G 969,2,,
175791470,residential,,False,True,160.562,"LINESTRING (15.3469877 57.1728647, 15.3469918 57.1725979, 15.3469714 57.1725151, 15.3469118 57.1724564, 15.3468099 57.1724043, 15.3462388 57.1721829, 15.3459809 57.1720395, 15.3458099 57.1718747, 15.3457269 57.1716997)",Norra Kyrkogatan,,,,
175791473,residential,,False,True,46.732,"LINESTRING (15.3514084 57.1732236, 15.3513857 57.1731248, 15.3513879 57.1728041)",Norrgatan,,,,
175791476,residential,,False,True,45.297,"LINESTRING (15.3451601 57.1732264, 15.3452029 57.1728197)",Pilgatan,,,,
175791458,residential,,False,False,35.543,"LINESTRING (15.354764 57.1674274, 15.3553496 57.1673905)",Järnvägsgatan,,,50,
8208651,tertiary,,False,False,188.185,"LINESTRING (15.3446987 57.1686649, 15.3448046 57.1686259, 15.3449189 57.16861, 15.3463525 57.1684787, 15.3464365 57.1684717, 15.3466419 57.1684545, 15.347047 57.1684182, 15.3471176 57.1684129, 15.3474656 57.1683821, 15.3477569 57.1683595)",Järnvägsgatan,G 969,,,
"[1116201208, 1116201209, 8208651, 8208655]",tertiary,,False,"[False, True]",97.19800000000001,"LINESTRING (15.3446987 57.1686649, 15.3446285 57.1686973, 15.344598 57.1687516, 15.3445793 57.1689044, 15.3445696 57.1689839, 15.3445045 57.1695173)","['Olofsgatan', 'Järnvägsgatan']",G 969,2,30,yes
379998866,residential,,False,True,20.438,"LINESTRING (15.3506498 57.1698079, 15.3506972 57.1696259)",Riddaregatan,,,50,
175791479,residential,,False,False,29.523,"LINESTRING (15.3516884 57.1694076, 15.351608 57.1696695)",Riddaregatan,,,,
175791479,residential,,False,True,78.986,"LINESTRING (15.3516884 57.1694076, 15.3519035 57.1687069)",Riddaregatan,,,,
379998866,residential,,False,False,82.303,"LINESTRING (15.3516884 57.1694076, 15.3511941 57.1693572, 15.3510895 57.169347, 15.3509634 57.1693441, 15.3508615 57.1693659, 15.3507918 57.1694095, 15.3507327 57.1694837, 15.350714 57.1695477, 15.3506972 57.1696259)",Riddaregatan,,,50,
8208651,tertiary,,False,False,82.28,"LINESTRING (15.3494607 57.1681941, 15.3497166 57.1681696, 15.3502334 57.1681254, 15.3503454 57.1681158, 15.3508068 57.1680722)",Järnvägsgatan,G 969,,,
8208651,tertiary,,False,True,104.35199999999999,"LINESTRING (15.3494607 57.1681941, 15.3489801 57.16824, 15.3488864 57.1682492, 15.3485581 57.1682813, 15.348539 57.1682831, 15.3484096 57.1682958, 15.3477569 57.1683595)",Järnvägsgatan,G 969,,,
"[379999960, 379999961]",residential,,False,True,152.321,"LINESTRING (15.3494607 57.1681941, 15.3496291 57.168764, 15.3497511 57.1691768, 15.3497403 57.1692394, 15.3497216 57.1692917, 15.3497055 57.1693295, 15.3497055 57.1693644, 15.3497135 57.1694037, 15.3497457 57.1694386, 15.3498127 57.169488, 15.349871 57.1695199)",Lärkgatan,,,30,
"[379999960, 379999961]",residential,,False,False,152.321,"LINESTRING (15.349871 57.1695199, 15.3498127 57.169488, 15.3497457 57.1694386, 15.3497135 57.1694037, 15.3497055 57.1693644, 15.3497055 57.1693295, 15.3497216 57.1692917, 15.3497403 57.1692394, 15.3497511 57.1691768, 15.3496291 57.168764, 15.3494607 57.1681941)",Lärkgatan,,,30,
379999960,residential,,False,True,51.506,"LINESTRING (15.349871 57.1695199, 15.3499603 57.1695447, 15.3501078 57.1695709, 15.3502902 57.1695927, 15.3504753 57.1696131, 15.3506972 57.1696259)",,,,30,
"[1137594912, 380000022]",residential,,False,True,115.236,"LINESTRING (15.349871 57.1695199, 15.3497047 57.1694748, 15.3495177 57.169424, 15.3493139 57.1693862, 15.349169 57.1693673, 15.3490322 57.1693673, 15.3485985 57.1693909, 15.3480221 57.1694223)",Lärkgatan,,,,
379998866,residential,,False,False,20.438,"LINESTRING (15.3506972 57.1696259, 15.3506498 57.1698079)",Riddaregatan,,,50,
379998866,residential,,False,True,82.303,"LINESTRING (15.3506972 57.1696259, 15.350714 57.1695477, 15.3507327 57.1694837, 15.3507918 57.1694095, 15.3508615 57.1693659, 15.3509634 57.1693441, 15.3510895 57.169347, 15.3511941 57.1693572, 15.3516884 57.1694076)",Riddaregatan,,,50,
379999960,residential,,False,False,51.506,"LINESTRING (15.3506972 57.1696259, 15.3504753 57.1696131, 15.3502902 57.1695927, 15.3501078 57.1695709, 15.3499603 57.1695447, 15.349871 57.1695199)",,,,30,
175791509,residential,,False,False,119.255,"LINESTRING (15.3480221 57.1694223, 15.3477569 57.1683595)",Ågatan,,,,
175791509,residential,,False,True,103.223,"LINESTRING (15.3480221 57.1694223, 15.3481887 57.1700899, 15.3481953 57.1702027, 15.3481867 57.1702772, 15.3481791 57.1703442)",Ågatan,,,,
"[1137594912, 380000022]",residential,,False,False,115.23599999999999,"LINESTRING (15.3480221 57.1694223, 15.3485985 57.1693909, 15.3490322 57.1693673, 15.349169 57.1693673, 15.3493139 57.1693862, 15.3495177 57.169424, 15.3497047 57.1694748, 15.349871 57.1695199)",Lärkgatan,,,,
